"Country","Year","Data.Daily cigarettes","Data.Percentage.Male","Data.Percentage.Female","Data.Percentage.Total","Data.Smokers.Total","Data.Smokers.Female","Data.Smokers.Male"
"Comoros","1983","3.5","12.8","17.799999","7.8000002","23884","7329","16556"
"Comoros","1984","3.5","12.8","17.9","7.8000002","24498","7509","16989"
"Comoros","1985","3.5","12.8","17.9","7.8000002","25146","7701","17445"
"Comoros","1986","3.5","12.8","17.9","7.8000002","25857","7914","17943"
"Comoros","1987","3.4000001","12.8","17.9","7.8000002","26625","8148","18477"
"Comoros","1988","3.4000001","12.8","17.9","7.8000002","27453","8414","19039"
"Comoros","1989","3.5","12.9","18.0","7.9000001","28343","8721","19622"
"Comoros","1990","3.5","12.9","18.0","8.0","29304","9073","20231"
"Comoros","1991","3.5","13.0","18.0","8.1000004","30328","9468","20860"
"Comoros","1992","3.5","13.1","18.0","8.1999998","31437","9912","21525"
"Comoros","1993","3.5","13.2","18.1","8.3000002","32629","10409","22220"
"Comoros","1994","3.5","13.3","18.1","8.5","33893","10962","22930"
"Comoros","1995","3.5","13.4","18.1","8.6999998","35244","11575","23669"
"Comoros","1996","3.5","13.5","18.0","8.8999996","36674","12245","24429"
"Comoros","1997","3.5","13.4","18.0","8.8000002","37600","12408","25192"
"Comoros","1998","3.5999999","13.2","18.0","8.5","38366","12396","25970"
"Comoros","1999","3.5999999","13.0","18.0","8.1999998","39122","12338","26785"
"Comoros","2000","3.7","12.9","18.0","7.9000001","39904","12276","27628"
"Comoros","2001","3.7","12.8","18.0","7.5999999","40689","12187","28502"
"Comoros","2002","3.8","12.7","18.1","7.3000002","41455","12033","29422"
"Comoros","2003","3.8","12.6","18.200001","7.0","42119","11769","30350"
"Comoros","2004","4.0","12.2","18.299999","6.0999999","41811","10533","31278"
"Comoros","2005","4.0999999","11.8","18.4","5.1999998","41463","9249","32214"
"Comoros","2006","4.3000002","11.5","18.5","4.5","41248","8061","33187"
"Comoros","2007","4.4000001","11.2","18.6","3.8","41172","7028","34144"
"Comoros","2008","4.5","11.0","18.700001","3.3","41277","6180","35097"
"Comoros","2009","4.5999999","10.8","18.700001","2.8","41540","5501","36039"
"Comoros","2010","4.6999998","10.6","18.700001","2.5","41912","4974","36938"
"Comoros","2011","4.8000002","10.5","18.700001","2.3","42409","4594","37815"
"Comoros","2012","4.9000001","10.4","18.700001","2.2","43332","4626","38706"
"Congo","1980","23.299999","8.8999996","16.799999","1.2","88164","5975","82189"
"Congo","1981","22.6","8.8000002","16.700001","1.2","90205","6099","84106"
"Congo","1982","21.700001","8.8000002","16.6","1.2","92221","6225","85997"
"Congo","1983","20.9","8.6999998","16.4","1.2","94327","6364","87963"
"Congo","1984","20.1","8.6000004","16.299999","1.1","96521","6517","90004"
"Congo","1985","19.4","8.6000004","16.200001","1.1","98907","6685","92222"
"Congo","1986","18.9","8.5","16.1","1.1","101526","6870","94656"
"Congo","1987","18.5","8.5","16.1","1.1","104306","7065","97240"
"Congo","1988","18.0","8.5","16.0","1.1","107129","7257","99871"
"Congo","1989","17.4","8.3999996","16.0","1.1","110024","7444","102580"
"Congo","1990","17.0","8.3999996","15.9","1.1","113094","7633","105462"
"Congo","1991","16.6","8.3999996","15.9","1.1","116284","7818","108467"
"Congo","1992","16.299999","8.3999996","15.8","1.1","119520","7998","111522"
"Congo","1993","16.0","8.3999996","15.8","1.1","123021","8193","114829"
"Congo","1994","15.8","8.3999996","15.8","1.1","126896","8415","118481"
"Congo","1995","15.5","8.3999996","15.8","1.1","131031","8651","122380"
"Congo","1996","15.2","8.3999996","15.9","1.1","135415","8896","126519"
"Congo","1997","15.0","8.3999996","15.9","1.1","140191","9300","130891"
"Congo","1998","14.7","8.5","15.9","1.1","145061","9758","135303"
"Congo","1999","14.6","8.5","16.0","1.1","150006","10206","139800"
"Congo","2000","14.4","8.5","16.0","1.2","154668","10639","144030"
"Congo","2001","14.3","8.5","16.0","1.2","159052","11056","147996"
"Congo","2002","14.2","8.6000004","16.1","1.2","163221","11461","151759"
"Congo","2003","14.1","8.6000004","16.1","1.2","167511","11848","155663"
"Congo","2004","14.1","8.6000004","16.1","1.2","172081","12230","159850"
"Congo","2005","14.0","8.6999998","16.200001","1.2","177193","12625","164568"
"Congo","2006","13.9","8.6999998","16.200001","1.2","182971","13059","169912"
"Congo","2007","14.0","8.6999998","16.299999","1.2","189405","13534","175872"
"Congo","2008","14.0","8.6999998","16.299999","1.2","195941","14044","181896"
"Congo","2009","14.1","8.8000002","16.299999","1.3","202214","14568","187645"
"Congo","2010","14.1","8.6999998","16.299999","1.3","207742","15097","192644"
"Congo","2011","14.2","8.6999998","16.299999","1.3","212726","15632","197094"
"Congo","2012","14.3","8.6999998","16.200001","1.3","217553","16157","201396"
"Costa Rica","1980","35.200001","10.4","15.2","5.4000001","152579","38818","113762"
"Costa Rica","1981","34.0","10.3","15.1","5.4000001","157310","40164","117145"
"Costa Rica","1982","33.200001","10.3","15.1","5.4000001","162899","41736","121163"
"Costa Rica","1983","32.5","10.3","15.1","5.4000001","168518","43388","125131"
"Costa Rica","1984","31.700001","10.3","15.1","5.4000001","173835","45009","128826"
"Costa Rica","1985","31.0","10.3","15.1","5.5","179172","46637","132535"
"Costa Rica","1986","30.4","10.3","15.0","5.5","184242","48218","136025"
"Costa Rica","1987","29.799999","10.3","15.0","5.5","189161","49798","139362"
"Costa Rica","1988","29.299999","10.3","15.0","5.5999999","193991","51406","142584"
"Costa Rica","1989","28.9","10.3","14.9","5.5999999","198121","52794","145327"
"Costa Rica","1990","28.6","10.2","14.8","5.5","201922","54032","147890"
"Costa Rica","1991","28.4","10.1","14.6","5.5","205641","55165","150477"
"Costa Rica","1992","28.200001","10.0","14.5","5.4000001","208832","56043","152789"
"Costa Rica","1993","28.0","9.8999996","14.3","5.4000001","211988","56770","155217"
"Costa Rica","1994","28.299999","9.6000004","14.1","5.0","212565","54774","157790"
"Costa Rica","1995","28.6","9.3999996","13.9","4.6999998","213847","52911","160936"
"Costa Rica","1996","28.9","9.1999998","13.7","4.6999998","217740","54330","163410"
"Costa Rica","1997","28.9","9.1999998","13.5","4.8000002","224301","57199","167101"
"Costa Rica","1998","28.4","9.3000002","13.5","4.9000001","233877","61014","172863"
"Costa Rica","1999","27.700001","9.3999996","13.7","5.0999999","245920","65515","180405"
"Costa Rica","2000","26.799999","9.6999998","14.0","5.3000002","260749","70529","190220"
"Costa Rica","2001","25.9","10.0","14.3","5.5999999","277825","76401","201424"
"Costa Rica","2002","25.1","10.4","14.7","5.9000001","296420","83034","213386"
"Costa Rica","2003","24.200001","10.7","15.1","6.1999998","315313","90050","225263"
"Costa Rica","2004","23.4","11.0","15.4","6.5","334328","97297","237030"
"Costa Rica","2005","22.6","11.3","15.7","6.8000002","352473","104416","248057"
"Costa Rica","2006","21.799999","11.5","15.9","7.0","368962","111024","257938"
"Costa Rica","2007","21.1","11.7","16.1","7.1999998","384068","117190","266878"
"Costa Rica","2008","20.4","11.9","16.200001","7.4000001","398507","122995","275512"
"Costa Rica","2009","19.9","12.0","16.4","7.5999999","413251","128798","284452"
"Costa Rica","2010","19.5","12.2","16.5","7.6999998","426496","134064","292433"
"Costa Rica","2011","19.1","12.2","16.5","7.6999998","435146","136745","298401"
"Costa Rica","2012","18.799999","12.1","16.4","7.6999998","442921","139043","303877"
"Cote d'Ivoire","1980","23.5","9.3000002","15.2","2.4000001","420580","50239","370341"
"Cote d'Ivoire","1981","23.6","9.3000002","15.1","2.4000001","437809","52381","385428"
"Cote d'Ivoire","1982","23.6","9.3000002","15.1","2.4000001","455811","54605","401206"
"Cote d'Ivoire","1983","23.6","9.3000002","15.0","2.4000001","474200","56903","417298"
"Cote d'Ivoire","1984","23.700001","9.1999998","15.0","2.4000001","492936","59320","433615"
"Cote d'Ivoire","1985","23.700001","9.1999998","15.0","2.4000001","511850","61851","449999"
"Cote d'Ivoire","1986","23.799999","9.1999998","14.9","2.4000001","530286","64431","465855"
"Cote d'Ivoire","1987","23.799999","9.1000004","14.9","2.4000001","548612","67038","481573"
"Cote d'Ivoire","1988","23.799999","9.1000004","14.8","2.4000001","566986","69669","497317"
"Cote d'Ivoire","1989","23.799999","9.1000004","14.8","2.4000001","585971","72386","513585"
"Cote d'Ivoire","1990","23.799999","9.0","14.7","2.4000001","605785","75283","530502"
"Cote d'Ivoire","1991","23.799999","9.0","14.6","2.4000001","625896","78246","547650"
"Cote d'Ivoire","1992","23.799999","8.8999996","14.5","2.4000001","646380","81343","565037"
"Cote d'Ivoire","1993","23.700001","8.8000002","14.5","2.4000001","667320","84509","582811"
"Cote d'Ivoire","1994","23.700001","8.8000002","14.4","2.4000001","687809","87660","600149"
"Cote d'Ivoire","1995","23.6","8.6999998","14.3","2.4000001","706462","90610","615851"
"Cote d'Ivoire","1996","23.5","8.6000004","14.1","2.4000001","723616","93293","630322"
"Cote d'Ivoire","1997","23.4","8.5","14.0","2.3","738791","94342","644448"
"Cote d'Ivoire","1998","23.299999","8.5","14.0","2.2","755524","93890","661634"
"Cote d'Ivoire","1999","23.0","8.3999996","14.1","2.2","771869","92624","679246"
"Cote d'Ivoire","2000","22.799999","8.3999996","14.1","2.0999999","786677","91024","695652"
"Cote d'Ivoire","2001","22.5","8.3999996","14.2","2.0","799527","89277","710250"
"Cote d'Ivoire","2002","22.299999","8.3999996","14.3","1.9","811056","87426","723630"
"Cote d'Ivoire","2003","22.0","8.3999996","14.4","1.8","823704","85603","738101"
"Cote d'Ivoire","2004","21.4","8.6000004","14.8","1.7","847352","81298","766054"
"Cote d'Ivoire","2005","20.799999","8.8000002","15.3","1.6","877954","77350","800604"
"Cote d'Ivoire","2006","20.1","9.0","15.8","1.5","914200","74073","840128"
"Cote d'Ivoire","2007","19.5","9.1999998","16.4","1.4","954459","71454","883005"
"Cote d'Ivoire","2008","18.799999","9.3999996","16.9","1.4","997910","69528","928382"
"Cote d'Ivoire","2009","18.299999","9.6999998","17.4","1.3","1043304","68263","975042"
"Cote d'Ivoire","2010","17.700001","9.8999996","18.0","1.3","1092753","67554","1025199"
"Cote d'Ivoire","2011","17.299999","10.1","18.4","1.2","1143683","67348","1076335"
"Cote d'Ivoire","2012","16.9","10.3","18.799999","1.2","1194513","67625","1126888"
"Croatia","1980","19.0","26.0","30.6","21.9","897308","399676","497632"
"Croatia","1981","19.200001","26.1","30.799999","22.0","907691","403527","504164"
"Croatia","1982","19.299999","26.200001","31.0","22.0","917845","407153","510692"
"Croatia","1983","19.5","26.299999","31.1","22.1","928145","410873","517272"
"Croatia","1984","19.700001","26.4","31.299999","22.1","940437","415310","525127"
"Croatia","1985","19.9","26.5","31.4","22.200001","954496","420437","534059"
"Croatia","1986","20.1","26.6","31.5","22.200001","971224","426477","544748"
"Croatia","1987","20.299999","26.700001","31.6","22.299999","989142","432900","556243"
"Croatia","1988","20.6","26.799999","31.700001","22.299999","1006843","439193","567650"
"Croatia","1989","20.9","26.9","31.799999","22.4","1021917","444556","577361"
"Croatia","1990","21.1","26.9","31.799999","22.4","1031694","447959","583735"
"Croatia","1991","21.299999","26.799999","31.700001","22.299999","1033342","448350","584993"
"Croatia","1992","21.4","26.6","31.6","22.1","1029038","446301","582737"
"Croatia","1993","21.6","26.5","31.4","21.9","1020873","442578","578296"
"Croatia","1994","21.700001","26.4","31.4","21.799999","1012847","438426","574421"
"Croatia","1995","21.9","26.299999","31.4","21.700001","1006557","434764","571793"
"Croatia","1996","22.299999","26.200001","31.5","21.4","995296","426246","569049"
"Croatia","1997","22.799999","26.0","31.6","20.9","981955","414807","567148"
"Croatia","1998","23.299999","25.9","31.799999","20.6","972677","405333","567344"
"Croatia","1999","23.700001","25.9","32.099998","20.299999","965672","397367","568305"
"Croatia","2000","24.200001","26.0","32.400002","20.1","963027","391786","571241"
"Croatia","2001","24.700001","26.1","32.799999","20.0","964064","388511","575554"
"Croatia","2002","25.1","26.299999","33.099998","20.0","968655","387401","581254"
"Croatia","2003","25.4","26.5","33.599998","20.1","976708","388178","588530"
"Croatia","2004","25.700001","26.799999","34.0","20.200001","987888","391276","596612"
"Croatia","2005","25.9","27.1","34.400002","20.4","999031","394409","604622"
"Croatia","2006","26.200001","27.4","34.900002","20.6","1009053","396770","612284"
"Croatia","2007","26.5","27.6","35.299999","20.700001","1018166","398549","619617"
"Croatia","2008","26.700001","27.9","35.700001","20.700001","1026135","399592","626543"
"Croatia","2009","26.9","28.0","35.900002","20.700001","1029523","399300","630223"
"Croatia","2010","27.0","28.0","36.0","20.700001","1029750","398247","631503"
"Croatia","2011","27.1","28.0","36.099998","20.700001","1027558","396421","631137"
"Croatia","2012","27.200001","27.9","36.0","20.6","1022722","393901","628820"
"Cuba","1980","45.200001","21.9","29.200001","14.4","1468853","481304","987549"
"Cuba","1981","44.599998","21.299999","28.299999","14.1","1460280","482558","977722"
"Cuba","1982","43.799999","20.6","27.4","13.8","1446883","482754","964130"
"Cuba","1983","42.900002","20.1","26.5","13.6","1434526","483098","951428"
"Cuba","1984","41.799999","19.5","25.700001","13.3","1421352","483088","938264"
"Cuba","1985","40.799999","19.1","25.0","13.1","1416371","484731","931639"
"Cuba","1986","39.700001","18.700001","24.5","12.9","1417305","487728","929577"
"Cuba","1987","38.700001","18.4","24.1","12.8","1424389","492242","932147"
"Cuba","1988","37.700001","18.200001","23.6","12.6","1431409","496537","934872"
"Cuba","1989","36.700001","17.9","23.299999","12.5","1439465","501086","938379"
"Cuba","1990","36.0","17.799999","23.200001","12.5","1452023","506840","945183"
"Cuba","1991","35.5","17.9","23.200001","12.5","1472953","515031","957923"
"Cuba","1992","35.200001","18.1","23.5","12.7","1506200","527598","978601"
"Cuba","1993","35.200001","18.5","24.0","13.0","1548683","542711","1005972"
"Cuba","1994","35.200001","18.9","24.5","13.3","1588324","557050","1031274"
"Cuba","1995","35.200001","19.200001","24.9","13.5","1623964","570261","1053702"
"Cuba","1996","35.200001","19.4","25.1","13.7","1649775","580730","1069045"
"Cuba","1997","35.400002","19.4","25.1","13.7","1661586","585492","1076094"
"Cuba","1998","35.5","19.4","25.1","13.7","1670362","589671","1080691"
"Cuba","1999","35.400002","19.299999","24.9","13.7","1671240","591949","1079291"
"Cuba","2000","35.200001","19.1","24.6","13.6","1666079","592392","1073687"
"Cuba","2001","34.900002","18.799999","24.200001","13.5","1657751","592301","1065449"
"Cuba","2002","34.599998","18.6","23.799999","13.4","1648442","592893","1055549"
"Cuba","2003","34.200001","18.299999","23.4","13.3","1638706","593293","1045412"
"Cuba","2004","33.700001","18.0","22.9","13.2","1629087","593501","1035587"
"Cuba","2005","33.200001","17.799999","22.5","13.0","1616363","592311","1024051"
"Cuba","2006","32.400002","17.5","22.0","12.9","1598845","589749","1009096"
"Cuba","2007","31.700001","17.200001","21.6","12.8","1581908","586384","995524"
"Cuba","2008","30.9","17.0","21.4","12.6","1572078","583950","988128"
"Cuba","2009","30.299999","16.799999","21.200001","12.5","1565049","581862","983186"
"Cuba","2010","29.799999","16.700001","21.0","12.5","1560819","580727","980092"
"Cuba","2011","29.4","16.6","20.9","12.4","1558871","580077","978793"
"Cuba","2012","29.1","16.6","20.799999","12.3","1557423","579532","977890"
"Cyprus","1980","20.4","34.200001","46.5","22.6","156223","52788","103435"
"Cyprus","1981","20.200001","34.200001","46.5","22.5","157136","53050","104086"
"Cyprus","1982","20.0","34.200001","46.5","22.5","158068","53291","104777"
"Cyprus","1983","19.9","34.099998","46.400002","22.4","158972","53525","105446"
"Cyprus","1984","19.799999","34.099998","46.400002","22.299999","159961","53795","106166"
"Cyprus","1985","19.700001","34.0","46.400002","22.299999","160918","54049","106869"
"Cyprus","1986","19.700001","33.900002","46.299999","22.200001","161882","54329","107554"
"Cyprus","1987","19.6","33.900002","46.299999","22.200001","163036","54690","108346"
"Cyprus","1988","19.6","33.900002","46.299999","22.1","164461","55116","109345"
"Cyprus","1989","19.6","34.0","46.400002","22.1","166093","55605","110487"
"Cyprus","1990","19.6","34.0","46.599998","22.200001","167940","56207","111733"
"Cyprus","1991","19.6","34.099998","46.700001","22.200001","169798","56863","112935"
"Cyprus","1992","19.6","34.200001","46.799999","22.299999","171901","57610","114291"
"Cyprus","1993","19.6","34.299999","46.900002","22.4","173969","58351","115618"
"Cyprus","1994","19.700001","34.400002","47.099998","22.5","176262","59194","117068"
"Cyprus","1995","19.799999","34.599998","47.400002","22.6","178892","60133","118758"
"Cyprus","1996","19.799999","34.900002","47.700001","22.799999","181671","61122","120549"
"Cyprus","1997","20.5","34.200001","47.0","22.1","179692","59781","119911"
"Cyprus","1998","21.0","33.799999","46.700001","21.700001","179351","59164","120187"
"Cyprus","1999","21.4","33.700001","46.700001","21.4","180124","59031","121094"
"Cyprus","2000","21.799999","33.599998","46.700001","21.299999","182977","59662","123315"
"Cyprus","2001","22.200001","33.599998","46.900002","21.200001","186618","60716","125902"
"Cyprus","2002","22.700001","33.599998","47.099998","21.1","191084","61768","129316"
"Cyprus","2003","23.200001","33.599998","47.200001","20.9","194740","62377","132363"
"Cyprus","2004","23.799999","33.5","47.299999","20.6","198131","62801","135330"
"Cyprus","2005","24.4","33.299999","47.299999","20.200001","201257","62975","138282"
"Cyprus","2006","25.5","32.599998","46.700001","19.299999","201405","61539","139866"
"Cyprus","2007","26.6","31.799999","46.099998","18.4","203458","60746","142713"
"Cyprus","2008","27.700001","31.299999","45.799999","17.700001","206444","60437","146007"
"Cyprus","2009","28.6","30.799999","45.5","17.200001","210413","60745","149668"
"Cyprus","2010","29.0","30.9","45.799999","17.1","217310","62481","154829"
"Cyprus","2011","29.200001","31.200001","46.400002","17.299999","226357","65056","161301"
"Cyprus","2012","29.299999","31.6","46.900002","17.5","233246","67272","165974"
"Czech Republic","1980","21.799999","25.200001","29.700001","21.200001","1982081","870952","1111128"
"Czech Republic","1981","21.6","25.200001","29.6","21.200001","1980462","872182","1108280"
"Czech Republic","1982","21.5","25.200001","29.5","21.200001","1982686","874499","1108186"
"Czech Republic","1983","21.5","25.299999","29.6","21.299999","1989211","878811","1110400"
"Czech Republic","1984","21.5","25.4","29.700001","21.5","1999209","884570","1114639"
"Czech Republic","1985","21.6","25.5","29.799999","21.6","2011997","891359","1120638"
"Czech Republic","1986","21.6","25.6","29.9","21.700001","2025614","898345","1127269"
"Czech Republic","1987","21.700001","25.700001","30.0","21.799999","2040662","905721","1134940"
"Czech Republic","1988","21.700001","25.799999","30.0","21.9","2058223","914152","1144071"
"Czech Republic","1989","21.700001","25.9","30.1","22.0","2076997","922104","1154893"
"Czech Republic","1990","21.799999","25.9","30.1","22.0","2096032","929235","1166798"
"Czech Republic","1991","21.9","26.1","30.4","22.1","2124391","938020","1186371"
"Czech Republic","1992","22.200001","26.200001","30.700001","22.0","2151085","943246","1207839"
"Czech Republic","1993","22.4","26.299999","31.0","21.9","2176263","945389","1230875"
"Czech Republic","1994","22.700001","26.200001","31.299999","21.4","2181712","929174","1252538"
"Czech Republic","1995","23.1","25.9","31.5","20.799999","2175015","906814","1268200"
"Czech Republic","1996","23.5","25.6","31.6","20.200001","2159704","882095","1277610"
"Czech Republic","1997","23.9","25.299999","31.5","19.6","2143280","861359","1281921"
"Czech Republic","1998","24.200001","25.200001","31.5","19.299999","2136314","848336","1287978"
"Czech Republic","1999","24.4","25.1","31.6","19.1","2136457","841587","1294869"
"Czech Republic","2000","24.5","25.1","31.6","19.1","2146402","844156","1302246"
"Czech Republic","2001","24.5","25.200001","31.6","19.200001","2161287","851657","1309630"
"Czech Republic","2002","24.5","25.299999","31.6","19.4","2184118","866005","1318112"
"Czech Republic","2003","24.200001","25.6","31.700001","20.0","2224197","895800","1328397"
"Czech Republic","2004","24.1","25.799999","31.5","20.4","2247459","918156","1329303"
"Czech Republic","2005","24.1","25.700001","31.1","20.6","2252112","930720","1321392"
"Czech Republic","2006","24.299999","25.299999","30.4","20.5","2230375","928845","1301530"
"Czech Republic","2007","24.5","24.799999","29.700001","20.1","2196232","918577","1277656"
"Czech Republic","2008","24.700001","24.299999","29.0","19.799999","2161838","905052","1256785"
"Czech Republic","2009","24.799999","24.0","28.799999","19.5","2144662","893478","1251184"
"Czech Republic","2010","24.799999","23.799999","28.6","19.200001","2129772","883069","1246703"
"Czech Republic","2011","24.799999","23.6","28.5","19.0","2118243","874730","1243514"
"Czech Republic","2012","24.6","23.6","28.5","19.0","2119660","873330","1246329"
"Democratic Republic of Congo","1980","8.6000004","7.9000001","15.1","1.2","1147056","87370","1059686"
"Democratic Republic of Congo","1981","8.6000004","7.9000001","15.1","1.2","1176274","89366","1086908"
"Democratic Republic of Congo","1982","8.5","7.9000001","15.1","1.1","1205431","91359","1114073"
"Democratic Republic of Congo","1983","8.5","7.9000001","15.1","1.1","1235723","93310","1142413"
"Democratic Republic of Congo","1984","8.5","7.9000001","15.1","1.1","1267508","95305","1172203"
"Democratic Republic of Congo","1985","8.5","7.9000001","15.1","1.1","1300723","97486","1203237"
"Democratic Republic of Congo","1986","8.5","7.9000001","15.1","1.1","1335753","99884","1235868"
"Democratic Republic of Congo","1987","8.5","7.9000001","15.0","1.1","1372224","102420","1269804"
"Democratic Republic of Congo","1988","8.5","7.9000001","15.0","1.1","1411336","105054","1306282"
"Democratic Republic of Congo","1989","8.5","7.9000001","15.0","1.1","1454635","107887","1346748"
"Democratic Republic of Congo","1990","8.3999996","7.9000001","15.0","1.1","1502892","111094","1391798"
"Democratic Republic of Congo","1991","8.3999996","7.9000001","15.0","1.1","1557144","114683","1442461"
"Democratic Republic of Congo","1992","8.1999998","7.9000001","15.1","1.1","1617207","118567","1498641"
"Democratic Republic of Congo","1993","8.1000004","7.9000001","15.1","1.1","1678421","122531","1555891"
"Democratic Republic of Congo","1994","8.0","7.9000001","15.0","1.1","1735230","126308","1608922"
"Democratic Republic of Congo","1995","7.8000002","7.9000001","15.0","1.1","1785397","129580","1655817"
"Democratic Republic of Congo","1996","7.6999998","7.9000001","15.0","1.1","1828552","132206","1696346"
"Democratic Republic of Congo","1997","7.5","7.9000001","15.0","1.1","1869310","136362","1732948"
"Democratic Republic of Congo","1998","7.4000001","7.9000001","15.0","1.1","1907643","141151","1766492"
"Democratic Republic of Congo","1999","7.3000002","7.9000001","15.0","1.2","1947133","146085","1801048"
"Democratic Republic of Congo","2000","7.1999998","7.9000001","14.9","1.2","1992488","151037","1841451"
"Democratic Republic of Congo","2001","7.0999999","7.9000001","14.9","1.2","2045592","156060","1889532"
"Democratic Republic of Congo","2002","7.0","7.9000001","14.9","1.2","2105336","161381","1943955"
"Democratic Republic of Congo","2003","7.0","7.9000001","14.9","1.2","2170103","167022","2003081"
"Democratic Republic of Congo","2004","7.0","7.9000001","14.9","1.2","2238027","173086","2064942"
"Democratic Republic of Congo","2005","7.0","7.9000001","14.9","1.2","2307838","179121","2128718"
"Democratic Republic of Congo","2006","7.0","7.9000001","14.9","1.2","2379680","185208","2194471"
"Democratic Republic of Congo","2007","7.0","7.9000001","14.9","1.2","2454856","191457","2263399"
"Democratic Republic of Congo","2008","7.0999999","7.9000001","14.9","1.2","2532322","197830","2334492"
"Democratic Republic of Congo","2009","7.0999999","7.9000001","14.9","1.2","2611414","204347","2407067"
"Democratic Republic of Congo","2010","7.1999998","7.9000001","14.9","1.2","2693344","210968","2482376"
"Democratic Republic of Congo","2011","7.3000002","7.9000001","14.9","1.2","2779489","217642","2561847"
"Democratic Republic of Congo","2012","7.3000002","8.0","14.9","1.2","2870564","224547","2646017"
"Denmark","1980","13.2","37.799999","37.900002","37.700001","1531390","780558","750831"
"Denmark","1981","13.0","37.700001","37.900002","37.599998","1541261","786001","755260"
"Denmark","1982","12.9","37.700001","37.799999","37.599998","1550241","791561","758680"
"Denmark","1983","12.8","37.700001","37.700001","37.599998","1556883","796303","760580"
"Denmark","1984","12.8","37.599998","37.5","37.700001","1560581","800298","760283"
"Denmark","1985","12.7","37.5","37.200001","37.700001","1562735","804243","758492"
"Denmark","1986","12.7","37.299999","36.799999","37.700001","1563243","808601","754643"
"Denmark","1987","12.7","37.0","36.200001","37.799999","1560605","813841","746764"
"Denmark","1988","12.7","36.799999","35.700001","37.900002","1559068","820288","738780"
"Denmark","1989","12.6","36.799999","35.5","38.0","1562899","825588","737311"
"Denmark","1990","12.6","36.799999","35.5","38.099998","1569401","829268","740133"
"Denmark","1991","12.6","36.900002","35.599998","38.0","1578013","832026","745987"
"Denmark","1992","12.7","36.799999","35.799999","37.700001","1580129","827647","752483"
"Denmark","1993","12.8","36.599998","36.200001","37.099998","1576245","814913","761332"
"Denmark","1994","13.0","36.299999","36.400002","36.299999","1565842","798264","767578"
"Denmark","1995","13.2","35.700001","36.200001","35.299999","1545034","778459","766576"
"Denmark","1996","13.6","35.0","35.799999","34.299999","1516619","757667","758952"
"Denmark","1997","14.1","34.0","35.0","33.099998","1475541","732060","743481"
"Denmark","1998","14.5","33.099998","34.200001","32.0","1437530","709113","728417"
"Denmark","1999","14.9","32.299999","33.599998","31.0","1402809","687294","715515"
"Denmark","2000","15.4","31.4","33.0","29.799999","1365697","661915","703783"
"Denmark","2001","15.9","30.4","32.299999","28.5","1325322","634537","690785"
"Denmark","2002","16.6","29.4","31.6","27.299999","1282647","606651","675996"
"Denmark","2003","17.299999","28.200001","30.6","25.9","1235025","577739","657286"
"Denmark","2004","18.0","27.1","29.6","24.700001","1187228","551185","636043"
"Denmark","2005","18.799999","25.9","28.299999","23.6","1140919","528470","612448"
"Denmark","2006","19.6","24.700001","27.0","22.5","1092553","507260","585293"
"Denmark","2007","20.4","23.5","25.4","21.5","1043425","487671","555755"
"Denmark","2008","21.5","22.1","23.799999","20.5","991830","467716","524114"
"Denmark","2009","22.6","20.9","22.299999","19.5","943492","448120","495371"
"Denmark","2010","23.6","19.9","21.1","18.700001","903849","431343","472506"
"Denmark","2011","24.299999","19.1","20.299999","18.0","875177","417609","457568"
"Denmark","2012","24.6","18.700001","19.9","17.5","861253","409702","451551"
"Djibouti","1980","13.1","20.9","35.200001","6.5","40162","6248","33914"
"Djibouti","1981","13.1","20.9","35.099998","6.5","42091","6521","35570"
"Djibouti","1982","12.9","20.9","35.099998","6.5","43554","6720","36834"
"Djibouti","1983","12.8","20.9","35.200001","6.5","44915","6905","38010"
"Djibouti","1984","12.7","21.0","35.299999","6.5","46696","7162","39534"
"Djibouti","1985","12.6","21.1","35.5","6.5","49247","7539","41708"
"Djibouti","1986","12.6","21.200001","35.599998","6.5","52723","8061","44663"
"Djibouti","1987","12.5","21.299999","35.799999","6.5","56957","8703","48254"
"Djibouti","1988","12.5","21.299999","36.0","6.5","61519","9395","52124"
"Djibouti","1989","12.5","21.4","36.099998","6.5","65841","10042","55799"
"Djibouti","1990","12.4","21.4","36.200001","6.5","69546","10590","58957"
"Djibouti","1991","12.3","21.4","36.299999","6.5","72486","11022","61464"
"Djibouti","1992","12.2","21.4","36.299999","6.5","74820","11361","63459"
"Djibouti","1993","12.1","21.4","36.299999","6.5","76753","11652","65101"
"Djibouti","1994","12.0","21.4","36.299999","6.5","78582","11928","66653"
"Djibouti","1995","12.0","21.5","36.400002","6.5","80558","12223","68334"
"Djibouti","1996","11.9","21.5","36.5","6.5","82718","12552","70165"
"Djibouti","1997","11.9","21.5","36.5","6.5","84709","12787","71921"
"Djibouti","1998","11.9","21.6","36.599998","6.5","86896","13080","73817"
"Djibouti","1999","11.9","21.6","36.700001","6.5","89178","13411","75768"
"Djibouti","2000","11.9","21.6","36.700001","6.5","91477","13760","77717"
"Djibouti","2001","11.9","21.5","36.599998","6.5","93745","14101","79644"
"Djibouti","2002","11.9","21.4","36.400002","6.4000001","95988","14429","81559"
"Djibouti","2003","11.9","21.299999","36.200001","6.4000001","98229","14758","83471"
"Djibouti","2004","11.9","21.200001","36.0","6.4000001","100424","15049","85375"
