"id","material","name","location.city","location.city_id","location.country","location.country id","location.latitude","location.longitude","purposes.abandoned","purposes.air traffic control tower","purposes.belltower","purposes.bridge","purposes.casino","purposes.commercial","purposes.education","purposes.exhibition","purposes.government","purposes.hospital","purposes.hotel","purposes.industrial","purposes.library","purposes.multiple","purposes.museum","purposes.observation","purposes.office","purposes.other","purposes.religious","purposes.residential","purposes.retail","purposes.serviced apartments","purposes.telecommunications","statistics.floors above","statistics.height","statistics.number of purposes","statistics.rank","status.current","status.completed.is completed","status.completed.year","status.started.is started","status.started.year"
"3605","steel","PNC Tower","Louisville","1620","US","163","38.256229400635","-85.75789642334","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","156.05999755859","1","624","completed","True","1972","True","1970"
"3620","steel","Continental Building","New York City","1641","US","163","40.754661560059","-73.986457824707","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","42","155.75999450684","1","628","completed","True","1931","True","1930"
"3621","steel","1155 Avenue of the Americas","New York City","1641","US","163","40.756618499756","-73.983352661133","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","155.75999450684","1","629","completed","True","1984","True","0"
"3622","steel","K & L Gates Center","Pittsburgh","1661","US","163","40.442001342773","-79.999938964844","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","155.75999450684","1","630","completed","True","1968","True","1966"
"20763","steel","B4 Tower","New York City","1641","US","163","40.682819366455","-73.974060058594","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","54","155.75","1","631","proposed","True","0","True","0"
"3638","steel","Harris Bank Bank Addition II","Chicago","1539","US","163","41.880268096924","-87.631973266602","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","35","155.44999694824","1","632","completed","True","1974","True","1972"
"3633","concrete","Liberty Plaza","New York City","1641","US","163","40.707359313965","-74.00821685791","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","45","155.38999938965","1","633","completed","True","2004","True","2002"
"3664","steel","Bank of America Building","Baltimore","1514","US","163","39.289211273193","-76.614028930664","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","37","155.14999389648","1","634","completed","True","1924","True","0"
"3675","concrete","KOIN Center","Portland","1656","US","163","45.513149261475","-122.67755889893","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","31","155.14999389648","1","635","completed","True","1984","True","1981"
"3819","concrete","Hudson Greene East Tower","Jersey City","1605","US","163","40.714569091797","-74.035049438477","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","48","155.13999938965","1","636","completed","True","2010","True","2006"
"3647","concrete","215 West","Chicago","1539","US","163","41.883029937744","-87.634552001953","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","50","155.05999755859","1","637","completed","True","2010","True","2008"
"13980","concrete","BrickellHouse","Miami","1632","US","163","25.760389328003","-80.190277099609","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","48","155.03999328613","1","638","completed","True","2014","True","2012"
"3688","concrete","Renaissance Center 100 Tower","Detroit","1559","US","163","42.329078674316","-83.040321350098","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","155.0","1","639","completed","True","1976","True","1973"
"3689","concrete","Renaissance Center 200 Tower","Detroit","1559","US","163","42.329559326172","-83.039291381836","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","155.0","1","639","completed","True","1976","True","1973"
"3690","concrete","Renaissance Center 300 Tower","Detroit","1559","US","163","42.328788757324","-83.038711547852","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","155.0","1","639","completed","True","1976","True","1973"
"3691","concrete","Renaissance Center 400 Tower","Detroit","1559","US","163","42.32836151123","-83.039749145508","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","155.0","1","639","completed","True","1976","True","1973"
"3695","concrete","The Westin Virginia Beach Town Center & Residences","Virginia Beach","1716","US","163","36.841529846191","-76.136047363281","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","38","154.83999633789","2","643","completed","True","2007","True","2005"
"14399","concrete","The Couture","Milwaukee","1634","US","163","43.037311553955","-87.899528503418","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","44","154.5299987793","1","644","proposed","True","0","True","0"
"3703","steel","One Beacon Street","Boston","1524","US","163","42.358478546143","-71.060821533203","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","36","154.5","1","645","completed","True","1972","True","0"
"3737","steel","United Nations Secretariat Building","New York City","1641","US","163","40.74893951416","-73.968017578125","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","154.30000305176","1","646","completed","True","1953","True","1947"
"3706","steel","810 7th Avenue","New York City","1641","US","163","40.76293182373","-73.982582092285","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","41","154.22999572754","1","647","completed","True","1970","True","0"
"3707","steel","10 Universal City Plaza","Los Angeles","1611","US","163","34.138240814209","-118.3618927002","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","36","154.22999572754","1","648","completed","True","1984","True","0"
"3711","concrete","400 East Ohio Street","Chicago","1539","US","163","41.892848968506","-87.617378234863","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","50","154.0","1","649","completed","True","1982","True","0"
"3712","concrete","The Beach Club Tower 2","Hallandale Beach","1588","US","163","25.984939575195","-80.118316650391","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","50","153.92999267578","1","650","completed","True","2006","True","2004"
"3735","steel","One United Nations Plaza","New York City","1641","US","163","40.75048828125","-73.969192504883","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","153.92999267578","2","651","completed","True","1975","True","0"
"3736","steel","Two United Nations Plaza","New York City","1641","US","163","40.750839233398","-73.969581604004","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","153.92999267578","2","651","completed","True","1981","True","0"
"3757","steel","One Indiana Square","Indianapolis","1600","US","163","39.770370483398","-86.15550994873","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","37","153.61999511719","1","653","completed","True","1969","True","1967"
"3773","composite","Fifth Street Towers II","Minneapolis","1627","US","163","44.978260040283","-93.268013000488","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","36","153.4700012207","1","654","completed","True","1988","True","0"
"3775","steel","Vern Riffe Center for Govermnment and the Arts","Columbus","1545","US","163","39.960350036621","-83.000846862793","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","33","153.4700012207","1","655","completed","True","1989","True","0"
"3765","steel","Johns-Manville Building","New York City","1641","US","163","40.751201629639","-73.980049133301","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","43","153.32000732422","1","656","completed","True","1931","True","1930"
"3768","steel","Bank of America Plaza","Charlotte","1544","US","163","35.226619720459","-80.843246459961","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","153.32000732422","1","657","completed","True","1974","True","1972"
"3769","steel","60 Broad Street","New York City","1641","US","163","40.705341339111","-74.012062072754","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","153.32000732422","1","658","completed","True","1962","True","1960"
"3770","steel","Carbide & Carbon Building","Chicago","1539","US","163","41.886600494385","-87.624801635742","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","37","153.32000732422","1","659","completed","True","1929","True","1928"
"3771","steel","Lefcourt National Building","New York City","1641","US","163","40.754169464111","-73.97981262207","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","37","153.32000732422","1","659","completed","True","1928","True","0"
"3772","steel","State Street Financial Center","Boston","1524","US","163","42.35274887085","-71.058387756348","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","36","153.32000732422","1","661","completed","True","2003","True","2000"
"15157","concrete","Reach","Miami","1632","US","163","25.767879486084","-80.192611694336","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","44","153.30000305176","1","662","architecturally topped out","True","2016","True","2012"
"9225","concrete","Met 2 Marriott Marquis","Miami","1632","US","163","25.771310806274","-80.18913269043","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","41","153.07000732422","1","663","completed","True","2010","True","2007"
"3794","steel","El Paso Energy Building","Houston","1593","US","163","29.757850646973","-95.367378234863","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","33","153.0","1","664","completed","True","1962","True","0"
"3777","concrete","One Superior Place","Chicago","1539","US","163","41.895431518555","-87.629051208496","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","52","152.91000366211","1","665","completed","True","1999","True","1998"
"3820","concrete","Hudson Greene West Tower","Jersey City","1605","US","163","40.714649200439","-74.035781860352","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","48","152.82000732422","1","666","completed","True","2010","True","2006"
"3801","concrete","Sheraton New York","New York City","1641","US","163","40.762348175049","-73.981567382812","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","51","152.71000671387","1","667","completed","True","1962","True","0"
"3803","concrete","Wind","Miami","1632","US","163","25.770580291748","-80.19393157959","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","41","152.71000671387","1","668","completed","True","2008","True","2005"
"3804","concrete","120 North LaSalle","Chicago","1539","US","163","41.883750915527","-87.63298034668","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","152.71000671387","1","669","completed","True","1992","True","1989"
"3805","steel","World Apparel Center","New York City","1641","US","163","40.754219055176","-73.987586975098","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","152.71000671387","1","669","completed","True","1968","True","0"
"3807","composite","10 South LaSalle","Chicago","1539","US","163","41.881618499756","-87.632820129395","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","37","152.71000671387","1","671","completed","True","1986","True","0"
"3809","concrete","One Park Place","Houston","1593","US","163","29.754199981689","-95.361167907715","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","37","152.71000671387","1","671","completed","True","2009","True","2007"
"3811","concrete","Viewpoint","Atlanta","1509","US","163","33.777881622314","-84.383827209473","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","36","152.69999694824","1","673","completed","True","2008","True","2006"
"9212","steel","International Gem Tower","New York City","1641","US","163","40.757228851318","-73.980812072754","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","34","152.66000366211","1","674","completed","True","2013","True","2008"
"3096","concrete","1450 BRICKELL","Miami","1632","US","163","25.758630752563","-80.193000793457","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","34","152.5299987793","1","675","completed","True","2010","True","2007"
"9975","concrete","One Columbus Place Tower I","New York City","1641","US","163","40.768939971924","-73.985420227051","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","49","152.39999389648","1","676","completed","True","1999","True","1997"
"9976","concrete","One Columbus Place Tower II","New York City","1641","US","163","40.769359588623","-73.985900878906","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","49","152.39999389648","1","676","completed","True","1999","True","1997"
"3825","concrete","Sky Las Vegas","Las Vegas","1610","US","163","36.138801574707","-115.16133880615","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","45","152.39999389648","1","678","completed","True","2007","True","2005"
"17527","concrete","Paraiso Bayviews","Miami","1632","US","163","25.806900024414","-80.187408447266","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","44","152.39999389648","1","679","under construction","True","2018","True","2015"
"3838","steel","1818 Market Street","Philadelphia","1657","US","163","39.952949523926","-75.171043395996","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","152.39999389648","1","680","completed","True","1974","True","0"
"3835","steel","28 State Street","Boston","1524","US","163","42.359378814697","-71.057373046875","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","152.39999389648","1","680","completed","True","1970","True","0"
"3847","steel","Telesis Tower","San Francisco","1683","US","163","37.789218902588","-122.40328216553","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","38","152.39999389648","1","682","completed","True","1982","True","0"
"3855","concrete","Memorial Hermann Tower","Houston","1593","US","163","29.782560348511","-95.545402526855","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","35","152.39999389648","2","683","completed","True","2009","True","2006"
"3859","steel","Four World Financial Center","New York City","1641","US","163","40.714008331299","-74.016067504883","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","34","152.39999389648","1","684","completed","True","1986","True","0"
"3860","steel","One America Plaza","San Diego","1677","US","163","32.716129302979","-117.16873168945","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","34","152.39999389648","1","684","completed","True","1991","True","0"
"3813","concrete","The Tides","Chicago","1539","US","163","41.886699676514","-87.617988586426","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","51","152.35000610352","1","686","completed","True","2008","True","2006"
"3831","concrete","200 South Wacker","Chicago","1539","US","163","41.879001617432","-87.63752746582","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","41","152.30000305176","1","687","completed","True","1981","True","1979"
"3879","concrete","The St. James","Philadelphia","1657","US","163","39.947700500488","-75.154022216797","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","45","151.83999633789","1","688","completed","True","2004","True","2001"
"14316","concrete","The Modern Tower A","Fort Lee","1576","US","163","40.8522605896","-73.966491699219","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","47","151.80000305176","1","689","completed","True","2014","True","2012"
"14317","concrete","The Modern Tower B","Fort Lee","1576","US","163","40.851329803467","-73.96704864502","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","47","151.80000305176","1","689","under construction","True","2017","True","2014"
"3887","steel","Barclay-Vesey Building","New York City","1641","US","163","40.713649749756","-74.013069152832","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","32","151.78999328613","1","691","completed","True","1926","True","1923"
"3878","concrete","Parkview West","Chicago","1539","US","163","41.891269683838","-87.617248535156","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","49","151.63999938965","1","692","completed","True","2008","True","2006"
"3888","steel/concrete","Ameriprise Financial Center","Minneapolis","1627","US","163","44.975261688232","-93.26912689209","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","31","151.63999938965","1","693","completed","True","2000","True","1997"
"3892","steel","80 Pine Street","New York City","1641","US","163","40.706069946289","-74.006843566895","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","151.5","1","694","completed","True","1960","True","1957"
"11965","concrete","500 North Lake Shore Drive","Chicago","1539","US","163","41.891498565674","-87.614776611328","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","47","151.49000549316","1","695","completed","True","2013","True","2011"
"3893","concrete","Manchester Grand Hyatt Hotel","San Diego","1677","US","163","32.709590911865","-117.16795349121","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","151.49000549316","1","696","completed","True","1992","True","0"
"3912","concrete","The Platinum","New York City","1641","US","163","40.75989151001","-73.98738861084","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","43","151.17999267578","1","697","completed","True","2008","True","2006"
"3913","steel","Financial Times Building","New York City","1641","US","163","40.76197052002","-73.978492736816","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","41","151.17999267578","1","698","completed","True","1965","True","0"
"9358","steel","Marriott's Custom House","Boston","1524","US","163","42.359050750732","-71.053520202637","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","32","151.17999267578","1","699","completed","True","1915","True","1913"
"10576","steel","Guardian Building","Detroit","1559","US","163","42.329788208008","-83.046157836914","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","151.0299987793","1","700","completed","True","1929","True","1928"
"3962","steel","20 Pine","New York City","1641","US","163","40.707679748535","-74.009757995605","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","38","151.0","1","701","completed","True","1928","True","1926"
"3927","concrete","55 West Monroe","Chicago","1539","US","163","41.880390167236","-87.629867553711","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","41","150.91999816895","1","702","completed","True","1980","True","1977"
"3919","concrete","Ontario Place","Chicago","1539","US","163","41.893489837646","-87.627799987793","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","49","150.88000488281","1","703","completed","True","1983","True","1982"
"3920","concrete","Avenue Brickell Tower","Miami","1632","US","163","25.763189315796","-80.191680908203","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","47","150.88000488281","1","704","completed","True","2007","True","2005"
"3923","steel","333 Bush Street","San Francisco","1683","US","163","37.790641784668","-122.40303039551","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","43","150.88000488281","2","705","completed","True","1986","True","0"
"3949","steel","PNC Tower","Cincinnati","1550","US","163","39.09965133667","-84.512870788574","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","31","150.88000488281","1","706","completed","True","1913","True","0"
"3951","steel","John Hancock Building","Boston","1524","US","163","42.349830627441","-71.073310852051","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","26","150.88000488281","1","707","completed","True","1949","True","0"
"8745","concrete","The Ritz-Carlton Residences","Chicago","1539","US","163","41.894378662109","-87.624610900879","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","150.85000610352","1","708","completed","True","2012","True","2009"
"3929","concrete","50 East Chestnut Street","Chicago","1539","US","163","41.898559570312","-87.626152038574","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","150.72999572754","1","709","completed","True","2008","True","2005"
"17094","concrete","Icon Bay","Miami","1632","US","163","25.803670883179","-80.18724822998","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","42","150.57000732422","1","710","completed","True","2015","True","2013"
"3978","steel","Hilton San Francisco Union Square","San Francisco","1683","US","163","37.785388946533","-122.41100311279","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","46","150.27000427246","1","711","completed","True","1971","True","0"
"3981","steel","1000 Second Avenue","Seattle","1680","US","163","47.605838775635","-122.33519744873","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","150.27000427246","1","712","completed","True","1986","True","0"
"3982","steel","First National Center","Oklahoma City","1645","US","163","35.4684715271","-97.516242980957","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","33","150.27000427246","1","713","completed","True","1931","True","0"
"3997","steel","Fuller Building","New York City","1641","US","163","40.762409210205","-73.97184753418","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","42","150.0","1","714","completed","True","1929","True","1928"
"4012","steel","One Meridian Plaza","Philadelphia","1657","US","163","39.951568603516","-75.164993286133","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","38","150.0","1","715","demolished","True","1972","True","0"
"3991","concrete","Akoya Condominiums","Miami Beach","1622","US","163","25.845890045166","-80.119651794434","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","47","149.96000671387","1","716","completed","True","2004","True","2002"
"18406","steel","Loews Philadelphia Hotel","Philadelphia","1657","US","163","39.951599121094","-75.16015625","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","36","149.96000671387","1","717","completed","True","1932","True","1929"
"4049","steel","Pacific Gas & Electric Building","San Francisco","1683","US","163","37.791790008545","-122.39566802979","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","34","149.96000671387","1","718","completed","True","1971","True","0"
"4055","composite","Target Plaza South","Minneapolis","1627","US","163","44.973640441895","-93.276313781738","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","33","149.88999938965","1","719","completed","True","2001","True","1999"
"3992","concrete","200 Riverside Boulevard At Trump Place","New York City","1641","US","163","40.779201507568","-73.987800598145","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","46","149.80999755859","1","720","completed","True","1999","True","0"
"17086","concrete","The Bond at Brickell","Miami","1632","US","163","25.762830734253","-80.192558288574","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","44","149.69999694824","1","721","under construction","True","2016","True","2014"
"14022","concrete","1 West End Avenue","New York City","1641","US","163","40.772239685059","-73.990829467773","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","41","149.66000366211","1","722","architecturally topped out","True","2018","True","2015"
"4075","concrete","Chelsea Stratus","New York City","1641","US","163","40.743919372559","-73.992599487305","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","40","149.66000366211","1","723","completed","True","2008","True","2006"
"4077","concrete","Twelve Centennial Park Tower I","Atlanta","1509","US","163","33.765029907227","-84.388076782227","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","39","149.66000366211","1","724","completed","True","2007","True","2005"
"9075","concrete","CBS Building","New York City","1641","US","163","40.76123046875","-73.978759765625","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","38","149.66000366211","1","725","completed","True","1965","True","1961"
"4078","steel","Constellation Place","Los Angeles","1611","US","163","34.057071685791","-118.41752624512","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","35","149.5","1","726","completed","True","2003","True","2001"
"9004","concrete","235 West Van Buren","Chicago","1539","US","163","41.876579284668","-87.634696960449","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","46","149.41000366211","1","727","completed","True","2010","True","2007"
"12095","concrete","One South Halsted","Chicago","1539","US","163","41.881450653076","-87.646781921387","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","44","149.35000610352","1","728","proposed","True","0","True","2016"
"9509","concrete","Fifth Third Center","Nashville","1640","US","163","36.163780212402","-86.780181884766","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","30","149.35000610352","1","729","completed","True","1986","True","1983"
"4083","concrete","Hess Tower","Houston","1593","US","163","29.754610061646","-95.359748840332","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","29","149.35000610352","1","730","completed","True","2010","True","2008"
"9797","steel","33 Arch Street","Boston","1524","US","163","42.356189727783","-71.05818939209","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","33","149.05000305176","1","731","completed","True","2004","True","2001"
"12745","concrete","Hyatt Regency Denver at the Colorado Convention Center","Denver","1556","US","163","39.743560791016","-104.99385070801","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","37","149.0","1","732","completed","True","2005","True","2003"
"9810","steel","One Rockefeller Plaza","New York City","1641","US","163","40.75798034668","-73.978897094727","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","34","149.0","1","733","completed","True","1937","True","1936"
"9290","concrete","The Bristol","Chicago","1539","US","163","41.898960113525","-87.626289367676","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","42","148.74000549316","1","734","completed","True","2000","True","1998"
"9006","concrete","1075 Peachtree Office Tower","Atlanta","1509","US","163","33.783821105957","-84.382598876953","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","38","148.74000549316","1","735","completed","True","2010","True","2007"
"9021","steel","333 Wacker Drive","Chicago","1539","US","163","41.886100769043","-87.636047363281","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","36","148.57000732422","1","736","completed","True","1983","True","1981"
"9929","steel","50 California Street","San Francisco","1683","US","163","37.794139862061","-122.39756011963","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","37","148.44000244141","1","737","completed","True","1972","True","0"
"9675","composite","Henry M. Jackson Federal Building","Seattle","1680","US","163","47.604591369629","-122.33545684814","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","37","148.44000244141","1","737","completed","True","1974","True","1971"
"9508","steel","Mohegan Sun Sky Tower","Montville","1623","US","163","41.492359161377","-72.088882446289","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","34","148.44000244141","1","739","completed","True","2002","True","0"
"9085","steel","555 Mission Street","San Francisco","1683","US","163","37.788589477539","-122.39852905273","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","33","148.44000244141","1","740","completed","True","2008","True","2007"
"4102","concrete","Espirito Santo Plaza","Miami","1632","US","163","25.760730743408","-80.191627502441","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","36","148.39999389648","3","741","completed","True","2004","True","2000"
"4103","steel","City Investing Building","New York City","1641","US","163","40.709869384766","-74.010940551758","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","33","148.28999328613","1","742","demolished","True","1908","True","1906"
"4110","concrete","Park Avenue Condominiums","Atlanta","1509","US","163","33.855331420898","-84.361808776855","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","True","44","148.13999938965","1","743","completed","True","2000","True","1998"
