"State","Year","Production.Coal","Consumption.Commercial.Coal","Consumption.Commercial.Distillate Fuel Oil","Consumption.Commercial.Geothermal","Consumption.Commercial.Hydropower","Consumption.Commercial.Kerosene","Consumption.Commercial.Petroleum","Consumption.Commercial.Natural Gas","Consumption.Commercial.Solar","Consumption.Commercial.Wind","Consumption.Commercial.Wood","Consumption.Electric Power.Coal","Consumption.Electric Power.Distillate Fuel Oil","Consumption.Electric Power.Natural Gas","Consumption.Electric Power.Wood","Consumption.Industrial.Coal","Consumption.Industrial.Distillate Fuel Oil","Consumption.Industrial.Geothermal","Consumption.Industrial.Hydropower","Consumption.Industrial.Kerosene","Consumption.Industrial.Petroleum","Consumption.Industrial.Natural Gas","Consumption.Industrial.Other Petroleum Products","Consumption.Industrial.Solar","Consumption.Industrial.Wind","Consumption.Industrial.Wood","Consumption.Refinery.Coal","Consumption.Refinery.Distillate Fuel Oil","Consumption.Refinery.Natural Gas","Consumption.Residential.Coal","Consumption.Residential.Distillate Fuel Oil","Consumption.Residential.Geothermal","Consumption.Residential.Kerosene","Consumption.Residential.Petroleum","Consumption.Residential.Natural Gas","Consumption.Residential.Wood","Consumption.Transportation.Coal","Consumption.Transportation.Distillate Fuel Oil","Consumption.Transportation.Petroleum","Consumption.Transportation.Natural Gas","Expenditure.Commercial.Coal","Expenditure.Commercial.Distillate Fuel Oil","Expenditure.Commercial.Kerosene","Expenditure.Commercial.Petroleum","Expenditure.Commercial.Natural Gas","Expenditure.Electric Power.Coal","Expenditure.Electric Power.Distillate Fuel Oil","Expenditure.Electric Power.Natural Gas","Expenditure.Industrial.Coal","Expenditure.Industrial.Distillate Fuel Oil","Expenditure.Industrial.Kerosene","Expenditure.Industrial.Petroleum","Expenditure.Industrial.Natural Gas","Expenditure.Industrial.Other Petroleum Products","Expenditure.Residential.Coal","Expenditure.Residential.Distillate Fuel Oil","Expenditure.Residential.Kerosene","Expenditure.Residential.Petroleum","Expenditure.Residential.Natural Gas","Expenditure.Residential.Wood","Expenditure.Transportation.Coal","Expenditure.Transportation.Distillate Fuel Oil","Expenditure.Transportation.Petroleum","Expenditure.Transportation.Natural Gas","Price.Commercial.Coal","Price.Commercial.Distillate Fuel Oil","Price.Commercial.Kerosene","Price.Commercial.Petroleum","Price.Commercial.Natural Gas","Price.Electric Power.Coal","Price.Electric Power.Distillate Fuel Oil","Price.Electric Power.Natural Gas","Price.Industrial.Coal","Price.Industrial.Distillate Fuel Oil","Price.Industrial.Kerosene","Price.Industrial.Petroleum","Price.Industrial.Natural Gas","Price.Industrial.Other Petroleum Products","Price.Transportation.Coal","Price.Transportation.Distillate Fuel Oil","Price.Transportation.Petroleum","Price.Transportation.Natural Gas"
"Arizona","1960","132.0","0.0","618.0","0.0","0.0","0.0","1768.0","26171.0","0.0","0.0","52.0","0.0","15.0","55110.0","194.0","206.0","7149.0","0.0","0.0","364.0","17448.0","14160.0","0.0","0.0","0.0","998.0","0.0","0.0","0.0","0.0","276.0","0.0","0.0","1636.0","28367.0","2769.0","4.0","8178.0","100219.0","16467.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1961","0.0","0.0","600.0","0.0","0.0","12.0","1811.0","14484.0","0.0","0.0","52.0","0.0","10.0","62756.0","122.0","210.0","7422.0","0.0","0.0","128.0","17509.0","39919.0","0.0","0.0","0.0","946.0","0.0","0.0","0.0","0.0","268.0","0.0","68.0","2129.0","25850.0","2718.0","1.0","9824.0","105155.0","16084.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1962","0.0","0.0","620.0","0.0","0.0","11.0","2105.0","12950.0","0.0","0.0","51.0","6065.0","35.0","62289.0","44.0","225.0","6601.0","0.0","0.0","73.0","16035.0","49740.0","0.0","0.0","0.0","912.0","0.0","0.0","0.0","0.0","277.0","0.0","58.0","2794.0","22934.0","2666.0","1.0","10050.0","114188.0","15548.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1963","0.0","0.0","569.0","0.0","0.0","8.0","2187.0","14308.0","0.0","0.0","50.0","8272.0","31.0","59981.0","91.0","160.0","6159.0","0.0","0.0","31.0","17579.0","54513.0","0.0","0.0","0.0","1256.0","0.0","0.0","0.0","0.0","254.0","0.0","43.0","2781.0","25131.0","2632.0","1.0","13497.0","121139.0","15600.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1964","0.0","0.0","674.0","0.0","0.0","8.0","2524.0","24447.0","0.0","0.0","50.0","8990.0","39.0","52453.0","31.0","113.0","4851.0","0.0","0.0","102.0","16247.0","48610.0","0.0","0.0","0.0","1359.0","0.0","0.0","0.0","0.0","301.0","0.0","43.0","2949.0","30454.0","2649.0","0.0","14656.0","125059.0","18660.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1965","0.0","0.0","765.0","0.0","0.0","9.0","2398.0","20696.0","0.0","0.0","49.0","6938.0","16.0","39532.0","0.0","92.0","9001.0","0.0","0.0","117.0","20082.0","59365.0","0.0","0.0","0.0","1066.0","0.0","0.0","0.0","0.0","341.0","0.0","50.0","2880.0","27100.0","2580.0","0.0","10429.0","120070.0","19370.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1966","0.0","0.0","877.0","0.0","0.0","11.0","2382.0","19313.0","0.0","0.0","50.0","7326.0","5.0","44751.0","0.0","47.0","10794.0","0.0","0.0","142.0","27202.0","62171.0","0.0","0.0","0.0","980.0","0.0","0.0","0.0","0.0","391.0","0.0","59.0","2144.0","26918.0","2649.0","0.0","10947.0","127395.0","21294.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1967","22.0","0.0","814.0","0.0","0.0","32.0","2686.0","24852.0","0.0","0.0","52.0","7162.0","6.0","42540.0","0.0","22.0","9927.0","0.0","0.0","32.0","27636.0","49402.0","0.0","0.0","0.0","1410.0","0.0","0.0","0.0","0.0","364.0","0.0","179.0","3069.0","27025.0","2718.0","0.0","10356.0","134469.0","25266.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1968","0.0","0.0","1283.0","0.0","0.0","6.0","3122.0","25167.0","0.0","0.0","54.0","8115.0","17.0","50418.0","0.0","22.0","7302.0","0.0","90.0","40.0","26310.0","57802.0","0.0","0.0","0.0","1290.0","0.0","0.0","0.0","0.0","573.0","0.0","33.0","3124.0","28709.0","2804.0","0.0","17594.0","155753.0","27869.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1969","0.0","0.0","1408.0","0.0","0.0","7.0","3490.0","26363.0","0.0","0.0","55.0","8338.0","16.0","61534.0","0.0","44.0","7903.0","0.0","111.0","35.0","30221.0","62909.0","0.0","0.0","0.0","1445.0","0.0","0.0","0.0","0.0","629.0","0.0","38.0","3388.0","30586.0","2890.0","0.0","17442.0","163971.0","28939.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Arizona","1970","2915.0","0.0","1281.0","0.0","0.0","69.0","3231.0","24045.0","0.0","0.0","57.0","8514.0","7.0","62373.0","0.0","109.0","8079.0","0.0","141.0","483.0","37341.0","61170.0","0.0","0.0","0.0","1273.0","0.0","0.0","0.0","0.0","572.0","0.0","383.0","3832.0","31430.0","3010.0","0.0","18594.0","168767.0","25365.0","0.0","1.4","0.1","4.7","14.3","1.8","0.0","21.7","0.1","5.8","0.4","32.1","25.2","0.0","0.0","0.7","1.1","9.3","35.6","0.3","0.0","23.4","370.9","0.0","0.0","1.12","0.77","1.46","0.6","0.21","0.68","0.35","0.63","0.72","0.77","0.86","0.41","0.0","0.63","1.26","2.2","0.0"
"Arizona","1971","25305.0","0.0","1450.0","0.0","0.0","53.0","3536.0","27115.0","0.0","0.0","54.0","8683.0","37.0","72416.0","0.0","193.0","9962.0","0.0","95.0","552.0","34579.0","64160.0","239.0","0.0","0.0","1582.0","0.0","0.0","0.0","0.0","648.0","0.0","292.0","3881.0","34544.0","2890.0","0.0","18427.0","176629.0","27664.0","0.0","1.7","0.0","5.2","17.5","2.1","0.0","28.6","0.1","7.3","0.4","35.1","28.3","0.0","0.0","0.9","0.8","8.9","40.0","0.3","0.0","24.1","402.5","0.0","0.0","1.18","0.79","1.48","0.65","0.24","0.63","0.39","0.56","0.74","0.79","1.02","0.44","0.46","0.56","1.31","2.28","0.0"
"Arizona","1972","65228.0","0.0","2239.0","0.0","0.0","40.0","4351.0","28339.0","0.0","0.0","52.0","7245.0","-598.0","83155.0","0.0","278.0","15359.0","0.0","134.0","323.0","45061.0","66499.0","580.0","0.0","0.0","1961.0","0.0","0.0","0.0","0.0","1000.0","0.0","221.0","4324.0","36085.0","2769.0","0.0","26134.0","197890.0","27278.0","0.0","2.7","0.0","6.3","19.5","2.3","-0.6","32.6","0.2","11.4","0.3","43.7","30.0","0.0","0.0","1.4","0.5","10.5","42.6","0.2","0.0","34.6","447.2","0.0","0.0","1.18","0.8","1.45","0.69","0.32","0.99","0.39","0.74","0.74","0.8","0.98","0.45","0.48","0.74","1.32","2.26","0.0"
"Arizona","1973","71697.0","0.0","2914.0","0.0","0.0","35.0","5640.0","33467.0","0.0","0.0","51.0","9692.0","2005.0","60487.0","0.0","235.0","20864.0","0.0","111.0","279.0","50585.0","68970.0","160.0","0.0","0.0","1858.0","0.0","0.0","0.0","0.0","1301.0","0.0","196.0","4385.0","38168.0","2666.0","0.0","32884.0","218640.0","25232.0","0.0","4.1","0.0","8.8","24.4","3.1","2.0","25.2","0.2","20.7","0.3","58.7","32.2","0.0","0.0","2.0","0.5","12.7","49.6","0.3","0.0","48.5","537.1","0.0","0.0","1.41","1.07","1.57","0.73","0.32","1.01","0.42","0.74","0.99","1.07","1.16","0.47","0.53","0.74","1.48","2.46","0.0"
"Arizona","1974","142379.0","0.0","2816.0","0.0","0.0","89.0","5790.0","34775.0","0.0","0.0","53.0","48136.0","3122.0","43308.0","0.0","222.0","18775.0","0.0","69.0","690.0","53016.0","68924.0","233.0","0.0","0.0","1944.0","0.0","0.0","0.0","0.0","1257.0","0.0","496.0","4577.0","34343.0","2786.0","0.0","29560.0","209653.0","23605.0","0.0","6.7","0.2","14.5","27.2","8.2","6.5","22.8","0.2","29.9","1.2","103.3","37.6","0.0","0.0","3.1","2.0","17.1","48.5","0.4","0.0","75.0","722.6","0.0","0.0","2.37","1.71","2.5","0.78","0.17","2.1","0.53","1.05","1.59","1.71","1.96","0.55","1.15","1.05","2.54","3.45","0.0"
"Arizona","1975","154259.0","0.0","2823.0","0.0","0.0","79.0","4948.0","34256.0","0.0","0.0","65.0","89817.0","9163.0","18949.0","0.0","2632.0","18134.0","0.0","149.0","690.0","40240.0","53390.0","231.0","0.0","0.0","1944.0","0.0","0.0","0.0","0.0","1260.0","0.0","437.0","3555.0","39811.0","3406.0","0.0","27704.0","212199.0","17939.0","0.0","7.4","0.2","14.5","37.8","18.5","20.7","13.9","2.6","39.6","1.6","95.6","38.5","0.0","0.0","3.6","2.0","15.9","58.2","0.6","0.0","75.8","833.4","0.0","0.0","2.62","2.35","2.93","1.1","0.21","2.26","0.73","0.98","2.19","2.35","2.39","0.72","1.31","0.98","2.74","3.93","0.0"
"Arizona","1976","230085.0","0.0","2792.0","0.0","0.0","164.0","5711.0","38553.0","0.0","0.0","71.0","132654.0","6413.0","26090.0","0.0","7305.0","19040.0","0.0","167.0","899.0","40032.0","57191.0","375.0","0.0","0.0","1961.0","0.0","0.0","0.0","0.0","1246.0","0.0","911.0","3662.0","42228.0","3784.0","1.0","29376.0","218932.0","16119.0","0.0","7.9","0.4","17.2","52.5","29.7","15.7","21.3","8.6","45.2","2.3","96.1","50.1","0.0","0.0","3.8","4.2","16.4","85.2","0.7","0.0","83.5","909.0","0.0","0.0","2.84","2.54","3.02","1.36","0.22","2.44","0.82","1.18","2.38","2.54","2.42","0.88","1.38","1.18","2.84","4.15","0.0"
"Arizona","1977","244195.0","0.0","3689.0","0.0","0.0","204.0","7913.0","35911.0","0.0","0.0","79.0","162773.0","7018.0","31439.0","0.0","17073.0","26453.0","0.0","31.0","1842.0","50448.0","53037.0","448.0","0.0","0.0","2614.0","0.0","0.0","0.0","0.0","1647.0","0.0","1133.0","4338.0","40348.0","4145.0","1.0","35063.0","237546.0","15714.0","0.0","10.9","0.5","23.8","59.9","75.7","18.7","33.9","21.7","65.5","4.9","126.5","65.7","0.1","0.0","5.2","5.9","22.3","100.0","0.8","0.0","115.5","1053.5","0.0","0.0","2.94","2.64","3.01","1.67","0.46","2.67","1.08","1.27","2.48","2.64","2.53","1.24","1.66","1.27","3.29","4.44","0.0"
"Arizona","1978","199923.0","0.0","4188.0","0.0","0.0","174.0","7734.0","31504.0","0.0","0.0","77.0","150820.0","6953.0","57859.0","0.0","9159.0","32857.0","0.0","112.0","1688.0","59220.0","48768.0","462.0","0.0","0.0","3010.0","0.0","0.0","0.0","0.0","1870.0","0.0","967.0","4736.0","32073.0","4042.0","0.0","37918.0","250871.0","16162.0","0.0","13.3","0.5","24.9","65.1","72.7","19.1","77.1","12.5","85.9","4.8","158.0","74.3","0.0","0.0","6.4","5.4","22.3","92.4","0.9","0.0","129.0","1182.7","0.0","0.0","3.17","2.83","3.22","2.07","0.48","2.75","1.33","1.37","2.61","2.83","2.69","1.52","1.19","0.0","3.4","4.71","0.0"
"Arizona","1979","251482.0","0.0","2652.0","0.0","0.0","62.0","5136.0","28064.0","0.0","0.0","87.0","208242.0","3494.0","54179.0","0.0","37988.0","22889.0","0.0","164.0","159.0","49684.0","46406.0","437.0","0.0","0.0","3629.0","0.0","0.0","0.0","0.0","1184.0","0.0","346.0","4719.0","30735.0","4575.0","0.0","39520.0","253020.0","21197.0","0.0","11.5","0.2","23.1","71.3","163.7","15.3","112.5","61.3","76.0","0.5","165.9","95.9","0.1","0.0","5.2","2.7","29.6","103.5","1.4","0.0","189.5","1559.8","0.0","0.0","4.33","3.41","4.49","2.54","0.79","4.38","2.08","1.61","3.32","3.41","3.37","2.07","2.88","0.0","4.79","6.16","0.0"
"Arizona","1980","240795.0","0.0","1633.0","0.0","0.0","0.0","3293.0","28740.0","0.0","0.0","217.0","231894.0","2543.0","52532.0","0.0","13100.0","20798.0","0.0","158.0","414.0","42112.0","39530.0","424.0","0.0","0.0","8865.0","0.0","0.0","0.0","0.0","12.0","0.0","0.0","2261.0","30863.0","8753.0","0.0","37745.0","243619.0","22312.0","0.0","11.3","0.0","24.4","86.2","226.3","16.5","126.7","20.6","107.1","2.3","217.1","101.5","0.1","0.0","0.1","0.0","19.1","119.6","3.7","0.0","277.0","2141.9","0.0","0.0","6.94","0.0","7.4","3.0","0.98","6.48","2.41","1.58","5.15","5.45","5.2","2.57","4.04","0.0","7.34","8.79","0.0"
"Arizona","1981","256340.0","0.0","349.0","0.0","0.0","102.0","2339.0","28209.0","0.0","0.0","284.0","294720.0","1726.0","60749.0","0.0","24718.0","17439.0","0.0","159.0","505.0","33413.0","49857.0","173.0","0.0","0.0","8876.0","0.0","78.0","8235.0","0.0","6.0","0.0","0.0","2176.0","27741.0","11810.0","0.0","38673.0","243521.0","25652.0","0.0","2.6","0.7","19.5","94.5","308.6","12.6","161.7","39.7","107.9","3.3","210.8","124.4","0.0","0.0","0.0","0.0","22.7","121.8","6.2","0.0","327.1","2425.6","0.0","0.0","7.59","6.55","8.32","3.35","1.05","7.32","2.66","1.61","6.22","6.55","6.42","3.01","4.46","0.0","8.46","9.96","0.0"
"Arizona","1982","273011.0","17.0","134.0","0.0","0.0","68.0","3668.0","27517.0","0.0","0.0","278.0","305418.0","1489.0","32882.0","0.0","30807.0","12661.0","0.0","159.0","34.0","27750.0","31355.0","272.0","0.0","0.0","8400.0","0.0","63.0","4215.0","3.0","0.0","0.0","0.0","2743.0","31066.0","12263.0","0.0","33825.0","241896.0","19503.0","0.0","1.0","0.4","28.9","127.8","361.0","10.9","119.8","65.9","77.4","0.2","168.4","103.9","0.0","0.0","0.0","0.0","32.5","174.5","6.3","0.0","271.2","2308.1","0.0","2.14","7.73","6.59","7.87","4.64","1.18","7.31","3.64","2.14","6.14","6.59","6.24","3.83","2.72","0.0","8.02","9.54","0.0"
"Arizona","1983","251813.0","0.0","1255.0","0.0","0.0","13.0","3158.0","25734.0","0.0","0.0","297.0","265103.0","1268.0","20015.0","0.0","30339.0","12937.0","0.0","160.0","11.0","27850.0","31094.0","0.0","0.0","0.0","9364.0","0.0","0.0","0.0","0.0","3.0","0.0","13.0","3167.0","30589.0","13116.0","0.0","36593.0","250398.0","12985.0","0.0","7.9","0.1","23.2","136.6","321.6","7.9","82.5","66.8","83.9","0.1","176.3","123.1","0.0","0.0","0.0","0.1","37.1","194.2","6.5","0.0","261.2","2090.3","0.0","0.0","6.28","8.41","7.35","5.31","1.21","6.24","4.12","2.2","6.49","7.13","6.33","3.96","0.0","0.0","7.14","8.35","0.0"
"Arizona","1984","254419.0","16.0","1472.0","0.0","0.0","12.0","3090.0","26472.0","0.0","0.0","323.0","288209.0","1051.0","26660.0","0.0","36634.0","15167.0","0.0","159.0","9.0","36415.0","30501.0","0.0","0.0","0.0","9303.0","0.0","0.0","0.0","4.0","4.0","0.0","11.0","2509.0","28874.0","14386.0","0.0","38209.0","265531.0","14338.0","0.0","8.9","0.1","21.9","141.8","349.0","6.4","106.8","68.7","95.7","0.1","226.4","127.2","0.0","0.0","0.0","0.1","26.7","197.7","7.2","0.0","266.8","2206.6","0.0","1.88","6.02","8.31","7.09","5.36","1.21","6.08","4.0","1.88","6.31","6.91","6.22","4.17","0.0","0.0","6.98","8.31","0.0"
"Arizona","1985","212531.0","15.0","2696.0","0.0","0.0","12.0","4491.0","26521.0","0.0","0.0","352.0","303200.0","1231.0","44193.0","0.0","38793.0","10478.0","0.0","159.0","63.0","33054.0","17265.0","0.0","0.0","0.0","9115.0","0.0","0.0","0.0","4.0","68.0","0.0","18.0","3362.0","29945.0","14819.0","0.0","44412.0","274056.0","19391.0","0.0","16.0","0.1","32.7","141.3","396.0","7.7","165.5","69.7","65.0","0.4","211.4","73.4","0.0","0.0","0.3","0.2","34.0","200.5","7.2","0.0","317.5","2304.1","0.0","1.8","5.94","11.18","7.29","5.33","1.31","6.22","3.74","1.8","6.2","6.91","6.4","4.25","0.0","0.0","7.15","8.41","0.0"
"Arizona","1986","255170.0","0.0","2252.0","0.0","0.0","108.0","4229.0","24968.0","0.0","0.0","396.0","249613.0","1398.0","31953.0","0.0","46275.0","16447.0","0.0","159.0","188.0","39177.0","8805.0","0.0","0.0","0.0","9900.0","0.0","0.0","0.0","0.0","63.0","0.0","18.0","3221.0","26348.0","13498.0","0.0","44946.0","286589.0","13123.0","0.0","7.9","0.5","23.8","111.6","340.5","5.1","75.2","80.6","63.4","0.9","197.9","33.2","0.0","0.0","0.3","0.1","31.7","159.6","5.2","0.0","288.7","1932.9","0.0","0.0","3.53","4.99","5.63","4.47","1.36","3.64","2.35","1.74","3.85","4.81","5.05","3.77","0.0","0.0","6.42","6.74","0.0"
"Arizona","1987","251261.0","2.0","2616.0","0.0","0.0","116.0","5811.0","28681.0","0.0","0.0","249.0","269585.0","1909.0","27572.0","0.0","13295.0","12041.0","0.0","158.0","150.0","34638.0","18413.0","0.0","0.0","0.0","9691.0","0.0","0.0","0.0","0.0","96.0","0.0","18.0","3887.0","29466.0","7308.0","0.0","42967.0","295052.0","17274.0","0.0","10.9","0.5","36.2","125.6","350.2","8.3","60.7","25.9","53.3","0.7","170.7","66.6","0.0","0.0","0.4","0.1","41.2","173.7","2.7","0.0","319.7","2140.6","0.0","1.95","4.16","4.7","6.24","4.38","1.3","4.34","2.2","1.95","4.43","4.81","4.93","3.62","0.0","0.0","7.44","7.26","0.0"
"Arizona","1988","273762.0","2.0","2632.0","0.0","0.0","4.0","4302.0","29261.0","0.0","0.0","274.0","296748.0","1145.0","26189.0","0.0","12290.0","11006.0","0.0","157.0","294.0","35254.0","25012.0","0.0","0.0","0.0","9992.0","0.0","0.0","0.0","1.0","34.0","0.0","18.0","2986.0","29165.0","7800.0","0.0","45233.0","303874.0","18967.0","0.0","10.1","0.0","23.4","140.6","416.9","4.9","58.7","22.7","44.9","1.5","170.4","91.4","0.0","0.0","0.2","0.1","28.2","197.2","2.9","0.0","305.0","2070.2","0.0","1.84","3.83","5.09","5.45","4.81","1.4","4.26","2.24","1.84","4.08","4.98","4.83","3.66","0.0","0.0","6.74","6.81","0.0"
"Arizona","1989","263538.0","0.0","2206.0","2.0","0.0","14.0","3795.0","29870.0","1.0","0.0","639.0","338881.0","1249.0","52423.0","0.0","14263.0","18141.0","227.0","0.0","265.0","40858.0","21640.0","742.0","0.0","0.0","6935.0","0.0","87.0","2101.0","0.0","40.0","6.0","2.0","2861.0","28287.0","7885.0","0.0","43636.0","302971.0","19248.0","0.0","10.6","0.1","23.5","136.3","460.9","5.6","117.6","27.4","90.1","1.5","197.8","68.5","0.0","0.0","0.2","0.0","40.2","187.9","3.3","0.0","332.4","2325.2","0.0","0.0","4.79","5.38","6.19","4.56","1.36","4.5","2.24","1.92","4.99","5.51","5.02","3.51","0.0","0.0","7.62","7.67","0.0"
"Arizona","1990","249018.0","2.0","2655.0","2.0","0.0","14.0","4863.0","29319.0","1.0","0.0","898.0","330161.0","1168.0","25021.0","0.0","13251.0","16126.0","227.0","0.0","97.0","38978.0","19046.0","774.0","0.0","0.0","4511.0","0.0","97.0","2007.0","0.0","55.0","7.0","1.0","2701.0","31301.0","8220.0","0.0","46230.0","299469.0","26094.0","0.0","14.9","0.1","35.0","136.0","472.1","6.0","59.3","26.1","91.3","0.7","206.6","61.0","0.0","0.0","0.4","0.0","36.9","207.8","16.4","0.0","406.2","2615.1","0.0","1.97","5.63","7.44","7.2","4.64","1.43","5.11","2.37","1.97","5.69","7.19","5.5","3.59","0.0","0.0","8.79","8.73","0.0"
"Arizona","1991","290251.0","5.0","1757.0","2.0","0.0","11.0","4744.0","28274.0","1.0","0.0","938.0","333518.0","844.0","23912.0","0.0","13737.0","15172.0","227.0","0.0","191.0","37699.0","19722.0","1237.0","0.0","0.0","4922.0","0.0","95.0","1686.0","1.0","29.0","8.0","4.0","3020.0","32122.0","8617.0","0.0","42088.0","308259.0","24149.0","0.0","9.2","0.1","34.9","139.9","469.6","4.2","47.9","27.6","81.0","1.2","202.1","61.6","7.5","0.0","0.2","0.0","42.4","219.1","16.5","0.0","352.6","2471.6","0.1","2.01","5.24","5.83","7.36","4.95","1.41","4.99","2.0","2.01","5.38","6.07","5.66","3.43","12.51","0.0","8.38","8.02","3.72"
"Arizona","1992","275298.0","65.0","1499.0","2.0","0.0","4.0","4146.0","27935.0","1.0","0.0","989.0","356833.0","717.0","31875.0","0.0","12831.0","15949.0","227.0","0.0","3.0","44356.0","20433.0","1472.0","0.0","0.0","4962.0","0.0","116.0","1623.0","14.0","35.0","8.0","11.0","3260.0","29273.0","9041.0","0.0","48422.0","312685.0","24254.0","0.1","7.4","0.0","31.8","140.8","490.3","3.3","70.5","25.9","85.3","0.0","224.8","75.7","10.8","0.0","0.2","0.1","37.1","205.5","15.8","0.0","398.6","2653.7","0.5","2.02","4.96","5.23","7.67","5.04","1.37","4.66","2.21","2.02","5.39","5.16","5.38","4.03","15.81","0.0","8.23","8.49","3.52"
"Arizona","1993","267527.0","17.0","1447.0","2.0","0.0","7.0","3355.0","28345.0","1.0","0.0","1165.0","376336.0","551.0","21034.0","0.0","13482.0","14749.0","227.0","0.0","7.0","38070.0","21812.0","702.0","0.0","0.0","3679.0","0.0","0.0","0.0","4.0","46.0","8.0","6.0","2884.0","28955.0","8651.0","0.0","65756.0","334568.0","18013.0","0.0","7.5","0.0","25.4","139.5","508.8","2.8","59.0","27.3","83.0","0.0","220.1","85.1","9.6","0.0","0.3","0.0","33.5","202.8","14.8","0.0","584.9","2982.9","0.6","2.03","5.19","5.72","7.56","4.92","1.35","5.11","2.81","2.03","5.63","5.13","5.78","3.91","13.61","0.0","8.89","8.92","3.47"
"Arizona","1994","288013.0","2.0","2277.0","2.0","0.0","5.0","3383.0","30005.0","2.0","0.0","1115.0","387732.0","398.0","26740.0","0.0","14656.0","16070.0","227.0","0.0","2.0","40302.0","26657.0","616.0","0.0","0.0","3931.0","0.0","0.0","0.0","0.0","32.0","8.0","10.0","2933.0","30516.0","8212.0","0.0","61830.0","340444.0","25815.0","0.0","10.9","0.0","21.9","153.9","532.7","1.7","58.2","30.1","84.3","0.0","229.7","92.4","10.5","0.0","0.2","0.1","37.0","223.7","13.6","0.0","537.6","3015.0","0.8","2.05","4.77","5.0","6.46","5.13","1.37","4.28","2.18","2.05","5.24","4.99","5.7","3.47","17.11","0.0","8.7","8.86","3.82"
