"data.date","data.owned or leased","data.parking spaces","data.status","data.type","location.congressional district","location.id","location.region id","data.disabilities.ADA Accessible","data.disabilities.ansi usable","location.address.city","location.address.county","location.address.line 1","location.address.state","location.address.zip"
"0","LEASED","60","ACTIVE","BUILDING","8","VA0309","11","Will Conform","14977","ALEXANDRIA","ALEXANDRIA CITY","6295 EDSALL RD","VA","223122670"
"0","LEASED","6","ACTIVE","BUILDING","8","VA0310","11","Will Conform","32352","ARLINGTON","ARLINGTON COUNTY","1101 WILSON BLVD","VA","222092211"
"0","LEASED","10","ACTIVE","BUILDING","8","VA0313","11","Will Conform","104749","ARLINGTON","ARLINGTON COUNTY","1110 N GLEBE RD","VA","222014795"
"1983.7.15","LEASED","97","ACTIVE","BUILDING","11","VA0316","11","Will Conform","30054","VIENNA","FAIRFAX COUNTY","1953 GALLOWS RD","VA","221823934"
"0","LEASED","8","ACTIVE","BUILDING","8","VA0318","11","Will Conform","102878","ARLINGTON","ARLINGTON COUNTY","1550 Crystal Dr","VA","222024102"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0319","11","Will Conform","36421","ARLINGTON","ARLINGTON COUNTY","2800 Crystal Dr","VA","222023500"
"0","LEASED","245","ACTIVE","BUILDING","8","VA0322","11","Will Conform","77142","SPRINGFIELD","FAIRFAX COUNTY","7500 Boston Blvd","VA","221533133"
"0","LEASED","52","ACTIVE","BUILDING","8","VA0323","11","Will Conform","70834","ARLINGTON","ARLINGTON COUNTY","2451 CRYSTAL DR","VA","222024803"
"0","LEASED","0","ACTIVE","BUILDING","11","VA0324","11","Yes","0","ANNANDALE","FAIRFAX COUNTY","7619 Little River Tpke","VA","220032602"
"0","LEASED","6","ACTIVE","BUILDING","8","VA0328","11","Will Conform","25989","ARLINGTON","ARLINGTON COUNTY","2300 CLARENDON BLVD","VA","222013398"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0332","11","Will Conform","27364","ARLINGTON","ARLINGTON COUNTY","1550 WILSON BLVD","VA","222092406"
"0","LEASED","0","ACTIVE","BUILDING","11","VA0333","11","No","17762","RESTON","FAIRFAX COUNTY","12296 SUNRISE VALLEY DR","VA","201913401"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0335","11","Will Conform","4351","FALLS CHURCH","INDEPENDENT CITY","101 W Broad St","VA","220464229"
"0","LEASED","210","ACTIVE","BUILDING","8","VA0336","11","Will Conform","51589","SPRINGFIELD","FAIRFAX COUNTY","7374 Boston Blvd","VA","221532804"
"1991.10.1","OWNED","0","ACTIVE","BUILDING","11","VA0337","11","Will Conform","21828","RESTON","FAIRFAX COUNTY","12201 SUNRISE VALLEY DR","VA","201920003"
"0","LEASED","2","ACTIVE","BUILDING","8","VA0341","11","Yes","26456","LORTON","FAIRFAX COUNTY","8550 CINDER BED RD","VA","220791400"
"0","LEASED","85","ACTIVE","BUILDING","8","VA0344","11","No","552294","SPRINGFIELD","FAIRFAX COUNTY","6595 Springfield Center Drive","VA","221501913"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0345","11","Will Conform","78228","ARLINGTON","ARLINGTON COUNTY","4200 WILSON BLVD","VA","222031800"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0350","11","Will Conform","33158","ARLINGTON","ARLINGTON COUNTY","1501 WILSON BLVD","VA","222092403"
"0","LEASED","0","ACTIVE","BUILDING","10","VA0351","11","Will Conform","7835","STERLING","LOUDOUN COUNTY","44845 FALCON PL","VA","201669545"
"0","LEASED","1","ACTIVE","BUILDING","8","VA0354","11","Will Conform","129749","ARLINGTON","ARLINGTON COUNTY","1700 N MOORE ST","VA","222092793"
"0","LEASED","9","ACTIVE","BUILDING","10","VA0359","11","Will Conform","5460","STERLING","LOUDOUN COUNTY","22455 DAVIS DR","VA","201644446"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0360","11","Will Conform","51279","ALEXANDRIA","ALEXANDRIA CITY","5775 General Washington Dr","VA","223122418"
"0","LEASED","100","ACTIVE","BUILDING","10","VA0364","11","Will Conform","25048","DULLES AIRPORT","FAIRFAX COUNTY","45045 Aviation Dr","VA","201667528"
"0","LEASED","19","ACTIVE","BUILDING","11","VA0382","11","Will Conform","198787","VIENNA","FAIRFAX COUNTY","2070 CHAIN BRIDGE RD","VA","221822536"
"0","LEASED","5","ACTIVE","BUILDING","8","VA0387","11","Will Conform","54896","ARLINGTON","ARLINGTON COUNTY","2231 Crystal Dr","VA","222023710"
"0","LEASED","1","ACTIVE","BUILDING","8","VA0390","11","Will Conform","33813","ARLINGTON","ARLINGTON COUNTY","1515 WILSON BLVD","VA","222092407"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0391","11","Will Conform","1852","ARLINGTON","ARLINGTON COUNTY","4350 N Fairfax Dr","VA","222031695"
"0","LEASED","11","ACTIVE","BUILDING","8","VA0396","11","Will Conform","67531","ARLINGTON","ARLINGTON COUNTY","1525 WILSON BLVD","VA","222092411"
"0","LEASED","1","ACTIVE","BUILDING","8","VA0403","11","Will Conform","94162","SPRINGFIELD","FAIRFAX COUNTY","7681 BOSTON BLVD","VA","221533137"
"0","LEASED","2","ACTIVE","BUILDING","10","VA0405","11","Will Conform","4270","CHANTILLY","FAIRFAX COUNTY","14701 WILLARD RD","VA","201511705"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0410","11","Will Conform","36666","LORTON","FAIRFAX COUNTY","7002 Newington Rd","VA","220791134"
"0","LEASED","214","ACTIVE","BUILDING","11","VA0414","11","Will Conform","89941","SPRINGFIELD","FAIRFAX COUNTY","8701 MORRISSETTE DR","VA","221521079"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0417","11","Will Conform","0","SPRINGFIELD","FAIRFAX COUNTY","7375 BOSTON BLVD","VA","221532833"
"0","LEASED","309","ACTIVE","BUILDING","8","VA0421","11","Yes","75756","SPRINGFIELD","FAIRFAX COUNTY","7501 Boston Blvd","VA","221533135"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0423","11","Will Conform","43541","ARLINGTON","ARLINGTON COUNTY","2511 Jefferson Davis Hwy","VA","222023925"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0426","11","Will Conform","25929","LORTON","FAIRFAX COUNTY","7001 Newington Rd","VA","220791100"
"2012.1.1","LEASED","40","ACTIVE","BUILDING","8","VA0429","11","Will Conform","4886","SPRINGFIELD","FAIRFAX COUNTY","7770 Backlick Rd","VA","221502251"
"0","LEASED","12","ACTIVE","BUILDING","8","VA0430","11","No","115306","ALEXANDRIA","ALEXANDRIA CITY","1320 Braddock PL","VA","22314"
"0","LEASED","5","ACTIVE","BUILDING","11","VA0440","11","No","20727","VIENNA","FAIRFAX COUNTY","2600 Park Tower Dr","VA","221807342"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0501","11","Will Conform","4200","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0502","11","Will Conform","4000","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0503","11","Will Conform","4000","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0504","11","Will Conform","4000","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0505","11","Will Conform","8000","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.1.1","OWNED","192","ACTIVE","BUILDING","8","VA0506","11","Will Conform","799700","SPRINGFIELD","FAIRFAX COUNTY","6810 LOISDALE RD","VA","221501910"
"1953.1.1","OWNED","182","ACTIVE","BUILDING","8","VA0507","11","Will Conform","231734","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","5","ACTIVE","BUILDING","8","VA0508","11","Will Conform","5696","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0509","11","Will Conform","3030","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0510","11","Will Conform","4835","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0560","11","Will Conform","1720","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0561","11","Will Conform","1035","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"1953.10.1","OWNED","0","ACTIVE","BUILDING","8","VA0563","11","Will Conform","800","SPRINGFIELD","FAIRFAX COUNTY","6999 LOISDALE RD","VA","221501911"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0805","11","Will Conform","33887","ARLINGTON","ARLINGTON COUNTY","7049 NEWINGTON","VA","221220000"
"0","OWNED","0","ACTIVE","BUILDING","11","VA0810","11","Will Conform","0","FAIRFAX","INDEPENDENT CITY","2929 Eskridge Rd","VA","220312213"
"2000.8.25","LEASED","38","ACTIVE","BUILDING","8","VA0812","11","Yes","37099","LORTON","FAIRFAX COUNTY","10501 Furnace Rd","VA","220792631"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0815","11","Will Conform","48385","ALEXANDRIA","ALEXANDRIA CITY","2051 Jamieson Ave","VA","223145769"
"1990.10.1","LEASED","350","ACTIVE","BUILDING","11","VA0816","11","Yes","104576","LORTON","FAIRFAX COUNTY","10400 FURNACE RD","VA","220792613"
"0","LEASED","60","ACTIVE","BUILDING","10","VA0817","11","Yes","22620","STERLING","LOUDOUN COUNTY","22685 Holiday Park Dr","VA","201664310"
"2010.12.23","LEASED","112","ACTIVE","BUILDING","11","VA0818","11","Yes","51694","LORTON","FAIRFAX COUNTY","10450 FURNACE ROAD","VA","220794128"
"1999.4.1","LEASED","308","ACTIVE","BUILDING","11","VA0821","11","Yes","58763","HERNDON","FAIRFAX COUNTY","535 Huntmar Park Dr","VA","201705100"
"2001.9.17","LEASED","15","ACTIVE","BUILDING","8","VA0822","11","Yes","159346","FALLS CHURCH","INDEPENDENT CITY","5275 LEESBURG PIKE","VA","220413803"
"0","LEASED","235","ACTIVE","BUILDING","11","VA0823","11","Yes","79493","FAIRFAX","INDEPENDENT CITY","11320 RANDOM HILLS RD","VA","220307477"
"0","LEASED","181","ACTIVE","BUILDING","11","VA0826","11","No","120620","LORTON","FAIRFAX COUNTY","10377 Mordor Dr","VA","22079"
"2009.10.30","LEASED","2162","ACTIVE","BUILDING","11","VA0827","11","Yes","468740","RESTON","FAIRFAX COUNTY","12310 SUNRISE VALLEY DR","VA","201913414"
"0","LEASED","0","ACTIVE","BUILDING","11","VA0828","11","Yes","34247","HERNDON","FAIRFAX COUNTY","13461 Sunrise Valley Dr","VA","201713283"
"0","LEASED","502","ACTIVE","BUILDING","11","VA0830","11","Will Conform","152564","RESTON","FAIRFAX COUNTY","12290 SUNRISE VALLEY DR","VA","201913416"
"0","LEASED","25","ACTIVE","BUILDING","8","VA0831","11","Will Conform","1989117","ALEXANDRIA","ALEXANDRIA CITY","400 DULANY ST","VA","223145774"
"0","LEASED","14","ACTIVE","BUILDING","10","VA0832","11","Yes","31357","STERLING","LOUDOUN COUNTY","45250 SEVERN WAY","VA","201668913"
"0","LEASED","173","ACTIVE","BUILDING","11","VA0833","11","Yes","38600","DUNN LORING","FAIRFAX COUNTY","2222 Gallows Rd","VA","220271100"
"0","LEASED","0","ACTIVE","BUILDING","10","VA0835","11","Yes","49692","STERLING","LOUDOUN COUNTY","22624 Dulles Summit Ct","VA","201669509"
"0","LEASED","64","ACTIVE","BUILDING","8","VA0839","11","Yes","199687","ARLINGTON","ARLINGTON COUNTY","1901 S BELL ST","VA","222024511"
"2000.12.8","LEASED","45","ACTIVE","BUILDING","8","VA0841","11","Yes","88148","SPRINGFIELD","FAIRFAX COUNTY","6350 Walker Ln","VA","223103229"
"0","LEASED","127","ACTIVE","BUILDING","8","VA0842","11","Will Conform","54553","SPRINGFIELD","FAIRFAX COUNTY","7943 Angus Ct","VA","221532801"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0844","11","Yes","0","SPRINGFIELD","FAIRFAX COUNTY","7400 FULLERTON RD","VA","221532886"
"0","LEASED","300","ACTIVE","BUILDING","10","VA0845","11","Will Conform","62177","CHANTILLY","FAIRFAX COUNTY","14560 Avion Pkwy","VA","201511101"
"0","LEASED","150","ACTIVE","BUILDING","8","VA0847","11","Yes","44820","ALEXANDRIA","FAIRFAX COUNTY","5800 Barclay Dr","VA","223155752"
"0","LEASED","10","ACTIVE","BUILDING","11","VA0849","11","No","17169","LORTON","FAIRFAX COUNTY","10430 Furnace Rd","VA","220792613"
"0","LEASED","224","ACTIVE","BUILDING","8","VA0853","11","Will Conform","82508","LORTON","FAIRFAX COUNTY","10720 RICHMOND HWY","VA","220792622"
"0","LEASED","2","ACTIVE","BUILDING","8","VA0855","11","No","14328","ALEXANDRIA","ALEXANDRIA CITY","6750 FLEET DR","VA","223103214"
"2017.3.7","OWNED","376","ACTIVE","BUILDING","8","VA0857","11","No","319411","ARLINGTON","ARLINGTON COUNTY","1801 N Lynn St","VA","22209"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0865","11","Will Conform","67453","ARLINGTON","ARLINGTON COUNTY","4601 NORTH FAIRFAX DRIVE","VA","222021500"
"0","LEASED","60","ACTIVE","BUILDING","8","VA0867","11","Will Conform","65572","SPRINGFIELD","FAIRFAX COUNTY","8380 Alban Rd","VA","221502338"
"0","LEASED","65","ACTIVE","BUILDING","8","VA0868","11","Will Conform","142774","ALEXANDRIA","ALEXANDRIA CITY","6315 BREN MAR DR","VA","223126300"
"0","LEASED","0","ACTIVE","BUILDING","10","VA0870","11","Will Conform","13833","STERLING","LOUDOUN COUNTY","45005 AVIATION DR","VA","201667513"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0871","11","Will Conform","8982","ALEXANDRIA","ALEXANDRIA CITY","6359 WALKER LN","VA","223103200"
"0","LEASED","5","ACTIVE","BUILDING","11","VA0873","11","Will Conform","44763","DUNN LORING","FAIRFAX COUNTY","2230 Gallows Rd","VA","220271101"
"0","LEASED","223","ACTIVE","BUILDING","11","VA0874","11","Will Conform","86481","RESTON","FAIRFAX COUNTY","10803 PARKRIDGE BLVD","VA","201914335"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0878","11","Will Conform","0","ARLINGTON","ARLINGTON COUNTY","1300 17TH ST N","VA","222093811"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0880","11","Will Conform","0","SPRINGFIELD","FAIRFAX COUNTY","7435 Boston Blvd","VA","221533122"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0881","11","Will Conform","0","SPRINGFIELD","FAIRFAX COUNTY","7451 Boston Blvd","VA","221533122"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0882","11","Will Conform","273863","ARLINGTON","ARLINGTON COUNTY","875 N Randolph St","VA","222031927"
"0","LEASED","373","ACTIVE","BUILDING","11","VA0888","11","Will Conform","153507","FAIRFAX","INDEPENDENT CITY","2675 PROSPERITY AVE","VA","220314906"
"0","OWNED","0","ACTIVE","BUILDING","10","VA0891","11","Will Conform","0","CHANTILLY","FAIRFAX COUNTY","14390 Air and Space Museum Pkwy","VA","201513002"
"0","LEASED","51","ACTIVE","BUILDING","8","VA0895","11","Will Conform","233925","FALLS CHURCH","INDEPENDENT CITY","5611 COLUMBIA PIKE","VA","220415000"
"0","LEASED","37","ACTIVE","BUILDING","10","VA0900","11","Will Conform","34888","HERNDON","FAIRFAX COUNTY","13988 PARK CENTER RD","VA","201713222"
"1975.6.1","LEASED","77","ACTIVE","BUILDING","8","VA0901","11","Will Conform","109364","ARLINGTON","ARLINGTON COUNTY","1616 FORT MYER DR","VA","222093110"
"0","LEASED","10","ACTIVE","BUILDING","8","VA0905","11","Will Conform","86644","ARLINGTON","ARLINGTON COUNTY","2200 CRYSTAL DR","VA","222023713"
"0","LEASED","162","ACTIVE","BUILDING","11","VA0906","11","Will Conform","49317","RESTON","FAIRFAX COUNTY","12200 Sunrise Valley Dr","VA","201913407"
"0","LEASED","15","ACTIVE","BUILDING","8","VA0907","11","Will Conform","272788","ARLINGTON","ARLINGTON COUNTY","2777 Crystal Dr","VA","222023553"
"0","LEASED","25","ACTIVE","BUILDING","10","VA0912","11","Yes","9127","HERNDON","FAIRFAX COUNTY","13873 Park Center Rd","VA","201713223"
"0","LEASED","200","ACTIVE","BUILDING","8","VA0915","11","Yes","82827","LORTON","FAIRFAX COUNTY","10555 Furnace Rd","VA","22079"
"0","LEASED","0","ACTIVE","BUILDING","8","VA0919","11","Will Conform","36501","ALEXANDRIA","ALEXANDRIA CITY","4825 Mark Center Dr","VA","223111843"
"0","LEASED","0","ACTIVE","BUILDING","5","VA1010","11","Yes","3333","WARRENTON","FAUQUIER COUNTY","6801 Kennedy Rd","VA","201873995"
"0","LEASED","0","ACTIVE","BUILDING","10","VA1012","11","Yes","6227","STERLING","LOUDOUN COUNTY","22446 Davis Dr","VA","201644412"
"0","OWNED","0","ACTIVE","BUILDING","8","VA1223","11","Will Conform","0","ARLINGTON","ARLINGTON COUNTY","COLUMBIA PK & HIGHLAND","VA","222011026"
"1965.1.1","LEASED","251","ACTIVE","BUILDING","8","VA1325","11","Will Conform","95878","ARLINGTON","ARLINGTON COUNTY","1400 Wilson Blvd","VA","222092308"
"1966.1.1","LEASED","0","ACTIVE","BUILDING","8","VA1346","11","Will Conform","0","ARLINGTON","ARLINGTON COUNTY","1735 N Lynn St","VA","222092013"
"1969.1.1","LEASED","7","ACTIVE","BUILDING","8","VA1412","11","Will Conform","8000","ALEXANDRIA","ALEXANDRIA CITY","311 Hooffs Run Dr","VA","223146841"
"0","LEASED","6","ACTIVE","BUILDING","8","VA1413","11","No","586670","ALEXANDRIA","ALEXANDRIA CITY","2415 Eisenhower Ave","VA","223145307"
"0","LEASED","10","ACTIVE","BUILDING","8","VA1426","11","Will Conform","135888","ALEXANDRIA","ALEXANDRIA CITY","883 S PICKETT ST","VA","223044605"
"1971.1.1","LEASED","5","ACTIVE","BUILDING","8","VA1432","11","Will Conform","209711","ARLINGTON","ARLINGTON COUNTY","1800 N Kent St","VA","222092104"
"0","LEASED","1","ACTIVE","BUILDING","11","VA1437","11","Will Conform","47948","HERNDON","FAIRFAX COUNTY","13221 WOODLAND PARK RD","VA","201715503"
"0","LEASED","347","ACTIVE","BUILDING","10","VA1438","11","Yes","100240","STERLING","LOUDOUN COUNTY","45600 Woodland Rd","VA","201664280"
"1969.1.1","LEASED","11","ACTIVE","BUILDING","8","VA1447","11","Will Conform","321252","ARLINGTON","ARLINGTON COUNTY","2521 S CLARK ST","VA","222023909"
"1968.1.1","LEASED","28","ACTIVE","BUILDING","8","VA1450","11","Will Conform","67173","ARLINGTON","ARLINGTON COUNTY","1401 S Clark St","VA","222024148"
"1973.1.1","LEASED","10","ACTIVE","BUILDING","8","VA1451","11","Will Conform","496760","ARLINGTON","ARLINGTON COUNTY","2530 CRYSTAL DR","VA","222023933"
"1967.1.1","LEASED","387","ACTIVE","BUILDING","8","VA1463","11","Will Conform","304119","ARLINGTON","ARLINGTON COUNTY","1701 FORT MYER DR","VA","222093111"
"1997.7.1","LEASED","0","ACTIVE","BUILDING","8","VA1464","11","Will Conform","0","ARLINGTON","ARLINGTON COUNTY","1200 Wilson Blvd","VA","222092300"
"1972.1.1","OWNED","1443","ACTIVE","BUILDING","11","VA1468","11","Will Conform","712173","HERNDON","FAIRFAX COUNTY","12201 Sunrise Valley Dr","VA","201920002"
"0","LEASED","0","ACTIVE","BUILDING","10","VA1530","11","Will Conform","64","DULLES AIRPORT","LOUDOUN COUNTY","21000 Atlantic Blvd","VA","201662483"
"1989.5.24","LEASED","0","ACTIVE","BUILDING","11","VA1580","11","No","17149","RESTON","FAIRFAX COUNTY","11440 Commerce Park Dr","VA","201911555"
"1972.1.1","OWNED","0","ACTIVE","STRUCTURE","11","VA1593","11","Will Conform","0","RESTON","FAIRFAX COUNTY","RESTON","VA","201920000"
"1973.1.1","OWNED","0","ACTIVE","STRUCTURE","8","VA1595","11","Will Conform","0","MCLEAN","FAIRFAX COUNTY","MCLEAN GARAGE","VA","221019998"
"0","LEASED","48","ACTIVE","BUILDING","11","VA1605","11","Will Conform","33369","HERNDON","FAIRFAX COUNTY","302 Victory Dr","VA","201705216"
"1980.1.1","LEASED","0","ACTIVE","BUILDING","8","VA1606","11","Will Conform","61610","ARLINGTON","ARLINGTON COUNTY","251 18th St S","VA","222023509"
"0","OWNED","0","ACTIVE","BUILDING","8","VA1617","11","Will Conform","0","MCLEAN","FAIRFAX COUNTY","6300 GEORGETOWN PIKE","VA","221012200"
"0","LEASED","36","ACTIVE","BUILDING","8","VA1631","11","Will Conform","37028","LORTON","FAIRFAX COUNTY","9610 GUNSTON COVE RD","VA","220792310"
"0","OWNED","0","ACTIVE","BUILDING","10","VA1632","11","Will Conform","0","LEESBURG","LOUDOUN COUNTY","VA RT 7(LEESBURG PIKE)","VA","201750000"
"1971.1.1","LEASED","126","ACTIVE","BUILDING","11","VA1639","11","Will Conform","176546","VIENNA","FAIRFAX COUNTY","801 FOLLIN LN SE","VA","221804908"
"0","LEASED","0","ACTIVE","STRUCTURE","11","VA1641","11","Will Conform","145","FAIRFAX","INDEPENDENT CITY","4114 Legato Rd","VA","220334002"
"0","LEASED","180","ACTIVE","BUILDING","10","VA1642","11","Will Conform","73500","STERLING","LOUDOUN COUNTY","22400 SHAW RD","VA","201649319"
"2020.1.1","OWNED","0","ACTIVE","BUILDING","10","NJ0056","2","Yes","100885","NEWARK","ESSEX COUNTY","20 Washington Pl","NJ","71023110"
"1968.1.1","OWNED","112","ACTIVE","BUILDING","8","NJ0108","2","Yes","335141","NEWARK","ESSEX COUNTY","970 Broad St","NJ","71022534"
"0","LEASED","42","ACTIVE","BUILDING","8","NJ0132","2","Will Conform","40356","JERSEY CITY","HUDSON COUNTY","80 County Rd","NJ","7097"
"1992.7.1","OWNED","61","ACTIVE","BUILDING","8","NJ0144","2","Yes","200486","NEWARK","ESSEX COUNTY","50 WALNUT STREET","NJ","71023551"
"1991.7.1","OWNED","14","ACTIVE","BUILDING","9","NJ0145","2","Yes","40535","PATERSON","PASSAIC COUNTY","200 FEDERAL PLAZA","NJ","75051961"
"2014.3.1","OWNED","28","ACTIVE","LAND","8","NJ0148","2","Yes","0","NEWARK","ESSEX COUNTY","30 East Kinney","NJ","125530000"
"1964.1.1","OWNED","0","ACTIVE","LAND","6","NJ0657","2","No","0","EDISON","MIDDLESEX COUNTY","2890 Woodbridge Ave","NJ","88373659"
"0","LEASED","49","ACTIVE","STRUCTURE","10","NJ4114","2","Will Conform","0","NEWARK","ESSEX COUNTY","37-47 ORCHARD STREET","NJ","71023525"
"0","LEASED","31","ACTIVE","BUILDING","10","NJ4264","2","Will Conform","15899","NEWARK","ESSEX COUNTY","Gateway Ctr","NJ","7102"
"0","LEASED","7","ACTIVE","BUILDING","4","NJ4305","2","Will Conform","4186","TINTON FALLS","MONMOUTH COUNTY","766 SHREWSBURY AVE","NJ","77243001"
"1934.6.1","LEASED","0","ACTIVE","BUILDING","10","NJ4324","2","Will Conform","136739","NEWARK","ESSEX COUNTY","2 FEDERAL SQ","NJ","71029337"
"0","LEASED","198","ACTIVE","BUILDING","7","NJ4360","2","Will Conform","42955","MOUNTAINSIDE","UNION COUNTY","200 SHEFFIELD ST","NJ","70922314"
"0","LEASED","26","ACTIVE","BUILDING","8","NJ4381","2","Will Conform","3020","ELIZABETH","UNION COUNTY","1201 Corbin St","NJ","72012952"
"0","LEASED","8","ACTIVE","BUILDING","6","NJ4494","2","Will Conform","4320","AVENEL","MIDDLESEX COUNTY","1030 ST GEORGES AVE","NJ","70011390"
"0","LEASED","6","ACTIVE","BUILDING","9","NJ4504","2","Will Conform","4584","HASBROUCK HTS","BERGEN COUNTY","500 Route 17 South","NJ","76049998"
"0","LEASED","88","ACTIVE","BUILDING","11","NJ4531","2","Will Conform","15225","PARSIPPANY","MORRIS COUNTY","1719 RT-10 E","NJ","70544507"
"0","LEASED","49","ACTIVE","BUILDING","11","NJ4533","2","Will Conform","11841","WEST PATERSON","PASSAIC COUNTY","3 GARRET MOUNTAIN PLAZA","NJ","74243319"
"0","LEASED","31","ACTIVE","BUILDING","6","NJ4541","2","Will Conform","23883","EDISON","MIDDLESEX COUNTY","100 DEY PL","NJ","88173700"
"0","LEASED","13","ACTIVE","BUILDING","6","NJ4546","2","Will Conform","16174","ISELIN","MIDDLESEX COUNTY","190 Middlesex Essex Tpke","NJ","88302840"
"0","LEASED","163","ACTIVE","BUILDING","10","NJ4555","2","Will Conform","69796","NEWARK","ESSEX COUNTY","1085 Raymond Boulevard","NJ","7102"
"0","LEASED","21","ACTIVE","BUILDING","11","NJ4561","2","Will Conform","20792","PARSIPPANY","MORRIS COUNTY","10 Waterview Blvd","NJ","7054"
"0","LEASED","3","ACTIVE","BUILDING","10","NJ4563","2","Will Conform","14494","NEWARK","ESSEX COUNTY","2 GATEWAY CTR","NJ","71025005"
"0","LEASED","2","ACTIVE","BUILDING","9","NJ4565","2","Will Conform","9882","CLIFTON","PASSAIC COUNTY","935 ALLWOOD RD","NJ","70121988"
"0","LEASED","137","ACTIVE","BUILDING","10","NJ4566","2","Will Conform","202430","NEWARK","ESSEX COUNTY","1100 RAYMOND BLVD","NJ","71025234"
"0","LEASED","69","ACTIVE","BUILDING","5","NJ4571","2","Will Conform","15079","PARAMUS","BERGEN COUNTY","1 Kalisa Way","NJ","76523508"
"0","LEASED","0","ACTIVE","BUILDING","8","NJ4573","2","Will Conform","76833","ELIZABETH","UNION COUNTY","1210 CORBIN ST","NJ","72012951"
"0","LEASED","164","ACTIVE","BUILDING","10","NJ4575","2","Yes","84345","NEWARK","ESSEX COUNTY","620 Frelinghuysen Ave","NJ","71141318"
"0","LEASED","75","ACTIVE","BUILDING","10","NJ4594","2","Yes","23075","NEWARK","ESSEX COUNTY","614 Frelinghuysen Ave","NJ","71141356"
"0","LEASED","23","ACTIVE","STRUCTURE","8","NJ4597","2","Yes","0","NEWARK","ESSEX COUNTY","34 ORCHARD ST","NJ","71023517"
"0","LEASED","400","ACTIVE","BUILDING","10","NJ4599","2","Yes","233664","NEWARK","ESSEX COUNTY","11 Center St","NJ","7102"
"0","LEASED","0","ACTIVE","BUILDING","11","NJ4602","2","Yes","8509","PARSIPPANY","MORRIS COUNTY","RT 10","NJ","70544538"
"0","LEASED","0","ACTIVE","BUILDING","12","NJ4604","2","Yes","0","EAST BRUNSWICK","MIDDLESEX COUNTY","197 STATE ROUTE 18","NJ","88161440"
"0","LEASED","14","ACTIVE","BUILDING","6","NJ4610","2","Yes","8541","ISELIN","MIDDLESEX COUNTY","517 US Highway 1 S","NJ","88303023"
"0","LEASED","80","ACTIVE","BUILDING","4","NJ4611","2","Yes","18952","FREEHOLD","MONMOUTH COUNTY","4 PARAGON WAY","NJ","77287895"
"0","LEASED","65","ACTIVE","STRUCTURE","10","NJ4612","2","Yes","0","NEWARK","ESSEX COUNTY","844 MCCARTER HIGHWAY","NJ","71025209"
"0","LEASED","0","ACTIVE","BUILDING","10","NJ4613","2","Yes","12000","NEWARK","ESSEX COUNTY","Springfield Ave","NJ","71032064"
