"State","Year","Data.DHS Denominator","Data.Number of Firms","Data.Calculated.Net Job Creation","Data.Calculated.Net Job Creation Rate","Data.Calculated.Reallocation Rate","Data.Establishments.Entered","Data.Establishments.Entered Rate","Data.Establishments.Exited","Data.Establishments.Exited Rate","Data.Establishments.Physical Locations","Data.Firm Exits.Count","Data.Firm Exits.Establishment Exit","Data.Firm Exits.Employments","Data.Job Creation.Births","Data.Job Creation.Continuers","Data.Job Creation.Count","Data.Job Creation.Rate","Data.Job Creation.Rate/Births","Data.Job Destruction.Continuers","Data.Job Destruction.Count","Data.Job Destruction.Deaths","Data.Job Destruction.Rate","Data.Job Destruction.Rate/Deaths"
"Florida","1994","312919","15012","4817","1.539","29.2","2302","13.005","1832","10.35","17936","1159","1169","7601","19931","30572","50503","16.139","6.369","30776","45686","14910","14.6","4.765"
"Florida","1995","322784","15478","17046","5.281","25.361","2386","13.111","1773","9.743","18505","1148","1172","6512","20236","37741","57977","17.962","6.269","25775","40931","15156","12.681","4.695"
"Florida","1996","330399","15642","3004","0.909","27.573","2194","11.861","1836","9.925","18677","1174","1210","6857","18624","29931","48555","14.696","5.637","30598","45551","14953","13.787","4.526"
"Florida","1997","341543","15994","11705","3.427","28.624","2454","12.995","1977","10.469","19122","1241","1257","8033","21652","38934","60586","17.739","6.339","31326","48881","17555","14.312","5.14"
"Florida","1998","351840","16473","7215","2.051","30.787","2448","12.568","1986","10.196","19709","1187","1202","7402","22504","38872","61376","17.444","6.396","35144","54161","19017","15.394","5.405"
"Florida","1999","359489","16861","9474","2.635","30.242","2464","12.384","2002","10.062","20128","1191","1220","8024","29438","34394","63832","17.756","8.189","34768","54358","19590","15.121","5.449"
"Florida","2000","370558","17282","13060","3.524","31.073","2708","13.261","2077","10.171","20736","1243","1268","6652","31059","39573","70632","19.061","8.382","32826","57572","24746","15.537","6.678"
"Florida","2001","382242","17636","8974","2.348","29.488","2630","12.537","2035","9.701","21275","1237","1268","7287","25516","39816","65332","17.092","6.675","38633","56358","17725","14.744","4.637"
"Florida","2002","386240","17535","-4305","-1.115","33.824","2689","12.543","2407","11.228","21579","1418","1476","10117","30870","34451","65321","16.912","7.992","45760","69626","23866","18.027","6.179"
"Florida","2003","382343","17789","-2559","-0.669","26.93","2415","11.134","2050","9.452","21872","1229","1252","7254","17780","33702","51482","13.465","4.65","35604","54041","18437","14.134","4.822"
"Florida","2004","386182","18119","10202","2.642","26.106","2589","11.713","2029","9.179","22384","1250","1274","7299","23798","36813","60611","15.695","6.162","30577","50409","19832","13.053","5.135"
"Florida","2005","389944","18332","1126","0.289","27.49","2454","10.938","2283","10.176","22521","1316","1334","9274","18833","35891","54724","14.034","4.83","30821","53598","22777","13.745","5.841"
"Florida","2006","389303","18352","-2436","-0.626","28.359","2731","12.089","2530","11.199","22692","1729","1765","9367","20402","34799","55201","14.179","5.241","35279","57637","22358","14.805","5.743"
"Florida","2007","386896","18133","-2488","-0.643","33.286","2603","11.463","2494","10.983","22762","1452","1457","8394","27346","37045","64391","16.643","7.068","43180","66879","23699","17.286","6.125"
"Florida","2008","384822","17841","16","0.004","30.068","2263","10.021","2488","11.017","22471","1539","1552","7129","19294","38576","57870","15.038","5.014","41390","57854","16464","15.034","4.278"
"Florida","2009","376922","17374","-19045","-5.053","23.65","2003","9.002","2526","11.353","21989","1498","1534","7831","20817","23754","44571","11.825","5.523","45357","63616","18259","16.878","4.844"
"Florida","2010","363388","17154","-8104","-2.23","22.215","1948","8.937","2254","10.34","21645","1294","1318","5750","12373","27991","40364","11.108","3.405","33822","48468","14646","13.338","4.03"
"Florida","2011","359187","17036","-1033","-0.288","24.147","2020","9.361","2086","9.667","21545","1248","1272","5856","12691","30676","43367","12.074","3.533","30536","44400","13864","12.361","3.86"
"Florida","2012","359805","16917","2850","0.792","25.738","2109","9.802","2055","9.551","21544","1149","1187","5771","16369","32785","49154","13.661","4.549","28611","46304","17693","12.869","4.917"
"Florida","2013","366213","16962","10136","2.768","23.19","2070","9.613","1922","8.925","21608","1075","1087","5123","17656","34943","52599","14.363","4.821","27237","42463","15226","11.595","4.158"
"Florida","2014","381767","17098","10362","2.714","23.364","2069","9.555","1890","8.728","21744","1099","1121","5387","14781","40179","54960","14.396","3.872","31227","44598","13371","11.682","3.502"
"Florida","2015","391120","17294","8081","2.066","23.682","2225","10.181","1932","8.84","22002","1115","1135","6280","17591","36803","54394","13.907","4.498","31075","46313","15238","11.841","3.896"
"Florida","2016","398562","17723","7804","1.958","23.107","2376","10.647","1690","7.573","22659","1118","1137","6228","16514","37338","53852","13.512","4.143","33530","46048","12518","11.554","3.141"
"Florida","2017","399983","17809","-2544","-0.636","26.872","2229","9.839","2150","9.49","22695","1307","1326","6076","15936","37806","53742","13.436","3.984","36347","56286","19939","14.072","4.985"
"Florida","2018","411546","18068","23591","5.732","21.179","2278","9.982","1926","8.439","22998","1354","1380","6755","24925","42247","67172","16.322","6.056","31636","43581","11945","10.59","2.902"
"Georgia","1978","295496","12722","24573","8.316","28.438","1946","13.452","1681","11.62","14599","1019","1042","5566","18359","48230","66589","22.535","6.213","25308","42016","16708","14.219","5.654"
"Georgia","1979","315854","13015","26027","8.24","20.66","1870","12.765","1319","9.004","14925","843","858","5261","16521","42134","58655","18.57","5.231","20688","32628","11940","10.33","3.78"
"Georgia","1980","321445","12876","-13529","-4.209","31.594","1767","12.012","1588","10.795","14800","1001","1024","7581","15702","35076","50778","15.797","4.885","29757","64307","34550","20.006","10.748"
"Georgia","1981","317559","12948","7362","2.318","25.372","1702","11.54","1457","9.879","14871","890","903","5969","17544","30103","47647","15.004","5.525","26282","40285","14003","12.686","4.41"
"Georgia","1982","320980","13246","-3940","-1.227","33.758","2238","14.952","1695","11.325","15239","1128","1141","7777","25778","28400","54178","16.879","8.031","44958","58118","13160","18.106","4.1"
"Georgia","1983","319539","13836","18233","5.706","31.42","2259","14.68","1345","8.741","15845","885","897","6416","31750","36682","68432","21.416","9.936","38346","50199","11853","15.71","3.709"
"Georgia","1984","333789","13976","16329","4.892","26.352","2177","13.783","1638","10.371","16064","1146","1158","6123","22029","38280","60309","18.068","6.6","32607","43980","11373","13.176","3.407"
"Georgia","1985","349249","13895","23683","6.781","30.177","2078","13.04","1899","11.917","16025","1417","1438","11948","22197","54182","76379","21.87","6.356","31790","52696","20906","15.088","5.986"
"Georgia","1986","364526","14059","9947","2.729","27.205","2130","13.287","1497","9.338","16347","1037","1051","8529","23409","36122","59531","16.331","6.422","35602","49584","13982","13.602","3.836"
"Georgia","1987","377501","14169","20142","5.336","26.658","2126","13.053","1646","10.106","16527","1084","1101","8298","27037","43423","70460","18.665","7.162","33053","50318","17265","13.329","4.573"
"Georgia","1988","378198","14501","-9911","-2.621","32.235","2300","13.684","1621","9.645","17147","1103","1112","10986","21867","39089","60956","16.117","5.782","53573","70867","17294","18.738","4.573"
"Georgia","1989","377721","14518","13633","3.609","27.261","2211","12.881","1672","9.741","17434","1106","1112","8641","20776","44342","65118","17.24","5.5","31485","51485","20000","13.63","5.295"
"Georgia","1990","392329","14264","6973","1.777","25.973","2010","11.783","1603","9.397","17262","1052","1069","6957","20777","37145","57922","14.764","5.296","36943","50949","14006","12.986","3.57"
"Georgia","1991","385326","14210","-16660","-4.324","25.585","2124","12.419","1857","10.858","17236","1141","1174","10073","19840","29453","49293","12.793","5.149","48483","65953","17470","17.116","4.534"
"Georgia","1992","387237","14077","14093","3.639","27.726","1816","10.663","1631","9.577","17123","995","1002","6880","36290","31485","67775","17.502","9.372","40013","53682","13669","13.863","3.53"
"Georgia","1993","389822","14119","1720","0.441","27.901","1760","10.331","1821","10.689","17006","969","989","6957","18808","37294","56102","14.392","4.825","34806","54382","19576","13.95","5.022"
"Georgia","1994","391736","14293","5348","1.365","23.867","1848","10.791","1621","9.465","17239","1058","1092","8464","17637","34458","52095","13.299","4.502","31160","46747","15587","11.933","3.979"
"Georgia","1995","392737","14392","-3123","-0.795","26.56","1853","10.706","1620","9.36","17424","1015","1040","7624","16436","35719","52155","13.28","4.185","38014","55278","17264","14.075","4.396"
"Georgia","1996","373189","14370","-19785","-5.302","25.255","1836","10.576","1688","9.724","17434","1053","1084","7087","16889","30236","47125","12.628","4.526","50668","66910","16242","17.929","4.352"
"Georgia","1997","365108","14262","7161","1.961","27.636","1878","10.851","2034","11.752","17229","1146","1203","7146","20529","37082","57611","15.779","5.623","32372","50450","18078","13.818","4.951"
"Georgia","1998","381192","14364","6815","1.788","26.749","1805","10.414","1640","9.462","17415","906","934","6956","20164","37634","57798","15.162","5.29","34890","50983","16093","13.375","4.222"
"Georgia","1999","388084","14338","8082","2.083","25.387","1805","10.37","1706","9.801","17455","944","968","7429","21323","36020","57343","14.776","5.494","30945","49261","18316","12.693","4.72"
"Georgia","2000","398423","14395","13538","3.398","22.482","1768","10.09","1563","8.92","17624","872","880","5712","18587","39737","58324","14.639","4.665","32133","44786","12653","11.241","3.176"
"Georgia","2001","400501","14318","5389","1.346","27.713","1833","10.453","1593","9.085","17655","890","914","6759","21864","39020","60884","15.202","5.459","35308","55495","20187","13.856","5.04"
"Georgia","2002","413825","14641","149","0.036","32.679","2210","12.304","1966","10.946","18083","1009","1030","11039","25443","42323","67766","16.376","6.148","43981","67617","23636","16.34","5.712"
"Georgia","2003","412841","14615","6","0.001","26.64","1712","9.504","1706","9.471","18016","892","901","4801","17102","37895","54997","13.322","4.143","38014","54991","16977","13.32","4.112"
"Georgia","2004","417889","14658","4126","0.987","25.381","1892","10.462","1661","9.185","18200","939","971","5920","18993","38165","57158","13.678","4.545","38948","53032","14084","12.69","3.37"
"Georgia","2005","422001","14988","4463","1.058","24.02","2071","11.268","1624","8.836","18603","859","881","5661","19602","35544","55146","13.068","4.645","36703","50683","13980","12.01","3.313"
"Georgia","2006","429631","15312","7871","1.832","25.306","2284","12.113","1669","8.851","19164","973","984","6425","20892","41341","62233","14.485","4.863","38759","54362","15603","12.653","3.632"
"Georgia","2007","434175","15379","1478","0.34","31.553","2077","10.788","1782","9.255","19401","939","946","6546","21461","48515","69976","16.117","4.943","48967","68498","19531","15.777","4.498"
"Georgia","2008","438674","15364","8474","1.932","23.692","1957","10.089","1852","9.548","19449","893","919","4633","18979","41460","60439","13.778","4.326","36482","51965","15483","11.846","3.53"
"Georgia","2009","447228","15323","5526","1.236","25.544","2038","10.43","1903","9.739","19608","970","984","6015","20115","42530","62645","14.007","4.498","41966","57119","15153","12.772","3.388"
"Georgia","2010","460178","15411","521","0.113","23.955","2019","10.246","1702","8.638","19863","913","924","5202","18723","36916","55639","12.091","4.069","42304","55118","12814","11.978","2.785"
"Georgia","2011","466072","15575","11076","2.376","21.174","1935","9.709","1715","8.606","20039","836","844","5177","17054","43366","60420","12.964","3.659","35832","49344","13512","10.587","2.899"
"Georgia","2012","474637","15705","10051","2.118","23.358","1834","9.169","1780","8.899","20030","802","817","9728","17592","47891","65483","13.796","3.706","37541","55432","17891","11.679","3.769"
"Georgia","2013","482665","15916","6912","1.432","20.931","2172","10.751","1692","8.375","20443","839","846","5976","19282","38144","57426","11.898","3.995","34783","50514","15731","10.466","3.259"
"Georgia","2014","489150","16077","7292","1.491","21.562","2000","9.732","1674","8.146","20713","900","914","5774","20402","39626","60028","12.272","4.171","38521","52736","14215","10.781","2.906"
"Georgia","2015","498982","16296","14829","2.972","23.625","2182","10.497","1896","9.121","20930","940","953","7171","26881","46890","73771","14.784","5.387","41128","58942","17814","11.812","3.57"
"Georgia","2016","512071","16565","12272","2.397","20.411","2276","10.714","1592","7.494","21586","965","988","5441","20196","44336","64532","12.602","3.944","40378","52260","11882","10.206","2.32"
"Georgia","2017","521179","16692","7059","1.354","21.155","1987","9.175","1754","8.099","21774","1014","1025","6866","18212","43974","62186","11.932","3.494","35706","55127","19421","10.577","3.726"
"Georgia","2018","531213","16890","14597","2.748","18.805","1957","8.974","1803","8.268","21884","1101","1128","7518","21938","42607","64545","12.15","4.13","35028","49948","14920","9.403","2.809"
"Hawaii","1978","2517005","165134","250050","9.934","33.291","36378","19.028","25268","13.217","196733","17737","18027","100573","265577","403441","669018","26.58","10.551","228607","418968","190361","16.645","7.563"
"Hawaii","1979","2746866","173982","220487","8.027","31.464","35846","17.843","23322","11.609","207162","15743","15951","94662","255119","397511","652630","23.759","9.288","250793","432143","181350","15.732","6.602"
"Hawaii","1980","2916429","181584","130842","4.486","32.811","36271","17.209","24322","11.54","216744","17991","18267","106774","252041","357257","609298","20.892","8.642","305069","478456","173387","16.406","5.945"
"Hawaii","1981","3063567","190850","186683","6.094","30.981","37655","17.011","23417","10.579","228482","16101","16356","82336","273483","387765","661248","21.584","8.927","326850","474565","147715","15.491","4.822"
"Hawaii","1982","3172823","193445","34904","1.1","37.973","37076","16.151","29541","12.868","233332","21491","21745","118782","268748","368569","637317","20.087","8.47","404977","602413","197436","18.987","6.223"
"Hawaii","1983","3189368","203954","61870","1.94","35.845","40413","17.03","24537","10.34","245242","17345","17642","102101","265141","368339","633480","19.862","8.313","398404","571610","173206","17.922","5.431"
"Hawaii","1984","3366275","215873","338980","10.07","27.262","43824","17.518","26470","10.581","258846","19565","19860","103177","313682","484155","797837","23.701","9.318","295263","458857","163594","13.631","4.86"
"Hawaii","1985","3626845","224231","272249","7.506","31.963","46201","17.664","31365","11.992","268977","23315","23748","143489","346169","505708","851877","23.488","9.545","358667","579628","220961","15.982","6.092"
"Hawaii","1986","3821172","231059","217738","5.698","33.719","46834","17.335","31775","11.761","277694","23379","23762","148310","361522","500452","861974","22.558","9.461","415486","644236","228750","16.86","5.986"
"Hawaii","1987","4000641","239422","209462","5.236","36.372","50916","18.087","34786","12.357","289565","25168","25539","165956","438414","498600","937014","23.422","10.959","449315","727552","278237","18.186","6.955"
"Hawaii","1988","4211878","251501","212549","5.046","34.634","53176","17.889","35373","11.9","306159","26319","26823","171185","407791","534120","941911","22.363","9.682","446349","729362","283013","17.317","6.719"
"Hawaii","1989","4415005","258591","237965","5.39","32.851","51052","16.566","36793","11.939","315308","27092","27774","175120","387950","575201","963151","21.815","8.787","450859","725186","274327","16.425","6.214"
"Hawaii","1990","4600503","265517","144014","3.13","33.601","51170","16.097","37638","11.84","324643","28561","29318","179305","384179","532739","916918","19.931","8.351","501318","772904","271586","16.8","5.903"
"Hawaii","1991","4622617","265062","-51718","-1.119","37.264","49485","15.294","42043","12.994","327271","30556","31407","209870","388274","473008","861282","18.632","8.399","590284","913000","322716","19.751","6.981"
"Hawaii","1992","4570396","268933","61811","1.352","36.134","48481","14.855","39543","12.116","330834","27297","28024","177507","370437","517112","887549","19.42","8.105","513245","825738","312493","18.067","6.837"
"Hawaii","1993","4692449","278264","185904","3.962","33.031","50318","15.049","40631","12.151","339214","28154","28965","177057","371113","589764","960877","20.477","7.909","458175","774973","316798","16.515","6.751"
"Hawaii","1994","4894288","285095","203433","4.157","31.13","50655","14.761","41250","12.021","347860","30140","30862","185904","375669","589555","965224","19.721","7.676","467745","761791","294046","15.565","6.008"
"Hawaii","1995","5105950","290885","199406","3.905","32.117","50457","14.373","41624","11.857","355460","30448","31310","200583","430590","588759","1019349","19.964","8.433","505529","819943","314414","16.059","6.158"
"Hawaii","1996","5231708","294682","119091","2.276","33.978","50135","14.055","42484","11.91","360528","30664","31383","200264","405201","602701","1007902","19.265","7.745","544936","888811","343875","16.989","6.573"
"Hawaii","1997","5376361","297222","128742","2.395","36.287","52635","14.526","46295","12.777","365512","32307","33223","226931","441141","663048","1104189","20.538","8.205","561585","975447","413862","18.143","7.698"
"Hawaii","1998","5607652","301339","245519","4.378","32.972","50279","13.666","44865","12.195","370611","29658","30646","195982","461806","708200","1170006","20.864","8.235","539708","924487","384779","16.486","6.862"
"Hawaii","1999","5836672","303105","191408","3.279","34.034","50649","13.622","45139","12.14","374568","30244","31281","206564","411896","772735","1184631","20.296","7.057","589227","993223","403996","17.017","6.922"
"Hawaii","2000","6040869","303818","236768","3.919","31.772","48890","13.053","45816","12.232","376090","29692","30585","185895","415665","780762","1196427","19.806","6.881","545592","959659","414067","15.886","6.854"
"Hawaii","2001","6260039","307721","218393","3.489","34.416","52176","13.788","44705","11.814","382146","28514","29323","176851","477596","818011","1295607","20.696","7.629","648315","1077214","428899","17.208","6.851"
"Hawaii","2002","6352271","312930","-144209","-2.27","38.167","56529","14.659","47840","12.405","389984","30215","31112","253327","496282","715948","1212230","19.083","7.813","840467","1356439","515972","21.354","8.123"
"Hawaii","2003","6343574","322928","149378","2.355","33.963","58712","14.872","47240","11.966","400531","30780","31316","187740","445203","781411","1226614","19.336","7.018","650457","1077236","426779","16.982","6.728"
"Hawaii","2004","6549318","339257","130892","1.999","33.846","65388","15.975","46556","11.374","418722","30877","31622","203242","435789","803430","1239219","18.921","6.654","659680","1108327","448647","16.923","6.85"
"Hawaii","2005","6714808","354918","159272","2.372","31.794","68136","15.938","49420","11.56","436872","32593","33110","215033","483858","742868","1226726","18.269","7.206","676003","1067454","391451","15.897","5.83"
"Hawaii","2006","6973636","369696","365174","5.236","27.448","73224","16.427","53594","12.023","455582","37821","38355","218936","525720","796508","1322228","18.96","7.539","586187","957054","370867","13.724","5.318"
"Hawaii","2007","7182748","372844","-11870","-0.165","34.039","67381","14.708","59466","12.98","462078","40110","40753","241147","483674","738789","1222463","17.019","6.734","782258","1234333","452075","17.185","6.294"
"Hawaii","2008","7107836","360839","-162972","-2.293","29.912","56219","12.331","66805","14.653","450605","46066","46605","232090","401376","661672","1063048","14.956","5.647","797710","1226020","428310","17.249","6.026"
"Hawaii","2009","6798438","346432","-485461","-7.141","25.25","52266","11.776","67993","15.32","435961","44265","45060","216581","369716","488573","858289","12.625","5.438","945132","1343750","398618","19.766","5.863"
"Hawaii","2010","6505350","343501","-100136","-1.539","29.229","54146","12.485","56586","13.048","432461","36051","36723","175592","349641","601082","950723","14.614","5.375","694846","1050859","356013","16.154","5.473"
"Hawaii","2011","6517064","346122","119487","1.833","28.403","57203","13.188","52880","12.192","435903","34233","34986","168900","375136","669886","1045022","16.035","5.756","579489","925535","346046","14.202","5.31"
"Hawaii","2012","6694993","354863","235928","3.524","26.062","57636","13.098","46968","10.673","445379","29356","30105","203082","402028","706337","1108365","16.555","6.005","536195","872437","336242","13.031","5.022"
"Hawaii","2013","6938770","361051","180841","2.606","25.25","55616","12.413","47849","10.68","451921","30639","31078","158671","383235","673611","1056846","15.231","5.523","561048","876005","314957","12.625","4.539"
"Hawaii","2014","7154542","367107","256999","3.592","24.63","56889","12.478","47234","10.361","460724","31637","32173","170049","403864","734204","1138068","15.907","5.645","578205","881069","302864","12.315","4.233"
"Hawaii","2015","7448851","375203","322717","4.332","22.345","58804","12.628","47298","10.157","471431","31441","32079","177075","403101","751842","1154943","15.505","5.412","515130","832226","317096","11.173","4.257"
"Hawaii","2016","7737073","384631","232103","3.0","23.242","60647","12.684","45838","9.586","485561","32323","32797","174301","405379","725846","1131225","14.621","5.239","566711","899122","332411","11.621","4.296"
"Hawaii","2017","7888174","390921","208779","2.647","24.339","58165","11.912","50965","10.437","491893","34701","35229","191481","375335","793413","1168748","14.816","4.758","603698","959969","356271","12.17","4.517"
"Hawaii","2018","8088509","397533","263210","3.254","22.167","56922","11.511","50032","10.117","497966","37516","38419","190794","418117","741593","1159710","14.338","5.169","570773","896500","325727","11.084","4.027"
"Idaho","1978","1541846","82072","136359","8.844","28.894","16191","16.574","12174","12.462","99696","8039","8131","43174","136975","222132","359107","23.291","8.884","129778","222748","92970","14.447","6.03"
"Idaho","1979","1647520","84191","75744","4.597","29.46","15530","15.394","11694","11.592","102800","7612","7700","42015","125080","193344","318424","19.327","7.592","150365","242680","92315","14.73","5.603"
"Idaho","1980","1700907","84573","9429","0.554","31.379","14196","13.775","12105","11.746","104104","8421","8539","45189","111203","165092","276295","16.244","6.538","178551","266866","88315","15.69","5.192"
"Idaho","1981","1725252","86071","50608","2.933","29.611","14412","13.75","11193","10.679","106426","7308","7449","37784","121831","184209","306040","17.739","7.062","177821","255432","77611","14.805","4.499"
"Idaho","1982","1760162","85754","25202","1.432","32.335","14345","13.51","12929","12.177","106885","8844","8964","46242","133199","176575","309774","17.599","7.567","198336","284572","86236","16.167","4.899"
"Idaho","1983","1765055","89315","45197","2.561","31.042","15802","14.614","10250","9.479","110907","6812","6941","41162","114353","204800","319153","18.082","6.479","186317","273956","87639","15.521","4.965"
"Idaho","1984","1871804","95200","198989","10.631","22.564","18448","16.247","10350","9.115","117593","7220","7317","38823","154912","255250","410162","21.913","8.276","138057","211173","73116","11.282","3.906"
"Idaho","1985","2042579","99089","175348","8.585","26.841","18645","15.686","12516","10.53","121928","8688","8867","56765","167834","281639","449473","22.005","8.217","166827","274125","107298","13.421","5.253"
"Idaho","1986","2171421","101809","116003","5.342","29.191","19151","15.608","13034","10.623","125760","9006","9128","57381","168975","263963","432938","19.938","7.782","209474","316935","107461","14.596","4.949"
"Idaho","1987","2284326","104745","77181","3.379","35.067","20204","15.884","14157","11.13","130221","9483","9653","67163","213898","263804","477702","20.912","9.364","268369","400521","132152","17.533","5.785"
"Idaho","1988","2376537","109026","94008","3.956","31.787","21024","15.787","14259","10.707","136555","10003","10173","77412","202721","269006","471727","19.849","8.53","239965","377719","137754","15.894","5.796"
"Idaho","1989","2447538","111718","103387","4.224","32.259","20800","15.12","14966","10.879","140481","10564","10829","73328","204815","293346","498161","20.354","8.368","260743","394774","134031","16.129","5.476"
"Idaho","1990","2522060","113400","62318","2.471","31.259","19591","13.901","15249","10.82","143107","10956","11265","71785","169135","287373","456508","18.101","6.706","261138","394190","133052","15.63","5.276"
"Idaho","1991","2500986","112800","-75838","-3.032","32.276","19307","13.54","16659","11.683","143914","11470","11783","106166","173330","230278","403608","16.138","6.93","306276","479446","173170","19.17","6.924"
"Idaho","1992","2484676","114525","73463","2.957","30.83","19194","13.356","15596","10.852","145514","9969","10367","68521","172572","283910","456482","18.372","6.945","252452","383019","130567","15.415","5.255"
"Idaho","1993","2561811","118544","90333","3.526","28.785","19550","13.288","15417","10.479","149189","9951","10237","67010","164777","294268","459045","17.919","6.432","232199","368712","136513","14.393","5.329"
"Idaho","1994","2671267","122289","114332","4.28","27.654","20867","13.768","15756","10.396","154114","10752","10997","76374","185268","298415","483683","18.107","6.936","225409","369351","143942","13.827","5.389"
"Idaho","1995","2812751","126484","165663","5.89","26.591","21839","13.935","15663","9.994","159810","10763","11041","73008","210712","328921","539633","19.185","7.491","231234","373970","142736","13.296","5.075"
"Idaho","1996","2914101","129727","73739","2.53","30.446","22372","13.867","17070","10.58","163987","11584","11848","79076","198751","318603","517354","17.753","6.82","275708","443615","167907","15.223","5.762"
"Idaho","1997","2992180","131994","80986","2.707","33.035","22669","13.705","18705","11.308","167394","12387","12697","91968","215081","360131","575212","19.224","7.188","308717","494226","185509","16.517","6.2"
"Idaho","1998","3144000","135219","119932","3.815","30.868","23120","13.628","18515","10.914","171952","11737","12120","82124","236392","368790","605182","19.249","7.519","297423","485250","187827","15.434","5.974"
"Idaho","1999","3267430","137433","127378","3.898","29.553","22516","13.001","18712","10.804","175095","11923","12382","86940","225221","384966","610187","18.675","6.893","301450","482809","181359","14.776","5.551"
"Idaho","2000","3374202","138523","95117","2.819","30.684","22355","12.715","19599","11.148","177190","12229","12552","85642","222819","389973","612792","18.161","6.604","319833","517675","197842","15.342","5.863"
"Idaho","2001","3425194","139874","6075","0.177","32.785","22941","12.879","19636","11.023","179782","12030","12633","90124","221416","346137","567553","16.57","6.464","360628","561478","200850","16.393","5.864"
"Idaho","2002","3414415","141431","-98630","-2.889","33.051","24261","13.42","21605","11.951","182108","12691","13107","109268","236141","328101","564242","16.525","6.916","428847","662872","234025","19.414","6.854"
"Idaho","2003","3353141","144265","-11930","-0.356","31.455","23828","12.997","20195","11.015","185152","12239","12541","74448","193720","333637","527357","15.727","5.777","359454","539287","179833","16.083","5.363"
"Idaho","2004","3386545","148097","72786","2.149","28.842","23796","12.712","18901","10.097","189639","11956","12170","73114","192832","368324","561156","16.57","5.694","318757","488370","169613","14.421","5.008"
"Idaho","2005","3451424","152071","51556","1.494","28.907","25202","13.13","19791","10.311","194648","12620","12881","77666","206951","343459","550410","15.947","5.996","330291","498854","168563","14.454","4.884"
"Idaho","2006","3544183","157066","125416","3.539","27.208","28545","14.431","21074","10.654","201542","14276","14532","91243","240611","366961","607572","17.143","6.789","305897","482156","176259","13.604","4.973"
"Idaho","2007","3618788","160401","18794","0.519","30.889","27427","13.46","21502","10.552","206733","13735","14112","86524","225977","351716","577693","15.964","6.245","369215","558899","189684","15.444","5.242"
"Idaho","2008","3620118","158343","-12549","-0.347","30.341","23806","11.571","24628","11.971","205325","16287","16542","92894","199801","349387","549188","15.17","5.519","366827","561737","194910","15.517","5.384"
"Idaho","2009","3513020","151897","-232097","-6.607","24.573","20511","10.148","27232","13.474","198754","17646","18068","108328","182289","249342","431631","12.287","5.189","461441","663728","202287","18.893","5.758"
"Idaho","2010","3350961","148654","-80724","-2.409","23.92","19718","10.032","22892","11.646","194971","14251","14570","74771","142866","257903","400769","11.96","4.263","329068","481493","152425","14.369","4.549"
"Idaho","2011","3314811","147483","14041","0.424","26.084","20554","10.58","20847","10.731","194123","13189","13591","72163","149282","297075","446357","13.466","4.503","281552","432316","150764","13.042","4.548"
"Idaho","2012","3340475","148026","46080","1.379","25.532","20966","10.803","19835","10.221","194635","11746","11981","65852","160529","311991","472520","14.145","4.806","268096","426440","158344","12.766","4.74"
"Idaho","2013","3397299","149082","75519","2.223","22.973","20409","10.472","18518","9.501","195842","11280","11462","65642","139826","325922","465748","13.709","4.116","249444","390229","140785","11.486","4.144"
"Idaho","2014","3472604","150383","81495","2.347","22.684","21036","10.68","17761","9.017","198608","11456","11664","83490","147919","327437","475356","13.689","4.26","248727","393861","145134","11.342","4.179"
"Idaho","2015","3595298","152506","143287","3.985","21.839","21511","10.759","17777","8.891","201811","11238","11534","71407","177793","358082","535875","14.905","4.945","260132","392588","132456","10.919","3.684"
"Idaho","2016","3734862","155474","110639","2.962","20.935","22059","10.82","17106","8.39","206357","11450","11721","70804","169311","332282","501593","13.43","4.533","259597","390954","131357","10.468","3.517"
"Idaho","2017","3824966","157738","91702","2.397","24.001","21639","10.427","18392","8.862","209150","12083","12351","72525","180117","370595","550712","14.398","4.709","306353","459010","152657","12.0","3.991"
"Idaho","2018","3925914","159708","92845","2.365","22.73","20684","9.861","18515","8.827","210847","13282","13686","76048","164385","374640","539025","13.73","4.187","301395","446180","144785","11.365","3.688"
"Indiana","1978","271853","15715","21099","7.761","30.572","3091","16.805","2101","11.423","18888","1325","1345","7113","26540","36115","62655","23.047","9.763","23699","41556","17857","15.286","6.569"
"Indiana","1979","293801","16600","20063","6.829","25.965","3138","16.189","1837","9.477","20034","1170","1190","7444","21407","36799","58206","19.811","7.286","24401","38143","13742","12.983","4.677"
"Indiana","1980","308246","17341","10334","3.353","28.554","3132","15.359","1978","9.7","20969","1390","1422","7811","22312","32031","54343","17.63","7.238","30545","44009","13464","14.277","4.368"
"Indiana","1981","316878","17919","8621","2.721","30.043","3017","14.245","2094","9.887","21641","1360","1409","7277","22949","33272","56221","17.742","7.242","33788","47600","13812","15.022","4.359"
"Indiana","1982","316708","17839","-5704","-1.801","33.297","2822","13.107","2499","11.607","21692","1737","1757","10584","23844","28883","52727","16.648","7.529","42178","58431","16253","18.45","5.132"
"Indiana","1983","310008","18623","636","0.205","33.182","3167","14.444","1980","9.03","22520","1329","1368","10174","22304","29765","52069","16.796","7.195","33548","51433","17885","16.591","5.769"
"Indiana","1984","314115","18970","12142","3.865","28.002","2950","13.086","2204","9.776","22917","1493","1565","9164","21911","34210","56121","17.866","6.975","29403","43979","14576","14.001","4.64"
