"genre","sold by","daily average.amazon revenue","daily average.author revenue","daily average.gross sales","daily average.publisher revenue","daily average.units sold","publisher.name","publisher.type","statistics.average rating","statistics.sale price","statistics.sales rank","statistics.total reviews"
"nonfiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","Grand Harbor Press","amazon","4.31","0.99","5990","22"
"genre fiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","0.0","2.99","5991","0"
"fiction","Random House LLC","41.814","41.814","209.07","125.442","23","Vintage","big five","3.81","9.09","5992","1187"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.25","0.99","5994","27"
"children","Amazon Digital Services,  Inc.","41.354","41.354","206.77","124.062","23","(Small or Medium Publisher)","small/medium","4.9","8.99","5996","180"
"nonfiction","Random House LLC","50.554","50.554","252.77","151.662","23","Vintage","big five","4.69","10.99","5999","448"
"nonfiction","Amazon Digital Services,  Inc.","24.104","24.104","120.52","72.312","23","(Small or Medium Publisher)","small/medium","4.17","5.24","6000","67"
"genre fiction","Amazon Digital Services,  Inc.","30.314","30.314","151.57","90.942","23","(Small or Medium Publisher)","small/medium","4.34","6.59","6002","198"
"genre fiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","4.77","2.99","6002","152"
"genre fiction","Amazon Digital Services,  Inc.","59.6505","32.1195","91.77","0.0","23","AmazonEncore","amazon","3.68","3.99","6003","264"
"nonfiction","Amazon Digital Services,  Inc.","13.938","13.938","69.69","41.814","23","(Small or Medium Publisher)","small/medium","4.25","3.03","6007","158"
"nonfiction","Amazon Digital Services,  Inc.","43.194","43.194","215.97","129.582","23","(Small or Medium Publisher)","small/medium","4.63","9.39","6009","338"
"nonfiction","Hachette Book Group","59.754","59.754","298.77","179.262","23","Grand Central Life & Style","big five","4.02","12.99","6014","748"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.55","0.99","6017","18"
"genre fiction","Random House LLC","50.186","50.186","250.93","150.558","23","Ballantine Books","big five","4.39","10.91","6018","241"
"fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.41","0.99","6019","36"
"nonfiction","Amazon Digital Services,  Inc.","45.954","45.954","229.77","137.862","23","(Small or Medium Publisher)","small/medium","4.55","9.99","6020","322"
"nonfiction","Macmillan","58.604","58.604","293.02","175.812","23","Times Books","big five","4.42","12.74","6021","161"
"genre fiction","Penguin Group (USA) LLC","27.554","27.554","137.77","82.662","23","Berkley","big five","3.88","5.99","6022","17"
"genre fiction","Hachette Book Group","45.954","45.954","229.77","137.862","23","Orbit","big five","4.16","9.99","6024","362"
"nonfiction","Amazon Digital Services,  Inc.","44.896","44.896","224.48","134.688","23","(Small or Medium Publisher)","small/medium","4.05","9.76","6027","1314"
"genre fiction","Penguin Group (USA) LLC","27.554","27.554","137.77","82.662","23","Dutton Adult","big five","4.48","5.99","6029","206"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","3.75","2.99","6030","28"
"genre fiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","3.66","2.99","6032","18"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.44","2.99","6035","45"
"genre fiction","Amazon Digital Services,  Inc.","34.431","80.339","114.77","0.0","23","(Indie Publisher)","indie","4.63","4.99","6036","209"
"genre fiction","Amazon Digital Services,  Inc.","27.531","64.239","91.77","0.0","23","(Indie Publisher)","indie","4.35","3.99","6038","205"
"nonfiction","Amazon Digital Services,  Inc.","27.531","64.239","91.77","0.0","23","(Indie Publisher)","indie","4.62","3.99","6041","1219"
"nonfiction","Hachette Book Group","59.754","59.754","298.77","179.262","23","Twelve","big five","4.34","12.99","6042","379"
"nonfiction","Amazon Digital Services,  Inc.","31.809","74.221","106.03","0.0","23","(Indie Publisher)","indie","4.62","4.61","6044","100"
"genre fiction","Amazon Digital Services,  Inc.","27.531","64.239","91.77","0.0","23","(Indie Publisher)","indie","4.23","3.99","6046","155"
"genre fiction","Penguin Group (USA) LLC","36.754","36.754","183.77","110.262","23","Berkley","big five","4.55","7.99","6046","220"
"nonfiction","HarperCollins Publishers","43.332","43.332","216.66","129.996","23","HarperCollins e-books","big five","4.57","9.42","6049","312"
"nonfiction","Simon and Schuster Digital Sales Inc","47.012","47.012","235.06","141.036","23","Free Press","big five","4.27","10.22","6052","519"
"genre fiction","Amazon Digital Services,  Inc.","36.754","36.754","183.77","110.262","23","(Small or Medium Publisher)","small/medium","4.78","7.99","6053","90"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","3.97","0.99","6054","94"
"nonfiction","Penguin Group (USA) LLC","67.804","67.804","339.02","203.412","23","The Penguin Press","big five","4.44","14.74","6059","563"
"genre fiction","Random House LLC","27.554","27.554","137.77","82.662","23","Vintage","big five","4.18","5.99","6060","343"
"nonfiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.32","0.99","6063","74"
"genre fiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Single-Author Publisher)","single author","4.4","3.99","6067","25"
"genre fiction","Amazon Digital Services,  Inc.","34.362","80.178","114.54","0.0","23","(Indie Publisher)","indie","4.45","4.98","6070","148"
"nonfiction","Random House LLC","44.436","44.436","222.18","133.308","23","Spiegel & Grau","big five","4.77","9.66","6074","715"
"fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.71","0.99","6076","21"
"genre fiction","Amazon Digital Services,  Inc.","20.332","10.948","31.28","0.0","23","(Indie Publisher)","indie","4.07","1.36","6077","27"
"genre fiction","Simon and Schuster Digital Sales Inc","54.694","54.694","273.47","164.082","23","Gallery Books","big five","0.0","11.89","6079","0"
"nonfiction","Amazon Digital Services,  Inc.","33.994","33.994","169.97","101.982","23","(Single-Author Publisher)","single author","4.09","7.39","6083","313"
"nonfiction","HarperCollins Publishing","27.554","27.554","137.77","82.662","23","Zondervan","big five","4.54","5.99","6085","177"
"nonfiction","Amazon Digital Services,  Inc.","59.6505","32.1195","91.77","0.0","23","AmazonEncore","amazon","4.47","3.99","6086","641"
"fiction","Amazon Digital Services,  Inc.","9.154","9.154","45.77","27.462","23","(Small or Medium Publisher)","small/medium","3.66","1.99","6086","6"
"nonfiction","HarperCollins Publishers","56.534","56.534","282.67","169.602","23","Harper","big five","3.86","12.29","6093","51"
"nonfiction","Amazon Digital Services,  Inc.","43.608","43.608","218.04","130.824","23","(Small or Medium Publisher)","small/medium","4.35","9.48","6094","778"
"nonfiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.68","2.99","6095","60"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.51","2.99","6096","376"
"fiction","Amazon Digital Services,  Inc.","45.954","45.954","229.77","137.862","23","(Single-Author Publisher)","single author","4.8","9.99","6097","5"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.85","0.99","6098","21"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.0","2.99","6099","14"
"children","Random House LLC","22.448","22.448","112.24","67.344","23","Random House Books for Young Readers","big five","4.41","4.88","6100","826"
"nonfiction","Amazon Digital Services,  Inc.","68.931","160.839","229.77","0.0","23","(Indie Publisher)","indie","0.0","9.99","6101","0"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.66","2.99","6103","248"
"nonfiction","Random House LLC","54.464","54.464","272.32","163.392","23","Random House","big five","4.43","11.84","6106","679"
"genre fiction","Simon and Schuster Digital Sales Inc","35.374","35.374","176.87","106.122","23","Scribner","big five","4.53","7.69","6108","1047"
"nonfiction","Amazon Digital Services,  Inc.","45.954","45.954","229.77","137.862","23","(Single-Author Publisher)","single author","4.33","9.99","6108","3"
"genre fiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","4.55","2.99","6109","27"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","3.75","0.99","6111","44"
"nonfiction","Macmillan","48.99","48.99","244.95","146.97","23","Picador","big five","3.85","10.65","6113","34"
"genre fiction","Random House LLC","27.554","27.554","137.77","82.662","23","Dell","big five","4.31","5.99","6115","475"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.4","2.99","6116","40"
"nonfiction","Amazon Digital Services,  Inc.","45.954","45.954","229.77","137.862","23","(Small or Medium Publisher)","small/medium","4.53","9.99","6117","71"
"nonfiction","Hachette Book Group","45.954","45.954","229.77","137.862","23","Twelve","big five","4.64","9.99","6119","320"
"genre fiction","Amazon Digital Services,  Inc.","39.238","39.238","196.19","117.714","23","(Single-Author Publisher)","single author","4.18","8.53","6121","92"
"fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","3.89","0.99","6121","84"
"genre fiction","Amazon Digital Services,  Inc.","59.6505","32.1195","91.77","0.0","23","Skyscape","amazon","4.58","3.99","6122","893"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","5.0","2.99","6124","3"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.57","0.99","6125","7"
"genre fiction","HarperCollins Publishers","49.082","49.082","245.41","147.246","23","HarperCollins e-books","big five","4.52","10.67","6126","1885"
"genre fiction","Amazon Digital Services,  Inc.","15.824","15.824","79.12","47.472","23","(Small or Medium Publisher)","small/medium","4.72","3.44","6127","11"
"genre fiction","Random House LLC","45.954","45.954","229.77","137.862","23","Vintage","big five","4.57","9.99","6130","122"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.3","2.99","6131","10"
"genre fiction","HarperCollins Publishers","4.554","4.554","22.77","13.662","23","HarperCollins e-books","big five","3.92","0.99","6132","26"
"nonfiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","3.92","2.99","6133","83"
"nonfiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","3.63","0.99","6134","323"
"genre fiction","Amazon Digital Services,  Inc.","27.531","64.239","91.77","0.0","23","(Indie Publisher)","indie","4.34","3.99","6135","47"
"genre fiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","5.0","2.99","6137","2"
"fiction","Amazon Digital Services,  Inc.","9.154","9.154","45.77","27.462","23","(Small or Medium Publisher)","small/medium","4.41","1.99","6139","113"
"nonfiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.31","0.99","6144","94"
"fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.04","0.99","6144","48"
"children","HarperCollins Publishing","23.552","23.552","117.76","70.656","23","Zonderkidz","big five","4.77","5.12","6145","87"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Single-Author Publisher)","single author","4.45","0.99","6148","160"
"genre fiction","Penguin Group (USA) LLC","36.754","36.754","183.77","110.262","23","Berkley","big five","3.43","7.99","6152","1543"
"nonfiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","4.7","2.99","6155","238"
"nonfiction","Amazon Digital Services,  Inc.","38.824","38.824","194.12","116.472","23","(Small or Medium Publisher)","small/medium","3.84","8.44","6156","925"
"children","Hachette Book Group","36.754","36.754","183.77","110.262","23","Little, Brown Books for Young Readers","big five","4.69","7.99","6160","320"
"nonfiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","3.87","2.99","6163","66"
"fiction","Random House LLC","45.954","45.954","229.77","137.862","23","Vintage","big five","4.25","9.99","6163","436"
"genre fiction","Amazon Digital Services,  Inc.","9.154","9.154","45.77","27.462","23","(Small or Medium Publisher)","small/medium","4.5","1.99","6167","2"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.35","0.99","6169","34"
"nonfiction","Simon and Schuster Digital Sales Inc","29.302","29.302","146.51","87.906","23","Simon & Schuster","big five","4.66","6.37","6171","365"
"genre fiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","4.49","2.99","6172","316"
"genre fiction","Amazon Digital Services,  Inc.","27.531","64.239","91.77","0.0","23","(Indie Publisher)","indie","4.41","3.99","6173","24"
"genre fiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Small or Medium Publisher)","small/medium","4.46","2.99","6177","45"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","5.0","2.99","6178","6"
"genre fiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","4.53","2.99","6182","188"
"nonfiction","Amazon Digital Services,  Inc.","43.424","43.424","217.12","130.272","23","(Small or Medium Publisher)","small/medium","4.41","9.44","6182","151"
"nonfiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Small or Medium Publisher)","small/medium","4.68","2.99","6183","22"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.27","2.99","6184","59"
"genre fiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Small or Medium Publisher)","small/medium","4.62","3.99","6186","29"
"fiction","Simon and Schuster Digital Sales Inc","45.954","45.954","229.77","137.862","23","Scribner","big five","4.21","9.99","6190","720"
"genre fiction","HarperCollins Publishers","30.544","30.544","152.72","91.632","23","HarperCollins e-books","big five","4.28","6.64","6191","50"
"genre fiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Single-Author Publisher)","single author","4.62","3.99","6193","91"
"nonfiction","Amazon Digital Services,  Inc.","59.6505","32.1195","91.77","0.0","23","Amazon Publishing","amazon","4.45","3.99","6194","255"
"nonfiction","Amazon Digital Services,  Inc.","4.6","4.6","23.0","13.8","23","(Small or Medium Publisher)","small/medium","4.14","1.0","6196","147"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.64","0.99","6197","34"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","4.21","0.99","6198","297"
"genre fiction","Amazon Digital Services,  Inc.","45.954","45.954","229.77","137.862","23","(Small or Medium Publisher)","small/medium","3.33","9.99","6200","3"
"children","Amazon Digital Services,  Inc.","17.848","17.848","89.24","53.544","23","(Small or Medium Publisher)","small/medium","4.69","3.88","6201","108"
"genre fiction","Hachette Book Group","32.154","32.154","160.77","96.462","23","Grand Central Publishing","big five","3.45","6.99","6202","281"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Single-Author Publisher)","single author","4.68","0.99","6203","83"
"children","Amazon Digital Services,  Inc.","14.95","8.05","23.0","0.0","23","Two Lions","amazon","4.84","1.0","6208","33"
"children","Penguin Group (USA) LLC","44.942","44.942","224.71","134.826","23","Dutton Children's","big five","4.52","9.77","6209","284"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.29","0.99","6212","116"
"genre fiction","Penguin Group (USA) LLC","27.554","27.554","137.77","82.662","23","Putnam Adult","big five","3.24","5.99","6214","325"
"genre fiction","Penguin Group (USA) LLC","50.554","50.554","252.77","151.662","23","Putnam Adult","big five","0.0","10.99","6216","0"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.46","2.99","6218","30"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.25","0.99","6219","8"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.52","2.99","6220","204"
"genre fiction","Amazon Digital Services,  Inc.","19.504","19.504","97.52","58.512","23","(Small or Medium Publisher)","small/medium","4.3","4.24","6222","36"
"genre fiction","Amazon Digital Services,  Inc.","34.431","80.339","114.77","0.0","23","(Indie Publisher)","indie","4.48","4.99","6223","82"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Single-Author Publisher)","single author","4.76","0.99","6224","25"
"genre fiction","Macmillan","31.418","31.418","157.09","94.254","23","Holt Paperbacks","big five","3.55","6.83","6225","244"
"nonfiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","3.85","2.99","6230","164"
"nonfiction","Random House LLC","27.554","27.554","137.77","82.662","23","Delta","big five","4.66","5.99","6231","744"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.0","0.99","6234","12"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.46","0.99","6235","43"
"nonfiction","Penguin Group (USA) LLC","17.434","17.434","87.17","52.302","23","NAL","big five","4.77","3.79","6238","227"
"genre fiction","Amazon Digital Services,  Inc.","34.431","80.339","114.77","0.0","23","(Indie Publisher)","indie","4.16","4.99","6240","55"
"children","HarperCollins Publishers","27.508","27.508","137.54","82.524","23","HarperCollins","big five","4.84","5.98","6241","258"
"genre fiction","Amazon Digital Services,  Inc.","29.7505","16.0195","45.77","0.0","23","(Indie Publisher)","indie","4.3","1.99","6242","131"
"genre fiction","Amazon Digital Services,  Inc.","27.531","64.239","91.77","0.0","23","(Indie Publisher)","indie","5.0","3.99","6243","1"
"genre fiction","Amazon Digital Services,  Inc.","41.331","96.439","137.77","0.0","23","(Indie Publisher)","indie","4.53","5.99","6247","45"
"nonfiction","Penguin Group (USA) LLC","36.754","36.754","183.77","110.262","23","Plume","big five","4.57","7.99","6248","471"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","3.0","0.99","6252","53"
"genre fiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","4.54","2.99","6253","24"
"nonfiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","5.0","2.99","6255","22"
"nonfiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Single-Author Publisher)","single author","4.48","3.99","6256","41"
"children","Penguin Group (USA) LLC","21.206","21.206","106.03","63.618","23","Puffin","big five","4.56","4.61","6257","368"
"genre fiction","Macmillan","31.418","31.418","157.09","94.254","23","Holt Paperbacks","big five","4.15","6.83","6258","112"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","3.92","2.99","6259","51"
"children","Amazon Digital Services,  Inc.","22.08","22.08","110.4","66.24","23","(Small or Medium Publisher)","small/medium","4.44","4.8","6261","9"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.43","0.99","6262","23"
"genre fiction","Amazon Digital Services,  Inc.","34.431","80.339","114.77","0.0","23","(Indie Publisher)","indie","4.69","4.99","6263","46"
"nonfiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Small or Medium Publisher)","small/medium","2.5","2.99","6265","10"
"children","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Small or Medium Publisher)","small/medium","4.43","2.99","6271","473"
"genre fiction","Amazon Digital Services,  Inc.","59.6505","32.1195","91.77","0.0","23","47North","amazon","4.32","3.99","6274","319"
"genre fiction","Amazon Digital Services,  Inc.","34.431","80.339","114.77","0.0","23","(Indie Publisher)","indie","4.71","4.99","6276","85"
"nonfiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Single-Author Publisher)","single author","4.55","3.99","6278","307"
"genre fiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Single-Author Publisher)","single author","4.56","3.99","6279","103"
"children","Amazon Digital Services,  Inc.","14.628","14.628","73.14","43.884","23","(Small or Medium Publisher)","small/medium","4.62","3.18","6281","181"
"genre fiction","Random House LLC","27.554","27.554","137.77","82.662","23","Ballantine Books","big five","0.0","5.99","6284","0"
"children","HarperCollins Publishers","24.748","24.748","123.74","74.244","23","HarperCollins","big five","4.63","5.38","6288","4698"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.8","2.99","6289","35"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Single-Author Publisher)","single author","4.35","0.99","6291","470"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.52","2.99","6295","97"
"children","Penguin Group (USA) LLC","35.374","35.374","176.87","106.122","23","Puffin","big five","4.77","7.69","6296","196"
"genre fiction","Penguin Group (USA) LLC","35.374","35.374","176.87","106.122","23","Ace","big five","4.43","7.69","6297","1752"
"nonfiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","5.0","0.99","6300","1"
"nonfiction","Macmillan","36.754","36.754","183.77","110.262","23","St. Martin's Griffin","big five","4.45","7.99","6303","300"
"genre fiction","Amazon Digital Services,  Inc.","22.954","22.954","114.77","68.862","23","(Small or Medium Publisher)","small/medium","4.1","4.99","6304","76"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.0","0.99","6305","1"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.5","2.99","6306","40"
"nonfiction","Simon and Schuster Digital Sales Inc","34.914","34.914","174.57","104.742","23","Pocket Books","big five","0.0","7.59","6307","0"
"nonfiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.33","0.99","6310","56"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","3.48","0.99","6312","37"
"children","Penguin Group (USA) LLC","35.374","35.374","176.87","106.122","23","Puffin","big five","4.77","7.69","6313","236"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.67","2.99","6316","85"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.57","2.99","6318","73"
"genre fiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Small or Medium Publisher)","small/medium","4.45","3.99","6320","40"
"nonfiction","HarperCollins Publishers","17.434","17.434","87.17","52.302","23","HarperOne","big five","4.47","3.79","6321","189"
"nonfiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.37","2.99","6322","359"
"genre fiction","Amazon Digital Services,  Inc.","27.554","27.554","137.77","82.662","23","(Single-Author Publisher)","single author","4.78","5.99","6329","33"
"children","Random House LLC","36.754","36.754","183.77","110.262","23","Random House Books for Young Readers","big five","4.71","7.99","6330","100"
"genre fiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Single-Author Publisher)","single author","5.0","3.99","6331","5"
"fiction","Hachette Book Group","32.154","32.154","160.77","96.462","23","Little, Brown and Company","big five","3.76","6.99","6334","403"
"genre fiction","Amazon Digital Services,  Inc.","39.238","39.238","196.19","117.714","23","(Small or Medium Publisher)","small/medium","4.66","8.53","6335","9"
"genre fiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Small or Medium Publisher)","small/medium","3.77","0.99","6336","31"
"genre fiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Single-Author Publisher)","single author","4.8","3.99","6338","41"
"genre fiction","Amazon Digital Services,  Inc.","20.332","10.948","31.28","0.0","23","(Indie Publisher)","indie","3.93","1.36","6340","76"
"genre fiction","Amazon Digital Services,  Inc.","37.375","20.125","57.5","0.0","23","(Indie Publisher)","indie","3.0","2.5","6342","2"
"genre fiction","Amazon Digital Services,  Inc.","18.354","18.354","91.77","55.062","23","(Small or Medium Publisher)","small/medium","4.76","3.99","6343","164"
"genre fiction","Amazon Digital Services,  Inc.","45.954","45.954","229.77","137.862","23","(Small or Medium Publisher)","small/medium","4.92","9.99","6346","13"
"genre fiction","Amazon Digital Services,  Inc.","17.572","17.572","87.86","52.716","23","(Single-Author Publisher)","single author","4.46","3.82","6349","160"
"genre fiction","Penguin Group (USA) LLC","36.754","36.754","183.77","110.262","23","Berkley","big five","2.51","7.99","6358","1130"
"nonfiction","Random House LLC","38.18","38.18","190.9","114.54","23","Harmony","big five","4.05","8.3","6359","452"
"nonfiction","Amazon Digital Services,  Inc.","13.754","13.754","68.77","41.262","23","(Single-Author Publisher)","single author","4.18","2.99","6360","153"
"genre fiction","Amazon Digital Services,  Inc.","20.148","20.148","100.74","60.444","23","(Small or Medium Publisher)","small/medium","4.64","4.38","6361","14"
"children","Amazon Digital Services,  Inc.","59.6505","32.1195","91.77","0.0","23","Two Lions","amazon","4.5","3.99","6362","50"
"genre fiction","Amazon Digital Services,  Inc.","20.631","48.139","68.77","0.0","23","(Indie Publisher)","indie","4.85","2.99","6363","139"
"genre fiction","Amazon Digital Services,  Inc.","17.572","17.572","87.86","52.716","23","(Small or Medium Publisher)","small/medium","4.33","3.82","6364","3"
"genre fiction","Amazon Digital Services,  Inc.","22.954","22.954","114.77","68.862","23","(Single-Author Publisher)","single author","3.45","4.99","6365","70"
"genre fiction","Macmillan","41.354","41.354","206.77","124.062","23","Minotaur Books","big five","3.59","8.99","6365","391"
"nonfiction","Amazon Digital Services,  Inc.","22.2755","11.9945","34.27","0.0","23","(Indie Publisher)","indie","4.77","1.49","6370","135"
"genre fiction","Amazon Digital Services,  Inc.","27.531","64.239","91.77","0.0","23","(Indie Publisher)","indie","4.41","3.99","6371","99"
"genre fiction","Amazon Digital Services,  Inc.","22.954","22.954","114.77","68.862","23","(Single-Author Publisher)","single author","4.65","4.99","6372","35"
"genre fiction","Amazon Digital Services,  Inc.","119.4505","64.3195","183.77","0.0","23","Jet City Comics","amazon","3.82","7.99","6373","120"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.66","0.99","6376","9"
"nonfiction","Amazon Digital Services,  Inc.","4.554","4.554","22.77","13.662","23","(Single-Author Publisher)","single author","4.23","0.99","6379","187"
"genre fiction","Amazon Digital Services,  Inc.","27.531","64.239","91.77","0.0","23","(Indie Publisher)","indie","4.45","3.99","6380","761"
"genre fiction","Amazon Digital Services,  Inc.","14.8005","7.9695","22.77","0.0","23","(Indie Publisher)","indie","4.11","0.99","6381","63"
