"Date.Day","Date.Full","Date.Month","Date.Year","Show.Name","Show.Theatre","Show.Type","Statistics.Attendance","Statistics.Capacity","Statistics.Gross","Statistics.Gross Potential","Statistics.Performances"
"25","4/25/1999","4","1999","Night Must Fall","Helen Hayes","Play","2701","57","120135","40","8"
"25","4/25/1999","4","1999","Not About Nightingales","Circle In The Square","Play","3250","72","138609","53","8"
"25","4/25/1999","4","1999","Peter Pan 98","Gershwin","Musical","10811","70","452042","51","8"
"25","4/25/1999","4","1999","Ragtime","Ford Center (Livent)","Musical","13527","93","763274","86","8"
"25","4/25/1999","4","1999","Rent","Nederlander","Musical","8154","86","442995","84","8"
"25","4/25/1999","4","1999","Ring Round The Moon","Belasco","Play","3854","48","104412","30","0"
"25","4/25/1999","4","1999","Side Man","Golden","Play","2251","35","73490","24","8"
"25","4/25/1999","4","1999","Smokey Joe'S Cafe","Virginia","Musical","6920","71","303510","50","8"
"25","4/25/1999","4","1999","The Civil War","St. James","Musical","7839","58","336616","42","5"
"25","4/25/1999","4","1999","The Gershwins' Fascinating Rhythm","Longacre","Musical","4246","49","163052","31","1"
"25","4/25/1999","4","1999","The Iceman Cometh 99","Brooks Atkinson","Play","7199","101","514640","102","7"
"25","4/25/1999","4","1999","The Lion In Winter","Criterion","Play","3826","96","142282","59","8"
"25","4/25/1999","4","1999","The Lion King","New Amsterdam","Musical","14218","101","845483","94","8"
"25","4/25/1999","4","1999","The Lonesome West","Lyceum","Play","2778","38","60393","18","0"
"25","4/25/1999","4","1999","The Phantom Of The Opera","Majestic","Musical","11716","91","671726","91","8"
"25","4/25/1999","4","1999","The Scarlet Pimpernel","Minskoff","Musical","10962","80","501069","60","8"
"25","4/25/1999","4","1999","The Sound Of Music","Martin Beck","Musical","8601","75","459304","62","8"
"25","4/25/1999","4","1999","The Weir","Walter Kerr","Play","6646","88","263279","67","8"
"25","4/25/1999","4","1999","Via Dolorosa","Booth","Play","4432","72","134419","45","8"
"25","4/25/1999","4","1999","You'Re A Good Man, Charlie Brown","Ambassador","Musical","3595","41","159229","30","8"
"2","5/2/1999","5","1999","Amy'S View","Ethel Barrymore","Play","7508","98","343800","74","7"
"2","5/2/1999","5","1999","Annie Get Your Gun","Marquis","Musical","11322","89","666578","84","8"
"2","5/2/1999","5","1999","Art","Royale","Play","5617","65","229439","50","8"
"2","5/2/1999","5","1999","Beauty And The Beast","Palace","Musical","11187","80","604321","75","8"
"2","5/2/1999","5","1999","Cabaret 98","Studio 54 ('98)","Musical","7238","98","505538","90","8"
"2","5/2/1999","5","1999","Cats","Winter Garden","Musical","7076","60","324141","45","8"
"2","5/2/1999","5","1999","Chicago","Shubert","Musical","9549","82","565912","87","8"
"2","5/2/1999","5","1999","Closer","Music Box","Play","5838","72","259291","63","8"
"2","5/2/1999","5","1999","Death Of A Salesman 99","Eugene O'Neill","Play","8109","95","362017","77","8"
"2","5/2/1999","5","1999","Footloose","Richard Rodgers","Musical","7647","71","390759","58","8"
"2","5/2/1999","5","1999","Fosse","Broadhurst","Musical","8525","93","575796","90","8"
"2","5/2/1999","5","1999","It Ain'T Nothin' But The Blues","Vivian Beaumont","Musical","4367","49","150992","29","8"
"2","5/2/1999","5","1999","Jekyll & Hyde","Plymouth","Musical","6472","76","355835","65","8"
"2","5/2/1999","5","1999","Les Miserables","Imperial","Musical","10198","90","463456","77","8"
"2","5/2/1999","5","1999","Marlene","Cort","Musical","3788","44","133037","35","8"
"2","5/2/1999","5","1999","Miss Saigon","Broadway","Musical","11130","80","477645","76","8"
"2","5/2/1999","5","1999","Night Must Fall","Helen Hayes","Play","2597","54","110554","37","8"
"2","5/2/1999","5","1999","Not About Nightingales","Circle In The Square","Play","3177","71","135499","51","8"
"2","5/2/1999","5","1999","Peter Pan 98","Gershwin","Musical","10690","69","430785","48","8"
"2","5/2/1999","5","1999","Ragtime","Ford Center (Livent)","Musical","13257","91","725651","92","8"
"2","5/2/1999","5","1999","Rent","Nederlander","Musical","7764","82","414753","78","8"
"2","5/2/1999","5","1999","Ring Round The Moon","Belasco","Play","3795","47","98328","28","2"
"2","5/2/1999","5","1999","Side Man","Golden","Play","2374","37","66645","22","8"
"2","5/2/1999","5","1999","Smokey Joe'S Cafe","Virginia","Musical","6269","65","266783","44","8"
"2","5/2/1999","5","1999","The Civil War","St. James","Musical","7780","57","347060","44","8"
"2","5/2/1999","5","1999","The Gershwins' Fascinating Rhythm","Longacre","Musical","5230","61","198352","38","8"
"2","5/2/1999","5","1999","The Iceman Cometh 99","Brooks Atkinson","Play","7238","101","516372","102","7"
"2","5/2/1999","5","1999","The Lion In Winter","Criterion","Play","3544","89","154812","65","8"
"2","5/2/1999","5","1999","The Lion King","New Amsterdam","Musical","14209","101","854622","95","8"
"2","5/2/1999","5","1999","The Lonesome West","Lyceum","Play","2070","28","59696","18","7"
"2","5/2/1999","5","1999","The Phantom Of The Opera","Majestic","Musical","11419","89","648425","88","8"
"2","5/2/1999","5","1999","The Scarlet Pimpernel","Minskoff","Musical","11431","84","454208","55","8"
"2","5/2/1999","5","1999","The Sound Of Music","Martin Beck","Musical","7678","67","405494","54","8"
"2","5/2/1999","5","1999","The Weir","Walter Kerr","Play","6428","85","252145","64","8"
"2","5/2/1999","5","1999","Via Dolorosa","Booth","Play","4267","70","126584","43","8"
"2","5/2/1999","5","1999","You'Re A Good Man, Charlie Brown","Ambassador","Musical","3387","39","136469","26","8"
"9","5/9/1999","5","1999","Amy'S View","Ethel Barrymore","Play","8497","97","409437","77","8"
"9","5/9/1999","5","1999","Annie Get Your Gun","Marquis","Musical","11025","86","650402","82","8"
"9","5/9/1999","5","1999","Art","Royale","Play","5465","64","223990","49","8"
"9","5/9/1999","5","1999","Beauty And The Beast","Palace","Musical","9855","71","528853","66","8"
"9","5/9/1999","5","1999","Cabaret 98","Studio 54 ('98)","Musical","7240","98","501748","89","8"
"9","5/9/1999","5","1999","Cats","Winter Garden","Musical","7156","60","321911","45","8"
"9","5/9/1999","5","1999","Chicago","Shubert","Musical","9066","78","549653","85","8"
"9","5/9/1999","5","1999","Closer","Music Box","Play","6147","76","266581","64","8"
"9","5/9/1999","5","1999","Death Of A Salesman 99","Eugene O'Neill","Play","8250","96","378261","81","8"
"9","5/9/1999","5","1999","Footloose","Richard Rodgers","Musical","7665","71","374359","56","8"
"9","5/9/1999","5","1999","Fosse","Broadhurst","Musical","8541","94","583034","91","8"
"9","5/9/1999","5","1999","It Ain'T Nothin' But The Blues","Vivian Beaumont","Musical","6137","69","224037","43","8"
"9","5/9/1999","5","1999","Jekyll & Hyde","Plymouth","Musical","6175","73","337706","61","8"
"9","5/9/1999","5","1999","Les Miserables","Imperial","Musical","9635","85","427034","71","8"
"9","5/9/1999","5","1999","Miss Saigon","Broadway","Musical","11043","79","473330","75","8"
"9","5/9/1999","5","1999","Night Must Fall","Helen Hayes","Play","2716","57","117660","39","8"
"9","5/9/1999","5","1999","Not About Nightingales","Circle In The Square","Play","3425","76","149174","57","8"
"9","5/9/1999","5","1999","Peter Pan 98","Gershwin","Musical","10496","68","418955","47","8"
"9","5/9/1999","5","1999","Ragtime","Ford Center (Livent)","Musical","12592","87","665958","87","8"
"9","5/9/1999","5","1999","Rent","Nederlander","Musical","6875","73","371719","70","8"
"9","5/9/1999","5","1999","Ring Round The Moon","Belasco","Play","3791","47","112065","32","8"
"9","5/9/1999","5","1999","Side Man","Golden","Play","2521","39","76247","25","8"
"9","5/9/1999","5","1999","Smokey Joe'S Cafe","Virginia","Musical","5283","54","249776","41","8"
"9","5/9/1999","5","1999","The Civil War","St. James","Musical","7291","54","325968","41","8"
"9","5/9/1999","5","1999","The Gershwins' Fascinating Rhythm","Longacre","Musical","5233","61","198969","38","8"
"9","5/9/1999","5","1999","The Iceman Cometh 99","Brooks Atkinson","Play","7238","101","496215","98","7"
"9","5/9/1999","5","1999","The Lion In Winter","Criterion","Play","3659","92","123806","52","8"
"9","5/9/1999","5","1999","The Lion King","New Amsterdam","Musical","14213","101","855643","95","8"
"9","5/9/1999","5","1999","The Lonesome West","Lyceum","Play","3129","42","95955","29","8"
"9","5/9/1999","5","1999","The Phantom Of The Opera","Majestic","Musical","11824","92","677030","92","8"
"9","5/9/1999","5","1999","The Scarlet Pimpernel","Minskoff","Musical","9311","68","399254","48","8"
"9","5/9/1999","5","1999","The Sound Of Music","Martin Beck","Musical","7534","66","407701","55","8"
"9","5/9/1999","5","1999","The Weir","Walter Kerr","Play","6193","82","240447","61","8"
"9","5/9/1999","5","1999","Via Dolorosa","Booth","Play","3944","64","126521","43","8"
"9","5/9/1999","5","1999","You'Re A Good Man, Charlie Brown","Ambassador","Musical","3635","41","144106","27","8"
"16","5/16/1999","5","1999","Amy'S View","Ethel Barrymore","Play","7458","97","390085","83","7"
"16","5/16/1999","5","1999","Annie Get Your Gun","Marquis","Musical","11411","89","684790","87","8"
"16","5/16/1999","5","1999","Art","Royale","Play","5514","73","219085","55","7"
"16","5/16/1999","5","1999","Beauty And The Beast","Palace","Musical","10236","74","556669","69","8"
"16","5/16/1999","5","1999","Cabaret 98","Studio 54 ('98)","Musical","7277","99","521916","93","8"
"16","5/16/1999","5","1999","Cats","Winter Garden","Musical","7394","62","337278","47","8"
"16","5/16/1999","5","1999","Chicago","Shubert","Musical","9776","84","590335","91","8"
"16","5/16/1999","5","1999","Closer","Music Box","Play","6672","83","291562","71","8"
"16","5/16/1999","5","1999","Death Of A Salesman 99","Eugene O'Neill","Play","8258","97","366048","78","8"
"16","5/16/1999","5","1999","Footloose","Richard Rodgers","Musical","7862","73","399696","60","8"
"16","5/16/1999","5","1999","Fosse","Broadhurst","Musical","8774","96","591073","92","8"
"16","5/16/1999","5","1999","It Ain'T Nothin' But The Blues","Vivian Beaumont","Musical","6396","72","226817","44","8"
"16","5/16/1999","5","1999","Jekyll & Hyde","Plymouth","Musical","6823","80","376169","68","8"
"16","5/16/1999","5","1999","Les Miserables","Imperial","Musical","10048","89","450485","75","8"
"16","5/16/1999","5","1999","Miss Saigon","Broadway","Musical","10987","79","498355","79","8"
"16","5/16/1999","5","1999","Night Must Fall","Helen Hayes","Play","3172","66","134470","45","8"
"16","5/16/1999","5","1999","Not About Nightingales","Circle In The Square","Play","4169","93","168564","64","8"
"16","5/16/1999","5","1999","Peter Pan 98","Gershwin","Musical","10431","67","364918","41","8"
"16","5/16/1999","5","1999","Ragtime","Ford Center (Livent)","Musical","13389","92","707946","93","8"
"16","5/16/1999","5","1999","Rent","Nederlander","Musical","7655","81","417323","79","8"
"16","5/16/1999","5","1999","Ring Round The Moon","Belasco","Play","3765","47","115511","33","8"
"16","5/16/1999","5","1999","Side Man","Golden","Play","2746","43","85906","28","8"
"16","5/16/1999","5","1999","Smokey Joe'S Cafe","Virginia","Musical","7760","80","397482","65","8"
"16","5/16/1999","5","1999","The Civil War","St. James","Musical","6709","49","307671","39","8"
"16","5/16/1999","5","1999","The Iceman Cometh 99","Brooks Atkinson","Play","7238","101","496882","98","7"
"16","5/16/1999","5","1999","The Lion In Winter","Criterion","Play","3831","96","112651","47","8"
"16","5/16/1999","5","1999","The Lion King","New Amsterdam","Musical","14207","101","858808","95","8"
"16","5/16/1999","5","1999","The Lonesome West","Lyceum","Play","3302","45","105731","32","8"
"16","5/16/1999","5","1999","The Phantom Of The Opera","Majestic","Musical","10945","85","632437","86","8"
"16","5/16/1999","5","1999","The Scarlet Pimpernel","Minskoff","Musical","11289","83","487442","59","8"
"16","5/16/1999","5","1999","The Sound Of Music","Martin Beck","Musical","8186","72","431680","58","8"
"16","5/16/1999","5","1999","The Weir","Walter Kerr","Play","6130","81","260112","66","8"
"16","5/16/1999","5","1999","Via Dolorosa","Booth","Play","4089","67","131318","44","8"
"16","5/16/1999","5","1999","You'Re A Good Man, Charlie Brown","Ambassador","Musical","3530","40","138969","26","8"
"23","5/23/1999","5","1999","Amy'S View","Ethel Barrymore","Play","8445","96","439498","82","8"
"23","5/23/1999","5","1999","Annie Get Your Gun","Marquis","Musical","11366","89","705603","89","8"
"23","5/23/1999","5","1999","Art","Royale","Play","6329","74","253950","56","8"
"23","5/23/1999","5","1999","Beauty And The Beast","Palace","Musical","10042","72","543224","67","8"
"23","5/23/1999","5","1999","Cabaret 98","Studio 54 ('98)","Musical","7203","98","523830","93","8"
"23","5/23/1999","5","1999","Cats","Winter Garden","Musical","7755","65","359380","50","8"
"23","5/23/1999","5","1999","Chicago","Shubert","Musical","10329","88","632184","97","8"
"23","5/23/1999","5","1999","Closer","Music Box","Play","6853","85","298719","72","8"
"23","5/23/1999","5","1999","Death Of A Salesman 99","Eugene O'Neill","Play","8295","97","371867","79","8"
"23","5/23/1999","5","1999","Footloose","Richard Rodgers","Musical","8817","82","430975","64","8"
"23","5/23/1999","5","1999","Fosse","Broadhurst","Musical","8761","96","592173","92","8"
"23","5/23/1999","5","1999","It Ain'T Nothin' But The Blues","Vivian Beaumont","Musical","6767","77","243983","47","8"
"23","5/23/1999","5","1999","Jekyll & Hyde","Plymouth","Musical","6794","80","366044","66","8"
"23","5/23/1999","5","1999","Les Miserables","Imperial","Musical","10142","89","463574","77","8"
"23","5/23/1999","5","1999","Miss Saigon","Broadway","Musical","11536","83","506360","80","8"
"23","5/23/1999","5","1999","Night Must Fall","Helen Hayes","Play","3696","77","151292","50","8"
"23","5/23/1999","5","1999","Not About Nightingales","Circle In The Square","Play","3936","88","152641","58","8"
"23","5/23/1999","5","1999","Peter Pan 98","Gershwin","Musical","10845","70","353102","40","8"
"23","5/23/1999","5","1999","Ragtime","Ford Center (Livent)","Musical","13331","92","694464","93","8"
"23","5/23/1999","5","1999","Rent","Nederlander","Musical","8076","85","448899","85","8"
"23","5/23/1999","5","1999","Ring Round The Moon","Belasco","Play","3919","49","109508","31","8"
"23","5/23/1999","5","1999","Side Man","Golden","Play","2468","38","78132","25","8"
"23","5/23/1999","5","1999","Smokey Joe'S Cafe","Virginia","Musical","8476","87","426435","70","8"
"23","5/23/1999","5","1999","The Civil War","St. James","Musical","5769","42","267737","34","8"
"23","5/23/1999","5","1999","The Iceman Cometh 99","Brooks Atkinson","Play","7238","101","505698","100","7"
"23","5/23/1999","5","1999","The Lion In Winter","Criterion","Play","3567","89","127741","53","8"
"23","5/23/1999","5","1999","The Lion King","New Amsterdam","Musical","14210","101","861315","95","8"
"23","5/23/1999","5","1999","The Lonesome West","Lyceum","Play","2748","37","92698","28","8"
"23","5/23/1999","5","1999","The Phantom Of The Opera","Majestic","Musical","11325","88","662587","90","8"
"23","5/23/1999","5","1999","The Scarlet Pimpernel","Minskoff","Musical","11269","82","506352","61","8"
"23","5/23/1999","5","1999","The Sound Of Music","Martin Beck","Musical","8172","72","429295","58","8"
"23","5/23/1999","5","1999","The Weir","Walter Kerr","Play","5566","73","255877","65","8"
"23","5/23/1999","5","1999","Via Dolorosa","Booth","Play","4170","68","138554","47","8"
"23","5/23/1999","5","1999","You'Re A Good Man, Charlie Brown","Ambassador","Musical","3449","39","134123","25","8"
"30","5/30/1999","5","1999","Amy'S View","Ethel Barrymore","Play","7606","99","399287","85","7"
"30","5/30/1999","5","1999","Annie Get Your Gun","Marquis","Musical","11622","91","687626","87","8"
"30","5/30/1999","5","1999","Art","Royale","Play","5860","68","231731","51","8"
"30","5/30/1999","5","1999","Beauty And The Beast","Palace","Musical","10465","75","566524","70","8"
"30","5/30/1999","5","1999","Cabaret 98","Studio 54 ('98)","Musical","7322","99","517846","92","8"
"30","5/30/1999","5","1999","Cats","Winter Garden","Musical","8032","68","373463","52","8"
"30","5/30/1999","5","1999","Chicago","Shubert","Musical","9491","81","582481","90","8"
"30","5/30/1999","5","1999","Closer","Music Box","Play","6049","75","253921","61","8"
"30","5/30/1999","5","1999","Death Of A Salesman 99","Eugene O'Neill","Play","8272","97","386949","83","8"
"30","5/30/1999","5","1999","Footloose","Richard Rodgers","Musical","9326","86","439824","66","8"
"30","5/30/1999","5","1999","Fosse","Broadhurst","Musical","8743","96","602892","94","8"
"30","5/30/1999","5","1999","It Ain'T Nothin' But The Blues","Vivian Beaumont","Musical","5827","66","219053","43","8"
"30","5/30/1999","5","1999","Jekyll & Hyde","Plymouth","Musical","7386","87","380690","69","8"
"30","5/30/1999","5","1999","Les Miserables","Imperial","Musical","10497","93","470530","78","8"
"30","5/30/1999","5","1999","Miss Saigon","Broadway","Musical","10944","78","481050","76","8"
"30","5/30/1999","5","1999","Night Must Fall","Helen Hayes","Play","3761","79","147277","49","8"
"30","5/30/1999","5","1999","Not About Nightingales","Circle In The Square","Play","3713","83","143933","55","8"
"30","5/30/1999","5","1999","Peter Pan 98","Gershwin","Musical","11930","77","332137","37","8"
"30","5/30/1999","5","1999","Ragtime","Ford Center (Livent)","Musical","13237","91","652619","93","8"
"30","5/30/1999","5","1999","Rent","Nederlander","Musical","9033","96","410349","78","8"
"30","5/30/1999","5","1999","Ring Round The Moon","Belasco","Play","3223","40","89226","25","8"
"30","5/30/1999","5","1999","Side Man","Golden","Play","3018","47","93077","30","8"
"30","5/30/1999","5","1999","Smokey Joe'S Cafe","Virginia","Musical","5635","58","251170","41","8"
"30","5/30/1999","5","1999","The Civil War","St. James","Musical","6773","50","289917","36","8"
"30","5/30/1999","5","1999","The Iceman Cometh 99","Brooks Atkinson","Play","7238","101","509775","101","7"
"30","5/30/1999","5","1999","The Lion In Winter","Criterion","Play","3616","91","160438","67","8"
"30","5/30/1999","5","1999","The Lion King","New Amsterdam","Musical","14209","101","864679","96","8"
"30","5/30/1999","5","1999","The Lonesome West","Lyceum","Play","2876","39","95050","29","8"
"30","5/30/1999","5","1999","The Phantom Of The Opera","Majestic","Musical","11526","90","670388","91","8"
"30","5/30/1999","5","1999","The Scarlet Pimpernel","Minskoff","Musical","10766","79","505254","61","8"
"30","5/30/1999","5","1999","The Sound Of Music","Martin Beck","Musical","8534","75","430053","58","8"
"30","5/30/1999","5","1999","The Weir","Walter Kerr","Play","5133","68","218725","56","8"
"30","5/30/1999","5","1999","Via Dolorosa","Booth","Play","3666","60","124627","42","8"
"30","5/30/1999","5","1999","You'Re A Good Man, Charlie Brown","Ambassador","Musical","3425","39","127578","24","8"
"6","6/6/1999","6","1999","Amy'S View","Ethel Barrymore","Play","8725","100","465056","87","8"
"6","6/6/1999","6","1999","Annie Get Your Gun","Marquis","Musical","11697","92","680318","86","8"
"6","6/6/1999","6","1999","Art","Royale","Play","4853","57","180860","40","8"
"6","6/6/1999","6","1999","Beauty And The Beast","Palace","Musical","9768","70","516137","64","8"
"6","6/6/1999","6","1999","Cabaret 98","Studio 54 ('98)","Musical","7298","99","524080","93","8"
"6","6/6/1999","6","1999","Cats","Winter Garden","Musical","7014","59","316221","44","8"
"6","6/6/1999","6","1999","Chicago","Shubert","Musical","8732","75","538758","83","8"
"6","6/6/1999","6","1999","Closer","Music Box","Play","5932","73","244251","59","8"
"6","6/6/1999","6","1999","Death Of A Salesman 99","Eugene O'Neill","Play","8046","94","473430","101","8"
"6","6/6/1999","6","1999","Footloose","Richard Rodgers","Musical","8250","77","405162","61","8"
"6","6/6/1999","6","1999","Fosse","Broadhurst","Musical","8715","95","593266","92","8"
"6","6/6/1999","6","1999","It Ain'T Nothin' But The Blues","Vivian Beaumont","Musical","6594","75","251989","49","8"
"6","6/6/1999","6","1999","Jekyll & Hyde","Plymouth","Musical","6740","79","349193","63","8"
"6","6/6/1999","6","1999","Les Miserables","Imperial","Musical","9753","86","421890","70","8"
"6","6/6/1999","6","1999","Miss Saigon","Broadway","Musical","9706","70","426168","68","8"
"6","6/6/1999","6","1999","Night Must Fall","Helen Hayes","Play","2834","59","106133","35","8"
"6","6/6/1999","6","1999","Not About Nightingales","Circle In The Square","Play","3298","73","128604","49","8"
"6","6/6/1999","6","1999","Peter Pan 98","Gershwin","Musical","6428","55","165634","25","6"
"6","6/6/1999","6","1999","Ragtime","Ford Center (Livent)","Musical","12036","83","608721","83","8"
"6","6/6/1999","6","1999","Rent","Nederlander","Musical","7401","78","409406","77","8"
"6","6/6/1999","6","1999","Ring Round The Moon","Belasco","Play","3718","46","102561","29","8"
"6","6/6/1999","6","1999","Side Man","Golden","Play","2355","37","79618","26","8"
"6","6/6/1999","6","1999","Smokey Joe'S Cafe","Virginia","Musical","5478","56","225857","37","8"
"6","6/6/1999","6","1999","The Civil War","St. James","Musical","6456","48","274935","35","8"
"6","6/6/1999","6","1999","The Iceman Cometh 99","Brooks Atkinson","Play","7238","101","516870","102","7"
"6","6/6/1999","6","1999","The Lion King","New Amsterdam","Musical","14217","101","855748","95","8"
"6","6/6/1999","6","1999","The Lonesome West","Lyceum","Play","1326","18","41941","13","8"
"6","6/6/1999","6","1999","The Phantom Of The Opera","Majestic","Musical","11338","88","658549","89","8"
"6","6/6/1999","6","1999","The Sound Of Music","Martin Beck","Musical","6782","60","352635","47","8"
"6","6/6/1999","6","1999","The Weir","Walter Kerr","Play","5065","67","204035","52","8"
"6","6/6/1999","6","1999","Via Dolorosa","Booth","Play","4037","66","141461","48","8"
"6","6/6/1999","6","1999","You'Re A Good Man, Charlie Brown","Ambassador","Musical","3831","44","135621","25","8"
"13","6/13/1999","6","1999","Amy'S View","Ethel Barrymore","Play","7668","100","410549","88","7"
"13","6/13/1999","6","1999","Annie Get Your Gun","Marquis","Musical","11292","88","708661","90","8"
"13","6/13/1999","6","1999","Art","Royale","Play","5089","59","200635","44","8"
"13","6/13/1999","6","1999","Beauty And The Beast","Palace","Musical","10803","78","552232","68","8"
"13","6/13/1999","6","1999","Cabaret 98","Studio 54 ('98)","Musical","7166","97","485608","87","8"
"13","6/13/1999","6","1999","Cats","Winter Garden","Musical","6621","56","303601","42","8"
"13","6/13/1999","6","1999","Chicago","Shubert","Musical","8668","74","546457","84","8"
"13","6/13/1999","6","1999","Closer","Music Box","Play","6630","82","282266","68","8"
"13","6/13/1999","6","1999","Death Of A Salesman 99","Eugene O'Neill","Play","8311","97","488284","104","8"
"13","6/13/1999","6","1999","Footloose","Richard Rodgers","Musical","8902","83","416886","62","8"
"13","6/13/1999","6","1999","Fosse","Broadhurst","Musical","9167","100","630743","98","8"
"13","6/13/1999","6","1999","It Ain'T Nothin' But The Blues","Vivian Beaumont","Musical","6271","71","246851","48","8"
"13","6/13/1999","6","1999","Jekyll & Hyde","Plymouth","Musical","7307","86","378090","69","8"
"13","6/13/1999","6","1999","Les Miserables","Imperial","Musical","9828","87","433800","72","8"
"13","6/13/1999","6","1999","Miss Saigon","Broadway","Musical","10279","74","460506","73","8"
"13","6/13/1999","6","1999","Night Must Fall","Helen Hayes","Play","3474","73","133824","44","8"
"13","6/13/1999","6","1999","Not About Nightingales","Circle In The Square","Play","4275","95","165791","63","8"
"13","6/13/1999","6","1999","Peter Pan 98","Gershwin","Musical","9836","64","391498","44","8"
"13","6/13/1999","6","1999","Ragtime","Ford Center (Livent)","Musical","13265","92","668152","94","8"
"13","6/13/1999","6","1999","Rent","Nederlander","Musical","7216","76","402809","76","8"
"13","6/13/1999","6","1999","Ring Round The Moon","Belasco","Play","4107","51","110996","32","8"
"13","6/13/1999","6","1999","Side Man","Golden","Play","4547","71","153380","50","8"
"13","6/13/1999","6","1999","Smokey Joe'S Cafe","Virginia","Musical","5484","57","255304","42","8"
"13","6/13/1999","6","1999","The Civil War","St. James","Musical","8396","62","344985","43","8"
"13","6/13/1999","6","1999","The Iceman Cometh 99","Brooks Atkinson","Play","7238","101","531592","105","7"
"13","6/13/1999","6","1999","The Lion King","New Amsterdam","Musical","14216","101","854935","95","8"
"13","6/13/1999","6","1999","The Lonesome West","Lyceum","Play","2067","28","67870","21","8"
"13","6/13/1999","6","1999","The Phantom Of The Opera","Majestic","Musical","11670","91","668826","91","8"
"13","6/13/1999","6","1999","The Sound Of Music","Martin Beck","Musical","7800","69","415280","56","8"
"13","6/13/1999","6","1999","The Weir","Walter Kerr","Play","5425","72","217348","55","8"
"13","6/13/1999","6","1999","Via Dolorosa","Booth","Play","5183","85","188051","63","8"
"13","6/13/1999","6","1999","You'Re A Good Man, Charlie Brown","Ambassador","Musical","7245","82","286185","53","8"
"20","6/20/1999","6","1999","Amy'S View","Ethel Barrymore","Play","8768","100","463056","87","8"
"20","6/20/1999","6","1999","Annie Get Your Gun","Marquis","Musical","11908","93","756287","96","8"
"20","6/20/1999","6","1999","Art","Royale","Play","5805","68","214064","47","8"
"20","6/20/1999","6","1999","Beauty And The Beast","Palace","Musical","10172","73","549994","68","8"
"20","6/20/1999","6","1999","Cabaret 98","Studio 54 ('98)","Musical","7204","98","492394","88","8"
"20","6/20/1999","6","1999","Cats","Winter Garden","Musical","7229","61","324171","45","8"
"20","6/20/1999","6","1999","Chicago","Shubert","Musical","8831","76","543380","84","8"
"20","6/20/1999","6","1999","Closer","Music Box","Play","4576","57","186516","45","8"
"20","6/20/1999","6","1999","Death Of A Salesman 99","Eugene O'Neill","Play","8456","99","471827","101","8"
"20","6/20/1999","6","1999","Footloose","Richard Rodgers","Musical","9312","86","444896","67","8"
"20","6/20/1999","6","1999","Fosse","Broadhurst","Musical","9270","102","626879","98","8"
"20","6/20/1999","6","1999","It Ain'T Nothin' But The Blues","Vivian Beaumont","Musical","7067","80","269037","52","8"
"20","6/20/1999","6","1999","Jekyll & Hyde","Plymouth","Musical","7510","88","386059","70","8"
"20","6/20/1999","6","1999","Les Miserables","Imperial","Musical","9886","87","429589","71","8"
"20","6/20/1999","6","1999","Miss Saigon","Broadway","Musical","8836","63","383958","61","8"
"20","6/20/1999","6","1999","Night Must Fall","Helen Hayes","Play","4124","86","153529","51","8"
"20","6/20/1999","6","1999","Peter Pan 98","Gershwin","Musical","11094","72","441267","50","8"
"20","6/20/1999","6","1999","Ragtime","Ford Center (Livent)","Musical","13643","94","670953","98","8"
"20","6/20/1999","6","1999","Rent","Nederlander","Musical","7410","78","412257","78","8"
"20","6/20/1999","6","1999","Ring Round The Moon","Belasco","Play","3985","49","107925","31","8"
"20","6/20/1999","6","1999","Side Man","Golden","Play","4945","77","163511","53","8"
"20","6/20/1999","6","1999","Smokey Joe'S Cafe","Virginia","Musical","5572","57","247252","40","8"
"20","6/20/1999","6","1999","The Iceman Cometh 99","Brooks Atkinson","Play","7238","101","525715","104","7"
"20","6/20/1999","6","1999","The Lion King","New Amsterdam","Musical","14224","101","860234","95","8"
"20","6/20/1999","6","1999","The Phantom Of The Opera","Majestic","Musical","11976","93","685524","93","8"
"20","6/20/1999","6","1999","The Sound Of Music","Martin Beck","Musical","10308","91","544207","73","8"
"20","6/20/1999","6","1999","The Weir","Walter Kerr","Play","5486","72","211793","54","8"
"27","6/27/1999","6","1999","Amy'S View","Ethel Barrymore","Play","5672","74","297257","64","7"
"27","6/27/1999","6","1999","Annie Get Your Gun","Marquis","Musical","12491","98","796706","101","8"
"27","6/27/1999","6","1999","Art","Royale","Play","5752","67","220054","48","8"
"27","6/27/1999","6","1999","Beauty And The Beast","Palace","Musical","11308","81","622917","77","8"
"27","6/27/1999","6","1999","Cabaret 98","Studio 54 ('98)","Musical","7166","97","501221","89","8"
"27","6/27/1999","6","1999","Cats","Winter Garden","Musical","8462","71","395900","55","8"
"27","6/27/1999","6","1999","Chicago","Shubert","Musical","9490","81","596566","92","8"
"27","6/27/1999","6","1999","Closer","Music Box","Play","4638","57","185804","45","8"
"27","6/27/1999","6","1999","Death Of A Salesman 99","Eugene O'Neill","Play","8558","100","483641","103","8"
"27","6/27/1999","6","1999","Footloose","Richard Rodgers","Musical","10347","96","490064","73","8"
"27","6/27/1999","6","1999","Fosse","Broadhurst","Musical","9288","102","634287","99","8"
"27","6/27/1999","6","1999","It Ain'T Nothin' But The Blues","Vivian Beaumont","Musical","6699","76","266756","52","8"
"27","6/27/1999","6","1999","Jekyll & Hyde","Plymouth","Musical","7761","91","406837","74","8"
