Food code,Main food description,WWEIA Category number,WWEIA Category description,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"4:0
(g)","6:0
(g)","8:0
(g)","10:0
(g)","12:0
(g)","14:0
(g)","16:0
(g)","18:0
(g)","16:1
(g)","18:1
(g)","20:1
(g)","22:1
(g)","18:2
(g)","18:3
(g)","18:4
(g)","20:4
(g)","20:5 n-3
(g)","22:5 n-3
(g)","22:6 n-3
(g)",Water (g)
32130300,"Egg omelet or scrambled egg, with cheese and meat, made with margarine",2502,Eggs and omelets,199,13.43,1.2,0.62,0,15.26,5.364,5.413,3.187,297,192,196,0,42,7,0,382,0.051,0.387,0.57,0.307,0,28,28,28,186.7,0.76,0,0,2,1.87,0,5.8,153,237,14,1.46,1.5,0.065,28.1,150,435,0,0,0,0.071,0.053,0.038,0.089,0.1,0.352,3.187,1.351,0.24,5.104,0.054,0,2.733,0.194,0,0.154,0.001,0.008,0.044,68.12
32130310,"Egg omelet or scrambled egg, with cheese and meat, made with oil",2502,Eggs and omelets,215,13.42,1.16,0.62,0,17.11,5.407,6.347,3.995,297,152,152,0,10,7,0,382,0.051,0.385,0.57,0.158,0,28,28,28,186.1,0.76,0,0,1.8,1.54,0,6.8,152,237,14,1.47,1.5,0.065,28.1,149,398,0,0,0,0.071,0.053,0.037,0.086,0.092,0.345,3.34,1.25,0.256,6.01,0.066,0,3.408,0.328,0,0.154,0.001,0.008,0.044,66.41
32130320,"Egg omelet or scrambled egg, with cheese and meat, made with butter",2502,Eggs and omelets,206,13.46,1.16,0.62,0,16.11,7.401,5.244,1.976,309,187,189,0,18,7,0,382,0.051,0.387,0.572,0.158,0,29,29,29,187.1,0.77,0,0,1.8,1.04,0,0.9,154,238,14,1.46,1.5,0.065,28.1,150,432,0,0,0,0.241,0.159,0.1,0.22,0.228,0.739,3.971,1.609,0.288,4.892,0.05,0,1.642,0.076,0,0.154,0.001,0.008,0.044,67.26
32130340,"Egg omelet or scrambled egg, with cheese and meat, made with animal fat or meat drippings",2502,Eggs and omelets,213,13.54,1.16,0.62,0,16.7,6.566,6.314,2.347,302,152,152,0,10,7,0,382,0.051,0.386,0.586,0.159,0,28,28,28,188.9,0.77,0,0,1.9,0.95,0,0.6,152,237,14,1.48,1.52,0.066,28.2,150,430,0,0,0,0.071,0.053,0.037,0.093,0.102,0.423,3.986,1.689,0.395,5.807,0.087,0,1.974,0.113,0,0.155,0.001,0.008,0.044,66.61
32130360,"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray",2502,Eggs and omelets,182,14.06,1.37,0.64,0,13,4.945,4.722,2.077,311,159,160,0,10,8,0,400,0.053,0.404,0.597,0.165,0,30,30,30,195,0.8,0,0,1.9,0.96,0,0.6,159,248,15,1.53,1.57,0.069,29.4,156,418,0,0,0,0.074,0.055,0.039,0.09,0.096,0.362,2.984,1.145,0.249,4.403,0.055,0.001,1.687,0.12,0,0.161,0.001,0.008,0.046,69.56
32130365,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat type",2502,Eggs and omelets,209,13.44,1.16,0.62,0,16.44,5.996,5.829,3.228,301,170,172,0,19,7,0,382,0.051,0.386,0.57,0.188,0,28,28,28,186.6,0.77,0,0,1.8,1.45,0,4.8,153,237,14,1.47,1.5,0.065,28.1,150,416,0,0,0,0.122,0.085,0.056,0.127,0.134,0.465,3.499,1.378,0.262,5.493,0.059,0,2.743,0.226,0,0.154,0.001,0.008,0.044,67.01
32130370,"Egg omelet or scrambled egg, with cheese and meat, no added fat",2502,Eggs and omelets,177,14.17,1.22,0.65,0,12.48,4.945,4.362,1.917,314,160,161,0,10,8,0,403,0.054,0.407,0.601,0.167,0,30,30,30,196.5,0.81,0,0,1.9,0.97,0,0.6,161,250,15,1.54,1.58,0.069,29.6,157,421,0,0,0,0.075,0.056,0.039,0.091,0.097,0.365,2.981,1.141,0.25,4.05,0.047,0.001,1.581,0.063,0,0.163,0.001,0.009,0.047,70.12
32130400,"Egg omelet or scrambled egg, with tomatoes, fat added",2502,Eggs and omelets,164,10.42,1.27,0.72,0.2,12.8,3.981,4.832,3.102,308,151,157,13,67,7,319,429,0.032,0.359,0.134,0.177,0,31,31,31,193.5,0.58,0,2.2,1.7,1.51,0,6,48,166,12,1.48,1.08,0.068,25.1,148,231,0,0,0,0.059,0.035,0.024,0.049,0.046,0.156,2.558,0.986,0.192,4.586,0.037,0,2.63,0.219,0,0.154,0,0.006,0.047,74.27
32130410,"Egg omelet or scrambled egg, with tomatoes, no added fat",2502,Eggs and omelets,127,11.04,1.34,0.77,0.2,8.28,2.716,3.177,1.67,323,139,144,13,60,8,338,455,0.034,0.38,0.141,0.154,0,32,32,32,204.8,0.62,0,2.4,1.7,0.99,0,1.4,51,176,12,1.56,1.15,0.072,26.6,156,225,0,0,0,0.003,0,0.003,0.005,0,0.029,1.939,0.705,0.174,2.963,0.023,0,1.36,0.042,0,0.163,0,0.006,0.05,78.09
32130420,"Egg omelet or scrambled egg, with tomatoes, NS as to fat",2502,Eggs and omelets,164,10.42,1.27,0.72,0.2,12.8,3.981,4.832,3.102,308,151,157,13,67,7,319,429,0.032,0.359,0.134,0.177,0,31,31,31,193.5,0.58,0,2.2,1.7,1.51,0,6,48,166,12,1.48,1.08,0.068,25.1,148,231,0,0,0,0.059,0.035,0.024,0.049,0.046,0.156,2.558,0.986,0.192,4.586,0.037,0,2.63,0.219,0,0.154,0,0.006,0.047,74.27
32130430,"Egg omelet or scrambled egg, with dark-green vegetables, fat added",2502,Eggs and omelets,165,10.65,1.26,0.46,0.3,12.82,3.986,4.83,3.11,308,151,198,1,557,7,0,1609,0.036,0.377,0.142,0.189,0,45,45,45,195.1,0.58,0,4,1.7,1.66,0,55.7,58,169,18,1.73,1.12,0.074,25.3,179,239,0,0,0,0.059,0.035,0.024,0.049,0.046,0.157,2.562,0.986,0.192,4.583,0.037,0,2.624,0.234,0,0.154,0,0.006,0.047,73.91
32130440,"Egg omelet or scrambled egg, with dark-green vegetables, no added fat",2502,Eggs and omelets,128,11.28,1.32,0.48,0.3,8.3,2.721,3.175,1.678,323,139,187,1,581,8,0,1707,0.038,0.399,0.149,0.166,0,48,48,48,206.4,0.62,0,4.2,1.7,1.15,0,54.1,61,179,20,1.83,1.19,0.078,26.8,189,233,0,0,0,0.003,0,0.003,0.005,0,0.03,1.943,0.704,0.175,2.96,0.023,0,1.353,0.058,0,0.163,0,0.006,0.05,77.71
32130450,"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat",2502,Eggs and omelets,165,10.65,1.26,0.46,0.3,12.82,3.986,4.83,3.11,308,151,198,1,557,7,0,1609,0.036,0.377,0.142,0.189,0,45,45,45,195.1,0.58,0,4,1.7,1.66,0,55.7,58,169,18,1.73,1.12,0.074,25.3,179,239,0,0,0,0.059,0.035,0.024,0.049,0.046,0.157,2.562,0.986,0.192,4.583,0.037,0,2.624,0.234,0,0.154,0,0.006,0.047,73.91
32130460,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added",2502,Eggs and omelets,163,10.47,1.3,0.6,0.3,12.71,3.952,4.792,3.082,305,150,178,7,329,7,169,1051,0.034,0.366,0.142,0.183,0,38,38,38,192.8,0.58,0,3.3,1.7,1.59,0,32.3,53,167,15,1.6,1.1,0.071,25,165,233,0,0,0,0.058,0.034,0.024,0.049,0.046,0.156,2.54,0.978,0.19,4.548,0.037,0,2.606,0.225,0,0.152,0,0.006,0.047,74.22
32130470,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, no fat added",2502,Eggs and omelets,127,11.08,1.37,0.64,0.3,8.22,2.696,3.149,1.661,320,138,166,7,339,8,179,1114,0.036,0.387,0.15,0.16,0,40,40,40,204,0.61,0,3.5,1.7,1.07,0,29.3,56,176,16,1.69,1.16,0.075,26.5,175,227,0,0,0,0.003,0,0.003,0.005,0,0.029,1.924,0.698,0.173,2.936,0.023,0,1.346,0.05,0,0.162,0,0.006,0.05,78.01
32130480,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat",2502,Eggs and omelets,163,10.47,1.3,0.6,0.3,12.71,3.952,4.792,3.082,305,150,178,7,329,7,169,1051,0.034,0.366,0.142,0.183,0,38,38,38,192.8,0.58,0,3.3,1.7,1.59,0,32.3,53,167,15,1.6,1.1,0.071,25,165,233,0,0,0,0.058,0.034,0.024,0.049,0.046,0.156,2.54,0.978,0.19,4.548,0.037,0,2.606,0.225,0,0.152,0,0.006,0.047,74.22
32130490,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added",2502,Eggs and omelets,165,10.71,1.19,0.64,0.2,12.82,3.984,4.828,3.112,308,151,152,0,11,7,0,413,0.037,0.406,0.507,0.179,0,31,31,31,195,0.59,0,0.8,1.7,1.44,0,4.9,47,174,11,1.51,1.13,0.101,26.3,158,231,0,0,0,0.059,0.035,0.024,0.049,0.046,0.156,2.561,0.986,0.192,4.582,0.037,0,2.641,0.219,0,0.154,0,0.006,0.047,74
32130500,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat",2502,Eggs and omelets,128,11.34,1.25,0.68,0.2,8.3,2.719,3.173,1.68,323,139,139,0,1,8,0,439,0.039,0.43,0.537,0.156,0,33,33,33,206.4,0.62,0,0.8,1.8,0.92,0,0.3,50,184,12,1.59,1.19,0.107,27.9,167,225,0,0,0,0.003,0,0.003,0.005,0,0.029,1.941,0.705,0.174,2.959,0.023,0,1.371,0.042,0,0.163,0,0.006,0.05,77.8
32130510,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat",2502,Eggs and omelets,165,10.71,1.19,0.64,0.2,12.82,3.984,4.828,3.112,308,151,152,0,11,7,0,413,0.037,0.406,0.507,0.179,0,31,31,31,195,0.59,0,0.8,1.7,1.44,0,4.9,47,174,11,1.51,1.13,0.101,26.3,158,231,0,0,0,0.059,0.035,0.024,0.049,0.046,0.156,2.561,0.986,0.192,4.582,0.037,0,2.641,0.219,0,0.154,0,0.006,0.047,74
32130600,"Egg omelet or scrambled egg, with cheese and tomatoes, fat added",2502,Eggs and omelets,186,11.55,1.6,0.9,0.2,14.56,5.359,5.072,2.883,284,163,169,11,69,7,284,383,0.031,0.358,0.13,0.166,0,29,29,29,175.1,0.68,0,2,1.7,1.43,0,5.6,148,214,13,1.37,1.3,0.064,24.9,148,321,0,0,0,0.117,0.082,0.054,0.122,0.129,0.432,3.106,1.198,0.224,4.791,0.044,0,2.446,0.209,0,0.141,0.001,0.007,0.042,70.59
32130610,"Egg omelet or scrambled egg, with cheese and tomatoes, no added fat",2502,Eggs and omelets,154,12.16,1.68,0.95,0.2,10.66,4.313,3.62,1.604,296,153,159,12,63,8,299,404,0.032,0.377,0.136,0.144,0,30,30,30,184.1,0.71,0,2.1,1.7,0.96,0,1.5,155,225,14,1.44,1.37,0.068,26.2,155,321,0,0,0,0.072,0.054,0.038,0.087,0.092,0.334,2.587,0.96,0.211,3.365,0.032,0,1.312,0.052,0,0.149,0.001,0.007,0.045,73.78
32130620,"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat",2502,Eggs and omelets,186,11.55,1.6,0.9,0.2,14.56,5.359,5.072,2.883,284,163,169,11,69,7,284,383,0.031,0.358,0.13,0.166,0,29,29,29,175.1,0.68,0,2,1.7,1.43,0,5.6,148,214,13,1.37,1.3,0.064,24.9,148,321,0,0,0,0.117,0.082,0.054,0.122,0.129,0.432,3.106,1.198,0.224,4.791,0.044,0,2.446,0.209,0,0.141,0.001,0.007,0.042,70.59
32130630,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added",2502,Eggs and omelets,186,11.76,1.59,0.66,0.3,14.58,5.363,5.07,2.89,284,163,205,1,506,7,0,1435,0.034,0.374,0.137,0.176,0,42,42,42,176.5,0.68,0,3.5,1.7,1.56,0,49.8,156,217,20,1.59,1.33,0.07,25,176,328,0,0,0,0.117,0.082,0.054,0.122,0.129,0.433,3.11,1.198,0.225,4.788,0.044,0,2.44,0.222,0,0.141,0.001,0.007,0.042,70.27
32130640,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, no added fat",2502,Eggs and omelets,155,12.37,1.67,0.7,0.3,10.68,4.318,3.618,1.612,296,153,197,1,524,8,0,1512,0.036,0.393,0.143,0.156,0,44,44,44,185.6,0.71,0,3.7,1.7,1.1,0,48.2,164,228,21,1.67,1.4,0.074,26.3,185,328,0,0,0,0.072,0.054,0.038,0.087,0.092,0.335,2.591,0.96,0.211,3.362,0.032,0,1.306,0.066,0,0.149,0.001,0.007,0.045,73.44
32130650,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat",2502,Eggs and omelets,186,11.76,1.59,0.66,0.3,14.58,5.363,5.07,2.89,284,163,205,1,506,7,0,1435,0.034,0.374,0.137,0.176,0,42,42,42,176.5,0.68,0,3.5,1.7,1.56,0,49.8,156,217,20,1.59,1.33,0.07,25,176,328,0,0,0,0.117,0.082,0.054,0.122,0.129,0.433,3.11,1.198,0.225,4.788,0.044,0,2.44,0.222,0,0.141,0.001,0.007,0.042,70.27
32130660,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added",2502,Eggs and omelets,185,11.58,1.63,0.79,0.2,14.47,5.323,5.034,2.867,282,162,188,6,303,7,150,938,0.033,0.364,0.137,0.171,0,35,35,35,174.6,0.68,0,2.9,1.7,1.49,0,29,151,214,17,1.48,1.31,0.067,24.7,164,323,0,0,0,0.117,0.081,0.054,0.121,0.128,0.43,3.086,1.189,0.223,4.755,0.044,0,2.426,0.215,0,0.14,0.001,0.007,0.042,70.58
32130670,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, no added fat",2502,Eggs and omelets,153,12.19,1.7,0.84,0.2,10.59,4.283,3.592,1.597,294,152,178,7,310,7,158,988,0.034,0.383,0.144,0.15,0,37,37,37,183.5,0.71,0,3.1,1.7,1.03,0,26.3,159,225,18,1.55,1.38,0.071,26,172,322,0,0,0,0.071,0.053,0.038,0.086,0.092,0.332,2.57,0.953,0.209,3.338,0.032,0,1.3,0.059,0,0.148,0.001,0.007,0.044,73.74
32130680,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat",2502,Eggs and omelets,185,11.58,1.63,0.79,0.2,14.47,5.323,5.034,2.867,282,162,188,6,303,7,150,938,0.033,0.364,0.137,0.171,0,35,35,35,174.6,0.68,0,2.9,1.7,1.49,0,29,151,214,17,1.48,1.31,0.067,24.7,164,323,0,0,0,0.117,0.081,0.054,0.121,0.128,0.43,3.086,1.189,0.223,4.755,0.044,0,2.426,0.215,0,0.14,0.001,0.007,0.042,70.58
32130690,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added",2502,Eggs and omelets,186,11.81,1.53,0.83,0.1,14.58,5.361,5.068,2.892,284,163,165,0,19,7,0,370,0.035,0.4,0.462,0.168,0,29,29,29,176.4,0.68,0,0.7,1.7,1.36,0,4.7,147,221,13,1.39,1.34,0.094,25.9,157,321,0,0,0,0.117,0.082,0.054,0.122,0.129,0.432,3.108,1.198,0.224,4.787,0.044,0,2.455,0.209,0,0.141,0.001,0.007,0.042,70.35
32130700,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, no added fat",2502,Eggs and omelets,155,12.43,1.6,0.87,0.2,10.67,4.316,3.616,1.613,296,153,154,0,11,8,0,390,0.037,0.421,0.486,0.147,0,31,31,31,185.5,0.72,0,0.7,1.8,0.89,0,0.6,154,233,14,1.46,1.41,0.099,27.3,165,321,0,0,0,0.072,0.054,0.038,0.087,0.092,0.334,2.59,0.961,0.211,3.361,0.032,0,1.322,0.052,0,0.149,0.001,0.007,0.045,73.53
32130710,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat",2502,Eggs and omelets,186,11.81,1.53,0.83,0.1,14.58,5.361,5.068,2.892,284,163,165,0,19,7,0,370,0.035,0.4,0.462,0.168,0,29,29,29,176.4,0.68,0,0.7,1.7,1.36,0,4.7,147,221,13,1.39,1.34,0.094,25.9,157,321,0,0,0,0.117,0.082,0.054,0.122,0.129,0.432,3.108,1.198,0.224,4.787,0.044,0,2.455,0.209,0,0.141,0.001,0.007,0.042,70.35
32130800,"Egg omelet or scrambled egg, with meat and tomatoes, fat added",2502,Eggs and omelets,171,11.21,1.3,0.74,0.2,13.19,4.12,5.037,3.114,290,141,146,12,62,7,294,396,0.053,0.349,0.632,0.191,0,28,28,28,184.6,0.6,0,2.1,1.6,1.44,0,5.6,46,172,12,1.45,1.18,0.069,25.5,164,297,0,0,0,0.054,0.032,0.022,0.046,0.043,0.16,2.643,1.047,0.207,4.765,0.047,0,2.647,0.212,0,0.15,0,0.006,0.044,72.89
32130810,"Egg omelet or scrambled egg, with meat and tomatoes, no added fat",2502,Eggs and omelets,137,11.82,1.36,0.78,0.2,9.04,2.963,3.525,1.796,303,129,134,12,56,7,311,418,0.056,0.368,0.666,0.17,0,30,30,30,194.4,0.63,0,2.2,1.7,0.95,0,1.3,48,181,13,1.53,1.24,0.073,26.9,173,295,0,0,0,0.003,0,0.003,0.006,0.001,0.043,2.078,0.792,0.192,3.281,0.035,0,1.479,0.048,0,0.158,0,0.007,0.047,76.33
32130820,"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat",2502,Eggs and omelets,171,11.21,1.3,0.74,0.2,13.19,4.12,5.037,3.114,290,141,146,12,62,7,294,396,0.053,0.349,0.632,0.191,0,28,28,28,184.6,0.6,0,2.1,1.6,1.44,0,5.6,46,172,12,1.45,1.18,0.069,25.5,164,297,0,0,0,0.054,0.032,0.022,0.046,0.043,0.16,2.643,1.047,0.207,4.765,0.047,0,2.647,0.212,0,0.15,0,0.006,0.044,72.89
32130830,"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added",2502,Eggs and omelets,172,11.42,1.28,0.49,0.3,13.2,4.124,5.035,3.121,290,141,184,1,515,7,0,1488,0.057,0.366,0.639,0.202,0,42,42,42,186,0.6,0,3.7,1.6,1.58,0,51.5,55,175,19,1.68,1.21,0.075,25.7,193,304,0,0,0,0.054,0.032,0.022,0.046,0.043,0.161,2.647,1.047,0.207,4.762,0.047,0,2.64,0.225,0,0.15,0,0.006,0.044,72.56
32130840,"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat",2502,Eggs and omelets,138,12.04,1.35,0.52,0.3,9.06,2.968,3.523,1.804,303,129,173,1,535,7,0,1571,0.06,0.385,0.673,0.182,0,44,44,44,195.9,0.63,0,3.9,1.7,1.1,0,49.9,57,184,20,1.77,1.28,0.079,27.1,204,302,0,0,0,0.003,0,0.003,0.006,0.001,0.044,2.082,0.791,0.192,3.278,0.035,0,1.472,0.063,0,0.158,0,0.007,0.047,75.98
32130850,"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat",2502,Eggs and omelets,172,11.42,1.28,0.49,0.3,13.2,4.124,5.035,3.121,290,141,184,1,515,7,0,1488,0.057,0.366,0.639,0.202,0,42,42,42,186,0.6,0,3.7,1.6,1.58,0,51.5,55,175,19,1.68,1.21,0.075,25.7,193,304,0,0,0,0.054,0.032,0.022,0.046,0.043,0.161,2.647,1.047,0.207,4.762,0.047,0,2.64,0.225,0,0.15,0,0.006,0.044,72.56
32130860,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added",2502,Eggs and omelets,173,11.59,1.33,0.64,0.2,13.27,4.154,5.09,3.101,281,135,160,6,294,7,150,937,0.065,0.351,0.855,0.202,0,34,34,34,180,0.6,0,2.9,1.6,1.47,0,28.8,49,175,16,1.55,1.23,0.073,25.6,187,327,0,0,0,0.052,0.031,0.021,0.044,0.042,0.162,2.664,1.067,0.212,4.808,0.051,0.001,2.632,0.214,0,0.147,0,0.007,0.042,72.26
32130870,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat",2502,Eggs and omelets,141,12.19,1.39,0.67,0.2,9.32,3.052,3.65,1.843,292,123,149,7,300,7,158,987,0.068,0.369,0.9,0.183,0,36,36,36,189.2,0.63,0,3.1,1.6,1.01,0,26.1,51,184,17,1.63,1.29,0.077,27,197,327,0,0,0,0.003,0,0.003,0.006,0.001,0.05,2.125,0.824,0.198,3.395,0.04,0.001,1.517,0.058,0,0.155,0,0.007,0.045,75.51
32130880,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat",2502,Eggs and omelets,173,11.59,1.33,0.64,0.2,13.27,4.154,5.09,3.101,281,135,160,6,294,7,150,937,0.065,0.351,0.855,0.202,0,34,34,34,180,0.6,0,2.9,1.6,1.47,0,28.8,49,175,16,1.55,1.23,0.073,25.6,187,327,0,0,0,0.052,0.031,0.021,0.044,0.042,0.162,2.664,1.067,0.212,4.808,0.051,0.001,2.632,0.214,0,0.147,0,0.007,0.042,72.26
32130890,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added",2502,Eggs and omelets,171,11.47,1.22,0.66,0.2,13.2,4.122,5.033,3.123,290,141,142,0,10,7,0,382,0.058,0.393,0.976,0.193,0,29,29,29,185.9,0.61,0,0.7,1.6,1.38,0,4.6,45,180,12,1.48,1.22,0.101,26.7,174,297,0,0,0,0.054,0.032,0.022,0.046,0.043,0.16,2.646,1.047,0.207,4.761,0.047,0,2.656,0.212,0,0.15,0,0.006,0.044,72.64
32130900,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat",2502,Eggs and omelets,138,12.1,1.28,0.69,0.2,9.06,2.966,3.521,1.806,303,129,129,0,1,7,0,404,0.061,0.414,1.03,0.173,0,30,30,30,195.9,0.64,0,0.8,1.7,0.88,0,0.3,47,189,13,1.56,1.28,0.106,28.1,183,295,0,0,0,0.003,0,0.003,0.006,0.001,0.043,2.08,0.792,0.192,3.277,0.035,0,1.489,0.048,0,0.158,0,0.007,0.047,76.07
32130910,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat",2502,Eggs and omelets,171,11.47,1.22,0.66,0.2,13.2,4.122,5.033,3.123,290,141,142,0,10,7,0,382,0.058,0.393,0.976,0.193,0,29,29,29,185.9,0.61,0,0.7,1.6,1.38,0,4.6,45,180,12,1.48,1.22,0.101,26.7,174,297,0,0,0,0.054,0.032,0.022,0.046,0.043,0.16,2.646,1.047,0.207,4.761,0.047,0,2.656,0.212,0,0.15,0,0.006,0.044,72.64
32131000,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added",2502,Eggs and omelets,198,12.73,1.41,0.78,0.1,15.52,5.657,5.499,3.049,283,161,165,6,44,7,148,368,0.051,0.366,0.574,0.183,0,28,28,28,176.3,0.72,0,1,1.7,1.4,0,5.1,145,225,14,1.4,1.42,0.066,26.5,157,393,0,0,0,0.115,0.08,0.053,0.12,0.127,0.438,3.301,1.3,0.247,5.182,0.055,0,2.592,0.213,0,0.145,0.001,0.008,0.042,68.46
32131010,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat",2502,Eggs and omelets,168,13.39,1.48,0.82,0.1,11.74,4.65,4.102,1.807,295,150,154,6,38,7,156,387,0.053,0.384,0.603,0.163,0,29,29,29,185.2,0.76,0,1.1,1.8,0.94,0,1.1,152,237,15,1.47,1.5,0.069,27.9,164,396,0,0,0,0.07,0.053,0.037,0.086,0.091,0.343,2.804,1.073,0.235,3.809,0.044,0,1.491,0.06,0,0.153,0.001,0.008,0.044,71.47
32131020,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat",2502,Eggs and omelets,198,12.73,1.41,0.78,0.1,15.52,5.657,5.499,3.049,283,161,165,6,44,7,148,368,0.051,0.366,0.574,0.183,0,28,28,28,176.3,0.72,0,1,1.7,1.4,0,5.1,145,225,14,1.4,1.42,0.066,26.5,157,393,0,0,0,0.115,0.08,0.053,0.12,0.127,0.438,3.301,1.3,0.247,5.182,0.055,0,2.592,0.213,0,0.145,0.001,0.008,0.042,68.46
32131030,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added",2502,Eggs and omelets,199,12.84,1.4,0.65,0.1,15.52,5.659,5.498,3.053,283,161,183,0,272,7,0,917,0.052,0.374,0.578,0.188,0,34,34,34,177,0.72,0,1.9,1.7,1.48,0,28.2,149,227,17,1.52,1.44,0.069,26.6,172,396,0,0,0,0.115,0.08,0.053,0.12,0.127,0.439,3.303,1.3,0.247,5.181,0.055,0,2.589,0.22,0,0.145,0.001,0.008,0.042,68.3
32131040,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat",2502,Eggs and omelets,169,13.5,1.47,0.68,0.2,11.75,4.653,4.101,1.811,295,150,174,0,278,7,0,965,0.055,0.393,0.607,0.169,0,36,36,36,185.9,0.76,0,1.9,1.8,1.02,0,25.4,157,238,18,1.6,1.52,0.072,27.9,180,400,0,0,0,0.07,0.053,0.037,0.086,0.091,0.343,2.806,1.073,0.235,3.808,0.044,0,1.488,0.067,0,0.153,0.001,0.008,0.044,71.29
32131050,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat",2502,Eggs and omelets,199,12.84,1.4,0.65,0.1,15.52,5.659,5.498,3.053,283,161,183,0,272,7,0,917,0.052,0.374,0.578,0.188,0,34,34,34,177,0.72,0,1.9,1.7,1.48,0,28.2,149,227,17,1.52,1.44,0.069,26.6,172,396,0,0,0,0.115,0.08,0.053,0.12,0.127,0.439,3.303,1.3,0.247,5.181,0.055,0,2.589,0.22,0,0.145,0.001,0.008,0.042,68.3
32131060,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added",2502,Eggs and omelets,189,12.21,1.62,0.8,0.2,14.7,5.356,5.203,2.893,268,152,176,6,283,7,140,875,0.052,0.355,0.581,0.184,0,33,33,33,167.9,0.68,0,2.7,1.6,1.43,0,27.1,142,216,17,1.46,1.38,0.069,25.1,177,375,0,0,0,0.109,0.076,0.05,0.113,0.12,0.415,3.126,1.23,0.234,4.903,0.052,0,2.454,0.208,0,0.137,0.001,0.007,0.04,69.61
32131070,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat",2502,Eggs and omelets,160,12.8,1.7,0.84,0.2,11.1,4.391,3.871,1.714,278,142,166,6,288,7,147,918,0.055,0.372,0.609,0.165,0,35,35,35,175.8,0.72,0,2.9,1.7,0.99,0,24.5,149,226,18,1.52,1.44,0.072,26.4,185,377,0,0,0,0.066,0.05,0.035,0.081,0.086,0.324,2.649,1.012,0.222,3.594,0.042,0,1.409,0.063,0,0.144,0.001,0.008,0.041,72.5
