"Year","Demographics.Total","Education.Major","Salaries.Highest","Salaries.Lowest","Salaries.Mean","Salaries.Median","Salaries.Quantity","Salaries.Standard Deviation","Demographics.Ethnicity.Asians","Demographics.Ethnicity.Minorities","Demographics.Ethnicity.Whites","Demographics.Gender.Females","Demographics.Gender.Males","Education.Degrees.Bachelors","Education.Degrees.Doctorates","Education.Degrees.Masters","Education.Degrees.Professionals","Employment.Employer Type.Business/Industry","Employment.Employer Type.Educational Institution","Employment.Employer Type.Government","Employment.Reason Working Outside Field.Career Change","Employment.Reason Working Outside Field.Family-related","Employment.Reason Working Outside Field.Job Location","Employment.Reason Working Outside Field.No Job Available","Employment.Reason Working Outside Field.Other","Employment.Reason Working Outside Field.Pay/Promotion","Employment.Reason Working Outside Field.Working Conditions","Employment.Reason for Not Working.Family","Employment.Reason for Not Working.Layoff","Employment.Reason for Not Working.No Job Available","Employment.Reason for Not Working.No need/want","Employment.Reason for Not Working.Student","Employment.Status.Employed","Employment.Status.Not in Labor Force","Employment.Status.Unemployed","Employment.Work Activity.Accounting/Finance/Contracts","Employment.Work Activity.Applied Research","Employment.Work Activity.Basic Research","Employment.Work Activity.Computer Applications","Employment.Work Activity.Design","Employment.Work Activity.Development","Employment.Work Activity.Human Resources","Employment.Work Activity.Managing/Supervising People/Projects","Employment.Work Activity.Other","Employment.Work Activity.Productions/Operations/Maintenance","Employment.Work Activity.Professional Service","Employment.Work Activity.Qualitity/Productivity Management","Employment.Work Activity.Sales, Purchasing, Marketing","Employment.Work Activity.Teaching"
"1997","1424192","Biological Sciences","150000.0","0.0","56631.83","48000.0","11318","36400.4","103420","129773","1189282","627727","796465","760986","102466","271051","289689","735076","333922","126516","114171","80013","115371","84728","23222","137922","129225","42334","5088","12591","48614","71507","1195514","205899","22778","268317","314119","219544","290781","124860","182651","371338","595888","92582","97758","540736","260686","346422","403058"
"1997","216869","Chemical Engineering","150000.0","0.0","64742.5","62000.0","2466","30117.7","30195","14144","172529","35454","181414","126361","19022","65302","6183","155580","10785","13140","10651","4387","7878","7233","3912","10670","7319","2172","1016","2189","3727","2498","179505","35033","2331","49538","59778","23004","61437","86246","75529","55359","100981","14164","30026","27073","57491","53026","19055"
"1997","518969","Chemistry","150000.0","0.0","64147.67","60000.0","6298","35667.9","51184","38819","428888","148662","370308","249760","87844","107519","73846","288462","87384","37482","36059","15413","30509","21813","9078","33877","31452","11803","4960","5457","18480","9650","413328","97594","8048","85715","155336","90611","119362","86085","124807","117546","212883","31019","36274","122132","105608","105452","107477"
"1997","357852","Civil Engineering","150000.0","0.0","57421.79","54000.0","2992","25953.08","40608","20776","296196","29742","328111","248117","10772","96137","2825","205447","13500","86048","14304","5253","12854","7138","3264","16353","12745","3876","1987","2049","5981","3487","304995","48017","4840","144629","50909","29917","114157","134768","53147","119540","209021","29102","27363","77753","109197","106410","32127"
"1997","1168978","Computer Science and Math","150000.0","0.0","56385.76","53000.0","7821","29081.3","95989","111345","961216","417769","751208","804425","53774","292195","18584","748925","198206","84412","61074","41543","67313","42420","22265","82039","65269","32885","7230","7129","31336","9649","1031542","121861","15575","267149","203757","132422","692513","292690","193886","305420","451602","61171","53563","139985","204129","254630","238368"
"1997","666572","Economics","150000.0","0.0","58014.4","50000.0","2569","35331.14","49318","46392","570858","165226","501346","416761","24002","160204","65605","447309","55795","59826","70512","23180","58755","40760","12884","85550","64562","19837","3171","5333","18704","8604","562930","96014","7628","296272","85219","55267","208618","73218","77677","215969","311666","40160","54001","201392","144367","278658","87894"
"1997","697305","Electrical Engineering","150000.0","0.0","65676.69","63000.0","6022","27500.97","96694","46770","553835","41209","656096","454734","30670","200791","11110","501746","33219","55493","30014","9414","23782","18089","6832","30378","24566","5826","6480","5444","11566","5161","590458","95065","11782","154285","179997","83835","352685","302182","227615","172259","292166","35148","62984","52647","148300","176236","57890"
"1997","257604","Management & Administration","150000.0","0.0","56310.12","52000.0","1364","25852.02","16775","21960","218112","61969","195635","160390","6982","87827","2406","186789","21151","26881","21628","6211","17042","12393","7390","29968","19618","1750","2742","1678","3222","651","234820","19334","3450","93841","46504","28684","156187","67626","49093","80925","121748","15439","18806","38311","66390","80053","41248"
"1997","536975","Mechanical Engineering","150000.0","1000.0","60509.01","58000.0","4440","25816.13","55663","26209","454944","29425","507550","376718","17958","136490","5808","382006","24603","41367","29380","8504","24654","16448","7484","31838","26365","3973","3309","3766","9126","5892","447976","82401","6597","129192","126555","51572","173368","258218","183963","137709","248372","30521","67166","42473","129713","136898","49766"
"1997","712057","Other Engineering","150000.0","0.0","58238.1","55000.0","6048","28256.44","57603","41390","612748","75168","636889","470999","29184","199504","12370","486714","38693","61574","47222","21039","40385","33592","12647","49376","38990","8555","5936","5063","11261","7191","586981","112635","12440","191907","140799","65207","251459","249668","173796","195236","322356","46345","90335","91345","186962","203210","71503"
"1997","229955","Physics and Astronomy","150000.0","0.0","62580.77","60000.0","3869","31787.98","29034","11888","189011","25605","204350","91492","53298","75244","9920","126487","48752","19211","20804","8157","15511","16849","5572","20287","15023","2228","1672","2841","2825","3791","194449","32017","3488","43141","74674","46694","105475","80809","65022","49844","87537","16412","16666","26089","34698","43288","39006"
"1997","1520163","Psychology","150000.0","0.0","45771.76","40000.0","7549","30459.47","43942","168443","1307391","945604","574559","933512","86833","422256","77562","779807","313459","181222","165044","85555","166869","115844","33571","206988","179871","68382","10620","18733","72563","39531","1274488","217338","28336","345790","173981","124296","346854","119451","168211","487503","595754","119287","67497","585289","268822","476135","406929"
"1997","0","Biochemistry and Biophysics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Anthropology and Archeology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Physiology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Nutritional Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Pharmacology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Zoology, General","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Information Services and Systems","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Animal Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Genetics, Animal and Plant","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","International Relations","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Geology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Operations Research","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Sociology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Oceanography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","History of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Plant Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Philosophy of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Agricultural Economics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","OTHER Geological Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Botany","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Environmental Science Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Forestry Services","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Earth Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Criminology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Political and related sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Public Policy Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","OTHER Physical and Related Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Area and Ethnic Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Atmospheric Sciences and Meteorology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Food Sciences and Technology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Political Science and Government","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Statistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Linguistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","Geography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1997","0","OTHER Agricultural Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","1515896","Biological Sciences","150000.0","0.0","58445.62","50000.0","8909","37178.09","114347","144478","1255912","686157","829739","813139","110567","294014","298176","783963","354858","136050","118668","68166","118315","76196","18336","132154","127820","50024","8688","12807","63323","70669","1274871","220192","20832","295035","348760","248301","335862","139007","198480","432267","661830","72673","95653","576542","292569","365877","425688"
"1999","231145","Chemical Engineering","150000.0","0.0","68202.37","66000.0","2194","30473.88","33417","15169","182542","41720","189425","137336","20651","67130","6028","166241","9697","13725","12716","5024","11240","6715","2079","11908","9984","3775","1416","2117","5413","3247","189664","38578","2903","53107","63217","25595","66484","88476","76584","63074","109355","9913","31115","27296","65180","57144","18869"
"1999","526026","Chemistry","150000.0","0.0","69462.82","65000.0","5298","36441.2","53287","42918","429716","156633","369393","250227","92163","112081","71554","286915","88208","37588","36971","17168","29137","16883","8314","37610","32477","16957","3474","4537","21935","11232","412711","105787","7528","93729","158667","91406","123669","80358","118001","130281","217226","26907","35321","119153","109789","105296","108069"
"1999","367204","Civil Engineering","150000.0","0.0","61504.28","58000.0","2572","28461.59","43556","23064","300202","33814","333391","249800","12054","102610","2740","214552","14725","85357","15204","6051","14022","5079","2023","13791","14565","4240","1246","2336","7064","2786","314634","50057","2514","158031","52054","34042","118195","134587","51575","131492","224473","21034","28691","69811","125041","117418","37201"
"1999","1221788","Computer Science and Math","150000.0","0.0","62377.24","60000.0","6924","31639.62","101897","121467","997899","437131","784657","831876","55794","313979","20138","793804","199136","83267","61368","37271","65734","30974","8878","70920","65796","33294","5184","6766","40635","7505","1076208","133818","11763","278500","217135","142215","734274","293973","209693","334215","498729","43811","61670","144105","225487","264528","237708"
"1999","683013","Economics","150000.0","0.0","63571.99","56000.0","2292","37713.45","52042","46109","584850","177212","505801","416530","25476","174178","66829","458127","61585","60195","64286","27258","63019","30396","7535","81421","63103","17445","4867","5083","20474","9751","579907","92903","10203","309672","81121","55734","202615","82696","75304","231464","338158","29748","53082","212231","128768","283368","86940"
"1999","711621","Electrical Engineering","150000.0","0.0","73559.91","71000.0","5158","30476.47","104295","50996","556329","43279","668341","451382","32103","215833","12304","515721","31127","50037","26561","8302","19608","14059","4945","25481","22446","7301","7351","5208","12916","5855","596885","103293","11442","166585","182435","80663","363488","317787","232995","192728","308381","20735","66902","50489","147293","182839","59371"
"1999","251894","Management & Administration","150000.0","0.0","61650.13","60000.0","1129","30324.67","15612","22405","213549","61820","190074","151526","7716","89723","2930","172530","22919","27400","17424","7675","17774","9547","1280","27811","21885","3235","2186","1861","4407","720","222848","25381","3665","93909","42206","24157","143385","66988","41589","88870","126024","8900","14894","41643","66237","77626","35907"
"1999","545333","Mechanical Engineering","150000.0","0.0","65903.64","63000.0","3705","27542.58","59726","28947","456487","31921","513412","371951","20233","146289","6859","393113","21092","37909","27890","7219","20881","10183","4552","27904","20456","4495","3601","3778","9715","4007","452113","86398","6822","143976","127676","57058","182068","261642","187212","142732","255798","22638","70760","46965","147924","145083","43424"
"1999","719703","Other Engineering","150000.0","0.0","63298.52","60000.0","5524","30371.32","63039","44686","611594","83521","636182","464037","32517","209940","13210","497033","37760","62651","43039","19723","43809","24063","7269","41401","38508","9343","6685","5572","17452","5757","597444","110365","11894","206413","147174","70375","266758","253879","185751","215257","345185","28029","91058","90992","191767","202812","72502"
"1999","234861","Physics and Astronomy","150000.0","0.0","68603.82","68000.0","3453","33821.96","29681","11450","193725","27492","207370","91297","55867","77411","10287","130258","48108","18245","22625","6329","15215","12151","3501","20802","14306","3139","2181","2976","4397","2040","196611","33233","5017","42052","78140","44613","100914","79215","59171","51658","89117","12356","17623","28458","38482","42463","41507"
"1999","1619802","Psychology","150000.0","0.0","48769.15","42000.0","6879","31594.3","47656","184812","1386903","1031096","588707","989438","90897","456825","82643","822054","343784","194617","163817","89998","166286","85271","23135","215597","196965","82764","9562","19882","76367","41319","1360456","227404","31942","398951","191088","142884","377328","126085","168017","540521","661261","106805","69769","634251","298607","501029","451292"
"1999","0","Biochemistry and Biophysics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Anthropology and Archeology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Physiology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Nutritional Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Pharmacology, Human and Animal","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Zoology, General","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Information Services and Systems","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Animal Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Genetics, Animal and Plant","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","International Relations","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Geology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Operations Research","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Sociology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Oceanography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","History of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Plant Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Philosophy of Science","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Agricultural Economics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","OTHER Geological Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Botany","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Environmental Science Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Forestry Services","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Earth Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Criminology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Political and related sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Public Policy Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","OTHER Physical and Related Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Area and Ethnic Studies","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Atmospheric Sciences and Meteorology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Food Sciences and Technology","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Political Science and Government","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Statistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Linguistics","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","Geography","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","0","OTHER Agricultural Sciences","0.0","0.0","0.0","0.0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","121173","Biological Sciences","100000.0","4999.0","28335.21","27000.0","701","15806.46","15613","17260","88300","69018","52155","108948","151","11643","431","52613","30841","9404","8809","4048","12464","9397","921","10768","11977","2563","468","2269","11565","24879","92858","24906","3409","11852","39946","32971","26930","9111","18274","27893","28516","4106","8094","21076","18768","29206","20173"
"2001","13164","Chemical Engineering","100000.0","4999.0","45270.69","50000.0","314","18152.9","3852","1495","7817","4752","8412","10199","0","2965","0","9336","1918","457","1016","302","1219","842","16","803","1106","172","93","437","589","1120","11711","820","633","1550","6224","4214","5516","6173","6191","3897","4374","203","1708","276","3839","2570","1548"
"2001","21775","Chemistry","100000.0","4999.0","34287.07","33000.0","310","17734.27","3555","3070","15150","9196","12579","17137","418","4220","0","11112","5174","1584","1432","262","1172","489","541","1703","1131","320","223","249","1613","3409","17869","3192","713","1378","10311","8326","6217","4438","7189","5486","5056","373","1766","1847","4618","2766","4526"
"2001","21877","Civil Engineering","100000.0","4999.0","43904.76","44000.0","378","14759.31","3654","2784","15439","5600","16276","15169","64","6643","0","15481","1334","3470","740","160","571","201","359","715","654","149","172","261","589","940","20285","636","956","5441","6110","4050","9588","11757","4351","6052","10042","1385","1208","1812","6455","4752","1615"
"2001","99579","Computer Science and Math","100000.0","4999.0","46328.3","45000.0","862","21650.49","17085","16637","65857","32410","67169","82710","151","16718","0","68706","15813","5729","3519","940","3728","3459","1152","3768","3861","1526","1719","3302","1822","2801","90247","3820","5512","10026","26116","20632","71847","28449","26213","22074","22261","1545","4208","5488","15926","17281","17076"
