"id","impact.gap","impact.magnitude","impact.significance","location.depth","location.distance","location.full","location.latitude","location.longitude","location.name","time.day","time.epoch","time.full","time.hour","time.minute","time.month","time.second","time.year"
"nc72669771","86.0","1.64","41","11.34","0.04027","6km WNW of West Bishop, California","37.3796667","-118.5251667","California","31","1469943707510","2016-07-31 01:41:47","1","41","7","47","2016"
"ci37644104","117.0","0.5","4","11.06","0.04961","7km NNE of Rancho Cucamonga, CA","34.1783333","-117.549","California","31","1469944105030","2016-07-31 01:48:25","1","48","7","25","2016"
"us100068xc","174.0","4.3","284","6.37","0.953","17km NNW of Amatignak Island, Alaska","51.4128","-179.1796","Alaska","31","1469944711600","2016-07-31 01:58:31","1","58","7","31","2016"
"nc72669776","64.0","1.29","26","8.01","0.04689","9km E of Gilroy, California","36.9998333","-121.4578333","California","31","1469944734230","2016-07-31 01:58:54","1","58","7","54","2016"
"nc72669781","125.0","0.54","4","1.34","0.0105","6km NW of The Geysers, California","38.8138351","-122.817337","California","31","1469944791770","2016-07-31 01:59:51","1","59","7","51","2016"
"nn00553934","167.18","1.5","35","15.0","0.831","17km S of Smith Valley, Nevada","38.6252","-119.3337","Nevada","31","1469945043950","2016-07-31 02:04:03","2","4","7","3","2016"
"nc72669786","158.0","0.73","8","3.38","0.104","23km SSE of Mammoth Lakes, California","37.4603333","-118.8478333","California","31","1469945058330","2016-07-31 02:04:18","2","4","7","18","2016"
"ak13819942","57.599995392","1.0","15","10.8","0.0","36km NE of Manley Hot Springs, Alaska","65.2085","-150.0446","Alaska","31","1469945061000","2016-07-31 02:04:21","2","4","7","21","2016"
"ak13820025","190.799984736","1.9","56","23.6","0.0","21km NNW of Amatignak Island, Alaska","51.4476","-179.1688","Alaska","31","1469945354000","2016-07-31 02:09:14","2","9","7","14","2016"
"ak13837598","205.199983584","1.9","56","32.3","0.0","62km S of Sand Point, Alaska","54.7807","-160.5767","Alaska","31","1469945538000","2016-07-31 02:12:18","2","12","7","18","2016"
"nc72669791","110.0","1.13","20","4.36","0.01239","22km NE of Soledad, California","36.5835","-121.179","California","31","1469946393660","2016-07-31 02:26:33","2","26","7","33","2016"
"us100068xn","72.0","2.5","96","5.0","0.086","12km WNW of Yale, Oklahoma","36.1735","-96.8148","Oklahoma","31","1469947225890","2016-07-31 02:40:25","2","40","7","25","2016"
"ci37644112","66.0","0.43","3","13.7","0.03403","9km N of Anza, CA","33.6366667","-116.6871667","California","31","1469947386150","2016-07-31 02:43:06","2","43","7","6","2016"
"nc71104814","99.0","0.59","5","8.35","0.04049","10km E of Gilroy, California","36.9945","-121.4516667","California","31","1469948310740","2016-07-31 02:58:30","2","58","7","30","2016"
"nn00553969","199.19","0.3","1","4.4","0.269","38km ESE of Big Pine, California","37.0401","-117.8803","California","31","1469948408031","2016-07-31 03:00:08","3","0","7","8","2016"
"ak13820034","50.399995968","2.1","68","2.8","0.0","63km NNW of Arctic Village, Alaska","68.6643","-146.0327","Alaska","31","1469948440000","2016-07-31 03:00:40","3","0","7","40","2016"
"ak13837600","273.599978112","2.1","68","15.5","0.0","134km S of Unalaska, Alaska","52.6695","-166.5297","Alaska","31","1469948640000","2016-07-31 03:04:00","3","4","7","0","2016"
"nc72669796","28.0","1.82","51","1.51","0.01531","3km SE of The Geysers, California","38.7585","-122.7225","California","31","1469948866630","2016-07-31 03:07:46","3","7","7","46","2016"
"nc72669806","91.0","0.39","2","1.66","0.01265","4km ESE of The Geysers, California","38.7531667","-122.7085","California","31","1469949255920","2016-07-31 03:14:15","3","14","7","15","2016"
"ak13820120","89.999992800001","1.2","22","3.2","0.0","116km SSW of Kaktovik, Alaska","69.1613","-144.7409","Alaska","31","1469949889000","2016-07-31 03:24:49","3","24","7","49","2016"
"ak13820121","50.399995968","2.5","96","78.5","0.0","46km WNW of Anchor Point, Alaska","59.9736","-152.5678","Alaska","31","1469949964000","2016-07-31 03:26:04","3","26","7","4","2016"
"ak13820129","35.99999712","1.6","39","54.3","0.0","13km ENE of Talkeetna, Alaska","62.3872","-149.8868","Alaska","31","1469950575000","2016-07-31 03:36:15","3","36","7","15","2016"
"nc72669811","174.0","0.41","3","7.27","0.02968","22km WNW of Chester, California","40.4118333","-121.4565","California","31","1469951085350","2016-07-31 03:44:45","3","44","7","45","2016"
"ci37644120","55.0","1.85","53","10.76","0.03443","7km ENE of Westmorland, CA","33.0665","-115.5583333","California","31","1469951476380","2016-07-31 03:51:16","3","51","7","16","2016"
"ak13837604","100.799991936","1.3","26","74.8","0.0","27km NW of Anchor Point, Alaska","59.9625","-152.1553","Alaska","31","1469951624000","2016-07-31 03:53:44","3","53","7","44","2016"
"ci37644128","45.0","2.02","63","10.77","0.01689","4km ENE of Westmorland, CA","33.0551667","-115.583","California","31","1469951628770","2016-07-31 03:53:48","3","53","7","48","2016"
"us100069n8","0.0","1.1","19","1.0","0.0","28km NNW of Saint John, Canada","45.49","-66.25","Canada","31","1469952011000","2016-07-31 04:00:11","4","0","7","11","2016"
"nc72669826","181.0","0.33","2","7.5","0.0312","22km WNW of Chester, California","40.4095","-121.4603333","California","31","1469952168600","2016-07-31 04:02:48","4","2","7","48","2016"
"ak13820133","46.799996256","1.5","35","19.9","0.0","3km NNE of Meadow Lakes, Alaska","61.6546","-149.5861","Alaska","31","1469952849000","2016-07-31 04:14:09","4","14","7","9","2016"
"nn00553976","202.09","0.4","2","0.0","0.26","59km NE of Lone Pine, California","36.9773","-117.5856","California","31","1469952943883","2016-07-31 04:15:43","4","15","7","43","2016"
"nc72669831","48.0","2.21","75","29.22","0.04355","17km N of Redway, California","40.2741667","-123.8505","California","31","1469953064740","2016-07-31 04:17:44","4","17","7","44","2016"
"se60127242","59.0","2.4","89","15.74","0.05905","5km SE of Englewood, Tennessee","35.3851667","-84.4535","Tennessee","31","1469953749520","2016-07-31 04:29:09","4","29","7","9","2016"
"nc72669836","56.0","1.47","33","9.44","0.2179","7km ENE of Willits, California","39.4343333","-123.2776667","California","31","1469953796320","2016-07-31 04:29:56","4","29","7","56","2016"
"ak13820135","302.399975808","2.2","74","25.6","0.0","88km SSW of Little Sitkin Island, Alaska","51.1998","178.085","Alaska","31","1469954008000","2016-07-31 04:33:28","4","33","7","28","2016"
"nc72669841","179.0","0.37","2","7.61","0.03086","22km WNW of Chester, California","40.4103333","-121.4593333","California","31","1469954125160","2016-07-31 04:35:25","4","35","7","25","2016"
"ak13837607","39.599996832","1.1","19","79.0","0.0","55km NNW of Talkeetna, Alaska","62.7596","-150.6365","Alaska","31","1469954745000","2016-07-31 04:45:45","4","45","7","45","2016"
"nc72669846","61.0","2.19","75","6.25","0.02251","9km NNE of East Foothills, California","37.4555","-121.7728333","California","31","1469955735920","2016-07-31 05:02:15","5","2","7","15","2016"
"ak13820228","43.199996544","1.5","35","41.7","0.0","16km WNW of Anchorage, Alaska","61.293","-150.1629","Alaska","31","1469955852000","2016-07-31 05:04:12","5","4","7","12","2016"
"ci37644152","67.0","1.95","58","2.76","0.1331","21km ESE of Bodfish, CA","35.4878333","-118.2921667","California","31","1469956318910","2016-07-31 05:11:58","5","11","7","58","2016"
"ci37644160","31.0","1.18","21","8.62","0.04178","14km WNW of Anza, CA","33.598","-116.8155","California","31","1469956351230","2016-07-31 05:12:31","5","12","7","31","2016"
"us100068xz","57.0","4.9","380","22.55","5.294","32km S of Babu, China","24.1285","111.467","China","31","1469956693880","2016-07-31 05:18:13","5","18","7","13","2016"
"ci37644168","131.0","0.59","5","8.67","0.0185","17km WNW of Searles Valley, CA","35.8263333","-117.5788333","California","31","1469956742890","2016-07-31 05:19:02","5","19","7","2","2016"
"ak13820233","118.799990496","2.1","68","69.3","0.0","46km SSW of Semisopochnoi Island, Alaska","51.5642","179.3458","Alaska","31","1469957539000","2016-07-31 05:32:19","5","32","7","19","2016"
"us10006a4d","159.0","4.4","298","552.91","4.961","108km S of Ndoi Island, Fiji","-21.6264","-178.6404","Fiji","31","1469957607890","2016-07-31 05:33:27","5","33","7","27","2016"
"nn00553988","209.21","0.3","1","2.2","0.181","38km SSE of Goldfield, Nevada","37.3896","-117.0636","Nevada","31","1469957665670","2016-07-31 05:34:25","5","34","7","25","2016"
"us100068y1","42.0","5.0","385","75.4","7.704","65km S of Bristol Island, South Sandwich Islands","-59.6119","-26.3178","South Sandwich Islands","31","1469957697720","2016-07-31 05:34:57","5","34","7","57","2016"
"ak13820236","43.199996544","2.2","74","65.6","0.0","4km WNW of Kenai, Alaska","60.566","-151.3425","Alaska","31","1469957804000","2016-07-31 05:36:44","5","36","7","44","2016"
"ci37644184","50.0","1.14","20","8.18","0.01634","1km NNW of View Park-Windsor Hills, CA","34.005","-118.3525","California","31","1469957889850","2016-07-31 05:38:09","5","38","7","9","2016"
"ci37644192","51.0","1.04","17","8.33","0.08929","12km S of Salton City, CA","33.1906667","-115.9808333","California","31","1469957902730","2016-07-31 05:38:22","5","38","7","22","2016"
"nc72669866","78.0","0.92","13","2.99","0.01383","2km NNW of The Geysers, California","38.7980003","-122.7713318","California","31","1469958082660","2016-07-31 05:41:22","5","41","7","22","2016"
"nc72669876","79.0","0.89","12","0.76","0.01097","0km NNE of The Geysers, California","38.7784996","-122.7558365","California","31","1469958565800","2016-07-31 05:49:25","5","49","7","25","2016"
"us10006a4i","148.0","4.4","298","568.61","4.725","148km ENE of Ndoi Island, Fiji","-19.9161","-177.509","Fiji","31","1469958617080","2016-07-31 05:50:17","5","50","7","17","2016"
"ak13820337","75.599993952001","1.1","19","5.2","0.0","185km NNE of Cape Yakataga, Alaska","61.477","-140.6343","Alaska","31","1469958833000","2016-07-31 05:53:53","5","53","7","53","2016"
"ak13820339","68.399994528","1.5","35","6.3","0.0","17km N of Circle Hot Springs Station, Alaska","65.6269","-144.7407","Alaska","31","1469958894000","2016-07-31 05:54:54","5","54","7","54","2016"
"nn00553937","140.74","0.2","1","3.3","0.052","22km ESE of Hawthorne, Nevada","38.4762","-118.377","Nevada","31","1469958958427","2016-07-31 05:55:58","5","55","7","58","2016"
"ak13820346","89.999992800001","2.8","121","77.0","0.0","59km SW of Anchor Point, Alaska","59.469","-152.7015","Alaska","31","1469959470000","2016-07-31 06:04:30","6","4","7","30","2016"
"us10006a53","127.0","4.2","271","57.96","5.601","84km N of Visokoi Island, South Georgia and the South Sandwich Islands","-55.9389","-27.1666","South Georgia and the South Sandwich Islands","31","1469959750710","2016-07-31 06:09:10","6","9","7","10","2016"
"us100068yc","63.0","4.9","369","510.15","5.648","South of the Fiji Islands","-23.8527","-179.8836","South of the Fiji Islands","31","1469960394250","2016-07-31 06:19:54","6","19","7","54","2016"
"ak13837614","161.99998704","2.0","62","181.7","0.0","58km ENE of Adak, Alaska","52.0531","-175.8554","Alaska","31","1469960659000","2016-07-31 06:24:19","6","24","7","19","2016"
"ak13820364","0.0","2.4","89","93.4","0.0","64km W of Anchor Point, Alaska","59.6661","-152.9532","Alaska","31","1469960946000","2016-07-31 06:29:06","6","29","7","6","2016"
"us100068yr","106.0","4.4","298","109.08","2.352","159km SE of Pondaguitan, Philippines","5.338","127.1922","Philippines","31","1469961019400","2016-07-31 06:30:19","6","30","7","19","2016"
"ci37644200","90.0","0.22","1","8.35","0.03687","14km WNW of Anza, CA","33.6035","-116.817","California","31","1469961745130","2016-07-31 06:42:25","6","42","7","25","2016"
"us10006a4g","117.0","4.2","271","180.24","2.801","11km NNE of Sumedang Utara, Indonesia","-6.7544","107.9482","Indonesia","31","1469962005160","2016-07-31 06:46:45","6","46","7","45","2016"
"ak13837616","61.199995104","1.7","44","106.6","0.0","67km W of Anchor Point, Alaska","59.7763","-153.0293","Alaska","31","1469962083000","2016-07-31 06:48:03","6","48","7","3","2016"
"ci37644208","113.0","0.33","2","8.96","0.05685","14km ESE of Anza, CA","33.5005","-116.5311667","California","31","1469962128490","2016-07-31 06:48:48","6","48","7","48","2016"
"nn00553939","71.92","1.5","35","7.4","0.033","23km ESE of Hawthorne, Nevada","38.4562","-118.3687","Nevada","31","1469962758896","2016-07-31 06:59:18","6","59","7","18","2016"
"ci37644216","95.0","1.16","21","6.19","0.03745","8km N of Granada Hills, CA","34.3428333","-118.4885","California","31","1469963201060","2016-07-31 07:06:41","7","6","7","41","2016"
"ak13837617","61.199995104","1.6","39","88.2","0.0","64km W of Anchor Point, Alaska","59.7332","-152.9831","Alaska","31","1469963310000","2016-07-31 07:08:30","7","8","7","30","2016"
"nc72669891","58.0","2.54","101","6.74","0.03439","9km E of Yountville, California","38.4051667","-122.2561667","California","31","1469963838780","2016-07-31 07:17:18","7","17","7","18","2016"
"ak13837618","61.199995104","1.6","39","103.2","0.0","72km W of Anchor Point, Alaska","59.7452","-153.1112","Alaska","31","1469964238000","2016-07-31 07:23:58","7","23","7","58","2016"
"ak13820481","61.199995104","0.9","12","15.1","0.0","126km SE of Coldfoot, Alaska","66.4279","-148.2038","Alaska","31","1469964515000","2016-07-31 07:28:35","7","28","7","35","2016"
"ci37644224","43.0","0.84","11","5.74","0.1268","12km SSE of Big Bear City, CA","34.1628333","-116.8076667","California","31","1469964591760","2016-07-31 07:29:51","7","29","7","51","2016"
"us100068yv","21.0","5.9","536","98.16","5.479","54km NNW of Visokoi Island, South Georgia and the South Sandwich Islands","-56.255","-27.5494","South Georgia and the South Sandwich Islands","31","1469964800570","2016-07-31 07:33:20","7","33","7","20","2016"
"nc72669916","136.0","1.38","29","11.53","0.04047","6km WNW of West Bishop, California","37.3796667","-118.5248333","California","31","1469965734270","2016-07-31 07:48:54","7","48","7","54","2016"
"ci37644256","77.0","0.64","6","14.33","0.03438","7km NNE of Pala, CA","33.4231667","-117.0376667","California","31","1469966361100","2016-07-31 07:59:21","7","59","7","21","2016"
"uu60157257","118.0","0.39","2","5.16","0.008738","12km NNE of West Yellowstone, Montana","44.756","-111.0175","Montana","31","1469966374890","2016-07-31 07:59:34","7","59","7","34","2016"
"ak13820525","53.99999568","1.8","50","108.6","0.0","66km NNE of Redoubt Volcano, Alaska","61.0593","-152.393","Alaska","31","1469966507000","2016-07-31 08:01:47","8","1","7","47","2016"
"ak13820527","107.99999136","1.3","26","9.4","0.0","62km SSW of Valdez, Alaska","60.6331","-146.8815","Alaska","31","1469966580000","2016-07-31 08:03:00","8","3","7","0","2016"
"pr16213003","208.8","1.9","56","5.0","0.19313779","16km SSE of Tallaboa, Puerto Rico","17.854","-66.6545","Puerto Rico","31","1469966957100","2016-07-31 08:09:17","8","9","7","17","2016"
"nc72669931","194.0","2.17","72","10.32","0.1659","6km SW of Huron, California","36.1673333","-120.1643333","California","31","1469967304070","2016-07-31 08:15:04","8","15","7","4","2016"
"ak13820529","79.199993664001","1.2","22","72.0","0.0","20km SSW of Cantwell, Alaska","63.2366","-149.1528","Alaska","31","1469967442000","2016-07-31 08:17:22","8","17","7","22","2016"
"ak13820530","46.799996256","1.0","15","0.0","0.0","77km N of Cape Yakataga, Alaska","60.7557","-142.6586","Alaska","31","1469967600000","2016-07-31 08:20:00","8","20","7","0","2016"
"nc72669936","84.0","0.29","1","1.49","0.01358","6km WNW of Cobb, California","38.8348333","-122.7906667","California","31","1469968066720","2016-07-31 08:27:46","8","27","7","46","2016"
"ak13820637","86.399993088","0.2","1","10.3","0.0","28km WNW of Ester, Alaska","64.9744","-148.5246","Alaska","31","1469968332000","2016-07-31 08:32:12","8","32","7","12","2016"
"ci37644424","192.0","0.29","1","13.98","0.08022","19km ESE of Anza, CA","33.4848333","-116.4898333","California","31","1469970050650","2016-07-31 09:00:50","9","0","7","50","2016"
"us10006901","86.0","4.5","312","504.34","3.83","South of the Fiji Islands","-26.2414","179.3729","South of the Fiji Islands","31","1469970423830","2016-07-31 09:07:03","9","7","7","3","2016"
"ak13837625","277.199977824","1.7","44","50.7","0.0","37km SSE of Atka, Alaska","51.8889","-173.9887","Alaska","31","1469970960000","2016-07-31 09:16:00","9","16","7","0","2016"
"ak13820645","97.199992224001","1.6","39","0.0","0.0","64km W of Valdez, Alaska","61.1249","-147.5462","Alaska","31","1469972180000","2016-07-31 09:36:20","9","36","7","20","2016"
"ci37644432","64.0","0.16","0","2.85","0.02399","4km NW of Anza, CA","33.5786667","-116.7133333","California","31","1469972449070","2016-07-31 09:40:49","9","40","7","49","2016"
"ak13820647","53.99999568","0.6","6","16.2","0.0","7km NNW of North Nenana, Alaska","64.6384","-149.1953","Alaska","31","1469972546000","2016-07-31 09:42:26","9","42","7","26","2016"
"ak13837628","50.399995968","1.2","22","110.4","0.0","83km W of Cantwell, Alaska","63.272","-150.5954","Alaska","31","1469972699000","2016-07-31 09:44:59","9","44","7","59","2016"
"us10006a4j","166.0","4.1","259","10.0","4.138","Northwest of Australia","-19.1824","111.7783","Northwest of Australia","31","1469972749350","2016-07-31 09:45:49","9","45","7","49","2016"
"ci37644440","80.0","0.6","6","14.15","0.1371","9km E of Cabazon, CA","33.9065","-116.6936667","California","31","1469972841350","2016-07-31 09:47:21","9","47","7","21","2016"
"ak13820649","50.399995968","0.9","12","0.0","0.0","78km N of Cape Yakataga, Alaska","60.7645","-142.6305","Alaska","31","1469972921000","2016-07-31 09:48:41","9","48","7","41","2016"
"us10006a4k","132.0","4.2","271","205.76","3.49","38km W of Agrihan, Northern Mariana Islands","18.7202","145.3089","Northern Mariana Islands","31","1469973063130","2016-07-31 09:51:03","9","51","7","3","2016"
"ak13837630","79.199993664001","1.5","35","74.3","0.0","37km WSW of Anchor Point, Alaska","59.626","-152.4247","Alaska","31","1469973084000","2016-07-31 09:51:24","9","51","7","24","2016"
"nc72669961","133.0","0.56","5","8.63","0.09772","16km NW of West Bishop, California","37.446","-118.6021667","California","31","1469974055890","2016-07-31 10:07:35","10","7","7","35","2016"
"nc72669966","207.0","1.73","46","8.1","0.175","18km W of Bonny Doon, California","37.0503333","-122.3556667","California","31","1469974286770","2016-07-31 10:11:26","10","11","7","26","2016"
"us10006a4t","126.0","4.7","340","10.0","40.547","South Indian Ocean","-23.8542","82.5256","South Indian Ocean","31","1469974378560","2016-07-31 10:12:58","10","12","7","58","2016"
"us10006a4l","120.0","4.3","284","203.0","3.21","34km SSW of Agrihan, Northern Mariana Islands","18.464","145.5897","Northern Mariana Islands","31","1469974833250","2016-07-31 10:20:33","10","20","7","33","2016"
"ci37644464","158.0","0.4","2","12.0","0.0351","15km ESE of Anza, CA","33.5235","-116.5201667","California","31","1469974973120","2016-07-31 10:22:53","10","22","7","53","2016"
"ak13820650","86.399993088","0.5","4","5.7","0.0","61km NW of Cape Yakataga, Alaska","60.4975","-143.132","Alaska","31","1469975085000","2016-07-31 10:24:45","10","24","7","45","2016"
"ismpkansas70199888","78.0","2.32","83","5.53","0.03737","17km W of Caldwell, Kansas","37.0196667","-97.8001667","Kansas","31","1469975945710","2016-07-31 10:39:05","10","39","7","5","2016"
"ak13820766","57.599995392","0.6","6","4.0","0.0","64km NNE of Cape Yakataga, Alaska","60.5899","-141.9535","Alaska","31","1469975992000","2016-07-31 10:39:52","10","39","7","52","2016"
"ak13820769","68.399994528","1.9","56","1.9","0.0","89km NNW of Larsen Bay, Alaska","58.2196","-154.7818","Alaska","31","1469976313000","2016-07-31 10:45:13","10","45","7","13","2016"
"ak13837635","68.399994528","1.5","35","103.3","0.0","50km SSW of Redoubt Volcano, Alaska","60.0501","-152.9982","Alaska","31","1469976563000","2016-07-31 10:49:23","10","49","7","23","2016"
"ak13820773","97.199992224001","1.8","50","2.0","0.0","85km NNW of Larsen Bay, Alaska","58.1954","-154.7429","Alaska","31","1469976599000","2016-07-31 10:49:59","10","49","7","59","2016"
"us10006a4m","102.0","4.3","284","72.24","1.782","54km NNW of Kirakira, Solomon Islands","-10.0397","161.6513","Solomon Islands","31","1469977178760","2016-07-31 10:59:38","10","59","7","38","2016"
"uw61173682","78.0","1.7","44","-0.34","0.09208","3km SE of Coburg, Oregon","44.1128333","-123.0371667","Oregon","31","1469977374810","2016-07-31 11:02:54","11","2","7","54","2016"
"ak13820778","86.399993088","1.5","35","1.0","0.0","92km NW of Nikiski, Alaska","61.3033","-152.4481","Alaska","31","1469977414000","2016-07-31 11:03:34","11","3","7","34","2016"
"ak13820781","43.199996544","1.4","30","19.2","0.0","35km NW of Valdez, Alaska","61.3921","-146.7422","Alaska","31","1469977581000","2016-07-31 11:06:21","11","6","7","21","2016"
"ak13837639","97.199992224001","1.3","26","81.8","0.0","64km NNW of Talkeetna, Alaska","62.8688","-150.5537","Alaska","31","1469977658000","2016-07-31 11:07:38","11","7","7","38","2016"
"uw61173692","167.0","0.77","9","18.0","0.1588","13km ENE of Morton, Washington","46.611","-122.1135","Washington","31","1469977851110","2016-07-31 11:10:51","11","10","7","51","2016"
"nc72670006","109.0","0.8","10","6.2","0.01892","6km NE of San Simeon, California","35.6828333","-121.1305","California","31","1469978710990","2016-07-31 11:25:10","11","25","7","10","2016"
"us10006a4n","149.0","4.5","312","187.28","3.561","35km W of Agrihan, Northern Mariana Islands","18.795","145.335","Northern Mariana Islands","31","1469978738820","2016-07-31 11:25:38","11","25","7","38","2016"
"nc72670016","92.0","0.53","4","2.43","0.0105","6km NW of The Geysers, California","38.815","-122.8181667","California","31","1469979145110","2016-07-31 11:32:25","11","32","7","25","2016"
"ak13820785","158.399987328","1.4","30","0.0","0.0","60km E of Cape Yakataga, Alaska","60.1006","-141.341","Alaska","31","1469979273000","2016-07-31 11:34:33","11","34","7","33","2016"
"nc72670031","147.0","1.08","18","0.86","0.1347","25km S of Mammoth Lakes, California","37.4256667","-119.0223333","California","31","1469979822620","2016-07-31 11:43:42","11","43","7","42","2016"
"us10006924","223.0","3.2","158","26.62","0.212","89km SSE of Little Sitkin Island, Alaska","51.2215","179.0698","Alaska","31","1469980223440","2016-07-31 11:50:23","11","50","7","23","2016"
"ci37644512","80.0","1.26","24","8.01","0.06315","7km SE of Bombay Beach, CA","33.3075","-115.6803333","California","31","1469980961470","2016-07-31 12:02:41","12","2","7","41","2016"
"ak13820788","107.99999136","2.7","112","70.6","0.0","91km SSW of Homer, Alaska","58.9164","-152.3078","Alaska","31","1469981011000","2016-07-31 12:03:31","12","3","7","31","2016"
"ci37644504","31.0","2.61","105","3.28","0.0354","16km SW of Westmorland, CA","32.953","-115.7588333","California","31","1469981107430","2016-07-31 12:05:07","12","5","7","7","2016"
"nc71104484","50.0","1.13","20","0.54","0.01418","8km WNW of Cobb, California","38.8381667","-122.8173333","California","31","1469981131310","2016-07-31 12:05:31","12","5","7","31","2016"
"nc72670056","97.0","0.89","12","1.46","0.01141","6km NW of The Geysers, California","38.8110008","-122.8148346","California","31","1469981176090","2016-07-31 12:06:16","12","6","7","16","2016"
"ci37644520","31.0","2.25","78","2.71","0.03429","16km SW of Westmorland, CA","32.954","-115.7605","California","31","1469981206300","2016-07-31 12:06:46","12","6","7","46","2016"
"us10006925","201.0","3.0","138","41.3","1.018","65km SW of Kiska Volcano, Alaska","51.6948","176.9222","Alaska","31","1469981332340","2016-07-31 12:08:52","12","8","7","52","2016"
"ci37644544","30.0","4.03","266","3.2","0.03565","16km SW of Westmorland, CA","32.9583333","-115.7605","California","31","1469982065830","2016-07-31 12:21:05","12","21","7","5","2016"
"ci37644560","79.0","1.03","16","14.13","0.04927","23km SSW of La Quinta, CA","33.4743333","-116.4188333","California","31","1469982395790","2016-07-31 12:26:35","12","26","7","35","2016"
"us1000690l","174.0","4.4","298","35.0","1.4","37km SE of Ofunato, Japan","38.8601","142.0495","Japan","31","1469982902410","2016-07-31 12:35:02","12","35","7","2","2016"
"nc71104824","112.0","0.78","9","7.11","0.03014","2km E of Ridgemark, California","36.8116667","-121.3355","California","31","1469983345270","2016-07-31 12:42:25","12","42","7","25","2016"
"us10006bq2","154.0","4.1","259","75.27","0.57","46km SW of Tres Picos, Mexico","15.5237","-93.7803","Mexico","31","1469983398860","2016-07-31 12:43:18","12","43","7","18","2016"
"hv61359266","47.0","1.22","23","6.445","0.03267","9km W of Volcano, Hawaii","19.4295","-155.3248333","Hawaii","31","1469983631530","2016-07-31 12:47:11","12","47","7","11","2016"
"hv61359271","82.0","1.82","51","35.697","0.1733","22km WNW of Mountain View, Hawaii","19.6471667","-155.3","Hawaii","31","1469983846650","2016-07-31 12:50:46","12","50","7","46","2016"
"ak13837644","230.399981568","1.5","35","61.7","0.0","58km SE of Tanaga Volcano, Alaska","51.5424","-177.501","Alaska","31","1469984518000","2016-07-31 13:01:58","13","1","7","58","2016"
"ak13820923","190.799984736","2.2","74","48.8","0.0","64km SSE of Semisopochnoi Island, Alaska","51.392","179.8712","Alaska","31","1469984899000","2016-07-31 13:08:19","13","8","7","19","2016"
"ci37644576","75.0","0.59","5","1.34","0.09629","31km E of Coso Junction, CA","36.0848333","-117.6031667","California","31","1469984975520","2016-07-31 13:09:35","13","9","7","35","2016"
"uw61173707","205.0","2.15","71","-0.53","0.5731","7km SSE of Princeton, Canada","49.3898333","-120.486","Canada","31","1469985251540","2016-07-31 13:14:11","13","14","7","11","2016"
"uw61173712","123.0","0.31","1","3.7","0.08736","10km W of Entiat, Washington","47.6913333","-120.3411667","Washington","31","1469985447720","2016-07-31 13:17:27","13","17","7","27","2016"
"us1000690p","63.0","4.9","370","15.16","2.65","110km E of Naze, Japan","28.4982","130.6055","Japan","31","1469985472880","2016-07-31 13:17:52","13","17","7","52","2016"
"ak13820926","68.399994528","1.1","19","20.0","0.0","32km ENE of Y, Alaska","62.2259","-149.2353","Alaska","31","1469985607000","2016-07-31 13:20:07","13","20","7","7","2016"
"us1000690q","83.0","4.6","326","207.54","2.695","299km WNW of Saumlaki, Indonesia","-6.5175","129.0121","Indonesia","31","1469985631430","2016-07-31 13:20:31","13","20","7","31","2016"
"us1000690r","59.0","3.1","158","5.83","0.229","10km SE of Blanchard, Oklahoma","35.0752","-97.572","Oklahoma","31","1469985990890","2016-07-31 13:26:30","13","26","7","30","2016"
"nc72670111","132.0","0.9","12","0.65","0.009743","7km WNW of Cobb, California","38.8474998","-122.805336","California","31","1469986275000","2016-07-31 13:31:15","13","31","7","15","2016"
"ak13821049","89.999992800001","1.7","44","0.0","0.0","62km W of Valdez, Alaska","61.1246","-147.5133","Alaska","31","1469986594000","2016-07-31 13:36:34","13","36","7","34","2016"
"ci37644600","126.0","1.1","19","1.31","0.09395","32km E of Coso Junction, CA","36.087","-117.5993333","California","31","1469987300150","2016-07-31 13:48:20","13","48","7","20","2016"
"ci37644608","125.0","1.03","16","1.47","0.09565","31km E of Coso Junction, CA","36.0853333","-117.6021667","California","31","1469987351330","2016-07-31 13:49:11","13","49","7","11","2016"
"ci37644616","65.0","0.54","4","8.42","0.03696","8km S of Pearblossum, CA","34.4311667","-117.9161667","California","31","1469987659520","2016-07-31 13:54:19","13","54","7","19","2016"
"nc72670116","72.0","1.47","33","-0.83","0.008855","2km NW of The Geysers, California","38.7966667","-122.7775","California","31","1469988049630","2016-07-31 14:00:49","14","0","7","49","2016"
"nc72670126","72.0","0.79","10","-0.24","0.004467","3km NW of The Geysers, California","38.7956667","-122.7831667","California","31","1469988114710","2016-07-31 14:01:54","14","1","7","54","2016"
"ci37644624","61.0","0.88","12","1.1","0.09645","31km E of Coso Junction, CA","36.0835","-117.6038333","California","31","1469988216810","2016-07-31 14:03:36","14","3","7","36","2016"
"ak13821053","133.199989344","2.8","121","46.2","0.0","65km SSE of Chignik Lake, Alaska","55.6903","-158.4671","Alaska","31","1469988570000","2016-07-31 14:09:30","14","9","7","30","2016"
"nc72670131","170.0","0.7","8","8.86","0.03431","22km WNW of Chester, California","40.4156667","-121.4605","California","31","1469988753160","2016-07-31 14:12:33","14","12","7","33","2016"
"us1000690u","141.0","4.7","340","10.0","4.147","201km W of Lata, Solomon Islands","-10.5865","163.9956","Solomon Islands","31","1469989003730","2016-07-31 14:16:43","14","16","7","43","2016"
