"Utility.Number","Utility.Name","Utility.State","Utility.Type","Demand.Summer Peak","Demand.Winter Peak","Sources.Generation","Sources.Purchased","Sources.Other","Sources.Total","Uses.Retail","Uses.Resale","Uses.No Charge","Uses.Consumed","Uses.Losses","Uses.Total","Revenues.Retail","Revenue.Delivery","Revenue.Resale","Revenue.Adjustments","Revenue.Transmission","Revenue.Other","Revenue.Total","Retail.Residential.Revenue","Retail.Residential.Sales","Retail.Residential.Customers","Retail.Commercial.Revenue","Retail.Commercial.Sales","Retail.Commercial.Customers","Retail.Industrial.Revenue","Retail.Industrial.Sales","Retail.Industrial.Customers","Retail.Transportation.Revenue","Retail.Transportation.Sales","Retail.Transportation.Customers","Retail.Total.Revenue","Retail.Total.Sales","Retail.Total.Customers"
"3774","City of Clewiston","FL","Municipal","22.3","16.7","0.0","106447.0","0.0","106447.0","99699.0","0.0","0.0","0.0","6748.0","106447.0","11394.7","0.0","0.0","0.0","0.0","0.0","11394.7","5360.1","50941.0","3452.0","5071.7","47026.0","647.0","962.9","1732.0","1.0","0.0","0.0","0.0","11394.7","99699.0","4100.0"
"3804","Clinton Combined Utility Sys","SC","Municipal","23.7","20.4","8.0","110787.0","0.0","110795.0","101926.0","0.0","0.0","3984.0","4885.0","110795.0","14879.0","0.0","0.0","0.0","0.0","0.0","14879.0","5449.0","32620.0","3410.0","6072.0","39481.0","602.0","3358.0","29825.0","9.0","0.0","0.0","0.0","14879.0","101926.0","4021.0"
"3806","Clinton County Elec Coop, Inc","IL","Cooperative","33.0","29.0","0.0","143556.0","0.0","143556.0","136066.0","0.0","0.0","0.0","7490.0","143556.0","16387.0","0.0","0.0","0.0","0.0","129.0","16516.0","11042.0","84479.0","5286.0","5345.0","51587.0","714.0","0.0","0.0","0.0","0.0","0.0","0.0","16387.0","136066.0","6000.0"
"3812","City of Clinton - (TN)","TN","Municipal","150.1","159.6","0.0","795058.0","0.0","795058.0","766552.0","0.0","0.0","0.0","28506.0","795058.0","75647.0","0.0","0.0","0.0","0.0","2170.2","77817.2","39846.0","347611.0","25339.0","21064.0","182261.0","4509.0","14737.0","236680.0","11.0","0.0","0.0","0.0","75647.0","766552.0","29859.0"
"3814","City of Clintonville - (WI)","WI","Municipal","20.4","21.4","0.0","119633.0","0.0","119633.0","116112.0","0.0","0.0","0.0","3521.0","119633.0","10714.0","0.0","0.0","0.0","0.0","0.0","10714.0","1910.0","16988.0","2297.0","1806.0","18206.0","475.0","6998.0","80918.0","12.0","0.0","0.0","0.0","10714.0","116112.0","2784.0"
"3824","Clyde Light & Power","OH","Municipal","36.0","34.0","0.0","227481.0","0.0","227481.0","226180.0","0.0","0.0","0.0","1301.0","227481.0","18903.0","0.0","0.0","0.0","0.0","0.0","18903.0","2788.0","23426.0","2689.0","2520.0","18690.0","334.0","13595.0","184064.0","9.0","0.0","0.0","0.0","18903.0","226180.0","3032.0"
"3828","Cloverland Electric Co-op","MI","Cooperative","119.8","131.8","213368.0","539444.0","0.0","752812.0","710453.0","4867.0","0.0","0.0","37492.0","752812.0","76930.8","0.0","55.1","0.0","0.0","1148.6","78134.5","33535.3","262777.0","34186.0","30902.7","294792.0","8309.0","12492.8","152884.0","8.0","0.0","0.0","0.0","76930.8","710453.0","42503.0"
"3839","Coahoma Electric Power Assn","MS","Cooperative","46.7","38.7","0.0","175725.0","0.0","175725.0","161652.0","0.0","0.0","0.0","14073.0","175725.0","18027.0","0.0","0.0","0.0","0.0","495.1","18522.1","9408.0","89899.0","5889.0","5673.0","40389.0","2102.0","2946.0","31364.0","14.0","0.0","0.0","0.0","18027.0","161652.0","8005.0"
"3841","Coast Electric Power Assn","MS","Cooperative","381.0","465.0","0.0","1760847.0","0.0","1760847.0","1678305.0","0.0","0.0","1893.0","80649.0","1760847.0","181382.0","0.0","0.0","0.0","0.0","6235.0","187617.0","122870.0","1048339.0","74816.0","44232.0","399191.0","7007.0","14280.0","230775.0","8.0","0.0","0.0","0.0","181382.0","1678305.0","81831.0"
"3843","Coastal Electric Member Corp","GA","Cooperative","99.1","105.2","0.0","502144.0","0.0","502144.0","486860.0","0.0","0.0","768.0","14516.0","502144.0","56499.0","0.0","0.0","0.0","0.0","791.0","57290.0","33327.0","237054.0","16174.0","8648.0","67732.0","2590.0","14524.0","182074.0","7.0","0.0","0.0","0.0","56499.0","486860.0","18771.0"
"3844","Coastal Electric Coop, Inc","SC","Cooperative","45.3","53.2","0.0","185234.0","0.0","185234.0","173670.0","0.0","0.0","0.0","11564.0","185234.0","27214.3","0.0","0.0","0.0","0.0","177.8","27392.1","22398.4","135009.0","10503.0","2021.5","13325.0","1137.0","2794.4","25336.0","54.0","0.0","0.0","0.0","27214.3","173670.0","11694.0"
"3850","Codington-Clark Elec Coop, Inc","SD","Cooperative","14.6","23.8","0.0","124931.0","0.0","124931.0","118736.0","0.0","0.0","337.0","5858.0","124931.0","11318.0","0.0","0.0","0.0","0.0","341.0","11659.0","7294.0","76097.0","3046.0","4024.0","42639.0","235.0","0.0","0.0","0.0","0.0","0.0","0.0","11318.0","118736.0","3281.0"
"3855","Columbia Power System","TN","Municipal","148.2","135.1","0.0","642590.0","0.0","642590.0","616687.0","0.0","0.0","1445.0","24458.0","642590.0","65070.0","0.0","0.0","0.0","0.0","1472.0","66542.0","33762.0","311141.0","23198.0","31305.0","305524.0","4361.0","3.0","22.0","1.0","0.0","0.0","0.0","65070.0","616687.0","27560.0"
"3881","City of Cody","WY","Municipal","25.3","22.1","0.0","121335.0","0.0","121335.0","114306.0","0.0","0.0","0.0","7029.0","121335.0","12108.7","0.0","0.0","0.0","0.0","126.0","12234.7","4642.8","35791.0","6140.0","7465.9","78515.0","1329.0","0.0","0.0","0.0","0.0","0.0","0.0","12108.7","114306.0","7469.0"
"3892","City of Coffeyville - (KS)","KS","Municipal","113.0","105.0","74912.0","731118.0","-21165.0","784865.0","758659.0","0.0","5197.0","498.0","20511.0","784865.0","50898.1","0.0","0.0","0.0","382.0","6280.0","57560.1","5266.1","46656.0","5030.0","7634.0","71833.0","1012.0","37998.0","640170.0","10.0","0.0","0.0","0.0","50898.1","758659.0","6052.0"
"3913","City of Colby - (KS)","KS","Municipal","18.0","11.8","76.0","67818.0","0.0","67894.0","58667.0","0.0","2405.0","230.0","6592.0","67894.0","5828.3","0.0","0.0","0.0","0.0","0.0","5828.3","1956.1","19117.0","2364.0","992.5","9933.0","625.0","2879.7","29617.0","94.0","0.0","0.0","0.0","5828.3","58667.0","3083.0"
"3915","Coldwater Board of Public Util","MI","Municipal","70.1","90.5","0.0","430690.0","0.0","430690.0","427577.0","0.0","0.0","0.0","3113.0","430690.0","37461.0","0.0","0.0","0.0","0.0","1141.0","38602.0","4788.0","38679.0","5671.0","6665.0","63346.0","1392.0","26008.0","325552.0","64.0","0.0","0.0","0.0","37461.0","427577.0","7127.0"
"3916","Cobb Electric Membership Corp","GA","Cooperative","1127.8","801.6","0.0","3975344.0","0.0","3975344.0","3866234.0","0.0","6647.0","0.0","102463.0","3975344.0","420036.4","0.0","0.0","0.0","0.0","9699.8","429736.2","281638.5","2424325.0","184095.0","124247.9","1251286.0","21893.0","14150.0","190623.0","134.0","0.0","0.0","0.0","420036.4","3866234.0","206122.0"
"3931","Coles-Moultrie Electric Coop","IL","Cooperative","42.3","45.0","0.0","207711.0","0.0","207711.0","195571.0","0.0","0.0","487.0","11653.0","207711.0","24823.0","0.0","0.0","0.0","0.0","801.0","25624.0","15780.0","115002.0","8531.0","5931.0","47690.0","1081.0","3112.0","32879.0","8.0","0.0","0.0","0.0","24823.0","195571.0","9620.0"
"3938","Coleman County Elec Coop, Inc","TX","Cooperative","27.8","32.0","0.0","125096.0","0.0","125096.0","113417.0","0.0","0.0","0.0","11679.0","125096.0","11835.2","0.0","0.0","0.0","109.2","0.0","11944.4","6868.3","51917.0","7029.0","3302.2","27828.0","1718.0","1664.7","33672.0","4.0","0.0","0.0","0.0","11835.2","113417.0","8751.0"
"3939","City of College Park - (GA)","GA","Municipal","51.1","48.3","0.0","265302.0","23025.0","288327.0","266461.0","0.0","0.0","3937.0","17929.0","288327.0","27978.5","0.0","0.0","0.0","0.0","629.6","28608.1","6966.1","62674.0","6697.0","21012.4","203787.0","874.0","0.0","0.0","0.0","0.0","0.0","0.0","27978.5","266461.0","7571.0"
"3940","City of College Station - (TX)","TX","Municipal","206.0","167.0","0.0","882305.0","0.0","882305.0","822771.0","0.0","3116.0","0.0","56418.0","882305.0","100155.0","0.0","0.0","0.0","0.0","0.0","100155.0","57510.0","446427.0","38352.0","42645.0","376344.0","3295.0","0.0","0.0","0.0","0.0","0.0","0.0","100155.0","822771.0","41647.0"
"3989","City of Colorado Springs - (CO)","CO","Municipal","890.0","785.0","4247394.0","748476.0","0.0","4995870.0","4556755.0","306233.0","0.0","0.0","132882.0","4995870.0","426664.9","0.0","8624.8","0.0","0.0","0.0","435289.7","183860.3","1480123.0","192721.0","92018.5","1094838.0","33070.0","150786.1","1981794.0","1611.0","0.0","0.0","0.0","426664.9","4556755.0","227402.0"
"3991","CMS Energy Resource Management Corp","MI","Retail Power Marketer","20.1","20.1","0.0","4481242.0","0.0","4481242.0","176074.0","4305168.0","0.0","0.0","0.0","4481242.0","7657.9","0.0","121640.9","0.0","0.0","62954.2","192253.0","0.0","0.0","0.0","0.0","0.0","0.0","7657.9","176074.0","1.0","0.0","0.0","0.0","7657.9","176074.0","1.0"
"4003","City of Colton - (CA)","CA","Municipal","80.8","67.2","11649.0","420446.0","0.0","432095.0","358037.0","64446.0","0.0","0.0","9612.0","432095.0","57970.0","0.0","82.0","0.0","4074.0","4065.0","66191.0","16555.0","102454.0","16661.0","16052.0","81510.0","2801.0","25363.0","174073.0","86.0","0.0","0.0","0.0","57970.0","358037.0","19548.0"
"4005","Columbia Basin Elec Cooperative, Inc","OR","Cooperative","38.5","24.8","0.0","122034.0","0.0","122034.0","112649.0","0.0","0.0","185.0","9200.0","122034.0","9144.1","0.0","0.0","0.0","183.0","37.0","9364.1","4373.9","42385.0","3108.0","2205.7","27271.0","515.0","2564.5","42993.0","246.0","0.0","0.0","0.0","9144.1","112649.0","3869.0"
"4007","City of Columbia City - (IN)","IN","Municipal","21.7","17.2","0.0","105694.0","0.0","105694.0","99185.0","0.0","0.0","0.0","6509.0","105694.0","11050.0","0.0","0.0","0.0","0.0","180.0","11230.0","4868.3","44405.0","4368.0","4287.5","38438.0","446.0","1894.2","16342.0","12.0","0.0","0.0","0.0","11050.0","99185.0","4826.0"
"4008","Columbia Power Coop Assn Inc","OR","Cooperative","5.8","7.8","0.0","27581.0","0.0","27581.0","24672.0","0.0","117.0","0.0","2792.0","27581.0","2576.0","0.0","0.0","0.0","0.0","1701.0","4277.0","1703.0","14936.0","1397.0","502.0","4950.0","239.0","371.0","4786.0","254.0","0.0","0.0","0.0","2576.0","24672.0","1890.0"
"4040","Calhoun County Elec Coop Assn","IA","Cooperative","7.2","9.7","49.0","43064.0","0.0","43113.0","34431.0","6605.0","0.0","144.0","1933.0","43113.0","4769.0","0.0","571.0","0.0","0.0","10.0","5350.0","4174.0","29195.0","1670.0","0.0","0.0","0.0","595.0","5236.0","25.0","0.0","0.0","0.0","4769.0","34431.0","1695.0"
"4041","Columbia Rural Elec Assn, Inc","WA","Cooperative","101.2","43.8","0.0","366319.0","0.0","366319.0","336722.0","5800.0","0.0","765.0","23032.0","366319.0","28469.0","0.0","915.0","0.0","0.0","79.3","29463.3","6687.5","56606.0","3641.0","6705.3","70658.0","1499.0","15076.2","209458.0","599.0","0.0","0.0","0.0","28469.0","336722.0","5739.0"
"4045","City of Columbia - (MO)","MO","Municipal","269.0","198.0","28526.0","1197089.0","0.0","1225615.0","1133524.0","70857.0","0.0","0.0","21234.0","1225615.0","114684.4","0.0","833.0","0.0","1550.0","643.3","117710.7","46969.9","401964.0","43216.0","46347.3","472228.0","6635.0","21367.2","259332.0","31.0","0.0","0.0","0.0","114684.4","1133524.0","49882.0"
"4063","Co-Mo Electric Coop Inc","MO","Cooperative","116.9","129.2","0.0","438263.0","0.0","438263.0","409390.0","0.0","0.0","1224.0","27649.0","438263.0","49400.0","0.0","0.0","0.0","0.0","776.5","50176.5","41728.7","336405.0","29115.0","6843.0","62533.0","2310.0","828.3","10452.0","1.0","0.0","0.0","0.0","49400.0","409390.0","31426.0"
"4065","City of Columbus - (OH)","OH","Municipal","148.4","113.3","2106.0","865130.0","0.0","867236.0","787427.0","2106.0","0.0","41069.0","36634.0","867236.0","83845.5","0.0","59.0","2915.5","0.0","3165.5","89985.5","7992.3","66917.0","10314.0","11777.2","106813.0","2755.0","64076.0","613697.0","418.0","0.0","0.0","0.0","83845.5","787427.0","13487.0"
"4068","City of Columbus - (MS)","MS","Municipal","85.9","65.1","0.0","382743.0","0.0","382743.0","366365.0","0.0","0.0","189.0","16189.0","382743.0","36735.0","0.0","0.0","0.0","0.0","1123.6","37858.6","12325.0","120204.0","9217.0","22413.0","222470.0","3697.0","1997.0","23691.0","4.0","0.0","0.0","0.0","36735.0","366365.0","12918.0"
"4071","Columbus Electric Coop, Inc","NM","Cooperative","25.1","15.7","0.0","106372.0","0.0","106372.0","95882.0","0.0","0.0","0.0","10490.0","106372.0","13945.0","0.0","0.0","0.0","0.0","176.4","14121.4","4124.0","25020.0","3941.0","2843.7","18791.0","828.0","6977.3","52071.0","326.0","0.0","0.0","0.0","13945.0","95882.0","5095.0"
"4073","City of Columbus - (WI)","WI","Municipal","15.0","12.0","0.0","79355.0","0.0","79355.0","76508.0","0.0","0.0","0.0","2847.0","79355.0","7695.5","0.0","0.0","0.0","0.0","82.2","7777.7","2266.5","18059.0","2402.0","3091.4","29144.0","426.0","2337.6","29305.0","2.0","0.0","0.0","0.0","7695.5","76508.0","2830.0"
"4100","Commerce Energy, Inc.","CA","Retail Power Marketer","0.0","0.0","0.0","1419265.0","0.0","1419265.0","1419265.0","0.0","0.0","0.0","0.0","1419265.0","110979.2","0.0","0.0","0.0","0.0","0.0","110979.2","89440.8","1069637.0","116433.0","21538.4","349628.0","5660.0","0.0","0.0","0.0","0.0","0.0","0.0","110979.2","1419265.0","122093.0"
"4110","Commonwealth Edison Co","IL","Investor Owned","20351.0","14730.0","0.0","28811123.0","0.0","28811123.0","25783309.0","1190851.0","437993.0","75391.0","1323579.0","28811123.0","2969046.5","1606267.4","28344.9","0.0","754469.9","129442.7","5487571.4","2716317.3000000003","26292284.0","3608354.0","1397675.0","32116326.0","381016.0","454555.8","27466955.0","1986.0","6765.8","502102.0","2.0","4575313.9","86377667.0","3991358.0"
"4117","Community Electric Coop","VA","Cooperative","58.0","66.5","0.0","187522.0","0.0","187522.0","187340.0","0.0","0.0","182.0","0.0","187522.0","20494.0","0.0","0.0","0.0","0.0","0.0","20494.0","17541.9","160899.0","9213.0","2688.4","22686.0","1800.0","263.7","3755.0","42.0","0.0","0.0","0.0","20494.0","187340.0","11055.0"
"4146","Concho Valley Elec Coop Inc","TX","Cooperative","60.7","52.8","0.0","333251.0","0.0","333251.0","307053.0","0.0","0.0","0.0","26198.0","333251.0","30199.4","0.0","0.0","0.0","0.0","194.5","30393.9","13268.3","103400.0","10485.0","10045.6","109473.0","2705.0","6885.5","94180.0","1364.0","0.0","0.0","0.0","30199.4","307053.0","14554.0"
"4147","Town of Concord - (MA)","MA","Municipal","36.4","30.3","0.0","169772.0","0.0","169772.0","163833.0","0.0","0.0","554.0","5385.0","169772.0","25084.7","0.0","0.0","0.0","0.0","560.4","25645.1","10852.8","68832.0","6918.0","7573.2","46451.0","1279.0","6658.7","48550.0","21.0","0.0","0.0","0.0","25084.7","163833.0","8218.0"
"4150","City of Concord - (NC)","NC","Municipal","205.0","159.0","111.0","927581.0","0.0","927692.0","890388.0","0.0","0.0","0.0","37304.0","927692.0","79435.2","0.0","0.0","0.0","0.0","5038.7","84473.9","32854.2","320814.0","26042.0","36532.3","425120.0","4029.0","10048.7","144454.0","60.0","0.0","0.0","0.0","79435.2","890388.0","30131.0"
"4153","Concordia Electric Coop, Inc","LA","Cooperative","55.7","44.6","0.0","207950.0","0.0","207950.0","193400.0","0.0","0.0","0.0","14550.0","207950.0","21290.0","0.0","0.0","0.0","0.0","398.8","21688.8","13973.0","136181.0","11838.0","6473.0","52287.0","1781.0","844.0","4932.0","148.0","0.0","0.0","0.0","21290.0","193400.0","13767.0"
"4160","Callaway Electric Cooperative","MO","Cooperative","50.7","59.3","0.0","218467.0","0.0","218467.0","203928.0","0.0","662.0","0.0","13877.0","218467.0","25545.0","0.0","0.0","0.0","0.0","1001.0","26546.0","21572.0","162903.0","12146.0","3973.0","41025.0","839.0","0.0","0.0","0.0","0.0","0.0","0.0","25545.0","203928.0","12985.0"
"4176","Connecticut Light & Power Co","CT","Investor Owned","4737.0","3849.0","0.0","9914410.0","0.0","9914410.0","8715266.0","662208.0","0.0","0.0","536936.0","9914410.0","1628232.0","1049638.0","29065.8","-5645.3","156140.0","23350.0","2880780.5","1649294.1","9642278.0","1131435.0","876057.1","9010609.0","110518.0","144671.5","2146132.0","3089.0","7847.3","150470.0","2.0","2677870.0","20949489.0","1245044.0"
"4191","Consolidated Edison Sol Inc","NY","Retail Power Marketer","0.0","0.0","0.0","7923576.0","93840.0","8017416.0","8017416.0","0.0","0.0","0.0","0.0","8017416.0","602425.0","0.0","0.0","0.0","0.0","0.0","602425.0","135502.40000000002","1611267.0","160904.0","466922.6","6406149.0","37045.0","0.0","0.0","0.0","0.0","0.0","0.0","602425.0","8017416.0","197949.0"
"4226","Consolidated Edison Co-NY Inc","NY","Investor Owned","12330.0","8597.0","3095750.0","17737948.0","699407.0","21533105.0","19226835.0","796118.0","0.0","119966.0","1390186.0","21533105.0","4348461.0","3334402.0","24555.0","0.0","0.0","304672.0","8012090.0","3103561.0","13569830.0","2910280.0","4396951.0","38758406.0","535052.0","56038.0","597154.0","767.0","126313.0","2392459.0","4.0","7682863.0","55317849.0","3446103.0"
"4237","Consolidated Electric Coop","MO","Cooperative","55.6","57.1","0.0","264640.0","0.0","264640.0","241903.0","11393.0","0.0","312.0","11032.0","264640.0","22743.0","0.0","921.6","0.0","0.0","106.5","23771.1","12027.5","110555.0","7367.0","2952.6","34331.0","529.0","7762.9","97017.0","84.0","0.0","0.0","0.0","22743.0","241903.0","7980.0"
"4247","Consolidated Water Power Co","WI","Investor Owned","165.0","145.0","201445.0","887894.0","0.0","1089339.0","1086883.0","0.0","0.0","652.0","1804.0","1089339.0","54981.3","0.0","0.0","0.0","0.0","0.0","54981.3","60.7","673.0","86.0","93.1","1208.0","18.0","54827.5","1085002.0","5.0","0.0","0.0","0.0","54981.3","1086883.0","109.0"
"4254","Consumers Energy Co","MI","Investor Owned","7057.0","5458.0","15747196.0","21926505.0","0.0","37673701.0","33248491.0","2870582.0","0.0","26244.0","1528384.0","37673701.0","4210442.1","35117.0","119022.2","-48639.4","7399.1","88746.2","4412087.2","1957153.6","12341231.0","1594272.0","1537793.9","12934962.0","222091.0","750611.6","11752010.0","1594.0","0.0","0.0","0.0","4245559.1","37028203.0","1817957.0"
"4262","Cooke County Elec Coop Assn","TX","Cooperative","89.0","116.0","0.0","500003.0","0.0","500003.0","477776.0","0.0","0.0","511.0","21716.0","500003.0","39344.0","0.0","0.0","0.0","0.0","128.0","39472.0","19871.0","183164.0","13941.0","19473.0","294612.0","2247.0","0.0","0.0","0.0","0.0","0.0","0.0","39344.0","477776.0","16188.0"
"4265","Continental Divide El Coop Inc","NM","Cooperative","73.9","81.9","0.0","692496.0","0.0","692496.0","673108.0","0.0","0.0","320.0","19068.0","692496.0","56794.0","0.0","0.0","0.0","0.0","0.0","56794.0","18411.0","140025.0","20906.0","12634.0","130812.0","3131.0","25749.0","402271.0","5.0","0.0","0.0","0.0","56794.0","673108.0","24042.0"
"4280","Conway Corporation","AR","Municipal","209.0","145.0","313167.0","678240.0","0.0","991407.0","966189.0","0.0","0.0","0.0","25218.0","991407.0","56535.0","0.0","0.0","0.0","0.0","626.2","57161.2","21351.0","323813.0","27319.0","15526.0","237274.0","3031.0","19658.0","405102.0","124.0","0.0","0.0","0.0","56535.0","966189.0","30474.0"
"4294","City of Cookeville - (TN)","TN","Municipal","117.0","93.0","0.0","565643.0","0.0","565643.0","545819.0","0.0","0.0","507.0","19317.0","565643.0","52142.0","0.0","0.0","0.0","0.0","1033.4","53175.4","16884.0","163507.0","14173.0","30884.0","319108.0","3565.0","4374.0","63204.0","7.0","0.0","0.0","0.0","52142.0","545819.0","17745.0"
"4295","Comanche County Elec Coop Assn","TX","Cooperative","48.6","56.8","0.0","262173.0","0.0","262173.0","242281.0","0.0","0.0","0.0","19892.0","262173.0","23354.0","0.0","0.0","0.0","0.0","0.0","23354.0","9773.0","90275.0","6434.0","11081.0","94706.0","10441.0","2500.0","57300.0","5.0","0.0","0.0","0.0","23354.0","242281.0","16880.0"
"4296","Cookson Hills Elec Coop, Inc","OK","Cooperative","70.1","85.6","0.0","290786.0","0.0","290786.0","270640.0","0.0","0.0","292.0","19854.0","290786.0","30643.0","0.0","0.0","0.0","0.0","386.0","31029.0","25413.0","215873.0","16450.0","3147.0","28376.0","1352.0","2083.0","26391.0","35.0","0.0","0.0","0.0","30643.0","270640.0","17837.0"
"4317","Coos-Curry Electric Coop, Inc","OR","Cooperative","46.0","87.2","0.0","352570.0","0.0","352570.0","334756.0","0.0","0.0","758.0","17056.0","352570.0","34992.3","0.0","0.0","0.0","0.0","424.0","35416.3","21116.1","187383.0","15212.0","9521.1","93397.0","2150.0","4355.1","53976.0","450.0","0.0","0.0","0.0","34992.3","334756.0","17812.0"
"4327","Coosa Valley Electric Coop Inc","AL","Cooperative","66.1","85.9","0.0","305708.0","0.0","305708.0","289284.0","0.0","16424.0","0.0","0.0","305708.0","37623.0","0.0","0.0","0.0","0.0","1446.0","39069.0","26259.0","197748.0","14125.0","4004.0","26528.0","2466.0","7360.0","65008.0","99.0","0.0","0.0","0.0","37623.0","289284.0","16690.0"
"4329","Copper Valley Elec Assn, Inc","AK","Cooperative","13.5","13.0","89563.0","0.0","0.0","89563.0","82814.0","0.0","0.0","271.0","6478.0","89563.0","19814.0","0.0","0.0","0.0","0.0","1709.0","21523.0","4333.0","16441.0","2985.0","15481.0","66373.0","812.0","0.0","0.0","0.0","0.0","0.0","0.0","19814.0","82814.0","3797.0"
"4346","Cooperative L&P Assn Lake County","MN","Cooperative","12.0","16.3","0.0","105666.0","0.0","105666.0","99018.0","0.0","0.0","779.0","5869.0","105666.0","12326.5","0.0","0.0","0.0","0.0","166.8","12493.3","7603.9","56288.0","5514.0","2977.8","19710.0","577.0","1744.8","23020.0","1.0","0.0","0.0","0.0","12326.5","99018.0","6092.0"
"4356","Colorado River Comm of Nevada","NV","State","193.5","204.0","0.0","1233358.0","-5143.0","1228215.0","595663.0","627409.0","0.0","0.0","5143.0","1228215.0","13213.0","0.0","19932.0","0.0","0.0","0.0","33145.0","0.0","0.0","0.0","2577.0","759485.0","3.0","10636.0","464373.0","4.0","0.0","0.0","0.0","13213.0","1223858.0","7.0"
"4362","Corn Belt Energy Corporation","IL","Cooperative","143.1","112.7","0.0","655624.0","0.0","655624.0","633819.0","0.0","0.0","1328.0","20477.0","655624.0","77096.4","0.0","0.0","0.0","0.0","199.8","77296.2","51359.7","381155.0","33778.0","20651.6","177945.0","2105.0","5085.1","74719.0","4.0","0.0","0.0","0.0","77096.4","633819.0","35887.0"
"4373","Cornhusker Public Power Dist","NE","Political Subdivision","76.0","68.5","0.0","420018.0","0.0","420018.0","392337.0","0.0","0.0","371.0","27310.0","420018.0","37851.0","0.0","0.0","0.0","0.0","40.0","37891.0","14341.0","129212.0","7141.0","6864.0","79141.0","486.0","16646.0","183984.0","2320.0","0.0","0.0","0.0","37851.0","392337.0","9947.0"
"4390","City of Corona - (CA)","CA","Municipal","28.6","29.9","0.0","156918.0","0.0","156918.0","153433.0","0.0","0.0","0.0","3485.0","156918.0","16906.2","0.0","0.0","0.0","0.0","0.0","16906.2","1006.7","6459.0","986.0","8908.6","73314.0","1449.0","6990.9","73660.0","16.0","0.0","0.0","0.0","16906.2","153433.0","2451.0"
"4401","Cotton Electric Coop, Inc","OK","Cooperative","140.8","168.3","0.0","741300.0","0.0","741300.0","712645.0","0.0","0.0","55.0","28600.0","741300.0","61229.2","0.0","0.0","0.0","0.0","428.4","61657.6","30286.0","264541.0","18315.0","14911.9","163382.0","3793.0","16031.3","284722.0","12.0","0.0","0.0","0.0","61229.2","712645.0","22120.0"
"4410","Coral Power LLC","TX","Retail Power Marketer","0.0","0.0","0.0","257977115.0","188221.0","258165336.0","9158826.0","249006510.0","0.0","0.0","0.0","258165336.0","284125.1","0.0","7976512.9","0.0","0.0","0.0","8260638.0","0.0","0.0","0.0","81617.0","2344854.0","66.0","202508.1","6813972.0","62.0","0.0","0.0","0.0","284125.1","9158826.0","128.0"
"4430","Covington Electric Coop, Inc","AL","Cooperative","89.0","107.0","0.0","389082.0","0.0","389082.0","366587.0","0.0","0.0","0.0","22495.0","389082.0","50875.0","0.0","0.0","0.0","0.0","1399.0","52274.0","40986.0","281988.0","21834.0","7902.0","61768.0","1276.0","1987.0","22831.0","13.0","0.0","0.0","0.0","50875.0","366587.0","23123.0"
"4432","Coweta-Fayette El Member Corp","GA","Cooperative","406.3","330.1","0.0","1577506.0","0.0","1577506.0","1510244.0","0.0","0.0","0.0","67262.0","1577506.0","158379.9","0.0","0.0","0.0","0.0","2147.0","160526.9","114740.4","1050168.0","73281.0","33156.8","293877.0","6050.0","10482.7","166199.0","51.0","0.0","0.0","0.0","158379.9","1510244.0","79382.0"
"4433","City of Covington - (GA)","GA","Municipal","84.9","72.1","0.0","422072.0","13879.0","435951.0","410670.0","0.0","4165.0","0.0","21116.0","435951.0","37651.0","0.0","0.0","0.0","0.0","2529.0","40180.0","13153.0","129363.0","9914.0","16238.0","149895.0","1849.0","8260.0","131412.0","10.0","0.0","0.0","0.0","37651.0","410670.0","11773.0"
"4437","City of Covington - (TN)","TN","Municipal","48.9","34.3","0.0","242668.0","0.0","242668.0","236480.0","0.0","0.0","728.0","5460.0","242668.0","20289.0","0.0","0.0","0.0","0.0","274.9","20563.9","4717.0","46868.0","3720.0","9236.0","91414.0","986.0","6336.0","98198.0","5.0","0.0","0.0","0.0","20289.0","236480.0","4711.0"
"4442","PUD No 1 of Cowlitz County","WA","Political Subdivision","649.0","779.0","18159.0","4871458.0","0.0","4889617.0","4825787.0","0.0","0.0","3251.0","60579.0","4889617.0","264978.0","0.0","0.0","0.0","0.0","0.0","264978.0","64100.0","762993.0","44238.0","33187.0","391644.0","5815.0","167691.0","3671150.0","312.0","0.0","0.0","0.0","264978.0","4825787.0","50365.0"
"4459","Cozad Board of Public Works","NE","Municipal","9.9","11.8","0.0","51004.0","0.0","51004.0","46993.0","0.0","0.0","0.0","4011.0","51004.0","4637.3","0.0","0.0","0.0","0.0","65.3","4702.6","2109.3","20005.0","1716.0","2112.2","21842.0","349.0","415.8","5146.0","1.0","0.0","0.0","0.0","4637.3","46993.0","2066.0"
"4471","Craig-Botetourt Electric Coop","VA","Cooperative","19.9","24.9","0.0","88134.0","0.0","88134.0","80389.0","0.0","0.0","0.0","7745.0","88134.0","11604.8","0.0","0.0","0.0","0.0","293.7","11898.5","9892.5","67899.0","6329.0","1712.3","12490.0","845.0","0.0","0.0","0.0","0.0","0.0","0.0","11604.8","80389.0","7174.0"
