"Country","Year","Metrics.State Fragility Index","Metrics.Effectiveness.Economic Effectiveness","Metrics.Effectiveness.Effectiveness Score","Metrics.Effectiveness.Political Effectiveness","Metrics.Effectiveness.Security Effectiveness","Metrics.Effectiveness.Social Effectiveness","Metrics.Legitimacy.Economic Legitimacy","Metrics.Legitimacy.Legitimacy Score","Metrics.Legitimacy.Political Legitimacy","Metrics.Legitimacy.Security Legitimacy","Metrics.Legitimacy.Social Legitimacy"
"Czech Republic","2002","2","0","2","2","0","0","0","0","0","0","0"
"Czech Republic","2003","0","0","0","0","0","0","0","0","0","0","0"
"Czech Republic","2004","0","0","0","0","0","0","0","0","0","0","0"
"Czech Republic","2005","0","0","0","0","0","0","0","0","0","0","0"
"Czech Republic","2006","1","0","0","0","0","0","0","1","1","0","0"
"Czech Republic","2007","1","0","0","0","0","0","0","1","1","0","0"
"Czech Republic","2008","1","0","0","0","0","0","0","1","1","0","0"
"Czech Republic","2009","1","0","0","0","0","0","0","1","1","0","0"
"Czech Republic","2010","1","0","0","0","0","0","0","1","1","0","0"
"Czech Republic","2011","1","0","0","0","0","0","0","1","1","0","0"
"Czech Republic","2012","1","0","0","0","0","0","0","1","1","0","0"
"Czech Republic","2013","1","0","0","0","0","0","0","1","1","0","0"
"Czech Republic","2014","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","1995","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","1996","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","1997","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","1998","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","1999","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2000","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2001","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2002","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2003","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2004","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2005","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2006","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2007","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2008","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2009","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2010","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2011","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2012","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2013","0","0","0","0","0","0","0","0","0","0","0"
"Denmark","2014","0","0","0","0","0","0","0","0","0","0","0"
"Djibouti","1995","18","3","9","2","1","3","2","9","2","2","3"
"Djibouti","1996","16","3","9","2","1","3","2","7","1","1","3"
"Djibouti","1997","15","3","9","2","1","3","2","6","0","1","3"
"Djibouti","1998","14","3","8","2","0","3","2","6","0","1","3"
"Djibouti","1999","15","3","8","2","0","3","2","7","1","1","3"
"Djibouti","2000","16","3","8","2","0","3","3","8","1","1","3"
"Djibouti","2001","15","3","8","2","0","3","2","7","1","1","3"
"Djibouti","2002","15","3","8","2","0","3","2","7","1","1","3"
"Djibouti","2003","15","3","8","2","0","3","2","7","1","1","3"
"Djibouti","2004","15","3","8","2","0","3","2","7","1","1","3"
"Djibouti","2005","14","3","7","2","0","2","2","7","1","1","3"
"Djibouti","2006","15","3","7","2","0","2","3","8","1","1","3"
"Djibouti","2007","15","3","7","2","0","2","3","8","1","1","3"
"Djibouti","2008","15","3","7","2","0","2","3","8","1","1","3"
"Djibouti","2009","13","3","6","1","0","2","2","7","1","1","3"
"Djibouti","2010","13","3","6","1","0","2","2","7","1","1","3"
"Djibouti","2011","13","3","6","1","0","2","2","7","1","1","3"
"Djibouti","2012","14","3","7","2","0","2","2","7","1","1","3"
"Djibouti","2013","13","3","7","2","0","2","2","6","0","1","3"
"Djibouti","2014","13","3","7","2","0","2","2","6","0","1","3"
"Dominican Republic","1995","8","2","5","1","0","2","0","3","2","0","1"
"Dominican Republic","1996","8","2","5","2","0","1","0","3","1","1","1"
"Dominican Republic","1997","7","2","4","1","0","1","0","3","1","1","1"
"Dominican Republic","1998","6","1","3","1","0","1","0","3","1","1","1"
"Dominican Republic","1999","6","1","3","1","0","1","0","3","1","1","1"
"Dominican Republic","2000","6","1","3","1","0","1","0","3","1","1","1"
"Dominican Republic","2001","6","1","3","1","0","1","0","3","1","1","1"
"Dominican Republic","2002","6","1","3","1","0","1","0","3","1","1","1"
"Dominican Republic","2003","6","1","3","1","0","1","0","3","1","1","1"
"Dominican Republic","2004","6","1","3","1","0","1","0","3","1","1","1"
"Dominican Republic","2005","6","1","3","1","0","1","0","3","1","1","1"
"Dominican Republic","2006","5","1","2","0","0","1","0","3","1","1","1"
"Dominican Republic","2007","5","1","2","0","0","1","0","3","1","1","1"
"Dominican Republic","2008","6","1","2","0","0","1","0","4","1","2","1"
"Dominican Republic","2009","6","1","2","0","0","1","0","4","1","2","1"
"Dominican Republic","2010","6","1","2","0","0","1","0","4","1","2","1"
"Dominican Republic","2011","5","1","2","0","0","1","0","3","1","2","0"
"Dominican Republic","2012","5","1","1","0","0","0","0","4","1","2","1"
"Dominican Republic","2013","5","1","1","0","0","0","0","4","1","2","1"
"Dominican Republic","2014","4","1","1","0","0","0","0","3","1","2","0"
"Ecuador","1995","11","2","4","0","1","1","3","7","2","1","1"
"Ecuador","1996","10","2","3","0","0","1","3","7","2","1","1"
"Ecuador","1997","10","2","3","0","0","1","3","7","2","1","1"
"Ecuador","1998","10","2","3","0","0","1","3","7","2","1","1"
"Ecuador","1999","10","2","3","0","0","1","3","7","2","1","1"
"Ecuador","2000","13","2","5","2","0","1","3","8","3","1","1"
"Ecuador","2001","13","2","5","2","0","1","3","8","3","1","1"
"Ecuador","2002","12","2","5","2","0","1","2","7","3","1","1"
"Ecuador","2003","12","2","5","2","0","1","2","7","3","1","1"
"Ecuador","2004","13","2","5","2","0","1","3","8","3","1","1"
"Ecuador","2005","12","1","4","2","0","1","3","8","3","1","1"
"Ecuador","2006","11","1","4","2","0","1","3","7","3","1","0"
"Ecuador","2007","10","1","3","2","0","0","3","7","3","1","0"
"Ecuador","2008","10","1","3","2","0","0","3","7","3","1","0"
"Ecuador","2009","11","1","3","2","0","0","3","8","3","1","1"
"Ecuador","2010","10","1","2","1","0","0","3","8","3","1","1"
"Ecuador","2011","10","1","3","2","0","0","3","7","3","1","0"
"Ecuador","2012","10","1","3","2","0","0","3","7","3","1","0"
"Ecuador","2013","8","1","3","2","0","0","3","5","1","1","0"
"Ecuador","2014","8","1","3","2","0","0","3","5","1","1","0"
"Egypt","1995","16","3","8","2","1","2","1","8","3","2","2"
"Egypt","1996","15","3","7","1","1","2","1","8","3","2","2"
"Egypt","1997","15","3","7","1","1","2","1","8","3","2","2"
"Egypt","1998","14","3","7","1","1","2","0","7","3","2","2"
"Egypt","1999","15","3","7","1","1","2","1","8","3","2","2"
"Egypt","2000","15","3","7","1","1","2","2","8","3","2","1"
"Egypt","2001","14","3","7","1","1","2","1","7","3","1","2"
"Egypt","2002","13","3","7","1","1","2","0","6","3","2","1"
"Egypt","2003","14","3","7","1","1","2","1","7","3","2","1"
"Egypt","2004","12","2","5","1","1","1","1","7","3","2","1"
"Egypt","2005","13","2","6","2","1","1","1","7","3","2","1"
"Egypt","2006","13","2","5","2","0","1","2","8","3","2","1"
"Egypt","2007","13","2","5","2","0","1","2","8","3","2","1"
"Egypt","2008","13","2","5","2","0","1","2","8","3","2","1"
"Egypt","2009","13","2","5","2","0","1","2","8","3","2","1"
"Egypt","2010","12","2","5","2","0","1","1","7","3","2","1"
"Egypt","2011","12","2","6","2","1","1","1","6","2","2","1"
"Egypt","2012","10","2","5","2","0","1","0","5","2","2","1"
"Egypt","2013","12","2","6","2","1","1","0","6","3","2","1"
"Egypt","2014","12","2","6","2","1","1","0","6","3","2","1"
"Equatorial Guinea","1995","16","2","7","3","0","2","3","9","1","2","3"
"Equatorial Guinea","1996","16","2","7","3","0","2","3","9","1","2","3"
"Equatorial Guinea","1997","16","2","7","3","0","2","3","9","1","2","3"
"Equatorial Guinea","1998","14","1","5","2","0","2","3","9","1","2","3"
"Equatorial Guinea","1999","14","1","5","2","0","2","3","9","1","2","3"
"Equatorial Guinea","2000","13","1","5","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2001","13","1","5","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2002","11","0","3","2","0","1","3","8","1","1","3"
"Equatorial Guinea","2003","11","0","3","1","0","2","3","8","1","1","3"
"Equatorial Guinea","2004","12","0","4","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2005","12","0","4","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2006","12","0","4","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2007","12","0","4","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2008","12","0","4","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2009","12","0","4","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2010","12","0","4","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2011","13","0","4","2","0","2","3","9","1","2","3"
"Equatorial Guinea","2012","12","0","4","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2013","12","0","4","2","0","2","3","8","1","1","3"
"Equatorial Guinea","2014","12","0","4","2","0","2","3","8","1","1","3"
"Eritrea","1995","15","4","10","1","2","3","3","5","0","0","2"
"Eritrea","1996","15","4","10","1","2","3","3","5","0","0","2"
"Eritrea","1997","16","4","10","1","2","3","3","6","0","1","2"
"Eritrea","1998","18","4","10","1","2","3","3","8","0","3","2"
"Eritrea","1999","16","4","10","1","2","3","3","6","0","1","2"
"Eritrea","2000","17","4","10","1","2","3","3","7","0","2","2"
"Eritrea","2001","16","4","10","1","2","3","3","6","0","1","2"
"Eritrea","2002","16","4","10","1","2","3","3","6","0","1","2"
"Eritrea","2003","15","4","9","0","2","3","3","6","0","1","2"
"Eritrea","2004","16","4","9","0","2","3","3","7","0","2","2"
"Eritrea","2005","15","4","9","0","2","3","3","6","0","1","2"
"Eritrea","2006","15","4","10","1","2","3","2","5","0","2","1"
"Eritrea","2007","15","4","10","1","2","3","2","5","0","2","1"
"Eritrea","2008","14","4","9","1","1","3","2","5","0","2","1"
"Eritrea","2009","14","4","9","1","1","3","2","5","0","2","1"
"Eritrea","2010","12","4","8","1","0","3","2","4","0","2","0"
"Eritrea","2011","13","4","8","1","0","3","2","5","0","2","1"
"Eritrea","2012","14","4","8","1","0","3","2","6","0","3","1"
"Eritrea","2013","15","4","9","2","0","3","2","6","0","3","1"
"Eritrea","2014","15","4","9","2","0","3","2","6","0","3","1"
"Estonia","1995","6","1","3","1","0","1","0","3","3","0","0"
"Estonia","1996","4","1","2","1","0","0","0","2","2","0","0"
"Estonia","1997","4","1","2","1","0","0","0","2","2","0","0"
"Estonia","1998","4","1","2","1","0","0","0","2","2","0","0"
"Estonia","1999","4","1","2","1","0","0","0","2","2","0","0"
"Estonia","2000","3","1","2","1","0","0","0","1","1","0","0"
"Estonia","2001","1","0","1","1","0","0","0","0","0","0","0"
"Estonia","2002","1","0","1","1","0","0","0","0","0","0","0"
"Estonia","2003","1","0","1","1","0","0","0","0","0","0","0"
"Estonia","2004","1","0","1","1","0","0","0","0","0","0","0"
"Estonia","2005","1","0","1","1","0","0","0","0","0","0","0"
"Estonia","2006","1","0","1","1","0","0","0","0","0","0","0"
"Estonia","2007","1","0","1","1","0","0","0","0","0","0","0"
"Estonia","2008","1","0","1","1","0","0","0","0","0","0","0"
"Estonia","2009","1","0","1","1","0","0","0","0","0","0","0"
"Estonia","2010","0","0","0","0","0","0","0","0","0","0","0"
"Estonia","2011","0","0","0","0","0","0","0","0","0","0","0"
"Estonia","2012","0","0","0","0","0","0","0","0","0","0","0"
"Estonia","2013","0","0","0","0","0","0","0","0","0","0","0"
"Estonia","2014","0","0","0","0","0","0","0","0","0","0","0"
"Ethiopia","1995","20","4","11","2","2","3","2","9","2","2","3"
"Ethiopia","1996","18","4","9","2","0","3","2","9","2","2","3"
"Ethiopia","1997","19","4","9","2","0","3","3","10","2","2","3"
"Ethiopia","1998","19","4","9","2","0","3","3","10","2","3","2"
"Ethiopia","1999","21","4","11","2","2","3","3","10","2","3","2"
"Ethiopia","2000","21","4","11","2","2","3","3","10","2","2","3"
"Ethiopia","2001","20","4","11","2","2","3","2","9","2","2","3"
"Ethiopia","2002","20","4","11","2","2","3","2","9","2","2","3"
"Ethiopia","2003","21","4","11","2","2","3","3","10","2","2","3"
"Ethiopia","2004","21","4","11","2","2","3","3","10","2","2","3"
"Ethiopia","2005","20","4","10","1","2","3","3","10","2","2","3"
"Ethiopia","2006","20","4","10","1","2","3","3","10","2","2","3"
"Ethiopia","2007","20","4","10","1","2","3","3","10","2","2","3"
"Ethiopia","2008","19","4","10","1","2","3","3","9","2","2","2"
"Ethiopia","2009","20","4","11","2","2","3","3","9","2","2","2"
"Ethiopia","2010","20","4","11","2","2","3","3","9","2","2","2"
"Ethiopia","2011","20","4","11","2","2","3","3","9","2","2","2"
"Ethiopia","2012","20","4","11","2","2","3","3","9","2","2","2"
"Ethiopia","2013","19","4","10","2","2","2","3","9","2","2","2"
"Ethiopia","2014","20","4","10","2","2","2","3","10","3","2","2"
"Timor Leste","2002","14","3","9","1","2","3","3","5","0","0","2"
"Timor Leste","2003","14","4","9","1","2","2","3","5","0","0","2"
"Timor Leste","2004","15","4","9","1","2","2","3","6","0","1","2"
"Timor Leste","2005","15","4","9","1","2","2","3","6","0","1","2"
"Timor Leste","2006","17","4","10","2","2","2","3","7","1","2","1"
"Timor Leste","2007","15","4","9","2","1","2","3","6","1","1","1"
"Timor Leste","2008","13","3","7","2","0","2","3","6","1","1","1"
"Timor Leste","2009","13","3","7","2","0","2","3","6","1","1","1"
"Timor Leste","2010","12","3","7","2","0","2","3","5","1","1","0"
"Timor Leste","2011","13","3","7","2","0","2","3","6","1","1","1"
"Timor Leste","2012","11","3","6","1","0","2","3","5","1","0","1"
"Timor Leste","2013","8","3","5","1","0","1","1","3","1","0","1"
"Timor Leste","2014","8","3","5","1","0","1","1","3","1","0","1"
"Finland","1995","0","0","0","0","0","0","0","0","0","0","0"
"Finland","1996","0","0","0","0","0","0","0","0","0","0","0"
"Finland","1997","0","0","0","0","0","0","0","0","0","0","0"
"Finland","1998","0","0","0","0","0","0","0","0","0","0","0"
"Finland","1999","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2000","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2001","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2002","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2003","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2004","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2005","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2006","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2007","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2008","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2009","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2010","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2011","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2012","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2013","0","0","0","0","0","0","0","0","0","0","0"
"Finland","2014","0","0","0","0","0","0","0","0","0","0","0"
"Fiji","1995","7","1","3","1","0","1","1","4","3","0","0"
"Fiji","1996","7","1","3","1","0","1","1","4","3","0","0"
"Fiji","1997","7","1","3","1","0","1","1","4","3","0","0"
"Fiji","1998","7","1","3","1","0","1","1","4","3","0","0"
"Fiji","1999","6","1","3","1","0","1","1","3","2","0","0"
"Fiji","2000","8","1","4","2","0","1","0","4","2","2","0"
"Fiji","2001","9","1","4","2","0","1","0","5","3","2","0"
"Fiji","2002","8","1","4","2","0","1","0","4","3","1","0"
"Fiji","2003","8","1","4","2","0","1","0","4","3","1","0"
"Fiji","2004","6","1","4","2","0","1","0","2","2","0","0"
"Fiji","2005","7","1","4","2","0","1","1","3","2","0","0"
"Fiji","2006","6","1","4","2","0","1","1","2","1","0","0"
"Fiji","2007","6","1","4","2","0","1","1","2","0","1","0"
"Fiji","2008","6","1","4","2","0","1","1","2","0","1","0"
"Fiji","2009","5","1","4","2","0","1","1","1","0","0","0"
"Fiji","2010","6","1","4","2","0","1","1","2","1","0","0"
"Fiji","2011","7","1","5","3","0","1","1","2","1","0","0"
"Fiji","2012","6","1","4","3","0","0","1","2","1","0","0"
"Fiji","2013","6","1","4","3","0","0","1","2","1","0","0"
"Fiji","2014","6","1","4","3","0","0","1","2","1","0","0"
"France","1995","1","0","0","0","0","0","0","1","1","0","0"
"France","1996","1","0","0","0","0","0","0","1","1","0","0"
"France","1997","1","0","0","0","0","0","0","1","1","0","0"
"France","1998","1","0","0","0","0","0","0","1","1","0","0"
"France","1999","1","0","0","0","0","0","0","1","1","0","0"
"France","2000","1","0","0","0","0","0","0","1","1","0","0"
"France","2001","1","0","0","0","0","0","0","1","1","0","0"
"France","2002","1","0","0","0","0","0","0","1","1","0","0"
"France","2003","1","0","0","0","0","0","0","1","1","0","0"
"France","2004","1","0","0","0","0","0","0","1","1","0","0"
"France","2005","1","0","0","0","0","0","0","1","1","0","0"
"France","2006","1","0","0","0","0","0","0","1","1","0","0"
"France","2007","1","0","0","0","0","0","0","1","1","0","0"
"France","2008","1","0","0","0","0","0","0","1","1","0","0"
"France","2009","1","0","0","0","0","0","0","1","1","0","0"
"France","2010","1","0","0","0","0","0","0","1","1","0","0"
"France","2011","1","0","0","0","0","0","0","1","1","0","0"
"France","2012","1","0","0","0","0","0","0","1","1","0","0"
"France","2013","1","0","0","0","0","0","0","1","1","0","0"
"France","2014","1","0","0","0","0","0","0","1","1","0","0"
"Gabon","1995","12","1","5","2","0","2","3","7","0","1","3"
"Gabon","1996","12","1","5","2","0","2","3","7","0","1","3"
"Gabon","1997","11","0","4","2","0","2","3","7","0","1","3"
"Gabon","1998","11","0","4","2","0","2","3","7","0","1","3"
"Gabon","1999","11","1","5","2","0","2","3","6","0","0","3"
"Gabon","2000","12","1","5","2","0","2","3","7","0","1","3"
"Gabon","2001","10","1","4","1","0","2","3","6","0","0","3"
"Gabon","2002","10","1","4","1","0","2","3","6","0","0","3"
"Gabon","2003","11","1","4","1","0","2","3","7","0","1","3"
"Gabon","2004","11","1","4","1","0","2","3","7","0","1","3"
"Gabon","2005","11","1","4","1","0","2","3","7","0","1","3"
"Gabon","2006","11","1","4","1","0","2","3","7","0","1","3"
"Gabon","2007","10","1","3","1","0","1","3","7","0","1","3"
"Gabon","2008","10","1","3","1","0","1","3","7","0","1","3"
"Gabon","2009","11","1","3","1","0","1","3","8","1","1","3"
"Gabon","2010","11","1","3","1","0","1","3","8","1","1","3"
"Gabon","2011","11","1","3","1","0","1","3","8","1","1","3"
"Gabon","2012","11","1","3","1","0","1","3","8","1","1","3"
"Gabon","2013","11","1","3","1","0","1","3","8","1","1","3"
"Gabon","2014","10","1","3","1","0","1","3","7","1","0","3"
"Gambia","1995","14","4","10","3","0","3","1","4","0","0","3"
"Gambia","1996","14","4","9","2","0","3","2","5","0","0","3"
"Gambia","1997","14","4","9","2","0","3","2","5","0","0","3"
"Gambia","1998","16","4","9","2","0","3","3","7","0","1","3"
"Gambia","1999","15","4","9","2","0","3","2","6","0","1","3"
"Gambia","2000","15","4","9","2","0","3","2","6","0","1","3"
"Gambia","2001","15","4","9","2","0","3","2","6","0","1","3"
"Gambia","2002","13","4","9","2","0","3","1","4","0","0","3"
"Gambia","2003","13","4","9","2","0","3","1","4","0","0","3"
"Gambia","2004","12","4","9","2","0","3","1","3","0","0","2"
"Gambia","2005","12","4","9","2","0","3","1","3","0","0","2"
"Gambia","2006","15","4","10","3","0","3","2","5","0","1","2"
"Gambia","2007","15","4","10","3","0","3","2","5","0","1","2"
"Gambia","2008","14","4","9","3","0","2","2","5","0","1","2"
"Gambia","2009","13","4","8","2","0","2","2","5","0","1","2"
"Gambia","2010","14","4","9","3","0","2","2","5","0","1","2"
"Gambia","2011","14","4","9","3","0","2","2","5","0","1","2"
"Gambia","2012","14","4","9","3","0","2","2","5","0","1","2"
"Gambia","2013","15","4","9","3","0","2","3","6","0","1","2"
"Gambia","2014","15","4","9","3","0","2","3","6","0","1","2"
"Ghana","1995","16","4","9","3","0","2","3","7","2","1","1"
"Ghana","1996","15","4","9","3","0","2","3","6","1","0","2"
"Ghana","1997","14","4","9","3","0","2","3","5","1","0","1"
"Ghana","1998","14","4","9","3","0","2","2","5","1","1","1"
"Ghana","1999","13","4","8","2","0","2","2","5","1","1","1"
"Ghana","2000","12","4","7","1","0","2","3","5","1","0","1"
"Ghana","2001","11","4","7","1","0","2","2","4","1","0","1"
"Ghana","2002","12","4","7","1","0","2","2","5","1","1","1"
"Ghana","2003","13","4","7","1","0","2","2","6","1","1","2"
"Ghana","2004","14","4","8","2","0","2","2","6","1","1","2"
"Ghana","2005","12","3","7","2","0","2","2","5","1","1","1"
"Ghana","2006","13","3","7","2","0","2","2","6","1","1","2"
"Ghana","2007","13","3","7","2","0","2","2","6","1","1","2"
"Ghana","2008","13","3","7","2","0","2","2","6","1","1","2"
"Ghana","2009","13","3","7","2","0","2","2","6","1","1","2"
"Ghana","2010","12","3","7","2","0","2","2","5","1","1","1"
"Ghana","2011","11","3","6","1","0","2","2","5","1","1","1"
"Ghana","2012","10","3","6","1","0","2","2","4","1","1","0"
"Ghana","2013","11","3","6","1","0","2","2","5","1","1","1"
"Ghana","2014","10","3","5","0","0","2","2","5","1","1","1"
"Germany","1995","1","0","1","1","0","0","0","0","0","0","0"
"Germany","1996","1","0","1","1","0","0","0","0","0","0","0"
"Germany","1997","1","0","1","1","0","0","0","0","0","0","0"
"Germany","1998","1","0","1","1","0","0","0","0","0","0","0"
"Germany","1999","1","0","1","1","0","0","0","0","0","0","0"
"Germany","2000","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2001","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2002","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2003","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2004","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2005","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2006","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2007","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2008","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2009","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2010","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2011","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2012","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2013","0","0","0","0","0","0","0","0","0","0","0"
"Germany","2014","0","0","0","0","0","0","0","0","0","0","0"
"Guinea-Bissau","1995","17","4","10","3","0","3","3","7","1","0","3"
"Guinea-Bissau","1996","16","4","10","3","0","3","1","6","1","1","3"
"Guinea-Bissau","1997","16","4","10","3","0","3","1","6","1","1","3"
"Guinea-Bissau","1998","19","4","11","3","1","3","1","8","3","1","3"
"Guinea-Bissau","1999","20","4","11","3","1","3","1","9","3","2","3"
"Guinea-Bissau","2000","19","4","11","3","1","3","3","8","1","1","3"
"Guinea-Bissau","2001","19","4","11","3","1","3","3","8","1","1","3"
"Guinea-Bissau","2002","19","4","11","3","1","3","3","8","1","1","3"
"Guinea-Bissau","2003","18","4","10","3","0","3","3","8","1","1","3"
"Guinea-Bissau","2004","18","4","10","3","0","3","3","8","1","1","3"
"Guinea-Bissau","2005","18","4","10","3","0","3","3","8","1","1","3"
"Guinea-Bissau","2006","17","4","10","3","0","3","3","7","1","0","3"
"Guinea-Bissau","2007","17","4","10","3","0","3","3","7","1","0","3"
"Guinea-Bissau","2008","17","4","10","3","0","3","3","7","1","0","3"
"Guinea-Bissau","2009","17","4","10","3","0","3","3","7","0","1","3"
"Guinea-Bissau","2010","17","4","10","3","0","3","3","7","0","1","3"
"Guinea-Bissau","2011","17","4","10","3","0","3","3","7","0","1","3"
"Guinea-Bissau","2012","18","4","10","3","0","3","3","8","1","1","3"
"Guinea-Bissau","2013","18","4","10","3","0","3","3","8","1","1","3"
"Guinea-Bissau","2014","17","4","10","3","0","3","3","7","0","1","3"
"Greece","1995","1","0","0","0","0","0","0","1","0","1","0"
"Greece","1996","1","0","0","0","0","0","0","1","0","1","0"
"Greece","1997","1","0","0","0","0","0","0","1","0","1","0"
"Greece","1998","1","0","0","0","0","0","0","1","0","1","0"
"Greece","1999","0","0","0","0","0","0","0","0","0","0","0"
"Greece","2000","0","0","0","0","0","0","0","0","0","0","0"
"Greece","2001","0","0","0","0","0","0","0","0","0","0","0"
"Greece","2002","0","0","0","0","0","0","0","0","0","0","0"
"Greece","2003","0","0","0","0","0","0","0","0","0","0","0"
"Greece","2004","0","0","0","0","0","0","0","0","0","0","0"
"Greece","2005","0","0","0","0","0","0","0","0","0","0","0"
"Greece","2006","1","0","0","0","0","0","0","1","0","1","0"
"Greece","2007","1","0","0","0","0","0","0","1","0","1","0"
"Greece","2008","1","0","0","0","0","0","0","1","0","1","0"
"Greece","2009","1","0","0","0","0","0","0","1","0","1","0"
"Greece","2010","1","0","0","0","0","0","0","1","0","1","0"
"Greece","2011","1","0","0","0","0","0","0","1","0","1","0"
"Greece","2012","2","0","0","0","0","0","1","2","0","1","0"
"Greece","2013","2","0","0","0","0","0","1","2","0","1","0"
"Greece","2014","2","0","0","0","0","0","1","2","0","1","0"
"Georgia","1995","14","3","8","2","1","2","1","6","2","2","1"
"Georgia","1996","10","3","7","2","1","1","0","3","2","1","0"
"Georgia","1997","10","3","7","2","1","1","0","3","2","1","0"
"Georgia","1998","11","3","7","2","1","1","0","4","2","2","0"
"Georgia","1999","11","3","7","2","1","1","1","4","2","1","0"
"Georgia","2000","12","3","7","2","1","1","1","5","3","1","0"
"Georgia","2001","11","3","6","1","1","1","1","5","3","1","0"
"Georgia","2002","11","3","5","1","0","1","1","6","3","1","1"
"Georgia","2003","11","2","5","2","0","1","1","6","3","1","1"
"Georgia","2004","9","2","5","2","0","1","1","4","2","1","0"
"Georgia","2005","8","2","4","2","0","0","1","4","2","1","0"
"Georgia","2006","6","2","4","2","0","0","0","2","1","1","0"
"Georgia","2007","8","2","4","2","0","0","0","4","3","1","0"
"Georgia","2008","8","2","5","2","1","0","0","3","2","1","0"
"Georgia","2009","8","2","5","2","1","0","0","3","2","1","0"
"Georgia","2010","8","2","5","2","1","0","0","3","2","1","0"
"Georgia","2011","8","2","5","2","1","0","0","3","2","1","0"
"Georgia","2012","8","2","5","2","1","0","0","3","2","1","0"
"Georgia","2013","7","2","4","2","0","0","0","3","2","1","0"
"Georgia","2014","7","2","4","2","0","0","0","3","2","1","0"
"Guatemala","1995","20","2","10","3","3","2","1","10","3","3","3"
"Guatemala","1996","18","2","10","3","3","2","1","8","2","3","2"
"Guatemala","1997","16","2","10","3","3","2","1","6","1","2","2"
"Guatemala","1998","17","2","10","3","3","2","1","7","2","2","2"
"Guatemala","1999","16","2","9","3","2","2","1","7","2","2","2"
"Guatemala","2000","16","2","9","3","2","2","1","7","2","2","2"
"Guatemala","2001","16","2","9","3","2","2","1","7","2","2","2"
"Guatemala","2002","16","2","9","3","2","2","1","7","2","2","2"
"Guatemala","2003","14","2","8","2","2","2","1","6","2","2","1"
"Guatemala","2004","12","2","8","2","2","2","0","4","2","1","1"
"Guatemala","2005","13","2","8","2","2","2","0","5","2","2","1"
"Guatemala","2006","12","2","7","1","2","2","0","5","2","2","1"
"Guatemala","2007","12","2","7","1","2","2","0","5","2","2","1"
"Guatemala","2008","11","2","6","0","2","2","0","5","2","2","1"
