Louis Gonda,222,2001,1973,ILFC,founder,aircraft leasing,new,52,male,United States,USA,10600000000000.0,North America,founder non-finance,2.1,Traded Sectors,True,Consumer,not inherited,True,False
Sammy Ofer,222,2001,1950,Zodiac Maritime Agencies,relation,shipping,new,0,male,Israel,ISR,130000000000.0,Middle East/North Africa,inherited,2.1,Traded Sectors,False,Consumer,father,False,False
Sergio Mantegazza,222,2001,1928,Globus,relation,travel company,new,73,male,Switzerland,CHE,279000000000.0,Europe,inherited,2.1,0,True,Other,father,False,False
Steven Spielberg,222,2001,1994,DreamWorks,founder,movies,new,54,male,United States,USA,10600000000000.0,North America,founder non-finance,2.1,Non-Traded Sectors,True,Media,not inherited,True,False
Edmond Safra,223,1996,1955,Banco Safra (now Saftra Group),founder,banking,new,0,male,Lebanon,LBN,13690217121.0,Middle East/North Africa,self-made finance,1.8,Financial,False,Money Management,not inherited,True,False
Teh Hong Piow,224,1996,1966,Public Bank,founder,banking,new,56,male,Malaysia,MYS,101000000000.0,East Asia,self-made finance,1.8,Financial,False,Money Management,not inherited,True,False
"Rupert Johnson, Jr.",224,2014,1947,Franklin Resources,relation,mutal funds,new,72,male,United States,USA,0.0,North America,inherited,6.2,Financial,True,Money Management,father,False,False
S. Truett Cathy,224,2014,1946,Chick-fil-A,founder,restaurants,new,92,male,United States,USA,0.0,North America,founder non-finance,6.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Sumner Redstone,224,2014,1936,National Amusements,relation,media,new,90,male,United States,USA,0.0,North America,inherited,6.2,Non-Traded Sectors,True,Media,father,False,False
Alberto Bailleres Gonzalez,225,1996,1960,Penoles,relation,mining,privatization,63,male,Mexico,MEX,397000000000.0,Latin America,inherited,1.8,Resource Related,False,Mining and metals,father,False,False
Huang Shi-hui,226,1996,1903,Chinfon Group,relation,automobiles,new,0,male,Taiwan,Taiwan,0.0,East Asia,inherited,1.8,Traded Sectors,False,Consumer,3rd generation,False,False
Moores family,227,1996,1932,Littlewoods,,retail,new,0,,United Kingdom,GBR,1310000000000.0,Europe,inherited,1.8,Non-Traded Sectors,True,"Retail, Restaurant",father,False,False
David Geffen,227,2014,1970,Asylum Records/Geffen Records/Dreamworks,founder,entertainment,new,71,male,United States,USA,0.0,North America,founder non-finance,6.1,Non-Traded Sectors,True,Media,not inherited,True,False
Iskander Makhmudov,227,2014,1999,Ural Mining and Metallurgical Company,founder,mining,new,50,male,Russia,RUS,0.0,Europe,privatized and resources,6.1,Resource Related,False,Mining and metals,not inherited,True,False
Lucio Tan,227,2014,1982,Asia Brewery,founder,beverages,new,79,male,Philippines,PHL,0.0,East Asia,privatized and resources,6.1,Financial,False,Diversified financial,not inherited,True,True
Pyotr Aven,227,2014,1989,Alfa Group,chairman of the board,financial services,new,58,male,Russia,RUS,0.0,Europe,privatized and resources,6.1,Resource Related,False,Energy,not inherited,False,False
Richard LeFrak,227,2014,1883,LeFrack ,relation,real estate,new,68,male,United States,USA,0.0,North America,inherited,6.1,Financial,True,Real Estate,4th generation,False,False
Sandra Ortega Mera,227,2014,1975,Zara,relation,clothing,new,45,female,Spain,ESP,0.0,Europe,inherited,6.1,Traded Sectors,True,Consumer,father,False,False
"Thomas Frist, Jr.",227,2014,1968,Hostpital Corporation of America,founder/relation,hospitals,new,75,male,United States,USA,0.0,North America,founder non-finance,6.1,New Sectors,True,Technology-Medical,not inherited,True,False
Bennett Dorrance,228,1996,1869,Campbell Soup,relation,soup,aquired,63,male,United States,USA,8100000000000.0,North America,inherited,1.8,Traded Sectors,True,Consumer,3rd generation,False,False
Stanley Hubbard,229,1996,1925,Hubbard Broadcasting Inc,owner,media,new,62,male,United States,USA,8100000000000.0,North America,executive,1.8,Non-Traded Sectors,True,Media,not inherited,False,False
Eliodoro Matte,230,1996,1920,CMPC,relation,timber and paper,new,50,male,Chile,CHL,75800000000.0,Latin America,inherited,1.7,Traded Sectors,False,Consumer,father,False,False
Goulandris family,231,1996,0,Fitzwilton,,shipping,,0,,Greece,GRC,147000000000.0,Europe,inherited,1.7,Financial,True,Money Management,not inherited,False,False
John Dorrance,232,1996,1869,Campbell Soup,relation,soup,aquired,52,male,Ireland,IRL,75700000000.0,Europe,inherited,1.7,Traded Sectors,True,Consumer,3rd generation,False,False
Masakuni Osano,233,1996,1960,Kyo-Ya Company,president,real estate,new,0,male,Japan,JPN,4710000000000.0,East Asia,self-made finance,1.7,Financial,True,Real Estate,not inherited,False,False
Ingvar Kamprad,234,1996,1943,IKEA,founder,furniture,new,69,male,Sweden,SWE,288000000000.0,Europe,founder non-finance,1.7,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Antonio Champalimaud,234,2001,1923,Maceira Liz,relation,cement,new,82,male,Portugal,PRT,122000000000.0,Europe,inherited,2.0,Financial,True,Money Management,father,False,False
Ayhan Sahenk,234,2001,1951,Dogus Holding,founder,construction,new,0,male,Turkey,TUR,196000000000.0,Middle East/North Africa,self-made finance,2.0,Financial,False,Money Management,not inherited,True,False
Edward Gaylord,234,2001,1975,Gaylord Entertainment Company,founder,media,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,Non-Traded Sectors,True,Media,not inherited,True,False
Fayez Sarofim,234,2001,1958,Fayez Sarofim & Co,relation,money management,new,72,male,United States,USA,10600000000000.0,North America,self-made finance,2.0,Financial,True,Money Management,not inherited,False,False
Gary Winnick,234,2001,1997,Global Crossing limited,founder,fiber optic cables,new,0,male,United States,USA,10600000000000.0,North America,self-made finance,2.0,Financial,True,Money Management,not inherited,True,False
Georg Thyssen-Bornemisza,234,2001,1926,TBG (Thyssen-Bornemisza Group) Holdings,relation,steel,new,0,male,Switzerland,CHE,279000000000.0,Europe,inherited,2.0,Traded Sectors,True,Non-consumer industrial,3rd generation,False,False
Hubert Burda,234,2001,1898,Hubert Burda Media,relation,media,new,61,male,Germany,DEU,1950000000000.0,Europe,inherited,2.0,Non-Traded Sectors,True,Media,father,False,False
Hugo Mann,234,2001,1938,Mann Mobilia,founder,furniture,new,87,male,Germany,DEU,1950000000000.0,Europe,founder non-finance,2.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Jeffrey Bezos,234,2001,1994,Amazon,founder, technology, new,37,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
John Menard,234,2001,1972,Menards,founder,hardware stores,new,61,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
John Morgridge,234,2001,1984,Cisco Systems,ceo,software,new,67,male,United States,USA,10600000000000.0,North America,executive,2.0,New Sectors,True,Technology-Computer,not inherited,False,False
Patrick McGovern,234,2001,1964,International Data Goup,founder,technology publishing,new,63,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,New Sectors,True,Technology-Computer,not inherited,True,False
Peter Kellogg,234,2001,1931,"Spear, Leeds & Kellogg",relation,investment banking,new,58,male,United States,USA,10600000000000.0,North America,inherited,2.0,Financial,True,Money Management,father,False,False
Richard Egan,234,2001,1979,EMC Corporation,founder,data storage,new,65,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,New Sectors,True,Technology-Computer,not inherited,True,False
Richard Li,234,2001,1971,Cheung king,relation,real estate,new,34,male,Hong Kong,HKG,169000000000.0,East Asia,inherited,2.0,Non-Traded Sectors,False,Media,father,False,False
Robert Naify,234,2001,1912,,relation,movie theatres,new,79,male,United States,USA,10600000000000.0,North America,inherited,2.0,0,True,0,father,False,False
Theodore Waitt,234,2001,1985,Gateway,founder,computers,new,38,male,United States,USA,10600000000000.0,North America,founder non-finance,2.0,New Sectors,True,Technology-Computer,not inherited,True,False
Chan Laiwa,234,2014,1988,Fuwah International Group,founder,real estate,new,73,female,China,CHN,0.0,East Asia,self-made finance,6.0,Financial,False,Real Estate,not inherited,True,False
Denis O'Brien,234,2014,1997,Estat Digiphone (O2),founder,telecommunications,new,55,male,Ireland,IRL,0.0,Europe,privatized and resources,6.0,Non-Traded Sectors,True,Media,not inherited,True,True
Filaret Galchev,234,2014,1999,Rosuglesbyt,founder,coal,new,50,male,Russia,RUS,0.0,Europe,founder non-finance,6.0,Non-Traded Sectors,False,Constrution,not inherited,True,False
Ira Rennert,234,2014,1975,Renco,founder,investment,new,79,male,United States,USA,0.0,North America,self-made finance,6.0,Financial,True,Diversified financial,not inherited,True,False
James Irving,234,2014,1882,J.D. Irving,relation,timber,new,85,male,Canada,CAN,0.0,North America,inherited,6.0,Financial,True,Diversified financial,3rd generation,False,False
Patrizio Bertelli,234,2014,1913,Prada,relation,luxury goods,new,68,male,Italy,ITA,0.0,Europe,inherited,6.0,Traded Sectors,True,Consumer,father,False,False
Piya Bhirombhakdi,235,1996,1933,Boon Rawd Brewery,relation,beer,new,0,male,Thailand,THA,182000000000.0,East Asia,inherited,1.7,Traded Sectors,False,Consumer,3rd generation,False,False
Boonchai Bencharongkul,236,1996,1989,Total Access Communications,chairman,telecomm,new,0,male,Thailand,THA,182000000000.0,East Asia,executive,1.7,Non-Traded Sectors,False,Media,not inherited,False,False
Gordon Getty,237,1996,1904,Getty ,relation,oil,new,45,male,United States,USA,8100000000000.0,North America,inherited,1.7,Resource Related,True,Energy,father,False,False
Theodore Waitt,238,1996,1985,Gateway,founder,computers,new,33,male,United States,USA,8100000000000.0,North America,founder non-finance,1.7,New Sectors,True,Technology-Computer,not inherited,True,False
Harry Brakemann Helmsley,239,1996,1938,Helmsley hotels,founder,real estate,aquired,0,male,United States,USA,8100000000000.0,North America,self-made finance,1.7,Financial,True,Real Estate,not inherited,True,False
Joan Kroc,240,1996,1940,McDonald's,relation,restaurants,new,0,female,United States,USA,8100000000000.0,North America,inherited,1.7,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,False,False
Charles Schwab,240,2014,1971,Charles Schwab Corporation,founder,brokerage/banking,new,76,male,United States,USA,0.0,North America,self-made finance,5.8,Financial,True,Money Management,not inherited,True,False
Dennis Washington,240,2014,1964,Washington Companies,founder,construction,new,79,male,United States,USA,0.0,North America,founder non-finance,5.8,Non-Traded Sectors,True,Constrution,not inherited,True,False
Gayle Cook,240,2014,1963,Cook Group,founder,medical technology,new,80,female,United States,USA,0.0,North America,founder non-finance,5.8,New Sectors,True,Technology-Medical,not inherited,True,False
Leon Black,240,2014,1990,Apollo Global management,founder,private equity,new,62,male,United States,USA,0.0,North America,self-made finance,5.8,Financial,True,Private equity/leveraged buyout,not inherited,True,False
Micky Arison,241,1996,1972,Carnival Corporation,relation,cruises,new,46,male,United States,USA,8100000000000.0,North America,inherited,1.7,Non-Traded Sectors,True,"Retail, Restaurant",father,False,False
Luis Carlos Sarmiento Angulo,242,1996,1971,"Grupo Aval Acciones y Valores, SA",founder,banking,aquired,63,male,Colombia,COL,97200000000.0,Latin America,self-made finance,1.6,Financial,False,Money Management,not inherited,True,False
Paul-Louis Halley,243,1996,1961,Promodes,relation,retail,new,0,male,France,FRA,1610000000000.0,Europe,executive,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,False,False
Rochling family,244,1996,1822,Rochling Group,,coal,new,0,,Germany,DEU,2500000000000.0,Europe,inherited,1.6,Traded Sectors,True,Non-consumer industrial,3rd generation,False,False
Hui Ka Yan,244,2014,1997,Evergrande Group,chairman,real estate,new,55,male,China,CHN,0.0,East Asia,self-made finance,5.7,Financial,False,Real Estate,not inherited,False,False
Hui Wing Mau,244,2014,1988,Shimao Property,founder,real estate,new,63,male,Hong Kong,HKG,0.0,East Asia,self-made finance,5.7,Financial,False,Real Estate,not inherited,True,False
Idan Ofer,244,2014,1950,Zodiac Maritime Agencies,relation,shipping,new,58,male,Israel,ISR,0.0,Middle East/North Africa,inherited,5.7,Resource Related,False,Energy,father,False,False
Isak Andic,244,2014,1973,Mango,founder,fashion,new,60,male,Spain,ESP,0.0,Europe,founder non-finance,5.7,Traded Sectors,True,Consumer,not inherited,True,False
Jorn Rausing,244,2014,1951,Tetra Pak,relation,food packaging,new,54,male,Sweden,SWE,0.0,Europe,inherited,5.7,0,True,Other,3rd generation,False,False
Leslie Wexner,244,2014,1963,Limited Brands,founder,clothing,new,76,male,United States,USA,0.0,North America,founder non-finance,5.7,Traded Sectors,True,Consumer,not inherited,True,False
Patrick McGovern,244,2014,1964,International Data Goup,founder,technology publishing,new,76,male,United States,USA,0.0,North America,founder non-finance,5.7,Non-Traded Sectors,True,Media,not inherited,True,False
Sunil Mittal,244,2014,1980,Bharti Enterprises,founder,telecommunications,new,56,male,India,IND,0.0,South Asia,founder non-finance,5.7,Non-Traded Sectors,False,Media,not inherited,True,False
Klaus Tschira,245,1996,1972,SAP AG,founder,software,new,55,male,Germany,DEU,2500000000000.0,Europe,founder non-finance,1.6,New Sectors,True,Technology-Computer,not inherited,True,False
Lo Ying Shek,246,1996,1963,Great Eagle Holdings,founder,real estate,new,0,male,Hong Kong,HKG,160000000000.0,East Asia,self-made finance,1.6,Financial,False,Real Estate,not inherited,True,False
R Budi Hartono,247,1996,1951,Djarum,relation,tobacco,new,55,male,Indonesia,IDN,227000000000.0,East Asia,self-made finance,1.6,Financial,False,Money Management,not inherited,False,False
Kenkichi Nakajima,248,1996,1946,Heiwa,founder,pachinko,new,0,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,1.6,Traded Sectors,True,Consumer,not inherited,True,False
Kunio Busujima,249,1996,1950,Sankyo,founder,pachinko gaming machines,new,-42,male,Japan,JPN,4710000000000.0,East Asia,founder non-finance,1.6,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Anton Rupert,250,1996,1940,Rembrandt Group,relation,tobacco/luxury brands,new,0,male,South Africa,ZAF,148000000000.0,Sub-Saharan Africa,inherited,1.6,Traded Sectors,False,Consumer,father,False,False
Gerald Cavendish Grosvenor,251,1996,1677,Grosvenor Group,relation,real estate,new,44,male,United Kingdom,GBR,1310000000000.0,Europe,inherited,1.6,Financial,True,Real Estate,5th generation or longer,False,False
Abdul Aziz Al Ghurair,251,2001,1960,Al-Ghurair Group,relation,industrial goods,new,47,male,United Arab Emirates,ARE,103000000000.0,Middle East/North Africa,inherited,1.9,Financial,False,Money Management,father,False,False
Akihiko Otsuka,251,2001,1921,Otsuka Holdings,relation,pharmaceuticals,new,0,male,Japan,JPN,4160000000000.0,East Asia,inherited,1.9,New Sectors,True,Technology-Medical,father,False,False
Alberto Bailleres Gonzalez,251,2001,1960,Penoles,relation,mining,privatization,68,male,Mexico,MEX,725000000000.0,Latin America,inherited,1.9,Resource Related,False,Mining and metals,father,False,False
Arthur Blank,251,2001,1979,Home Depot,founder,retail,new,58,male,United States,USA,10600000000000.0,North America,founder non-finance,1.9,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Glen Taylor,251,2001,1975,Taylor Corporation,founder,printing and electronics,aquired,59,male,United States,USA,10600000000000.0,North America,founder non-finance,1.9,Non-Traded Sectors,True,Media,not inherited,True,False
Jim Pattison,251,2001,1961,Jim Pattison Group,founder CEO owner,autos,new,72,male,Canada,CAN,733000000000.0,North America,self-made finance,1.9,Financial,True,Money Management,not inherited,True,False
John Hargreaves,251,2001,1985,Matalan,founder,retail,new,57,male,United Kingdom,GBR,1530000000000.0,Europe,founder non-finance,1.9,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
John Jahr,251,2001,0,,,media,,0,male,Germany,DEU,1950000000000.0,Europe,inherited,1.9,Non-Traded Sectors,True,Media,not inherited,False,False
Khalid Bin Mahfouz,251,2001,1953,National Comercial bank of Saudi Arabia,relation,banking,new,54,male,Saudi Arabia,SAU,183000000000.0,Middle East/North Africa,inherited,1.9,Financial,False,Money Management,father,False,True
Kjeld Kirk Kristiansen,251,2001,1949,Lego,relation,toys,new,53,male,Denmark,DNK,165000000000.0,Europe,inherited,1.9,Traded Sectors,True,Consumer,3rd generation,False,False
Leona Helmsley,251,2001,1938,Helmsley hotels,investor ,real estate,aquired,81,female,United States,USA,10600000000000.0,North America,self-made finance,1.9,Financial,True,Real Estate,not inherited,False,False
Lowry Mays,251,2001,1972,Clear Channel Communications,founder,media,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.9,Non-Traded Sectors,True,Media,not inherited,True,False
Masao Morita,251,2001,1947,Sony,relation,electronics,new,0,male,Japan,JPN,4160000000000.0,East Asia,inherited,1.9,Non-Traded Sectors,True,Media,father,False,False
Michael Krasny,251,2001,1984,CDW Corporation,founder,retail,new,47,male,United States,USA,10600000000000.0,North America,founder non-finance,1.9,New Sectors,True,Technology-Computer,not inherited,True,False
Paolo Bulgari,251,2001,1884,Bulgari,relation,luxury goods,new,0,male,Italy,ITA,1160000000000.0,Europe,inherited,1.9,Traded Sectors,True,Consumer,5th generation or longer,False,False
Richard Rainwater,251,2001,1986,ENSCO International,founder,hedge funds,new,56,male,United States,USA,10600000000000.0,North America,self-made finance,1.9,Financial,True,Real Estate,not inherited,True,False
Robert Fisher,251,2001,1969,The Gap,relation,clothing ,new,47,male,United States,USA,10600000000000.0,North America,inherited,1.9,Traded Sectors,True,Consumer,father,False,False
Sam Zell,251,2001,1968,Equity Group Investments,founder,real estate,new,59,male,United States,USA,10600000000000.0,North America,self-made finance,1.9,Financial,True,Real Estate,not inherited,False,False
Stefan Schoerghuber,251,2001,1954,Schorghuber Group,relation,real estate,new,0,male,Germany,DEU,1950000000000.0,Europe,inherited,1.9,Financial,True,Real Estate,father,False,False
Terence Matthews,251,2001,1972,Mitel,founder,technology consulting,new,0,male,Canada,CAN,733000000000.0,North America,founder non-finance,1.9,New Sectors,True,Technology-Computer,not inherited,True,False
Yasuyuki Nambu,251,2001,1976,Pasona Inc,founder,staffing services,new,0,male,Japan,JPN,4160000000000.0,East Asia,founder non-finance,1.9,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Riley Bechtel,252,1996,1898,Bechtel Corporation,relation and chairman,construction,new,43,male,United States,USA,8100000000000.0,North America,inherited,1.6,Non-Traded Sectors,True,Constrution,4th generation,False,False
Peter Nicholas,253,1996,1979,Boston Scientific,founder,medical devices,new,55,male,United States,USA,8100000000000.0,North America,founder non-finance,1.6,New Sectors,True,Technology-Medical,not inherited,True,False
Ray Lee Hunt,253,2014,1934,Hunt Oil. Co,relation,oil,new,71,male,United States,USA,0.0,North America,inherited,5.6,Resource Related,True,Energy,father,False,False
Stanley Kroenke,253,2014,1991,Kroenke Sports Enterprises,founder,real estate/sports teams,new,66,male,United States,USA,0.0,North America,founder non-finance,5.6,0,True,Other,not inherited,True,False
Teh Hong Piow,253,2014,1966,Public Bank,founder,banking,new,83,male,Malaysia,MYS,0.0,East Asia,self-made finance,5.6,Financial,False,Money Management,not inherited,True,False
Stephen Bechtel,254,1996,1898,Bechtel Corporation,relation,construction,new,70,male,United States,USA,8100000000000.0,North America,inherited,1.6,Non-Traded Sectors,True,Constrution,4th generation,False,False
Peugeot family,255,1996,1810,Peugeot,,cars,new,0,,France,FRA,1610000000000.0,Europe,inherited,1.5,Traded Sectors,True,Consumer,3rd generation,False,False
Karl Diehl,256,1996,1902,Diehl Stiftung,relation,armaments,new,0,male,Germany,DEU,2500000000000.0,Europe,inherited,1.5,Traded Sectors,True,Non-consumer industrial,father,False,False
Arthur Irving,256,2014,1924,Irving Oil,relation,oil,new,84,male,Canada,CAN,0.0,North America,inherited,5.5,Resource Related,True,Energy,father,False,False
Bruno Schroder,256,2014,1800,Schroders,relation,banking,new,81,male,United Kingdom,GBR,0.0,Europe,inherited,5.5,Financial,True,Money Management,4th generation,False,False
Carlos and Alejandro Bulgheroni,256,2014,1948,Bridas Energy,relation,oil,new,0,male,Argentina,ARG,0.0,Latin America,inherited,5.5,Resource Related,False,Energy,father,False,False
Jeffery Hildebrand,256,2014,1989,Hilcorp Energy Company,founder,oil,new,54,male,United States,USA,0.0,North America,privatized and resources,5.5,Resource Related,True,Energy,not inherited,True,False
Liu Yongxing,256,2014,1982,East Hope Group,founder,agribusiness,new,65,male,China,CHN,0.0,East Asia,founder non-finance,5.5,Traded Sectors,False,Consumer,not inherited,True,False
Michael Ashley,256,2014,1982,Sports Direct,founder,sporting goods,new,49,male,United Kingdom,GBR,0.0,Europe,founder non-finance,5.5,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Thomas Schmidheiny,256,2014,1912,Holcim,relation,cement,new,68,male,Switzerland,CHE,0.0,Europe,inherited,5.5,Non-Traded Sectors,True,Constrution,4th generation,False,False
Simon family,257,1996,0,,,,,0,,Germany,DEU,2500000000000.0,Europe,,1.5,Traded Sectors,True,Consumer,not inherited,False,False
Albert von Thurn und Taxis,258,1996,1615,von Thurn and Taxis family,relation,"postal service, beverages",new,12,male,Germany,DEU,2500000000000.0,Europe,inherited,1.5,Financial,True,Money Management,5th generation or longer,False,False
John Jahr,259,1996,0,,,media,,0,male,Germany,DEU,2500000000000.0,Europe,inherited,1.5,Non-Traded Sectors,True,Media,not inherited,False,False
Freudenberg family,260,1996,1849,Freudenberg Group,,cleaning supplies,new,0,,Germany,DEU,2500000000000.0,Europe,inherited,1.5,Traded Sectors,True,Consumer,4th generation,False,False
Lakshmi Mittal,261,1996,1989,ArcelorMittal,founder,steel,new,45,male,India,IND,400000000000.0,South Asia,inherited,1.5,Resource Related,False,Energy,father,True,False
Kenshin Oshima,262,1996,1978,SFCG,president,banking,new,48,male,Japan,JPN,4710000000000.0,East Asia,self-made finance,1.5,Financial,True,Money Management,not inherited,False,False
Martin Hilti,263,1996,1941,Hilti,founder,tools,new,0,male,Liechtenstein,LIE,2504012993.0,Europe,founder non-finance,1.5,Non-Traded Sectors,False,Constrution,not inherited,True,False
Melker Schorling,263,2014,1987,Melker Schorling AB (MSAB),founder,investment,new,66,male,Sweden,SWE,0.0,Europe,self-made finance,5.4,Financial,True,Diversified financial,not inherited,True,False
Sergei Popov,263,2014,1996,MDM Bank,founder/vice chairman,banking,new,42,male,Russia,RUS,0.0,Europe,self-made finance,5.4,Financial,False,Money Management,not inherited,True,False
Stephen Ross,263,2014,1972,The Related Companies,founder,real estate,new,73,male,United States,USA,0.0,North America,self-made finance,5.4,Financial,True,Real Estate,not inherited,True,False
Terry Gou,263,2014,1974,Foxconn,founder,technology,new,63,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,5.4,New Sectors,False,Technology-Computer,not inherited,True,False
Yeoh Tiong Lay,264,1996,1955,YTL Corporation,founder,"construction, utilities",new,0,male,Malaysia,MYS,101000000000.0,East Asia,founder non-finance,1.5,0,False,0,not inherited,True,False
Ananda Krishnan,265,1996,1984,Usaha Tegas Sdn Bhd,founder,real estate,new,57,male,Malaysia,MYS,101000000000.0,East Asia,founder non-finance,1.5,Non-Traded Sectors,False,Media,not inherited,True,False
Bernardo Garza Sada,266,1996,1890,Grupo ALFA,relation,aluminum,new,0,male,Mexico,MEX,397000000000.0,Latin America,inherited,1.5,Financial,False,Diversified financial,3rd generation,False,False
Juffali family,267,1996,1946,Juffali Group,,electricity,new,0,,Saudi Arabia,SAU,158000000000.0,Middle East/North Africa,inherited,1.5,Financial,False,Diversified financial,not inherited,False,False
Americo Amorim,267,2014,1870,Corticeira Amorim,relation,cork,new,79,male,Portugal,PRT,0.0,Europe,inherited,5.3,Resource Related,True,Energy,3rd generation,False,False
Anders Holch Povlsen,267,2014,1975,Bestseller,relation,fashion,new,41,male,Denmark,DEN,0.0,Europe,inherited,5.3,Non-Traded Sectors,True,"Retail, Restaurant",father,False,False
Stef Wertheimer,267,2014,1952,ISCAR,founder,industrial tools,new,87,male,Israel,ISR,0.0,Middle East/North Africa,founder non-finance,5.3,Traded Sectors,False,Consumer,not inherited,True,False
Willi and Isolde Liebherr,268,1996,1949,Liebherr,relation,construction,new,0,married couple,Switzerland,CHE,330000000000.0,Europe,inherited,1.5,Non-Traded Sectors,True,Constrution,not inherited,False,False
Martin Ebner,269,1996,1985,BZ Bank,founder,banking,new,0,male,Switzerland,CHE,330000000000.0,Europe,self-made finance,1.5,Financial,True,Money Management,not inherited,True,False
Sergio Mantegazza,270,1996,1928,Globus,relation,travel company,new,68,male,Switzerland,CHE,330000000000.0,Europe,inherited,1.5,0,True,Other,father,False,False
Andrew Forrest,270,2014,2003,Fortescue Metals Group,Chairman,iron ore,new,52,male,Australia,AUS,0.0,North America,privatized and resources,5.2,Resource Related,True,Mining and metals,not inherited,False,False
Bidzina Ivanishvili,270,2014,1990,Rossiysky Kredit,founder,metals/banking,new,58,male,Georgia,GEO,0.0,Europe,privatized and resources,5.2,Financial,False,Diversified financial,not inherited,True,True
Karl-Heinz Kipp,270,2014,1965,Massa,founder,retail,new,90,male,Germany,DEU,0.0,Europe,founder non-finance,5.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Ken Griffin,270,2014,1990,Citadel LLC,founder,hedge funds,new,45,male,United States,USA,0.0,North America,self-made finance,5.2,Financial,True,Hedge funds,not inherited,True,False
Kwee brothers,270,2014,1961,Pontiac Land,relation,real estate,new,69,male,Singapore,SGP,0.0,East Asia,inherited,5.2,Financial,False,Real Estate,father,False,False
Maria Asuncion Aramburuzabala,270,2014,1925,Grupo Modelo,relation,beer,new,50,female,Mexico,MEX,0.0,Latin America,inherited,5.2,Traded Sectors,False,Consumer,3rd generation,False,False
Wee Cho Yaw,270,2014,1935,United Overseas Bank,relation,banking,new,85,male,Singapore,SGP,0.0,East Asia,inherited,5.2,Financial,False,Money Management,father,False,False
Shi Wen-long,271,1996,1960,Chi Mei Corporation,founder,plastics,new,0,male,Taiwan,Taiwan,0.0,East Asia,founder non-finance,1.5,Traded Sectors,False,Non-consumer industrial,not inherited,True,False
Prachai Leophairatana,272,1996,1978,Thai Petrochemical Industry,founder,petrochemicals,new,0,male,Thailand,THA,182000000000.0,East Asia,inherited,1.5,Traded Sectors,False,Non-consumer industrial,3rd generation,True,True
Blase Golisano,272,2001,1971,Paychex,founder,payroll processing,new,59,male,United States,USA,10600000000000.0,North America,founder non-finance,1.8,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,False
Carl Pohlad,272,2001,1920,Marquette Bank,owner,banking,aquired,85,male,United States,USA,10600000000000.0,North America,self-made finance,1.8,Financial,True,Money Management,not inherited,False,False
Charles Butt,272,2001,1905,H-E-B supermarket,relation,groceries,new,62,male,United States,USA,10600000000000.0,North America,inherited,1.8,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,False,False
Daniel Abraham,272,2001,1940,Slim-Fast,founder,beverages,new,0,male,United States,USA,10600000000000.0,North America,founder non-finance,1.8,Traded Sectors,True,Consumer,not inherited,True,False
Donald Hall,272,2001,1910,Hallmark Cards,relation,greeting cards,new,72,male,United States,USA,10600000000000.0,North America,inherited,1.8,Non-Traded Sectors,True,"Retail, Restaurant",father,False,False
Herbert Allen,272,2001,1922,Allen & Company,relation,investment banking,new,61,male,United States,USA,10600000000000.0,North America,inherited,1.8,Financial,True,Money Management,father,False,False
Irwin Jacobs,272,2001,1985,Qualcomm,founder,software,new,67,male,United States,USA,10600000000000.0,North America,founder non-finance,1.8,New Sectors,True,Technology-Computer,not inherited,True,False
Jeronimo Arango,272,2001,1958,Aurrera,founder,supermarkets,new,75,male,Mexico,MEX,725000000000.0,Latin America,founder non-finance,1.8,Non-Traded Sectors,False,"Retail, Restaurant",not inherited,True,False
John Fisher,272,2001,1969,The Gap,relation,clothing ,new,39,male,United States,USA,10600000000000.0,North America,inherited,1.8,Traded Sectors,True,Consumer,father,False,False
Juan and Carlos March,272,2001,1916,Acciona Trasmediterranea,relation,shipping,new,0,male,Spain,ESP,626000000000.0,Europe,inherited,1.8,Financial,True,Diversified financial,3rd generation,False,False
