"data.date","data.owned or leased","data.parking spaces","data.status","data.type","location.congressional district","location.id","location.region id","data.disabilities.ADA Accessible","data.disabilities.ansi usable","data.history.status","data.history.type","location.address.city","location.address.county","location.address.line 1","location.address.line 2","location.address.state","location.address.zip"
"1-Jan-24","OWNED","0","ACTIVE","BUILDING","98","DC1451","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING AVE,SE","ST ELIZABETHS WEST CAMPUS","DC","200322608"
"01-Jan-1885","OWNED","0","ACTIVE","BUILDING","98","DC1452","11","Will Conform","14737","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR AVE SE"," ","DC","200322608"
"1-Jan-42","OWNED","0","ACTIVE","BUILDING","98","DC1454","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"1-Jan-16","OWNED","0","ACTIVE","BUILDING","98","DC1455","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"01-Jan-1882","OWNED","0","ACTIVE","BUILDING","98","DC1456","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"01-Jan-1890","OWNED","0","ACTIVE","BUILDING","98","DC1457","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"1-Jan-00","OWNED","0","ACTIVE","BUILDING","98","DC1458","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"01-Jan-1878","OWNED","0","ACTIVE","BUILDING","98","DC1459","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"01-Jan-1856","OWNED","0","ACTIVE","BUILDING","98","DC1460","11","Will Conform","16584","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR AVE SE"," ","DC","200322608"
"01-Jan-1892","OWNED","0","ACTIVE","BUILDING","98","DC1461","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"1-Jan-24","OWNED","0","ACTIVE","BUILDING","98","DC1464","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"1-Jan-02","OWNED","0","ACTIVE","BUILDING","98","DC1465","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"1-Jan-24","OWNED","0","ACTIVE","BUILDING","98","DC1467","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR. AVE. SE"," ","DC","200322608"
"1-Jan-26","OWNED","0","ACTIVE","BUILDING","98","DC1469","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING JR AVE SE"," ","DC","200322608"
"01-Jan-1852","OWNED","0","ACTIVE","LAND","98","DC1472","11","Will Conform","0","National Historic Landmark","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING,JR.AVE,SE","2701 MARTIN LUTHER KING,JR.AVE,SE","DC","200322608"
"1-Oct-13","OWNED","0","ACTIVE","BUILDING","98","DC1473","11","Will Conform","895607","Non-Contributing Element","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","2701 MARTIN LUTHER KING,JR.AVE,SE"," ","DC","200322608"
"6-Jan-06","LEASED","9","ACTIVE","BUILDING","98","DC1475","11","Will Conform","16033","Not Evaluated","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","25 MASSACHUSETTS AVE,NW"," ","DC","200011431"
"0","OWNED","0","ACTIVE","BUILDING","98","DC1525","11","Will Conform","0","Not Evaluated","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","6TH STREET NW"," ","DC","200012734"
"1-Jan-65","OWNED","0","ACTIVE","BUILDING","98","DC2001","11","Will Conform","0","Not Evaluated","Field Not In Use","WASHINGTON","DISTRICT OF COLUMBIA","1302 LUKE AVE SW"," ","DC","200326402"
"0","OWNED","0","ACTIVE","BUILDING","6","MD0001","11","Will Conform","0","Not Evaluated","Field Not In Use","GAITHERSBURG","MONTGOMERY","QUINCE ORCHARD RD"," ","MD","208781498"
"0","OWNED","0","ACTIVE","BUILDING","6","MD0007","11","Will Conform","0","Not Evaluated","Field Not In Use","GAITHERSBURG","MONTGOMERY","QUINCE ORCHARD RD"," ","MD","208781498"
"0","OWNED","0","ACTIVE","BUILDING","6","MD0008","11","Will Conform","0","Not Evaluated","Field Not In Use","GAITHERSBURG","MONTGOMERY","QUINCE ORCHARD RD"," ","MD","208781498"
"0","OWNED","0","ACTIVE","LAND","4","MD0010","11","Will Conform","0","Not Evaluated","Field Not In Use","SUITLAND","PRINCE GEORGE'S","SILVER HILL RD"," ","MD","207462401"
"1-Jan-58","OWNED","622","ACTIVE","STRUCTURE","4","MD0044","11","Will Conform","0","Evaluated - Not Historic","Field Not In Use","SUITLAND","PRINCE GEORGE'S","4301 SUITLAND RD"," ","MD","207464704"
"0","OWNED","0","ACTIVE","BUILDING","8","MD0053","11","Will Conform","0","Not Evaluated","Field Not In Use","BETHESDA","MONTGOMERY","9000 ROCKVILLE PIKE"," ","MD","208920002"
"1-Jan-67","OWNED","178","ACTIVE","BUILDING","4","MD0056","11","Will Conform","803553","Not Evaluated","Field Not In Use","SUITLAND","PRINCE GEORGE'S","4205 SUITLAND RD"," ","MD","207464700"
"1-Jan-37","OWNED","0","ACTIVE","BUILDING","4","MD0070","11","Will Conform","4094","National Register Eligible","Field Not In Use","SUITLAND","PRINCE GEORGE'S","4510 SILVER HILL RD"," ","MD","207462573"
"0","LEASED","0","ACTIVE","BUILDING","4","MD0075","11","Will Conform","216500","Not Evaluated","Field Not In Use","LANDOVER","PRINCE GEORGE'S","1701 BRIGHT SEAT RD"," ","MD","207853767"
"0","OWNED","0","ACTIVE","BUILDING","4","MD0091","11","Will Conform","0","Not Evaluated","Field Not In Use","CAMP SPRINGS","PRINCE GEORGE'S","BLDG 105 ANDREWS AFB"," ","MD","203310000"
"0","OWNED","0","ACTIVE","BUILDING","4","MD0101","11","Will Conform","0","Not Evaluated","Field Not In Use","AVONDALE","PRINCE GEORGE'S","4900 LASALLE RD"," ","MD","207823302"
"1-Jan-67","OWNED","0","ACTIVE","STRUCTURE","4","MD0106","11","Will Conform","0","Not Evaluated","Field Not In Use","SUITLAND","PRINCE GEORGE'S","4105 SUITLAND RD"," ","MD","207464700"
"0","OWNED","0","ACTIVE","BUILDING","8","MD0143","11","Will Conform","0","Not Evaluated","Field Not In Use","BETHESDA","MONTGOMERY","9000 ROCKVILLE PK"," ","MD","208920002"
"0","OWNED","0","ACTIVE","BUILDING","4","MD0153","11","Will Conform","0","Not Evaluated","Field Not In Use","SUITLAND","PRINCE GEORGE'S","SILVERHILL"," ","MD","207462401"
"0","LEASED","8","ACTIVE","BUILDING","4","MD0162","11","Will Conform","12757","Not Evaluated","Field Not In Use","HYATTSVILLE","PRINCE GEORGE'S","2803 52ND AVE"," ","MD","207811102"
"0","LEASED","1","ACTIVE","BUILDING","4","MD0166","11","Will Conform","19177","Not Evaluated","Field Not In Use","TEMPLE HILLS","PRINCE GEORGE'S","4801 BEECH PLACE"," ","MD","207482030"
"0","LEASED","1","ACTIVE","BUILDING","4","MD0175","11","Will Conform","30975","Not Evaluated","Field Not In Use","HYATTSVILLE","PRINCE GEORGE'S","8375 ARDWICK ARDMORE RD"," ","MD","207851622"
"0","OWNED","0","ACTIVE","LAND","8","MD0176","11","Will Conform","0","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","GA. AVE AT COLESVILLE R"," ","MD","209100000"
"1-Jan-67","OWNED","0","ACTIVE","STRUCTURE","4","MD0182","11","Will Conform","0","Not Evaluated","Field Not In Use","SUITLAND","PRINCE GEORGE'S","SUITLAND COMPLEX","4301 SUITLAND ROAD","MD","207462042"
"0","LEASED","21","ACTIVE","BUILDING","4","MD0190","11","Will Conform","45601","Not Evaluated","Field Not In Use","CAPITOL HEIGHTS","PRINCE GEORGE'S","9140 E HAMPTON DR"," ","MD","207433809"
"0","LEASED","12","ACTIVE","BUILDING","4","MD0195","11","Will Conform","13608","Not Evaluated","Field Not In Use","HYATTSVILLE","PRINCE GEORGE'S","8401 CORPORATE DR"," ","MD","207852224"
"0","LEASED","0","ACTIVE","BUILDING","6","MD0198","11","Will Conform","0","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","7520 STANDISH PLACE"," ","MD","208552733"
"1-Jan-86","OWNED","343","ACTIVE","BUILDING","8","MD0199","11","Will Conform","275369","Not Evaluated","Field Not In Use","BETHESDA","MONTGOMERY","11555 ROCKVILLE PIKE"," ","MD","208522738"
"1-Jan-87","OWNED","58","ACTIVE","BUILDING","8","MD0205","11","Will Conform","126305","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","1335 E WEST HWY"," ","MD","209103225"
"1-Jun-04","LEASED","0","ACTIVE","BUILDING","8","MD0216","11","Will Conform","93761","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","1151 SEVEN LOCKS RD"," ","MD","208542968"
"0","LEASED","158","ACTIVE","BUILDING","4","MD0219","11","Will Conform","103935","Not Evaluated","Field Not In Use","HYATTSVILLE","PRINCE GEORGE'S","3101 PENNSY DR"," ","MD","207851508"
"0","LEASED","0","ACTIVE","BUILDING","8","MD0221","11","Will Conform","277622","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","1325 E WEST HWY"," ","MD","209103280"
"0","LEASED","0","ACTIVE","BUILDING","8","MD0231","11","Will Conform","22683","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","8403 COLEVILLE ROAD"," ","MD","209106331"
"1-Oct-94","OWNED","525","ACTIVE","BUILDING","5","MD0232","11","Will Conform","155722","Not Evaluated","Field Not In Use","GREENBELT","PRINCE GEORGE'S","6500 CHERRYWOOD LANE"," ","MD","207701249"
"0","LEASED","0","ACTIVE","BUILDING","8","MD0236","11","Will Conform","268250","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","1305 E WEST HWY"," ","MD","209103278"
"0","LEASED","25","ACTIVE","BUILDING","4","MD0238","11","Will Conform","51630","Not Evaluated","Field Not In Use","LANDOVER","PRINCE GEORGE'S","3300 HUBBARD RD"," ","MD","207852010"
"0","LEASED","360","ACTIVE","BUILDING","6","MD0239","11","Will Conform","102263","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","7500 STANDISH PLACE"," ","MD","208552764"
"0","LEASED","32","ACTIVE","BUILDING","4","MD0240","11","Will Conform","33161","Not Evaluated","Field Not In Use","CAPITOL HEIGHTS","PRINCE GEORGE'S","9300 E HAMPTON DR"," ","MD","207433813"
"0","LEASED","17","ACTIVE","BUILDING","5","MD0246","11","Will Conform","104882","Not Evaluated","Field Not In Use","RIVERDALE","PRINCE GEORGE'S","7001 LAFAYETTE AVE"," ","MD","207371167"
"0","LEASED","0","ACTIVE","BUILDING","8","MD0247","11","Will Conform","39245","Not Evaluated","Field Not In Use","BETHESDA","MONTGOMERY","7201 WISCONSIN AVE"," ","MD","208144810"
"0","LEASED","2","ACTIVE","BUILDING","8","MD0248","11","Will Conform","1751","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","1100 WAYNE AVE"," ","MD","209105642"
"1-Oct-92","OWNED","44","ACTIVE","BUILDING","6","MD0250","11","Will Conform","7654","Not Evaluated","Field Not In Use","GERMANTOWN","MONTGOMERY","19901 GERMANTOWN RD"," ","MD","208741207"
"0","LEASED","0","ACTIVE","BUILDING","8","MD0252","11","Will Conform","74300","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","6100 EXECUTIVE BLVD"," ","MD","208523902"
"0","LEASED","504","ACTIVE","BUILDING","8","MD0254","11","Will Conform","295734","Not Evaluated","Field Not In Use","BETHESDA","MONTGOMERY","11545 ROCKVILLE PIKE"," ","MD","208522747"
"0","LEASED","15","ACTIVE","BUILDING","4","MD0258","11","Will Conform","31227","Not Evaluated","Field Not In Use","CAPITOL HEIGHTS","PRINCE GEORGE'S","9240 HAMPTON OVERLOOK"," ","MD","207433850"
"0","LEASED","7","ACTIVE","BUILDING","4","MD0259","11","Will Conform","12848","Not Evaluated","Field Not In Use","DISTRICT HEIGHTS","PRINCE GEORGE'S","7945 FERNHAM LN"," ","MD","207474518"
"0","LEASED","50","ACTIVE","BUILDING","4","MD0260","11","Will Conform","81248","Not Evaluated","Field Not In Use","HYATTSVILLE","PRINCE GEORGE'S","2400 SCHUSTER DR"," ","MD","207811121"
"0","LEASED","194","ACTIVE","BUILDING","6","MD0262","11","Will Conform","78050","Not Evaluated","Field Not In Use","GERMANTOWN","MONTGOMERY","20300 CENTURY BLVD"," ","MD","208741132"
"0","LEASED","0","ACTIVE","BUILDING","8","MD0268","11","Will Conform","66508","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","12300 TWINBROOK PKY"," ","MD","208521606"
"0","LEASED","4","ACTIVE","BUILDING","8","MD0273","11","Will Conform","114451","Not Evaluated","Field Not In Use","BETHESDA","MONTGOMERY","4340 E WEST HWY"," ","MD","208144411"
"0","LEASED","0","ACTIVE","BUILDING","4","MD0277","11","Will Conform","14653","Not Evaluated","Field Not In Use","UPPER MARLBORO","PRINCE GEORGE'S","1221 CARAWAY COURT"," ","MD","207745381"
"1-Oct-97","OWNED","2637","ACTIVE","BUILDING","4","MD0278","11","Will Conform","859163","Not Evaluated","Field Not In Use","LANHAM","PRINCE GEORGE'S","5000 ELLIN RD"," ","MD","207061348"
"0","LEASED","0","ACTIVE","BUILDING","8","MD0280","11","Will Conform","45160","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","2098 GAITHER RD"," ","MD","208504017"
"0","LEASED","0","ACTIVE","BUILDING","4","MD0281","11","Will Conform","0","Not Evaluated","Field Not In Use","OXON HILL","PRINCE GEORGE'S","6009 OXON HILL RD"," ","MD","207453129"
"0","LEASED","0","ACTIVE","BUILDING","6","MD0286","11","Will Conform","8200","Not Evaluated","Field Not In Use","GAITHERSBURG","MONTGOMERY","51 METROPOLITAN CT"," ","MD","208784013"
"0","LEASED","13","ACTIVE","BUILDING","8","MD0289","11","Will Conform","489288","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","1315 E WEST HWY"," ","MD","209106233"
"0","LEASED","0","ACTIVE","BUILDING","6","MD0290","11","Will Conform","150000","Not Evaluated","Field Not In Use","GAITHERSBURG","MONTGOMERY","16050 INDUSTRIAL DR"," ","MD","208771464"
"0","LEASED","15","ACTIVE","BUILDING","8","MD0292","11","Will Conform","40015","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","1451 ROCKVILLE PIKE"," ","MD","208521436"
"0","LEASED","0","ACTIVE","BUILDING","8","MD0294","11","Will Conform","48316","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","301 N STONESTREET AVE"," ","MD","208501656"
"0","LEASED","0","ACTIVE","BUILDING","8","MD0296","11","Will Conform","227226","Not Evaluated","Field Not In Use","BETHESDA","MONTGOMERY","6701 ROCKLEDGE DRIVE"," ","MD","208171814"
"0","LEASED","5","ACTIVE","BUILDING","6","MD0298","11","Will Conform","16782","Not Evaluated","Field Not In Use","DERWOOD","MONTGOMERY","15800 CRABBS BRANCH WAY"," ","MD","208552604"
"0","LEASED","242","ACTIVE","BUILDING","6","MD0299","11","Will Conform","75596","Not Evaluated","Field Not In Use","GERMANTOWN","MONTGOMERY","20400 CENTURY BLVD"," ","MD","208741176"
"0","LEASED","7","ACTIVE","BUILDING","6","MD0300","11","Will Conform","59421","Not Evaluated","Field Not In Use","GAITHERSBURG","MONTGOMERY","16071 INDUSTRIAL DR"," ","MD","208771462"
"0","LEASED","125","ACTIVE","BUILDING","8","MD0301","11","Will Conform","115925","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","8455 COLESVILLE RD"," ","MD","209103315"
"0","LEASED","1","ACTIVE","BUILDING","5","MD0303","11","Will Conform","8421","Not Evaluated","Field Not In Use","GREENBELT","PRINCE GEORGE'S","6411 IVY LANE"," ","MD","207701405"
"0","LEASED","20","ACTIVE","BUILDING","8","MD0304","11","Will Conform","28704","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","6006 EXECUTIVE BLVD"," ","MD","208523811"
"0","LEASED","26","ACTIVE","BUILDING","4","MD0308","11","Will Conform","14173","Not Evaluated","Field Not In Use","BELTSVILLE","PRINCE GEORGE'S","11750 BELTSVILLE DR"," ","MD","207053194"
"0","OWNED","0","ACTIVE","BUILDING","5","MD0311","11","Will Conform","0","Not Evaluated","Field Not In Use","FORT WASHINGTON FOREST","PRINCE GEORGE'S","10530 RIVERVIEW ROAD"," ","MD","207445821"
"0","LEASED","0","ACTIVE","BUILDING","4","MD0312","11","Will Conform","59291","Not Evaluated","Field Not In Use","BELTSVILLE","PRINCE GEORGE'S","11700 BELTSVILLE DRIVE"," ","MD","207053103"
"0","LEASED","51","ACTIVE","BUILDING","4","MD0314","11","Will Conform","71400","Not Evaluated","Field Not In Use","LANDOVER","PRINCE GEORGE'S","3601 PENNSY DRIVE"," ","MD","207851612"
"0","LEASED","1","ACTIVE","BUILDING","5","MD0316","11","Will Conform","6291","Not Evaluated","Field Not In Use","GREENBELT","PRINCE GEORGE'S","6305 IVY LN"," ","MD","207701465"
"0","LEASED","0","ACTIVE","BUILDING","4","MD0317","11","Will Conform","70000","Not Evaluated","Field Not In Use","HYATTSVILLE","PRINCE GEORGE'S","8335 ARDWICK ARDMORE RD"," ","MD","207851622"
"1-Oct-97","OWNED","140","ACTIVE","BUILDING","5","MD0325","11","Will Conform","72500","Not Evaluated","Field Not In Use","BOWIE","PRINCE GEORGE'S","17101 MELFORD BLVD"," ","MD","207154303"
"0","LEASED","0","ACTIVE","BUILDING","5","MD0326","11","Will Conform","0","Not Evaluated","Field Not In Use","SEABROOK","PRINCE GEORGE'S","7401 FORBES BOULEVARD"," ","MD","207062200"
"1-Oct-10","OWNED","0","ACTIVE","BUILDING","8","MD0331","11","Will Conform","230120","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","10903 NEW HAMPSHIRE AVE"," ","MD","209030001"
"0","LEASED","9","ACTIVE","BUILDING","8","MD0333","11","Will Conform","8700","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","1 CHURCH ST"," ","MD","208504158"
"1-Oct-01","OWNED","575","ACTIVE","BUILDING","5","MD0334","11","Will Conform","243948","Not Evaluated","Field Not In Use","COLLEGE PARK","PRINCE GEORGE'S","5100 PAINT BRANCH PKY"," ","MD","207403835"
"1-Oct-97","OWNED","70","ACTIVE","BUILDING","5","MD0335","11","Will Conform","42168","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8401 MUIRKIRK RD"," ","MD","207082482"
"1-Oct-98","OWNED","0","ACTIVE","BUILDING","5","MD0336","11","Will Conform","2178","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501A MUIRKIRK RD"," ","MD","207082478"
"1-Oct-96","OWNED","0","ACTIVE","BUILDING","5","MD0337","11","Will Conform","7511","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501C MUIRKIRK RD"," ","MD","207082478"
"1-Oct-96","OWNED","0","ACTIVE","BUILDING","5","MD0338","11","Will Conform","4357","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501D MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0339","11","Will Conform","4416","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501E MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0340","11","Will Conform","2518","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501F MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0341","11","Will Conform","3669","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501G MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0342","11","Will Conform","4463","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501H MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0343","11","Will Conform","3989","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501J MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0344","11","Will Conform","3679","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501K MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","5","ACTIVE","BUILDING","5","MD0345","11","Will Conform","5280","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501L MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0346","11","Will Conform","7729","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501M MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0347","11","Will Conform","10304","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501N MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0348","11","Will Conform","4604","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501O MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","6","ACTIVE","BUILDING","5","MD0349","11","Will Conform","9165","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501P MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0350","11","Will Conform","2793","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501Q MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0351","11","Will Conform","861","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501R MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0352","11","Will Conform","3384","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501T MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","BUILDING","5","MD0353","11","Will Conform","0","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501S MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","0","ACTIVE","STRUCTURE","5","MD0354","11","Will Conform","0","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501U MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","359","ACTIVE","LAND","5","MD0355","11","Will Conform","0","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501V MUIRKIRK RD"," ","MD","207082478"
"1-Jan-96","OWNED","895","ACTIVE","BUILDING","5","MD0356","11","Will Conform","3783","Not Evaluated","Field Not In Use","LAUREL","PRINCE GEORGE'S","8501W MUIRKIRK RD"," ","MD","207082478"
"1-Oct-57","OWNED","1560","ACTIVE","BUILDING","6","MD0531","11","Will Conform","415861","National Register Eligible","Field Not In Use","GERMANTOWN","MONTGOMERY","19901 GERMANTOWN ROAD"," ","MD","208741290"
"1-Jan-57","OWNED","0","ACTIVE","BUILDING","6","MD0533","11","Will Conform","10271","National Register Eligible","Field Not In Use","GERMANTOWN","MONTGOMERY","ROUTE 118"," ","MD","208741299"
"1-Jan-57","OWNED","0","ACTIVE","BUILDING","6","MD0534","11","Will Conform","1037","National Register Eligible","Field Not In Use","GERMANTOWN","MONTGOMERY","ROUTE 118"," ","MD","208741299"
"1-Jan-57","OWNED","0","ACTIVE","BUILDING","6","MD0538","11","Will Conform","5836","National Register Eligible","Field Not In Use","GERMANTOWN","MONTGOMERY","RTE 118"," ","MD","208741299"
"1-Oct-73","OWNED","0","ACTIVE","BUILDING","6","MD0539","11","Will Conform","9004","Non-Contributing Element","Field Not In Use","GERMANTOWN","MONTGOMERY","RTE 118"," ","MD","208741299"
"1-Jan-57","OWNED","0","ACTIVE","BUILDING","6","MD0540","11","Will Conform","3632","National Register Eligible","Field Not In Use","GERMANTOWN","MONTGOMERY","RTE 118"," ","MD","208741299"
"1-Aug-10","OWNED","0","ACTIVE","BUILDING","8","MD0709","11","Will Conform","0","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","10905 NEW HAMPSHIRE AVE,BLDG 405"," ","MD","209930000"
"1-May-74","OWNED","0","ACTIVE","BUILDING","8","MD0718","11","Will Conform","0","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","10903 NEW HAMPSHIRE AVE"," ","MD","209930000"
"1-May-73","OWNED","38","ACTIVE","BUILDING","8","MD0719","11","Will Conform","17008","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","10903 NEW HAMPSHIRE AVE"," ","MD","209030001"
"0","LEASED","10","ACTIVE","BUILDING","8","MD0721","11","Will Conform","52822","Not Evaluated","Field Not In Use","ROCKVILLE","MONTGOMERY","5630 FISHERS LN"," ","MD","208520003"
"0","OWNED","0","ACTIVE","STRUCTURE","8","MD0724","11","Will Conform","0","Not Evaluated","Field Not In Use","BETHESDA","MONTGOMERY","9400 MACARTHUR BLVD"," ","MD","208174016"
"0","OWNED","0","ACTIVE","BUILDING","8","MD0725","11","Will Conform","0","Not Evaluated","Field Not In Use","BETHESDA","MONTGOMERY","8901 WISCONSIN AVE"," ","MD","208890001"
"0","OWNED","0","ACTIVE","BUILDING","4","MD0726","11","Will Conform","0","Not Evaluated","Field Not In Use","SUITLAND","PRINCE GEORGE'S","3904 OLD SILVER HILL RD"," ","MD","207463140"
"0","OWNED","0","ACTIVE","BUILDING","5","MD0727","11","Will Conform","0","Not Evaluated","Field Not In Use","BELTSVILLE","PRINCE GEORGE'S","5601 SUNNYSIDE AVE"," ","MD","207055000"
"1-Aug-10","OWNED","33","ACTIVE","BUILDING","8","MD0731","11","Will Conform","18781","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","10903 NEW HAMPSHIRE AVE"," ","MD","209030002"
"1-May-45","OWNED","0","ACTIVE","BUILDING","8","MD0736","11","Will Conform","9661","National Register Eligible","Field Not In Use","SILVER SPRING","MONTGOMERY","10903 NEW HAMPSHIRE AVE,BLDG 201"," ","MD","209930000"
"1-Aug-10","OWNED","0","ACTIVE","LAND","4","MD0737","11","Will Conform","0","Not Evaluated","Field Not In Use","SILVER SPRING","MONTGOMERY","10905 NEW HAMPSHIRE AVE,BLDG 403"," ","MD","209930000"
