fips,name,state,State
30055,McCone County,MT,Montana
30057,Madison County,MT,Montana
30059,Meagher County,MT,Montana
30061,Mineral County,MT,Montana
30063,Missoula County,MT,Montana
30065,Musselshell County,MT,Montana
30067,Park County,MT,Montana
30069,Petroleum County,MT,Montana
30071,Phillips County,MT,Montana
30073,Pondera County,MT,Montana
30075,Powder River County,MT,Montana
30077,Powell County,MT,Montana
30079,Prairie County,MT,Montana
30081,Ravalli County,MT,Montana
30083,Richland County,MT,Montana
30085,Roosevelt County,MT,Montana
30087,Rosebud County,MT,Montana
30089,Sanders County,MT,Montana
30091,Sheridan County,MT,Montana
30093,Silver Bow County,MT,Montana
30095,Stillwater County,MT,Montana
30097,Sweet Grass County,MT,Montana
30099,Teton County,MT,Montana
30101,Toole County,MT,Montana
30103,Treasure County,MT,Montana
30105,Valley County,MT,Montana
30107,Wheatland County,MT,Montana
30109,Wibaux County,MT,Montana
30111,Yellowstone County,MT,Montana
31001,Adams County,NE,Nebraska
31003,Antelope County,NE,Nebraska
31005,Arthur County,NE,Nebraska
31007,Banner County,NE,Nebraska
31009,Blaine County,NE,Nebraska
31011,Boone County,NE,Nebraska
31013,Box Butte County,NE,Nebraska
31015,Boyd County,NE,Nebraska
31017,Brown County,NE,Nebraska
31019,Buffalo County,NE,Nebraska
31021,Burt County,NE,Nebraska
31023,Butler County,NE,Nebraska
31025,Cass County,NE,Nebraska
31027,Cedar County,NE,Nebraska
31029,Chase County,NE,Nebraska
31031,Cherry County,NE,Nebraska
31033,Cheyenne County,NE,Nebraska
31035,Clay County,NE,Nebraska
31037,Colfax County,NE,Nebraska
31039,Cuming County,NE,Nebraska
31041,Custer County,NE,Nebraska
31043,Dakota County,NE,Nebraska
31045,Dawes County,NE,Nebraska
31047,Dawson County,NE,Nebraska
31049,Deuel County,NE,Nebraska
31051,Dixon County,NE,Nebraska
31053,Dodge County,NE,Nebraska
31055,Douglas County,NE,Nebraska
31057,Dundy County,NE,Nebraska
31059,Fillmore County,NE,Nebraska
31061,Franklin County,NE,Nebraska
31063,Frontier County,NE,Nebraska
31065,Furnas County,NE,Nebraska
31067,Gage County,NE,Nebraska
31069,Garden County,NE,Nebraska
31071,Garfield County,NE,Nebraska
31073,Gosper County,NE,Nebraska
31075,Grant County,NE,Nebraska
31077,Greeley County,NE,Nebraska
31079,Hall County,NE,Nebraska
31081,Hamilton County,NE,Nebraska
31083,Harlan County,NE,Nebraska
31085,Hayes County,NE,Nebraska
31087,Hitchcock County,NE,Nebraska
31089,Holt County,NE,Nebraska
31091,Hooker County,NE,Nebraska
31093,Howard County,NE,Nebraska
31095,Jefferson County,NE,Nebraska
31097,Johnson County,NE,Nebraska
31099,Kearney County,NE,Nebraska
31101,Keith County,NE,Nebraska
31103,Keya Paha County,NE,Nebraska
31105,Kimball County,NE,Nebraska
31107,Knox County,NE,Nebraska
31109,Lancaster County,NE,Nebraska
31111,Lincoln County,NE,Nebraska
31113,Logan County,NE,Nebraska
31115,Loup County,NE,Nebraska
31117,McPherson County,NE,Nebraska
31119,Madison County,NE,Nebraska
31121,Merrick County,NE,Nebraska
31123,Morrill County,NE,Nebraska
31125,Nance County,NE,Nebraska
31127,Nemaha County,NE,Nebraska
31129,Nuckolls County,NE,Nebraska
31131,Otoe County,NE,Nebraska
31133,Pawnee County,NE,Nebraska
31135,Perkins County,NE,Nebraska
31137,Phelps County,NE,Nebraska
31139,Pierce County,NE,Nebraska
31141,Platte County,NE,Nebraska
31143,Polk County,NE,Nebraska
31145,Red Willow County,NE,Nebraska
31147,Richardson County,NE,Nebraska
31149,Rock County,NE,Nebraska
31151,Saline County,NE,Nebraska
31153,Sarpy County,NE,Nebraska
31155,Saunders County,NE,Nebraska
31157,Scotts Bluff County,NE,Nebraska
31159,Seward County,NE,Nebraska
31161,Sheridan County,NE,Nebraska
31163,Sherman County,NE,Nebraska
31165,Sioux County,NE,Nebraska
31167,Stanton County,NE,Nebraska
31169,Thayer County,NE,Nebraska
31171,Thomas County,NE,Nebraska
31173,Thurston County,NE,Nebraska
31175,Valley County,NE,Nebraska
31177,Washington County,NE,Nebraska
31179,Wayne County,NE,Nebraska
31181,Webster County,NE,Nebraska
31183,Wheeler County,NE,Nebraska
31185,York County,NE,Nebraska
32001,Churchill County,NV,Nevada
32003,Clark County,NV,Nevada
32005,Douglas County,NV,Nevada
32007,Elko County,NV,Nevada
32009,Esmeralda County,NV,Nevada
32011,Eureka County,NV,Nevada
32013,Humboldt County,NV,Nevada
32015,Lander County,NV,Nevada
32017,Lincoln County,NV,Nevada
32019,Lyon County,NV,Nevada
32021,Mineral County,NV,Nevada
32023,Nye County,NV,Nevada
32027,Pershing County,NV,Nevada
32029,Storey County,NV,Nevada
32031,Washoe County,NV,Nevada
32033,White Pine County,NV,Nevada
32510,Carson City,NV,Nevada
33001,Belknap County,NH,New Hampshire
33003,Carroll County,NH,New Hampshire
33005,Cheshire County,NH,New Hampshire
33007,Coos County,NH,New Hampshire
33009,Grafton County,NH,New Hampshire
33011,Hillsborough County,NH,New Hampshire
33013,Merrimack County,NH,New Hampshire
33015,Rockingham County,NH,New Hampshire
33017,Strafford County,NH,New Hampshire
33019,Sullivan County,NH,New Hampshire
34001,Atlantic County,NJ,New Jersey
34003,Bergen County,NJ,New Jersey
34005,Burlington County,NJ,New Jersey
34007,Camden County,NJ,New Jersey
34009,Cape May County,NJ,New Jersey
34011,Cumberland County,NJ,New Jersey
34013,Essex County,NJ,New Jersey
34015,Gloucester County,NJ,New Jersey
34017,Hudson County,NJ,New Jersey
34019,Hunterdon County,NJ,New Jersey
34021,Mercer County,NJ,New Jersey
34023,Middlesex County,NJ,New Jersey
34025,Monmouth County,NJ,New Jersey
34027,Morris County,NJ,New Jersey
34029,Ocean County,NJ,New Jersey
34031,Passaic County,NJ,New Jersey
34033,Salem County,NJ,New Jersey
34035,Somerset County,NJ,New Jersey
34037,Sussex County,NJ,New Jersey
34039,Union County,NJ,New Jersey
34041,Warren County,NJ,New Jersey
35001,Bernalillo County,NM,New Mexico
35003,Catron County,NM,New Mexico
35005,Chaves County,NM,New Mexico
35006,Cibola County,NM,New Mexico
35007,Colfax County,NM,New Mexico
35009,Curry County,NM,New Mexico
35011,De Baca County,NM,New Mexico
35013,Do±a Ana County,NM,New Mexico
35015,Eddy County,NM,New Mexico
35017,Grant County,NM,New Mexico
35019,Guadalupe County,NM,New Mexico
35021,Harding County,NM,New Mexico
35023,Hidalgo County,NM,New Mexico
35025,Lea County,NM,New Mexico
35027,Lincoln County,NM,New Mexico
35028,Los Alamos County,NM,New Mexico
35029,Luna County,NM,New Mexico
35031,McKinley County,NM,New Mexico
35033,Mora County,NM,New Mexico
35035,Otero County,NM,New Mexico
35037,Quay County,NM,New Mexico
35039,Rio Arriba County,NM,New Mexico
35041,Roosevelt County,NM,New Mexico
35043,Sandoval County,NM,New Mexico
35045,San Juan County,NM,New Mexico
35047,San Miguel County,NM,New Mexico
35049,Santa Fe County,NM,New Mexico
35051,Sierra County,NM,New Mexico
35053,Socorro County,NM,New Mexico
35055,Taos County,NM,New Mexico
35057,Torrance County,NM,New Mexico
35059,Union County,NM,New Mexico
35061,Valencia County,NM,New Mexico
36001,Albany County,NY,New York
36003,Allegany County,NY,New York
36005,Bronx County,NY,New York
36007,Broome County,NY,New York
36009,Cattaraugus County,NY,New York
36011,Cayuga County,NY,New York
36013,Chautauqua County,NY,New York
36015,Chemung County,NY,New York
36017,Chenango County,NY,New York
36019,Clinton County,NY,New York
36021,Columbia County,NY,New York
36023,Cortland County,NY,New York
36025,Delaware County,NY,New York
36027,Dutchess County,NY,New York
36029,Erie County,NY,New York
36031,Essex County,NY,New York
36033,Franklin County,NY,New York
36035,Fulton County,NY,New York
36037,Genesee County,NY,New York
36039,Greene County,NY,New York
36041,Hamilton County,NY,New York
36043,Herkimer County,NY,New York
36045,Jefferson County,NY,New York
36047,Kings County,NY,New York
36049,Lewis County,NY,New York
36051,Livingston County,NY,New York
36053,Madison County,NY,New York
36055,Monroe County,NY,New York
36057,Montgomery County,NY,New York
36059,Nassau County,NY,New York
36061,New York County,NY,New York
36063,Niagara County,NY,New York
36065,Oneida County,NY,New York
36067,Onondaga County,NY,New York
36069,Ontario County,NY,New York
36071,Orange County,NY,New York
36073,Orleans County,NY,New York
36075,Oswego County,NY,New York
36077,Otsego County,NY,New York
36079,Putnam County,NY,New York
36081,Queens County,NY,New York
36083,Rensselaer County,NY,New York
36085,Richmond County,NY,New York
36087,Rockland County,NY,New York
36089,St. Lawrence County,NY,New York
36091,Saratoga County,NY,New York
36093,Schenectady County,NY,New York
36095,Schoharie County,NY,New York
36097,Schuyler County,NY,New York
36099,Seneca County,NY,New York
36101,Steuben County,NY,New York
36103,Suffolk County,NY,New York
36105,Sullivan County,NY,New York
36107,Tioga County,NY,New York
36109,Tompkins County,NY,New York
36111,Ulster County,NY,New York
36113,Warren County,NY,New York
36115,Washington County,NY,New York
36117,Wayne County,NY,New York
36119,Westchester County,NY,New York
36121,Wyoming County,NY,New York
36123,Yates County,NY,New York
37001,Alamance County,NC,North Carolina
37003,Alexander County,NC,North Carolina
37005,Alleghany County,NC,North Carolina
37007,Anson County,NC,North Carolina
37009,Ashe County,NC,North Carolina
37011,Avery County,NC,North Carolina
37013,Beaufort County,NC,North Carolina
37015,Bertie County,NC,North Carolina
37017,Bladen County,NC,North Carolina
37019,Brunswick County,NC,North Carolina
37021,Buncombe County,NC,North Carolina
37023,Burke County,NC,North Carolina
37025,Cabarrus County,NC,North Carolina
37027,Caldwell County,NC,North Carolina
37029,Camden County,NC,North Carolina
37031,Carteret County,NC,North Carolina
37033,Caswell County,NC,North Carolina
37035,Catawba County,NC,North Carolina
37037,Chatham County,NC,North Carolina
37039,Cherokee County,NC,North Carolina
37041,Chowan County,NC,North Carolina
37043,Clay County,NC,North Carolina
37045,Cleveland County,NC,North Carolina
37047,Columbus County,NC,North Carolina
37049,Craven County,NC,North Carolina
37051,Cumberland County,NC,North Carolina
37053,Currituck County,NC,North Carolina
37055,Dare County,NC,North Carolina
37057,Davidson County,NC,North Carolina
37059,Davie County,NC,North Carolina
37061,Duplin County,NC,North Carolina
37063,Durham County,NC,North Carolina
37065,Edgecombe County,NC,North Carolina
37067,Forsyth County,NC,North Carolina
37069,Franklin County,NC,North Carolina
37071,Gaston County,NC,North Carolina
37073,Gates County,NC,North Carolina
37075,Graham County,NC,North Carolina
37077,Granville County,NC,North Carolina
37079,Greene County,NC,North Carolina
37081,Guilford County,NC,North Carolina
37083,Halifax County,NC,North Carolina
37085,Harnett County,NC,North Carolina
37087,Haywood County,NC,North Carolina
37089,Henderson County,NC,North Carolina
37091,Hertford County,NC,North Carolina
37093,Hoke County,NC,North Carolina
37095,Hyde County,NC,North Carolina
37097,Iredell County,NC,North Carolina
37099,Jackson County,NC,North Carolina
37101,Johnston County,NC,North Carolina
37103,Jones County,NC,North Carolina
37105,Lee County,NC,North Carolina
37107,Lenoir County,NC,North Carolina
37109,Lincoln County,NC,North Carolina
37111,McDowell County,NC,North Carolina
37113,Macon County,NC,North Carolina
37115,Madison County,NC,North Carolina
37117,Martin County,NC,North Carolina
37119,Mecklenburg County,NC,North Carolina
37121,Mitchell County,NC,North Carolina
37123,Montgomery County,NC,North Carolina
37125,Moore County,NC,North Carolina
37127,Nash County,NC,North Carolina
37129,New Hanover County,NC,North Carolina
37131,Northampton County,NC,North Carolina
37133,Onslow County,NC,North Carolina
37135,Orange County,NC,North Carolina
37137,Pamlico County,NC,North Carolina
37139,Pasquotank County,NC,North Carolina
37141,Pender County,NC,North Carolina
37143,Perquimans County,NC,North Carolina
37145,Person County,NC,North Carolina
37147,Pitt County,NC,North Carolina
37149,Polk County,NC,North Carolina
37151,Randolph County,NC,North Carolina
37153,Richmond County,NC,North Carolina
37155,Robeson County,NC,North Carolina
37157,Rockingham County,NC,North Carolina
37159,Rowan County,NC,North Carolina
37161,Rutherford County,NC,North Carolina
37163,Sampson County,NC,North Carolina
37165,Scotland County,NC,North Carolina
37167,Stanly County,NC,North Carolina
37169,Stokes County,NC,North Carolina
37171,Surry County,NC,North Carolina
37173,Swain County,NC,North Carolina
37175,Transylvania County,NC,North Carolina
37177,Tyrrell County,NC,North Carolina
37179,Union County,NC,North Carolina
37181,Vance County,NC,North Carolina
37183,Wake County,NC,North Carolina
37185,Warren County,NC,North Carolina
37187,Washington County,NC,North Carolina
37189,Watauga County,NC,North Carolina
37191,Wayne County,NC,North Carolina
37193,Wilkes County,NC,North Carolina
37195,Wilson County,NC,North Carolina
37197,Yadkin County,NC,North Carolina
37199,Yancey County,NC,North Carolina
38001,Adams County,ND,North Dakota
38003,Barnes County,ND,North Dakota
38005,Benson County,ND,North Dakota
38007,Billings County,ND,North Dakota
38009,Bottineau County,ND,North Dakota
38011,Bowman County,ND,North Dakota
38013,Burke County,ND,North Dakota
38015,Burleigh County,ND,North Dakota
38017,Cass County,ND,North Dakota
38019,Cavalier County,ND,North Dakota
38021,Dickey County,ND,North Dakota
38023,Divide County,ND,North Dakota
38025,Dunn County,ND,North Dakota
38027,Eddy County,ND,North Dakota
38029,Emmons County,ND,North Dakota
38031,Foster County,ND,North Dakota
38033,Golden Valley County,ND,North Dakota
38035,Grand Forks County,ND,North Dakota
38037,Grant County,ND,North Dakota
38039,Griggs County,ND,North Dakota
38041,Hettinger County,ND,North Dakota
38043,Kidder County,ND,North Dakota
38045,LaMoure County,ND,North Dakota
38047,Logan County,ND,North Dakota
38049,McHenry County,ND,North Dakota
38051,McIntosh County,ND,North Dakota
38053,McKenzie County,ND,North Dakota
38055,McLean County,ND,North Dakota
38057,Mercer County,ND,North Dakota
38059,Morton County,ND,North Dakota
38061,Mountrail County,ND,North Dakota
38063,Nelson County,ND,North Dakota
38065,Oliver County,ND,North Dakota
38067,Pembina County,ND,North Dakota
38069,Pierce County,ND,North Dakota
38071,Ramsey County,ND,North Dakota
38073,Ransom County,ND,North Dakota
38075,Renville County,ND,North Dakota
38077,Richland County,ND,North Dakota
38079,Rolette County,ND,North Dakota
38081,Sargent County,ND,North Dakota
38083,Sheridan County,ND,North Dakota
38085,Sioux County,ND,North Dakota
38087,Slope County,ND,North Dakota
38089,Stark County,ND,North Dakota
38091,Steele County,ND,North Dakota
38093,Stutsman County,ND,North Dakota
38095,Towner County,ND,North Dakota
38097,Traill County,ND,North Dakota
38099,Walsh County,ND,North Dakota
38101,Ward County,ND,North Dakota
38103,Wells County,ND,North Dakota
38105,Williams County,ND,North Dakota
39001,Adams County,OH,Ohio
39003,Allen County,OH,Ohio
39005,Ashland County,OH,Ohio
39007,Ashtabula County,OH,Ohio
39009,Athens County,OH,Ohio
39011,Auglaize County,OH,Ohio
39013,Belmont County,OH,Ohio
39015,Brown County,OH,Ohio
39017,Butler County,OH,Ohio
39019,Carroll County,OH,Ohio
39021,Champaign County,OH,Ohio
39023,Clark County,OH,Ohio
39025,Clermont County,OH,Ohio
39027,Clinton County,OH,Ohio
39029,Columbiana County,OH,Ohio
39031,Coshocton County,OH,Ohio
39033,Crawford County,OH,Ohio
39035,Cuyahoga County,OH,Ohio
39037,Darke County,OH,Ohio
39039,Defiance County,OH,Ohio
39041,Delaware County,OH,Ohio
39043,Erie County,OH,Ohio
39045,Fairfield County,OH,Ohio
39047,Fayette County,OH,Ohio
39049,Franklin County,OH,Ohio
39051,Fulton County,OH,Ohio
39053,Gallia County,OH,Ohio
39055,Geauga County,OH,Ohio
39057,Greene County,OH,Ohio
39059,Guernsey County,OH,Ohio
39061,Hamilton County,OH,Ohio
39063,Hancock County,OH,Ohio
39065,Hardin County,OH,Ohio
39067,Harrison County,OH,Ohio
39069,Henry County,OH,Ohio
39071,Highland County,OH,Ohio
39073,Hocking County,OH,Ohio
39075,Holmes County,OH,Ohio
39077,Huron County,OH,Ohio
39079,Jackson County,OH,Ohio
39081,Jefferson County,OH,Ohio
39083,Knox County,OH,Ohio
39085,Lake County,OH,Ohio
39087,Lawrence County,OH,Ohio
39089,Licking County,OH,Ohio
39091,Logan County,OH,Ohio
39093,Lorain County,OH,Ohio
39095,Lucas County,OH,Ohio
39097,Madison County,OH,Ohio
39099,Mahoning County,OH,Ohio
39101,Marion County,OH,Ohio
39103,Medina County,OH,Ohio
39105,Meigs County,OH,Ohio
39107,Mercer County,OH,Ohio
39109,Miami County,OH,Ohio
39111,Monroe County,OH,Ohio
39113,Montgomery County,OH,Ohio
39115,Morgan County,OH,Ohio
39117,Morrow County,OH,Ohio
39119,Muskingum County,OH,Ohio
39121,Noble County,OH,Ohio
39123,Ottawa County,OH,Ohio
39125,Paulding County,OH,Ohio
39127,Perry County,OH,Ohio
39129,Pickaway County,OH,Ohio
39131,Pike County,OH,Ohio
39133,Portage County,OH,Ohio
39135,Preble County,OH,Ohio
39137,Putnam County,OH,Ohio
39139,Richland County,OH,Ohio
39141,Ross County,OH,Ohio
39143,Sandusky County,OH,Ohio
39145,Scioto County,OH,Ohio
39147,Seneca County,OH,Ohio
39149,Shelby County,OH,Ohio
39151,Stark County,OH,Ohio
39153,Summit County,OH,Ohio
39155,Trumbull County,OH,Ohio
39157,Tuscarawas County,OH,Ohio
39159,Union County,OH,Ohio
39161,Van Wert County,OH,Ohio
39163,Vinton County,OH,Ohio
39165,Warren County,OH,Ohio
39167,Washington County,OH,Ohio
39169,Wayne County,OH,Ohio
39171,Williams County,OH,Ohio
39173,Wood County,OH,Ohio
39175,Wyandot County,OH,Ohio
40001,Adair County,OK,Oklahoma
40003,Alfalfa County,OK,Oklahoma
40005,Atoka County,OK,Oklahoma
40007,Beaver County,OK,Oklahoma
40009,Beckham County,OK,Oklahoma
40011,Blaine County,OK,Oklahoma
40013,Bryan County,OK,Oklahoma
40015,Caddo County,OK,Oklahoma
40017,Canadian County,OK,Oklahoma
40019,Carter County,OK,Oklahoma
40021,Cherokee County,OK,Oklahoma
40023,Choctaw County,OK,Oklahoma
40025,Cimarron County,OK,Oklahoma
40027,Cleveland County,OK,Oklahoma
40029,Coal County,OK,Oklahoma
40031,Comanche County,OK,Oklahoma
40033,Cotton County,OK,Oklahoma
40035,Craig County,OK,Oklahoma
40037,Creek County,OK,Oklahoma
40039,Custer County,OK,Oklahoma
40041,Delaware County,OK,Oklahoma
40043,Dewey County,OK,Oklahoma
40045,Ellis County,OK,Oklahoma
40047,Garfield County,OK,Oklahoma
40049,Garvin County,OK,Oklahoma
40051,Grady County,OK,Oklahoma
40053,Grant County,OK,Oklahoma
40055,Greer County,OK,Oklahoma
40057,Harmon County,OK,Oklahoma
40059,Harper County,OK,Oklahoma
40061,Haskell County,OK,Oklahoma
40063,Hughes County,OK,Oklahoma
40065,Jackson County,OK,Oklahoma
40067,Jefferson County,OK,Oklahoma
40069,Johnston County,OK,Oklahoma
40071,Kay County,OK,Oklahoma
40073,Kingfisher County,OK,Oklahoma
40075,Kiowa County,OK,Oklahoma
40077,Latimer County,OK,Oklahoma
40079,Le Flore County,OK,Oklahoma
40081,Lincoln County,OK,Oklahoma
40083,Logan County,OK,Oklahoma
40085,Love County,OK,Oklahoma
40087,McClain County,OK,Oklahoma
40089,McCurtain County,OK,Oklahoma
40091,McIntosh County,OK,Oklahoma
40093,Major County,OK,Oklahoma
40095,Marshall County,OK,Oklahoma
40097,Mayes County,OK,Oklahoma
40099,Murray County,OK,Oklahoma
40101,Muskogee County,OK,Oklahoma
40103,Noble County,OK,Oklahoma
40105,Nowata County,OK,Oklahoma
40107,Okfuskee County,OK,Oklahoma
40109,Oklahoma County,OK,Oklahoma
40111,Okmulgee County,OK,Oklahoma
40113,Osage County,OK,Oklahoma
40115,Ottawa County,OK,Oklahoma
40117,Pawnee County,OK,Oklahoma
40119,Payne County,OK,Oklahoma
40121,Pittsburg County,OK,Oklahoma
40123,Pontotoc County,OK,Oklahoma
40125,Pottawatomie County,OK,Oklahoma
40127,Pushmataha County,OK,Oklahoma
40129,Roger Mills County,OK,Oklahoma
40131,Rogers County,OK,Oklahoma
40133,Seminole County,OK,Oklahoma
40135,Sequoyah County,OK,Oklahoma
40137,Stephens County,OK,Oklahoma
40139,Texas County,OK,Oklahoma
40141,Tillman County,OK,Oklahoma
40143,Tulsa County,OK,Oklahoma
40145,Wagoner County,OK,Oklahoma
40147,Washington County,OK,Oklahoma
40149,Washita County,OK,Oklahoma
40151,Woods County,OK,Oklahoma
40153,Woodward County,OK,Oklahoma
41001,Baker County,OR,Oregon
41003,Benton County,OR,Oregon
41005,Clackamas County,OR,Oregon
41007,Clatsop County,OR,Oregon
41009,Columbia County,OR,Oregon
41011,Coos County,OR,Oregon
41013,Crook County,OR,Oregon
41015,Curry County,OR,Oregon
41017,Deschutes County,OR,Oregon
41019,Douglas County,OR,Oregon
41021,Gilliam County,OR,Oregon
41023,Grant County,OR,Oregon
41025,Harney County,OR,Oregon
41027,Hood River County,OR,Oregon
41029,Jackson County,OR,Oregon
41031,Jefferson County,OR,Oregon
41033,Josephine County,OR,Oregon
41035,Klamath County,OR,Oregon
41037,Lake County,OR,Oregon
41039,Lane County,OR,Oregon
41041,Lincoln County,OR,Oregon
41043,Linn County,OR,Oregon
41045,Malheur County,OR,Oregon
41047,Marion County,OR,Oregon
41049,Morrow County,OR,Oregon
41051,Multnomah County,OR,Oregon
41053,Polk County,OR,Oregon
41055,Sherman County,OR,Oregon
41057,Tillamook County,OR,Oregon
41059,Umatilla County,OR,Oregon
41061,Union County,OR,Oregon
41063,Wallowa County,OR,Oregon
41065,Wasco County,OR,Oregon
41067,Washington County,OR,Oregon
41069,Wheeler County,OR,Oregon
41071,Yamhill County,OR,Oregon
42001,Adams County,PA,Pennsylvania
42003,Allegheny County,PA,Pennsylvania
42005,Armstrong County,PA,Pennsylvania
42007,Beaver County,PA,Pennsylvania
42009,Bedford County,PA,Pennsylvania
42011,Berks County,PA,Pennsylvania
42013,Blair County,PA,Pennsylvania
42015,Bradford County,PA,Pennsylvania
42017,Bucks County,PA,Pennsylvania
42019,Butler County,PA,Pennsylvania
42021,Cambria County,PA,Pennsylvania
42023,Cameron County,PA,Pennsylvania
42025,Carbon County,PA,Pennsylvania
42027,Centre County,PA,Pennsylvania
42029,Chester County,PA,Pennsylvania
42031,Clarion County,PA,Pennsylvania
42033,Clearfield County,PA,Pennsylvania
42035,Clinton County,PA,Pennsylvania
42037,Columbia County,PA,Pennsylvania
42039,Crawford County,PA,Pennsylvania
42041,Cumberland County,PA,Pennsylvania
42043,Dauphin County,PA,Pennsylvania
42045,Delaware County,PA,Pennsylvania
42047,Elk County,PA,Pennsylvania
42049,Erie County,PA,Pennsylvania
42051,Fayette County,PA,Pennsylvania
42053,Forest County,PA,Pennsylvania
42055,Franklin County,PA,Pennsylvania
42057,Fulton County,PA,Pennsylvania
42059,Greene County,PA,Pennsylvania
42061,Huntingdon County,PA,Pennsylvania
42063,Indiana County,PA,Pennsylvania
42065,Jefferson County,PA,Pennsylvania
42067,Juniata County,PA,Pennsylvania
42069,Lackawanna County,PA,Pennsylvania
42071,Lancaster County,PA,Pennsylvania
42073,Lawrence County,PA,Pennsylvania
42075,Lebanon County,PA,Pennsylvania
42077,Lehigh County,PA,Pennsylvania
42079,Luzerne County,PA,Pennsylvania
42081,Lycoming County,PA,Pennsylvania
42083,McKean County,PA,Pennsylvania
42085,Mercer County,PA,Pennsylvania
42087,Mifflin County,PA,Pennsylvania
42089,Monroe County,PA,Pennsylvania
42091,Montgomery County,PA,Pennsylvania
42093,Montour County,PA,Pennsylvania
42095,Northampton County,PA,Pennsylvania
42097,Northumberland County,PA,Pennsylvania
42099,Perry County,PA,Pennsylvania
42101,Philadelphia County,PA,Pennsylvania
42103,Pike County,PA,Pennsylvania
42105,Potter County,PA,Pennsylvania
42107,Schuylkill County,PA,Pennsylvania
42109,Snyder County,PA,Pennsylvania
42111,Somerset County,PA,Pennsylvania
42113,Sullivan County,PA,Pennsylvania
42115,Susquehanna County,PA,Pennsylvania
42117,Tioga County,PA,Pennsylvania
42119,Union County,PA,Pennsylvania
42121,Venango County,PA,Pennsylvania
42123,Warren County,PA,Pennsylvania
42125,Washington County,PA,Pennsylvania
42127,Wayne County,PA,Pennsylvania
42129,Westmoreland County,PA,Pennsylvania
42131,Wyoming County,PA,Pennsylvania
42133,York County,PA,Pennsylvania
44001,Bristol County,RI,Rhode Island
44003,Kent County,RI,Rhode Island
44005,Newport County,RI,Rhode Island
44007,Providence County,RI,Rhode Island
44009,Washington County,RI,Rhode Island
45001,Abbeville County,SC,South Carolina
45003,Aiken County,SC,South Carolina
45005,Allendale County,SC,South Carolina
45007,Anderson County,SC,South Carolina
45009,Bamberg County,SC,South Carolina
45011,Barnwell County,SC,South Carolina
45013,Beaufort County,SC,South Carolina
45015,Berkeley County,SC,South Carolina
45017,Calhoun County,SC,South Carolina
45019,Charleston County,SC,South Carolina
45021,Cherokee County,SC,South Carolina
45023,Chester County,SC,South Carolina
45025,Chesterfield County,SC,South Carolina
45027,Clarendon County,SC,South Carolina
45029,Colleton County,SC,South Carolina
45031,Darlington County,SC,South Carolina
45033,Dillon County,SC,South Carolina
45035,Dorchester County,SC,South Carolina
45037,Edgefield County,SC,South Carolina
45039,Fairfield County,SC,South Carolina
45041,Florence County,SC,South Carolina
45043,Georgetown County,SC,South Carolina
45045,Greenville County,SC,South Carolina
45047,Greenwood County,SC,South Carolina
45049,Hampton County,SC,South Carolina
45051,Horry County,SC,South Carolina
45053,Jasper County,SC,South Carolina
45055,Kershaw County,SC,South Carolina
45057,Lancaster County,SC,South Carolina
45059,Laurens County,SC,South Carolina
45061,Lee County,SC,South Carolina
